Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH
E1,2003-11-08,Nott'm Forest,Watford,1,1,D,0,0,D,G Laws,17,16,8,9,14,8,3,9,1,0,0,0,1.66,3.4,4.5,1.63,3.5,5.0,1.65,3.3,3.8,1.615,3.25,5.0,1.67,3.4,4.5,1.66,3.4,4.5,1.61,3.3,5.0,1.75,1.95,1.8,1.9,1.9,1.9,-0.75,2.0,1.85,-0.5,2.1,1.75,-0.75
E1,2003-11-08,Reading,Wigan,1,0,H,0,0,D,P Robinson,10,13,5,3,11,11,10,2,2,0,0,1,2.37,3.2,2.62,2.4,3.25,2.65,2.2,3.1,2.5,2.25,3.2,2.75,2.38,3.2,2.63,2.37,3.2,2.62,2.37,3.1,2.62,1.85,1.85,1.9,1.8,1.8,2.0,0.0,1.8,2.05,0.0,1.875,1.975,0.0
E1,2003-11-08,Rotherham,Wimbledon,3,1,H,2,0,H,A Hall,10,6,7,2,17,15,7,4,1,0,1,1,1.9,3.25,3.5,1.9,3.35,3.65,1.85,3.2,3.1,1.8,3.25,3.75,1.83,3.25,3.75,1.9,3.25,3.5,1.9,3.2,3.5,1.79,1.9,1.8,1.9,1.9,1.9,-0.5,1.95,1.9,-0.5,2.0,1.85,-0.5
E1,2003-11-08,Sheffield United,Burnley,1,0,H,1,0,H,G Cain,10,5,5,3,4,7,5,4,0,0,0,0,1.57,3.4,5.5,1.65,3.4,5.0,1.6,3.3,4.0,1.533,3.5,5.5,1.53,3.4,6.0,1.57,3.4,5.5,1.66,3.3,4.5,1.71,2.0,1.72,2.0,2.0,1.8,-1.0,2.05,1.8,-1.0,1.825,2.025,-0.75
E1,2003-11-08,Sunderland,Coventry,0,0,D,0,0,D,A Butler,9,7,3,3,14,12,4,4,2,3,0,0,1.57,3.4,5.5,1.66,3.35,5.05,1.6,3.3,4.0,1.615,3.5,4.5,1.57,3.4,5.5,1.61,3.4,5.0,1.66,3.3,4.5,1.95,1.75,1.8,1.9,1.8,2.0,-0.75,1.95,1.9,-0.75,1.85,2.0,-0.75
E1,2003-11-08,West Ham,West Brom,3,4,A,3,2,H,M Dean,11,5,8,4,10,10,1,5,2,1,1,0,2.1,3.25,3.0,2.1,3.3,3.15,2.1,3.0,2.8,2.1,3.2,3.0,2.2,3.25,2.88,2.1,3.25,3.0,2.0,3.1,3.3,1.95,1.75,2.0,1.72,1.85,1.95,-0.25,1.8,2.05,-0.25,1.8,2.05,-0.25
E1,2003-11-15,Derby,Burnley,2,0,H,1,0,H,U Rennie,14,9,9,5,10,15,7,8,1,2,0,1,2.2,3.25,2.8,2.3,3.25,2.8,2.2,3.1,2.5,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,1.71,2.0,1.72,2.0,2.05,1.75,-0.25,1.9,1.95,-0.25,1.95,1.9,-0.25
E1,2003-11-15,Gillingham,Wimbledon,1,2,A,1,1,D,L Cable,12,11,10,8,13,13,14,5,1,2,0,0,1.61,3.4,5.0,1.63,3.4,5.25,1.6,3.3,4.0,1.57,3.5,5.0,1.57,3.5,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.75,1.95,1.7,2.05,1.9,1.9,-0.75,2.0,1.85,-1.0,1.825,2.025,-1.0
E1,2003-11-15,Norwich,Watford,1,2,A,0,1,A,S Bennett,15,7,10,4,16,13,10,5,3,3,0,0,1.53,3.5,5.5,1.55,3.4,6.25,1.5,3.4,4.7,1.53,3.5,5.5,1.5,3.5,6.0,1.53,3.4,6.0,1.53,3.4,6.0,1.79,1.9,1.8,1.9,2.0,1.8,-1.0,2.05,1.8,-1.0,2.1,1.75,-1.0
E1,2003-11-15,Reading,Millwall,1,0,H,1,0,H,M Jones,9,7,5,4,11,15,4,8,2,3,0,0,1.9,3.25,3.5,1.9,3.25,3.75,1.9,3.1,3.0,1.8,3.25,3.75,1.83,3.25,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.85,1.85,1.9,1.8,1.9,1.9,-0.5,1.9,1.95,-0.5,1.925,1.925,-0.5
E1,2003-11-22,Burnley,Rotherham,1,1,D,1,0,H,R Oliver,9,6,4,4,15,10,6,6,2,0,0,0,1.83,3.25,3.75,1.9,3.3,3.7,1.8,3.1,3.4,1.91,3.2,3.5,1.83,3.25,3.75,1.83,3.25,3.8,1.8,3.3,3.75,1.9,1.79,1.9,1.9,1.9,1.9,-0.5,1.9,1.95,-0.5,1.9,1.95,-0.5
E1,2003-11-22,Coventry,Gillingham,2,2,D,0,0,D,S Dunn,14,9,6,3,4,6,5,6,1,1,0,0,1.9,3.25,3.5,1.85,3.4,3.75,1.8,3.1,3.4,1.8,3.2,4.0,1.91,3.25,3.5,1.91,3.25,3.5,1.83,3.2,3.75,1.9,1.79,1.95,1.85,1.85,1.95,-0.5,1.9,1.95,-0.5,1.9,1.95,-0.5
E1,2003-11-22,Crewe,Sunderland,3,0,H,0,0,D,C Foy,12,26,7,16,5,14,3,8,0,0,0,0,2.6,3.2,2.4,2.62,3.25,2.42,2.35,3.0,2.35,2.8,3.2,2.2,2.62,3.2,2.38,2.6,3.2,2.4,2.5,3.25,2.4,1.95,1.75,2.0,1.8,1.95,1.85,0.0,2.0,1.85,0.0,2.05,1.8,0.0
E1,2003-11-22,Ipswich,Sheffield United,3,0,H,1,0,H,M Fletcher,9,4,5,4,15,21,4,5,2,4,0,0,2.3,3.2,2.7,2.3,3.3,2.75,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.2,3.2,2.8,1.71,2.0,1.7,2.1,2.0,1.8,-0.25,1.85,2.0,-0.25,2.05,1.8,-0.25
E1,2003-11-22,Millwall,Derby,0,0,D,0,0,D,J Ross,15,8,8,5,12,16,10,6,0,1,0,0,1.72,3.25,4.33,1.71,3.35,4.6,1.65,3.2,3.9,1.62,3.25,5.0,1.67,3.4,4.5,1.7,3.3,4.5,1.66,3.3,4.5,1.79,1.9,1.85,1.95,1.95,1.85,-0.75,2.05,1.8,-0.75,2.1,1.75,-0.75
E1,2003-11-22,Preston,Norwich,0,0,D,0,0,D,J Ross,15,8,8,5,12,16,10,6,0,1,0,0,2.25,3.25,2.75,2.28,3.25,2.82,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1.79,1.9,1.95,1.85,2.05,1.77,-0.25,2.0,1.85,-0.25,2.1,1.75,-0.25
E1,2003-11-22,Stoke,Bradford,1,0,H,1,0,H,P Crossley,10,3,4,1,12,12,6,4,1,1,0,0,1.83,3.25,3.75,1.85,3.4,3.75,1.85,3.1,3.2,1.83,3.2,3.75,1.83,3.25,3.75,1.83,3.25,3.8,1.83,3.3,3.6,1.79,1.9,1.95,1.85,1.85,1.95,-0.5,2.1,1.75,-0.75,1.875,1.975,-0.5
E1,2003-11-22,Walsall,Crystal Palace,0,0,D,0,0,D,A Leake,13,6,3,4,9,10,5,5,1,2,1,0,1.83,3.25,3.75,2.0,3.25,3.4,1.9,3.1,3.0,1.91,3.25,3.4,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.3,3.3,1.75,1.95,1.85,1.95,1.8,2.0,-0.25,1.95,1.9,-0.25,2.1,1.75,-0.5
E1,2003-11-22,Watford,West Ham,0,0,D,0,0,D,P Prosser,11,16,9,8,13,8,6,7,0,0,0,0,2.62,3.2,2.37,2.75,3.25,2.32,2.4,3.0,2.3,2.75,3.0,2.38,2.75,3.25,2.25,2.7,3.2,2.3,2.75,3.2,2.25,1.95,1.75,2.0,1.8,1.95,1.85,0.0,2.05,1.8,0.0,1.95,1.9,0.0
E1,2003-11-22,West Brom,Reading,0,0,D,0,0,D,R Pearson,13,6,3,1,8,9,5,6,0,0,0,0,1.8,3.25,4.0,1.76,3.3,4.35,1.75,3.2,3.5,1.73,3.2,4.33,1.73,3.25,4.33,1.75,3.3,4.2,1.72,3.25,4.2,1.85,1.85,2.05,1.75,2.0,1.8,-0.75,2.1,1.75,-0.75,1.875,1.975,-0.5
E1,2003-11-22,Wigan,Nott'm Forest,2,2,D,1,0,H,C Boyeson,11,9,9,6,13,14,5,5,1,1,0,0,1.72,3.25,4.33,1.76,3.3,4.35,1.75,3.2,3.5,1.73,3.4,4.0,1.73,3.25,4.33,1.73,3.25,4.33,1.72,3.25,4.2,1.85,1.85,2.0,1.8,1.76,2.06,-0.5,1.75,2.1,-0.5,1.8,2.05,-0.5
E1,2003-11-22,Wimbledon,Cardiff,0,1,A,0,1,A,H Webb,6,6,4,4,13,8,7,3,2,1,0,0,2.8,3.25,2.2,2.85,3.25,2.25,2.6,3.0,2.2,2.75,3.25,2.2,2.88,3.2,2.2,2.88,3.2,2.2,3.0,3.2,2.1,1.71,2.0,1.75,2.05,1.8,2.0,0.25,1.95,1.9,0.25,1.75,2.1,0.25
E1,2003-11-25,Burnley,Reading,3,0,H,1,0,H,M Pike,7,9,4,2,7,9,6,7,1,2,0,0,2.5,3.2,2.5,2.55,3.2,2.5,2.35,3.0,2.35,2.6,3.2,2.38,2.62,3.2,2.38,2.5,3.2,2.5,2.6,3.1,2.4,1.85,1.85,1.9,1.9,1.9,1.9,0.0,1.95,1.9,0.0,1.9,1.95,0.0
E1,2003-11-25,Cardiff,West Brom,1,1,D,0,0,D,B Curson,14,9,7,6,6,18,4,4,0,2,0,0,2.5,3.2,2.5,2.5,3.2,2.55,2.35,3.0,2.35,2.38,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.9,1.79,1.95,1.85,1.9,1.9,0.0,1.75,2.1,0.0,1.8,2.05,0.0
E1,2003-11-25,Norwich,Coventry,1,1,D,1,0,H,P Taylor,8,19,4,10,13,12,4,4,4,2,1,0,1.57,3.4,5.5,1.6,3.4,5.5,1.6,3.2,4.2,1.5,3.4,6.0,1.5,3.5,6.0,1.57,3.4,5.5,1.57,3.5,5.0,1.79,1.9,1.8,2.0,1.9,1.9,-0.75,1.9,1.95,-0.75,1.9,1.95,-0.75
E1,2003-11-25,Stoke,Crystal Palace,0,1,A,0,1,A,M Clattenburg,22,6,12,4,13,8,10,6,1,4,0,0,2.1,3.25,3.0,2.1,3.3,3.1,2.0,3.0,2.9,2.1,3.2,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,1.85,1.85,1.9,1.9,1.85,1.95,-0.25,,,,1.875,1.975,-0.25
E1,2003-11-25,Wimbledon,West Ham,1,1,D,0,0,D,B Knight,6,9,4,5,9,10,3,7,0,1,0,0,4.0,3.25,1.8,4.05,3.35,1.8,3.4,3.1,1.8,3.75,3.25,1.8,4.0,3.25,1.8,4.0,3.25,1.8,4.0,3.4,1.72,1.79,1.9,1.8,2.0,2.0,1.8,0.5,2.1,1.75,0.5,1.975,1.875,0.5
E1,2003-11-29,Bradford,Millwall,3,2,H,0,2,A,D Gallagher,12,10,8,7,11,14,5,3,1,1,0,0,2.6,3.2,2.4,2.6,3.2,2.5,2.35,3.0,2.35,2.75,3.2,2.25,2.75,3.25,2.25,2.6,3.2,2.4,2.5,3.1,2.5,1.95,1.75,2.0,1.8,1.9,1.9,0.0,2.1,1.8,0.0,1.925,1.925,0.0
E1,2003-11-29,Cardiff,Ipswich,2,3,A,0,2,A,A Hall,13,14,3,11,12,15,7,11,5,1,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.2,3.0,2.6,2.2,3.2,2.8,2.2,3.25,2.8,2.25,3.2,2.8,2.1,3.2,3.0,1.75,1.95,1.8,2.0,1.95,1.85,-0.25,1.85,2.0,-0.25,2.0,1.85,-0.25
E1,2003-11-29,Crystal Palace,Coventry,1,1,D,1,0,H,M Warren,9,9,5,4,10,14,5,4,1,3,0,0,2.2,3.25,2.8,2.25,3.2,2.9,2.2,3.0,2.6,2.1,3.2,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.1,2.8,1.85,1.85,1.9,1.9,1.9,1.9,-0.25,1.9,1.95,-0.25,1.925,1.925,-0.25
E1,2003-11-29,Derby,Wimbledon,3,1,H,1,1,D,T Parkes,10,8,6,3,16,8,6,4,3,0,0,0,1.72,3.25,4.33,1.73,3.35,4.5,1.75,3.2,3.5,1.8,3.25,3.75,1.67,3.4,4.5,1.73,3.25,4.33,1.72,3.25,4.2,1.71,2.0,1.8,2.0,1.95,1.85,-0.75,2.05,1.8,-0.75,1.975,1.875,-0.75
E1,2003-11-29,Gillingham,Stoke,3,1,H,2,0,H,G Hegley,13,12,9,6,12,11,9,2,1,1,0,0,1.9,3.25,3.5,1.91,3.25,3.7,1.9,3.1,3.0,1.8,3.25,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.2,3.5,1.79,1.9,2.0,1.8,1.9,1.9,-0.5,1.9,1.95,-0.5,2.05,1.8,-0.5
E1,2003-11-29,Norwich,Crewe,1,0,H,1,0,H,A Penn,29,13,15,9,13,12,7,5,1,0,0,0,1.53,3.5,5.5,1.57,3.5,5.65,1.5,3.5,4.5,1.57,3.25,5.5,1.57,3.4,5.5,1.57,3.4,5.5,1.53,3.4,5.5,1.85,1.85,1.8,2.0,1.8,2.0,-0.75,2.0,1.85,-0.75,1.825,2.025,-0.75
E1,2003-11-29,Nott'm Forest,West Brom,0,3,A,0,2,A,P Taylor,15,7,5,4,13,11,9,4,2,1,0,0,2.6,3.2,2.4,2.6,3.25,2.45,2.35,3.0,2.35,2.5,3.2,2.5,2.62,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5,1.9,1.79,2.0,1.8,1.9,1.9,0.0,1.9,1.95,0.0,2.025,1.875,0.0
E1,2003-11-29,Reading,Watford,2,1,H,0,0,D,P Walton,12,8,4,2,8,11,9,2,1,0,0,0,1.72,3.25,4.33,1.67,3.45,4.75,1.65,3.2,3.9,1.73,3.2,4.33,1.67,3.4,4.5,1.73,3.25,4.33,1.66,3.3,4.5,1.85,1.85,1.95,1.85,2.05,1.77,-0.75,2.05,1.8,-0.75,1.925,1.925,-0.5
E1,2003-11-29,Rotherham,Walsall,2,0,H,0,0,D,E Ilderton,15,3,6,0,5,14,8,0,0,1,0,0,2.37,3.2,2.62,2.25,3.2,2.9,2.2,3.0,2.6,2.2,3.2,2.8,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.3,2.87,1.9,1.79,2.05,1.75,2.0,1.8,-0.25,2.0,1.85,-0.25,2.0,1.85,-0.25
E1,2003-11-29,Sheffield United,Preston,2,0,H,1,0,H,J Winter,13,15,5,6,8,13,3,11,0,0,0,0,1.66,3.4,4.5,1.73,3.35,4.5,1.7,3.2,3.7,1.73,3.4,4.0,1.67,3.4,4.5,1.67,3.4,4.5,1.72,3.2,4.33,1.79,1.9,1.85,1.95,2.05,1.77,-0.75,2.05,1.8,-0.75,2.1,1.75,-0.75
E1,2003-11-29,Sunderland,Burnley,1,1,D,1,0,H,A Kaye,17,15,14,9,7,10,8,7,2,1,0,0,1.61,3.4,5.0,1.61,3.45,5.3,1.6,3.3,4.0,1.62,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.3,5.0,1.85,1.85,1.95,1.85,1.9,1.9,-0.75,2.0,1.75,-0.75,2.0,1.85,-0.75
E1,2003-11-29,West Ham,Wigan,4,0,H,2,0,H,F Stretton,8,4,5,0,16,10,5,4,1,2,0,2,1.9,3.25,3.5,1.91,3.25,3.7,1.9,3.0,3.1,1.83,3.2,3.75,2.0,3.25,3.25,1.91,3.25,3.5,2.0,3.2,3.2,1.95,1.75,2.0,1.8,1.95,1.85,-0.5,2.0,1.85,-0.5,2.05,1.8,-0.5
E1,2003-12-02,Rotherham,Coventry,2,0,H,2,0,H,A D'Urso,11,12,7,4,11,11,7,10,0,0,0,0,2.3,3.2,2.7,2.3,3.2,2.8,2.2,2.9,2.7,2.25,3.2,2.75,2.38,3.0,2.75,2.3,3.1,2.8,2.37,3.1,2.62,1.9,1.75,2.05,1.75,1.95,1.85,-0.25,1.85,2.0,0.0,2.05,1.8,-0.25
E1,2003-12-02,Sunderland,Wigan,1,1,D,0,0,D,R Oliver,12,17,5,11,11,14,4,9,1,2,1,1,2.0,3.25,3.25,2.0,3.25,3.4,1.9,3.0,3.1,2.0,3.2,3.2,1.91,3.25,3.5,1.91,3.25,3.5,2.0,3.2,3.2,1.95,1.75,2.05,1.75,2.0,1.8,-0.5,2.1,1.75,-0.5,1.875,1.975,-0.25
E1,2003-12-03,Nott'm Forest,Ipswich,1,1,D,0,0,D,C Webster,13,8,13,8,9,9,9,4,2,2,0,0,2.6,3.2,2.4,2.67,3.2,2.4,2.3,3.1,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.2,2.38,2.62,3.1,2.37,1.71,1.95,1.8,2.0,1.9,1.9,0.0,,,,1.925,1.925,0.0
E1,2003-12-06,Burnley,Sheffield United,3,2,H,3,2,H,N Barry,11,10,6,8,17,11,5,6,2,0,0,1,2.62,3.2,2.37,2.6,3.25,2.45,2.35,3.0,2.35,2.6,3.2,2.375,2.63,3.2,2.38,2.62,3.2,2.37,2.5,3.1,2.5,1.85,1.85,1.9,1.9,1.96,1.85,0.0,2.0,1.85,0.0,2.0,1.85,0.0
E1,2003-12-06,Crewe,Gillingham,1,1,D,1,0,H,G Cain,8,16,3,10,5,8,1,8,0,0,0,0,1.9,3.25,3.5,1.85,3.35,3.8,1.85,3.1,3.2,1.909,3.25,3.4,1.83,3.25,3.75,1.9,3.25,3.5,1.83,3.2,3.75,1.85,1.85,1.9,1.9,1.85,1.95,-0.5,2.1,1.75,-0.5,1.8,2.05,-0.25
E1,2003-12-06,Ipswich,Derby,2,1,H,1,0,H,M Messias,11,11,6,8,12,14,5,3,3,2,0,0,1.57,3.4,5.5,1.55,3.5,5.75,1.5,3.4,4.7,1.533,3.5,5.5,1.5,3.5,6.0,1.53,3.5,5.5,1.5,3.4,6.0,1.71,2.0,1.66,2.15,2.0,1.8,-1.0,1.85,2.0,-1.0,1.85,2.0,-0.75
E1,2003-12-06,Millwall,Norwich,0,0,D,0,0,D,M Thorpe,7,7,3,3,9,12,2,1,3,2,1,0,2.4,3.2,2.6,2.4,3.25,2.65,2.3,3.0,2.4,2.375,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.3,3.2,2.62,1.95,1.75,2.05,1.75,1.81,2.0,0.0,1.8,2.05,0.0,1.825,2.025,0.0
E1,2003-12-06,Preston,Crystal Palace,4,1,H,0,0,D,E Ilderton,28,7,27,4,13,13,7,2,1,1,0,1,1.8,3.25,4.0,1.78,3.3,4.2,1.75,3.1,3.6,1.727,3.4,4.0,1.73,3.25,4.33,1.8,3.25,4.0,1.72,3.25,4.2,1.79,1.9,1.95,1.85,1.78,2.02,-0.5,1.95,1.9,-0.75,1.975,1.875,-0.5
E1,2003-12-06,Stoke,Cardiff,2,3,A,1,2,A,A Leake,13,11,7,6,18,6,8,1,4,2,0,0,2.5,3.2,2.5,2.55,3.25,2.5,2.35,3.0,2.35,2.75,3.2,2.25,2.63,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.85,1.85,2.0,1.8,1.9,1.9,0.0,2.0,1.85,0.0,1.925,1.925,0.0
E1,2003-12-06,Walsall,Bradford,1,0,H,0,0,D,C Webster,12,12,8,4,14,13,3,4,2,4,0,0,1.9,3.25,3.5,1.9,3.3,3.7,1.85,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.8,3.3,3.75,1.85,1.85,1.95,1.85,1.9,1.9,-0.5,1.95,1.9,-0.5,2.0,1.825,-0.5
E1,2003-12-06,Watford,Nott'm Forest,1,1,D,0,0,D,M Ryan,5,8,2,3,18,13,7,3,1,0,0,0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.87,2.25,3.1,2.8,1.85,1.85,2.0,1.8,2.0,1.8,-0.25,1.95,1.9,-0.25,1.9,1.95,0.0
E1,2003-12-06,West Brom,West Ham,1,1,D,0,0,D,M Ryan,5,8,2,3,18,13,7,3,1,0,0,0,2.0,3.25,3.25,2.05,3.3,3.2,2.1,3.0,2.8,2.2,3.2,2.8,2.0,3.25,3.25,2.1,3.25,3.0,2.1,3.2,3.0,1.95,1.75,2.05,1.75,1.9,1.9,-0.25,1.95,1.9,-0.25,1.825,2.025,-0.25
E1,2003-12-06,Wigan,Reading,0,2,A,0,0,D,J Ross,22,9,11,8,13,13,6,4,1,1,0,0,2.0,3.25,3.25,1.95,3.2,3.6,2.0,3.0,2.9,2.0,3.2,3.2,1.91,3.25,3.5,2.0,3.25,3.25,1.9,3.25,3.4,1.95,1.75,2.0,1.8,1.95,1.85,-0.5,2.0,1.85,-0.5,1.8,2.05,-0.25
E1,2003-12-06,Wimbledon,Rotherham,1,2,A,0,1,A,D Gallagher,7,12,4,6,15,9,7,7,1,1,0,0,2.37,3.2,2.62,2.35,3.2,2.75,2.3,3.0,2.4,2.375,3.2,2.6,2.25,3.2,2.8,2.25,3.2,2.8,2.37,3.1,2.62,1.79,1.9,1.85,1.95,1.8,2.0,0.0,1.9,1.95,0.0,1.875,1.975,0.0
E1,2003-12-08,Coventry,Sunderland,1,1,D,1,1,D,M Jones,16,8,10,4,8,10,6,4,1,1,0,0,2.62,3.0,2.5,2.4,3.2,2.67,2.4,2.9,2.4,2.5,3.2,2.5,2.5,3.0,2.6,2.5,3.0,2.62,2.6,2.8,2.6,2.0,1.71,2.0,1.8,1.81,2.0,0.0,,,,2.0,1.85,0.0
E1,2003-12-09,Bradford,West Brom,0,1,A,0,0,D,Mike Pike,7,10,5,4,9,8,3,2,1,0,0,0,4.0,3.25,1.8,4.2,3.25,1.8,3.2,3.1,1.85,3.75,3.2,1.83,3.75,3.25,1.83,3.75,3.25,1.85,4.2,3.25,1.72,1.85,1.85,,,1.95,1.85,0.5,1.9,1.95,0.5,1.9,1.95,0.5
E1,2003-12-09,Cardiff,Preston,2,2,D,0,0,D,M Cooper,18,11,16,8,10,18,4,8,1,2,0,0,1.83,3.25,3.75,1.83,3.35,3.9,1.8,3.1,3.4,1.73,3.4,4.0,1.83,3.25,3.75,1.83,3.4,3.6,1.8,3.3,3.75,1.85,1.85,,,1.9,1.9,-0.5,2.05,1.8,-0.5,2.0,1.85,-0.5
E1,2003-12-09,Crystal Palace,Crewe,1,3,A,0,2,A,P Joslin,10,8,7,5,2,3,11,5,1,1,0,0,2.1,3.25,3.0,2.0,3.25,3.4,1.85,3.1,3.2,1.83,3.2,3.75,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.9,1.79,,,1.7,2.0,-0.25,2.05,1.8,-0.5,2.05,1.8,-0.5
E1,2003-12-09,Sheffield United,Walsall,2,0,H,1,0,H,R Beeby,22,5,11,3,6,20,8,1,0,2,0,0,1.57,3.4,5.5,1.55,3.45,6.1,1.5,3.4,4.7,1.53,3.5,5.5,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.85,1.85,,,1.8,2.0,-0.75,1.8,2.05,-0.75,1.75,2.1,-0.75
E1,2003-12-09,West Ham,Stoke,0,1,A,0,1,A,B Curson,5,5,2,1,13,6,5,0,1,2,0,0,1.44,3.75,6.5,1.44,3.75,7.25,1.4,3.6,5.5,1.36,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.85,1.85,,,1.85,1.95,-1.0,2.0,1.85,-1.25,2.05,1.8,-1.25
E1,2003-12-13,Burnley,Coventry,1,2,A,0,2,A,M Fletcher,11,5,3,2,14,14,15,2,2,2,1,0,1.833,3.25,3.75,1.95,3.3,3.5,1.9,2.9,3.2,2.0,3.2,3.2,2.0,3.0,3.5,2.0,3.2,3.3,1.9,3.1,3.6,1.9,1.79,1.8,2.0,1.95,1.85,-0.5,2.1,1.75,-0.5,1.95,1.9,-0.5
E1,2003-12-13,Crystal Palace,Nott'm Forest,1,0,H,1,0,H,A Hall,8,6,4,1,13,18,5,4,2,3,0,1,2.375,3.2,2.625,2.35,3.25,2.7,2.3,3.0,2.4,2.25,3.2,2.75,2.38,3.2,2.62,2.3,3.2,2.7,2.3,3.1,2.75,1.95,1.75,1.9,1.9,1.85,1.95,0.0,1.8,2.05,0.0,1.925,1.925,0.0
E1,2003-12-13,Gillingham,Preston,0,1,A,0,1,A,R Oliver,17,6,1,3,10,19,9,8,1,3,0,0,2.25,3.25,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,1.85,1.85,1.9,1.9,2.0,1.8,-0.25,2.05,1.8,-0.25,2.1,1.75,-0.25
E1,2003-12-13,Millwall,Ipswich,0,0,D,0,0,D,I Williamson,10,5,3,0,11,17,4,1,4,3,0,1,2.5,3.2,2.5,2.6,3.1,2.55,2.35,2.9,2.45,2.6,3.2,2.375,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.2,2.3,1.9,1.79,1.95,1.85,1.91,1.9,0.0,1.75,2.1,0.25,1.975,1.875,0.0
E1,2003-12-13,Norwich,Cardiff,4,1,H,1,0,H,A Butler,11,12,7,7,18,7,9,6,0,1,0,0,1.8,3.25,4.0,1.9,3.25,3.75,1.8,3.0,3.5,1.909,3.2,3.5,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.3,3.75,1.85,1.85,1.8,2.0,1.9,1.9,-0.5,2.05,1.8,-0.5,2.0,1.85,-0.5
E1,2003-12-13,Rotherham,Derby,0,0,D,0,0,D,P Dowd,8,4,5,2,7,18,7,3,0,3,0,0,1.909,3.25,3.5,1.95,3.25,3.55,1.9,3.0,3.1,1.909,3.2,3.5,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,1.85,1.85,2.0,1.8,1.95,1.85,-0.5,1.95,1.9,-0.5,2.05,1.8,-0.5
E1,2003-12-13,Sheffield United,Watford,2,2,D,0,0,D,G Salisbury,11,6,3,6,9,9,8,3,0,3,0,1,1.571,3.4,5.5,1.55,3.5,6.0,1.55,3.2,4.7,1.615,3.25,5.0,1.5,3.5,6.0,1.5,3.5,6.0,1.57,3.3,5.5,1.85,1.85,1.85,1.95,1.8,2.0,-0.75,1.75,2.1,-0.75,1.825,2.025,-0.75
E1,2003-12-13,Stoke,Reading,3,0,H,2,0,H,C Foy,16,14,10,6,18,11,7,2,2,0,0,0,2.7,3.2,2.3,2.75,3.3,2.3,2.6,3.0,2.2,2.75,3.25,2.2,2.75,3.25,2.25,2.7,3.2,2.3,2.8,3.2,2.2,1.85,1.85,2.05,1.75,1.94,1.87,0.0,1.8,2.05,0.25,1.95,1.9,0.0
E1,2003-12-13,West Brom,Crewe,2,2,D,1,2,A,G Hegley,22,8,15,3,12,7,12,4,2,1,0,0,1.444,3.75,6.5,1.45,3.8,6.8,1.45,3.3,3.5,1.444,3.4,7.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.9,1.79,2.0,1.8,2.0,1.8,-1.0,1.95,1.9,-1.0,2.05,1.8,-1.0
