Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2008-08-30,Sampdoria_Inter_2008,Inter,1,1,1,1
2008-08-30,Udinese_Palermo_2008,Palermo,1,1,1,1
2008-08-30,Udinese_Palermo_2008,Udinese,1,1,1,1
2008-08-30,Sampdoria_Inter_2008,Sampdoria,1,1,1,1
2008-08-31,Roma_Napoli_2008,Roma,1,1,1,1
2008-08-31,Cagliari_Lazio_2008,Cagliari,1,1,1,1
2008-08-31,Milan_Bologna_2008,Milan,1,1,1,1
2008-08-31,Fiorentina_Juventus_2008,Fiorentina,1,1,1,1
2008-08-31,Roma_Napoli_2008,Napoli,1,1,1,1
2008-08-31,Chievo_Reggina_2008,Chievo,1,1,1,1
2008-08-31,Atalanta_Siena_2008,Atalanta,1,1,1,1
2008-08-31,Milan_Bologna_2008,Bologna,1,1,1,1
2008-08-31,Torino_Lecce_2008,Lecce,1,1,1,1
2008-08-31,Catania_Genoa_2008,Genoa,1,1,1,1
2008-08-31,Catania_Genoa_2008,Catania,1,1,1,1
2008-08-31,Cagliari_Lazio_2008,Lazio,1,1,1,1
2008-08-31,Atalanta_Siena_2008,Siena,1,1,1,1
2008-08-31,Torino_Lecce_2008,Torino,1,1,1,1
2008-08-31,Chievo_Reggina_2008,Reggina,1,1,1,1
2008-08-31,Fiorentina_Juventus_2008,Juventus,1,1,1,1
2008-09-13,Inter_Catania_2008,Inter,1,1,2,3
2008-09-13,Palermo_Roma_2008,Roma,1,1,2,3
2008-09-13,Inter_Catania_2008,Catania,1,1,2,3
2008-09-13,Palermo_Roma_2008,Palermo,1,1,2,3
2008-09-14,Bologna_Atalanta_2008,Bologna,1,1,2,3
2008-09-14,Lecce_Chievo_2008,Chievo,1,1,2,3
2008-09-14,Lazio_Sampdoria_2008,Sampdoria,1,1,2,3
2008-09-14,Genoa_Milan_2008,Genoa,1,1,2,3
2008-09-14,Bologna_Atalanta_2008,Atalanta,1,1,2,3
2008-09-14,Lazio_Sampdoria_2008,Lazio,1,1,2,3
2008-09-14,Reggina_Torino_2008,Reggina,1,1,2,3
2008-09-14,Juventus_Udinese_2008,Juventus,1,1,2,3
2008-09-14,Juventus_Udinese_2008,Udinese,1,1,2,3
2008-09-14,Siena_Cagliari_2008,Siena,1,1,2,3
2008-09-14,Napoli_Fiorentina_2008,Fiorentina,1,1,2,3
2008-09-14,Siena_Cagliari_2008,Cagliari,1,1,2,3
2008-09-14,Reggina_Torino_2008,Torino,1,1,2,3
2008-09-14,Lecce_Chievo_2008,Lecce,1,1,2,3
2008-09-14,Genoa_Milan_2008,Milan,1,1,2,3
2008-09-14,Napoli_Fiorentina_2008,Napoli,1,1,2,3
2008-09-20,Catania_Atalanta_2008,Atalanta,1,2,3,4
2008-09-20,Catania_Atalanta_2008,Catania,2,1,3,4
2008-09-20,Roma_Reggina_2008,Roma,2,1,3,4
2008-09-20,Roma_Reggina_2008,Reggina,1,2,3,4
2008-09-21,Palermo_Genoa_2008,Palermo,2,1,3,4
2008-09-21,Cagliari_Juventus_2008,Juventus,1,2,3,4
2008-09-21,Sampdoria_Chievo_2008,Chievo,1,2,3,4
2008-09-21,Milan_Lazio_2008,Lazio,1,2,3,4
2008-09-21,Fiorentina_Bologna_2008,Bologna,1,2,3,4
2008-09-21,Fiorentina_Bologna_2008,Fiorentina,2,1,3,4
2008-09-21,Lecce_Siena_2008,Siena,1,2,3,4
2008-09-21,Sampdoria_Chievo_2008,Sampdoria,2,1,3,4
2008-09-21,Udinese_Napoli_2008,Udinese,2,1,3,4
2008-09-21,Torino_Inter_2008,Inter,1,2,3,4
2008-09-21,Milan_Lazio_2008,Milan,2,1,3,4
2008-09-21,Lecce_Siena_2008,Lecce,2,1,3,4
2008-09-21,Palermo_Genoa_2008,Genoa,1,2,3,4
2008-09-21,Cagliari_Juventus_2008,Cagliari,2,1,3,4
2008-09-21,Udinese_Napoli_2008,Napoli,1,2,3,4
2008-09-21,Torino_Inter_2008,Torino,2,1,3,4
2008-09-24,Reggina_Milan_2008,Milan,2,2,4,5
2008-09-24,Siena_Sampdoria_2008,Siena,2,2,4,5
2008-09-24,Atalanta_Cagliari_2008,Cagliari,2,2,4,5
2008-09-24,Juventus_Catania_2008,Juventus,2,2,4,5
2008-09-24,Napoli_Palermo_2008,Napoli,2,2,4,5
2008-09-24,Lazio_Fiorentina_2008,Fiorentina,2,2,4,5
2008-09-24,Bologna_Udinese_2008,Bologna,2,2,4,5
2008-09-24,Siena_Sampdoria_2008,Sampdoria,2,2,4,5
2008-09-24,Reggina_Milan_2008,Reggina,2,2,4,5
2008-09-24,Napoli_Palermo_2008,Palermo,2,2,4,5
2008-09-24,Inter_Lecce_2008,Inter,2,2,4,5
2008-09-24,Juventus_Catania_2008,Catania,2,2,4,5
2008-09-24,Inter_Lecce_2008,Lecce,2,2,4,5
2008-09-24,Atalanta_Cagliari_2008,Atalanta,2,2,4,5
2008-09-24,Genoa_Roma_2008,Genoa,2,2,4,5
2008-09-24,Genoa_Roma_2008,Roma,2,2,4,5
2008-09-24,Chievo_Torino_2008,Torino,2,2,4,5
2008-09-24,Chievo_Torino_2008,Chievo,2,2,4,5
2008-09-24,Lazio_Fiorentina_2008,Lazio,2,2,4,5
2008-09-24,Bologna_Udinese_2008,Udinese,2,2,4,5
2008-09-27,Fiorentina_Genoa_2008,Fiorentina,3,2,5,5
2008-09-27,Sampdoria_Juventus_2008,Sampdoria,3,2,5,5
2008-09-27,Fiorentina_Genoa_2008,Genoa,2,3,5,5
2008-09-27,Sampdoria_Juventus_2008,Juventus,2,3,5,5
2008-09-28,Roma_Atalanta_2008,Atalanta,2,3,5,5
2008-09-28,Lecce_Cagliari_2008,Cagliari,2,3,5,5
2008-09-28,Bologna_Napoli_2008,Napoli,2,3,5,5
2008-09-28,Udinese_Siena_2008,Siena,2,3,5,5
2008-09-28,Palermo_Reggina_2008,Palermo,3,2,5,5
2008-09-28,Milan_Inter_2008,Inter,2,3,5,5
2008-09-28,Catania_Chievo_2008,Catania,3,2,5,5
2008-09-28,Palermo_Reggina_2008,Reggina,2,3,5,5
2008-09-28,Catania_Chievo_2008,Chievo,2,3,5,5
2008-09-28,Roma_Atalanta_2008,Roma,3,2,5,5
2008-09-28,Torino_Lazio_2008,Lazio,2,3,5,5
2008-09-28,Milan_Inter_2008,Milan,3,2,5,5
2008-09-28,Torino_Lazio_2008,Torino,3,2,5,5
2008-09-28,Lecce_Cagliari_2008,Lecce,3,2,5,5
2008-09-28,Udinese_Siena_2008,Udinese,3,2,5,5
2008-09-28,Bologna_Napoli_2008,Bologna,3,2,5,5
2008-10-04,Lazio_Lecce_2008,Lazio,3,3,6,6
2008-10-04,Inter_Bologna_2008,Bologna,3,3,6,6
2008-10-04,Inter_Bologna_2008,Inter,3,3,6,6
2008-10-04,Lazio_Lecce_2008,Lecce,3,3,6,6
2008-10-05,Atalanta_Sampdoria_2008,Atalanta,3,3,6,6
2008-10-05,Juventus_Palermo_2008,Juventus,3,3,6,6
2008-10-05,Cagliari_Milan_2008,Cagliari,3,3,6,6
2008-10-05,Chievo_Fiorentina_2008,Fiorentina,3,3,6,6
2008-10-05,Reggina_Catania_2008,Reggina,3,3,6,6
2008-10-05,Reggina_Catania_2008,Catania,3,3,6,6
2008-10-05,Genoa_Napoli_2008,Genoa,3,3,6,6
2008-10-05,Chievo_Fiorentina_2008,Chievo,3,3,6,6
2008-10-05,Cagliari_Milan_2008,Milan,3,3,6,6
2008-10-05,Siena_Roma_2008,Siena,3,3,6,6
2008-10-05,Udinese_Torino_2008,Torino,3,3,6,6
2008-10-05,Juventus_Palermo_2008,Palermo,3,3,6,6
2008-10-05,Genoa_Napoli_2008,Napoli,2,4,6,6
2008-10-05,Udinese_Torino_2008,Udinese,4,2,6,6
2008-10-05,Siena_Roma_2008,Roma,3,3,6,6
2008-10-05,Atalanta_Sampdoria_2008,Sampdoria,3,3,6,6
2008-10-18,Napoli_Juventus_2008,Juventus,3,4,7,8
2008-10-18,Fiorentina_Reggina_2008,Reggina,3,4,7,8
2008-10-18,Fiorentina_Reggina_2008,Fiorentina,4,3,7,8
2008-10-18,Napoli_Juventus_2008,Napoli,3,4,7,8
2008-10-19,Roma_Inter_2008,Inter,3,4,7,8
2008-10-19,Milan_Sampdoria_2008,Sampdoria,3,4,7,8
2008-10-19,Bologna_Lazio_2008,Bologna,4,3,7,8
2008-10-19,Lecce_Udinese_2008,Lecce,4,3,7,8
2008-10-19,Milan_Sampdoria_2008,Milan,4,3,7,8
2008-10-19,Catania_Palermo_2008,Palermo,3,4,7,8
2008-10-19,Chievo_Atalanta_2008,Chievo,4,3,7,8
2008-10-19,Genoa_Siena_2008,Genoa,4,3,7,8
2008-10-19,Roma_Inter_2008,Roma,4,3,7,8
2008-10-19,Bologna_Lazio_2008,Lazio,3,4,7,8
2008-10-19,Catania_Palermo_2008,Catania,4,3,7,8
2008-10-19,Torino_Cagliari_2008,Cagliari,3,4,7,8
2008-10-19,Genoa_Siena_2008,Siena,3,4,7,8
2008-10-19,Torino_Cagliari_2008,Torino,4,3,7,8
2008-10-19,Lecce_Udinese_2008,Udinese,4,3,7,8
2008-10-19,Chievo_Atalanta_2008,Atalanta,3,4,7,8
2008-10-25,Siena_Catania_2008,Siena,4,4,8,9
2008-10-25,Juventus_Torino_2008,Torino,4,4,8,9
2008-10-25,Juventus_Torino_2008,Juventus,4,4,8,9
2008-10-25,Siena_Catania_2008,Catania,4,4,8,9
2008-10-26,Udinese_Roma_2008,Roma,4,4,8,9
2008-10-26,Sampdoria_Bologna_2008,Sampdoria,4,4,8,9
2008-10-26,Cagliari_Chievo_2008,Chievo,4,4,8,9
2008-10-26,Palermo_Fiorentina_2008,Fiorentina,4,4,8,9
2008-10-26,Lazio_Napoli_2008,Lazio,4,4,8,9
2008-10-26,Inter_Genoa_2008,Inter,4,4,8,9
2008-10-26,Palermo_Fiorentina_2008,Palermo,4,4,8,9
2008-10-26,Atalanta_Milan_2008,Atalanta,4,4,8,9
2008-10-26,Inter_Genoa_2008,Genoa,4,4,8,9
2008-10-26,Sampdoria_Bologna_2008,Bologna,4,4,8,9
2008-10-26,Reggina_Lecce_2008,Reggina,4,4,8,9
2008-10-26,Lazio_Napoli_2008,Napoli,3,5,8,9
2008-10-26,Reggina_Lecce_2008,Lecce,4,4,8,9
2008-10-26,Udinese_Roma_2008,Udinese,5,3,8,9
2008-10-26,Cagliari_Chievo_2008,Cagliari,4,4,8,9
2008-10-26,Atalanta_Milan_2008,Milan,4,4,8,9
2008-10-29,Napoli_Reggina_2008,Reggina,4,5,9,10
2008-10-29,Lecce_Palermo_2008,Lecce,5,4,9,10
2008-10-29,Chievo_Lazio_2008,Chievo,5,4,9,10
2008-10-29,Napoli_Reggina_2008,Napoli,4,5,9,10
2008-10-29,Genoa_Cagliari_2008,Genoa,5,4,9,10
2008-10-29,Lecce_Palermo_2008,Palermo,4,5,9,10
2008-10-29,Genoa_Cagliari_2008,Cagliari,4,5,9,10
2008-10-29,Catania_Udinese_2008,Catania,5,4,9,10
2008-10-29,Bologna_Juventus_2008,Juventus,4,5,9,10
2008-10-29,Torino_Atalanta_2008,Torino,5,4,9,10
2008-10-29,Bologna_Juventus_2008,Bologna,5,4,9,10
2008-10-29,Fiorentina_Inter_2008,Inter,4,5,9,10
2008-10-29,Milan_Siena_2008,Milan,5,4,9,10
2008-10-29,Torino_Atalanta_2008,Atalanta,4,5,9,10
