year,team,home_away_total,type_rating,points,game_id,date,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total,Rating_Initial
2016,Eibar,away,ft_away,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,141.4
2016,Eibar,away,ft_away_g<15,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,173.1
2016,Eibar,away,ft_away_g<25,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,404.9
2016,Eibar,away,ft_away_g<35,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,583.7
2016,Eibar,away,ft_away_g>15,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,736.2
2016,Eibar,away,ft_away_g>25,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,452.0
2016,Eibar,away,ft_away_g>35,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,283.9
2016,Eibar,total,ft_total,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,238.8
2016,Eibar,total,ft_total_g<15,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,170.8
2016,Eibar,total,ft_total_g<15,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,170.8
2016,Eibar,total,ft_total_g<25,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,446.7
2016,Eibar,total,ft_total_g<25,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,446.7
2016,Eibar,total,ft_total_g<35,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,633.5
2016,Eibar,total,ft_total_g<35,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,633.5
2016,Eibar,total,ft_total_g>15,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,730.8
2016,Eibar,total,ft_total_g>15,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,730.8
2016,Eibar,total,ft_total_g>25,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,423.3
2016,Eibar,total,ft_total_g>25,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,423.3
2016,Eibar,total,ft_total_g>35,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,239.1
2016,Eibar,total,ft_total_g>35,0,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,239.1
2016,Eibar,away,ht_away,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,210.3
2016,Eibar,away,ht_away_g<15,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,515.1
2016,Eibar,away,ht_away_g<25,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,820.8
2016,Eibar,away,ht_away_g<35,1,La Coruna_Eibar_2016,2016-08-19,1,1,1,1,910.2
