year,team,type_rating,value_rating
2011,Barcelona,static_ft_total_g>35,391.7
2012,Barcelona,static_ft_total_g>35,470.7
2013,Barcelona,static_ft_total_g>35,539.0
2014,Barcelona,static_ft_total_g>35,552.2
2015,Barcelona,static_ft_total_g>35,544.5
2016,Barcelona,static_ft_total_g>35,518.3
2017,Barcelona,static_ft_total_g>35,513.0
2018,Barcelona,static_ft_total_g>35,455.0
2019,Barcelona,static_ft_total_g>35,423.2
2020,Barcelona,static_ft_total_g>35,433.6
2007,Zaragoza,static_ft_total_g>35,325.6
2008,Zaragoza,static_ft_total_g>35,322.9
2009,Zaragoza,static_ft_total_g>35,262.6
2010,Zaragoza,static_ft_total_g>35,275.7
2011,Zaragoza,static_ft_total_g>35,257.2
2012,Zaragoza,static_ft_total_g>35,246.6
2013,Zaragoza,static_ft_total_g>35,254.7
2014,Zaragoza,static_ft_total_g>35,212.5
2015,Zaragoza,static_ft_total_g>35,175.7
2016,Zaragoza,static_ft_total_g>35,139.0
2017,Zaragoza,static_ft_total_g>35,147.0
2018,Zaragoza,static_ft_total_g>35,141.7
2019,Zaragoza,static_ft_total_g>35,139.0
2020,Zaragoza,static_ft_total_g>35,125.9
2007,Granada,static_ft_total_g>35,109.8
2008,Granada,static_ft_total_g>35,110.0
2009,Granada,static_ft_total_g>35,139.1
2010,Granada,static_ft_total_g>35,141.7
2011,Granada,static_ft_total_g>35,149.4
2012,Granada,static_ft_total_g>35,175.7
2013,Granada,static_ft_total_g>35,170.3
2014,Granada,static_ft_total_g>35,188.8
2015,Granada,static_ft_total_g>35,199.4
2016,Granada,static_ft_total_g>35,246.7
2017,Granada,static_ft_total_g>35,304.7
2018,Granada,static_ft_total_g>35,246.8
2019,Granada,static_ft_total_g>35,196.8
2020,Granada,static_ft_total_g>35,175.9
2007,Hercules,static_ft_total_g>35,109.8
2008,Hercules,static_ft_total_g>35,110.0
2009,Hercules,static_ft_total_g>35,139.1
2010,Hercules,static_ft_total_g>35,141.7
2011,Hercules,static_ft_total_g>35,191.8
2012,Hercules,static_ft_total_g>35,186.3
2013,Hercules,static_ft_total_g>35,175.6
2014,Hercules,static_ft_total_g>35,167.6
2015,Hercules,static_ft_total_g>35,146.6
2016,Hercules,static_ft_total_g>35,128.4
2017,Hercules,static_ft_total_g>35,147.0
2018,Hercules,static_ft_total_g>35,141.7
2019,Hercules,static_ft_total_g>35,139.0
2020,Hercules,static_ft_total_g>35,125.9
2007,Betis,static_ft_total_g>35,183.5
2008,Betis,static_ft_total_g>35,188.8
2009,Betis,static_ft_total_g>35,233.5
2010,Betis,static_ft_total_g>35,204.6
2011,Betis,static_ft_total_g>35,186.1
2012,Betis,static_ft_total_g>35,220.4
2013,Betis,static_ft_total_g>35,257.2
2014,Betis,static_ft_total_g>35,336.4
2015,Betis,static_ft_total_g>35,270.6
2016,Betis,static_ft_total_g>35,249.4
2017,Betis,static_ft_total_g>35,265.1
2018,Betis,static_ft_total_g>35,312.4
2019,Betis,static_ft_total_g>35,288.8
2020,Betis,static_ft_total_g>35,278.5
2007,Sociedad,static_ft_total_g>35,291.5
2008,Sociedad,static_ft_total_g>35,212.7
2009,Sociedad,static_ft_total_g>35,186.5
2010,Sociedad,static_ft_total_g>35,152.2
2011,Sociedad,static_ft_total_g>35,202.2
2012,Sociedad,static_ft_total_g>35,257.3
2013,Sociedad,static_ft_total_g>35,312.6
2014,Sociedad,static_ft_total_g>35,370.7
2015,Sociedad,static_ft_total_g>35,325.8
2016,Sociedad,static_ft_total_g>35,286.2
2017,Sociedad,static_ft_total_g>35,307.3
2018,Sociedad,static_ft_total_g>35,338.8
2019,Sociedad,static_ft_total_g>35,309.8
2020,Sociedad,static_ft_total_g>35,270.4
2007,Espanol,static_ft_total_g>35,299.4
2008,Espanol,static_ft_total_g>35,249.5
2009,Espanol,static_ft_total_g>35,225.8
2010,Espanol,static_ft_total_g>35,183.7
2011,Espanol,static_ft_total_g>35,225.7
2012,Espanol,static_ft_total_g>35,257.3
2013,Espanol,static_ft_total_g>35,278.4
2014,Espanol,static_ft_total_g>35,291.6
2015,Espanol,static_ft_total_g>35,267.8
2016,Espanol,static_ft_total_g>35,294.3
2017,Espanol,static_ft_total_g>35,262.7
2018,Espanol,static_ft_total_g>35,228.6
2019,Espanol,static_ft_total_g>35,236.6
2020,Espanol,static_ft_total_g>35,210.3
2007,Levante,static_ft_total_g>35,173.0
2008,Levante,static_ft_total_g>35,201.9
2009,Levante,static_ft_total_g>35,194.2
2010,Levante,static_ft_total_g>35,175.8
2011,Levante,static_ft_total_g>35,183.7
2012,Levante,static_ft_total_g>35,223.2
2013,Levante,static_ft_total_g>35,267.8
2014,Levante,static_ft_total_g>35,236.1
2015,Levante,static_ft_total_g>35,244.2
2016,Levante,static_ft_total_g>35,257.4
2017,Levante,static_ft_total_g>35,228.6
2018,Levante,static_ft_total_g>35,244.5
2019,Levante,static_ft_total_g>35,323.4
2020,Levante,static_ft_total_g>35,299.5
2007,Recreativo,static_ft_total_g>35,151.8
2008,Recreativo,static_ft_total_g>35,183.5
2009,Recreativo,static_ft_total_g>35,191.6
2010,Recreativo,static_ft_total_g>35,173.2
2011,Recreativo,static_ft_total_g>35,159.9
2012,Recreativo,static_ft_total_g>35,154.5
2013,Recreativo,static_ft_total_g>35,154.4
2014,Recreativo,static_ft_total_g>35,157.0
2015,Recreativo,static_ft_total_g>35,146.6
2016,Recreativo,static_ft_total_g>35,128.4
2017,Recreativo,static_ft_total_g>35,147.0
2018,Recreativo,static_ft_total_g>35,141.7
2019,Recreativo,static_ft_total_g>35,139.0
2020,Recreativo,static_ft_total_g>35,125.9
2007,Real Madrid,static_ft_total_g>35,309.8
2008,Real Madrid,static_ft_total_g>35,333.6
2009,Real Madrid,static_ft_total_g>35,373.3
2010,Real Madrid,static_ft_total_g>35,420.6
2011,Real Madrid,static_ft_total_g>35,452.1
2012,Real Madrid,static_ft_total_g>35,520.6
2013,Real Madrid,static_ft_total_g>35,523.4
2014,Real Madrid,static_ft_total_g>35,539.1
2015,Real Madrid,static_ft_total_g>35,526.1
2016,Real Madrid,static_ft_total_g>35,531.2
2017,Real Madrid,static_ft_total_g>35,499.6
2018,Real Madrid,static_ft_total_g>35,483.7
2019,Real Madrid,static_ft_total_g>35,402.1
2020,Real Madrid,static_ft_total_g>35,341.6
2007,Santander,static_ft_total_g>35,241.5
2008,Santander,static_ft_total_g>35,223.1
2009,Santander,static_ft_total_g>35,215.2
2010,Santander,static_ft_total_g>35,254.6
2011,Santander,static_ft_total_g>35,251.9
2012,Santander,static_ft_total_g>35,249.2
2013,Santander,static_ft_total_g>35,212.3
2014,Santander,static_ft_total_g>35,180.7
2015,Santander,static_ft_total_g>35,154.5
2016,Santander,static_ft_total_g>35,128.4
2017,Santander,static_ft_total_g>35,147.0
2018,Santander,static_ft_total_g>35,141.7
2019,Santander,static_ft_total_g>35,139.0
2020,Santander,static_ft_total_g>35,125.9
2007,Leganes,static_ft_total_g>35,109.8
2008,Leganes,static_ft_total_g>35,110.0
2009,Leganes,static_ft_total_g>35,139.1
2010,Leganes,static_ft_total_g>35,141.7
2011,Leganes,static_ft_total_g>35,149.4
2012,Leganes,static_ft_total_g>35,154.5
2013,Leganes,static_ft_total_g>35,154.4
2014,Leganes,static_ft_total_g>35,157.0
2015,Leganes,static_ft_total_g>35,146.6
2016,Leganes,static_ft_total_g>35,128.4
2017,Leganes,static_ft_total_g>35,147.0
2018,Leganes,static_ft_total_g>35,183.7
2019,Leganes,static_ft_total_g>35,170.5
2020,Leganes,static_ft_total_g>35,146.9
2007,Huesca,static_ft_total_g>35,109.8
2008,Huesca,static_ft_total_g>35,110.0
2009,Huesca,static_ft_total_g>35,139.1
2010,Huesca,static_ft_total_g>35,141.7
2011,Huesca,static_ft_total_g>35,149.4
2012,Huesca,static_ft_total_g>35,154.5
2013,Huesca,static_ft_total_g>35,154.4
2014,Huesca,static_ft_total_g>35,157.0
2015,Huesca,static_ft_total_g>35,146.6
2016,Huesca,static_ft_total_g>35,128.4
2017,Huesca,static_ft_total_g>35,147.0
2018,Huesca,static_ft_total_g>35,141.7
2019,Huesca,static_ft_total_g>35,191.8
2020,Huesca,static_ft_total_g>35,165.5
2007,La Coruna,static_ft_total_g>35,199.8
2008,La Coruna,static_ft_total_g>35,223.5
2009,La Coruna,static_ft_total_g>35,228.5
2010,La Coruna,static_ft_total_g>35,236.2
2011,La Coruna,static_ft_total_g>35,207.1
2012,La Coruna,static_ft_total_g>35,180.7
2013,La Coruna,static_ft_total_g>35,249.3
2014,La Coruna,static_ft_total_g>35,220.3
2015,La Coruna,static_ft_total_g>35,230.8
2016,La Coruna,static_ft_total_g>35,254.6
2017,La Coruna,static_ft_total_g>35,265.2
2018,La Coruna,static_ft_total_g>35,325.7
2019,La Coruna,static_ft_total_g>35,257.3
2020,La Coruna,static_ft_total_g>35,189.0
2007,Valladolid,static_ft_total_g>35,136.2
2008,Valladolid,static_ft_total_g>35,173.2
2009,Valladolid,static_ft_total_g>35,218.1
2010,Valladolid,static_ft_total_g>35,249.8
2011,Valladolid,static_ft_total_g>35,220.6
2012,Valladolid,static_ft_total_g>35,188.8
2013,Valladolid,static_ft_total_g>35,220.4
2014,Valladolid,static_ft_total_g>35,270.6
2015,Valladolid,static_ft_total_g>35,228.5
2016,Valladolid,static_ft_total_g>35,178.6
2017,Valladolid,static_ft_total_g>35,165.5
2018,Valladolid,static_ft_total_g>35,141.7
2019,Valladolid,static_ft_total_g>35,170.6
2020,Valladolid,static_ft_total_g>35,149.6
2007,Xerez,static_ft_total_g>35,109.8
2008,Xerez,static_ft_total_g>35,110.0
2009,Xerez,static_ft_total_g>35,139.1
2010,Xerez,static_ft_total_g>35,204.9
2011,Xerez,static_ft_total_g>35,196.8
2012,Xerez,static_ft_total_g>35,186.1
2013,Xerez,static_ft_total_g>35,170.2
2014,Xerez,static_ft_total_g>35,157.0
2015,Xerez,static_ft_total_g>35,146.6
2016,Xerez,static_ft_total_g>35,128.4
2017,Xerez,static_ft_total_g>35,147.0
2018,Xerez,static_ft_total_g>35,141.7
2019,Xerez,static_ft_total_g>35,139.0
2020,Xerez,static_ft_total_g>35,125.9
2007,Ath Madrid,static_ft_total_g>35,181.0
2008,Ath Madrid,static_ft_total_g>35,207.5
2009,Ath Madrid,static_ft_total_g>35,312.8
2010,Ath Madrid,static_ft_total_g>35,344.5
2011,Ath Madrid,static_ft_total_g>35,344.3
2012,Ath Madrid,static_ft_total_g>35,344.4
2013,Ath Madrid,static_ft_total_g>35,305.0
2014,Ath Madrid,static_ft_total_g>35,273.2
2015,Ath Madrid,static_ft_total_g>35,294.4
2016,Ath Madrid,static_ft_total_g>35,218.1
2017,Ath Madrid,static_ft_total_g>35,228.7
2018,Ath Madrid,static_ft_total_g>35,196.9
2019,Ath Madrid,static_ft_total_g>35,173.0
2020,Ath Madrid,static_ft_total_g>35,178.4
2007,Murcia,static_ft_total_g>35,123.0
2008,Murcia,static_ft_total_g>35,194.0
2009,Murcia,static_ft_total_g>35,202.1
2010,Murcia,static_ft_total_g>35,183.7
2011,Murcia,static_ft_total_g>35,170.4
2012,Murcia,static_ft_total_g>35,154.5
2013,Murcia,static_ft_total_g>35,154.4
2014,Murcia,static_ft_total_g>35,157.0
2015,Murcia,static_ft_total_g>35,146.6
2016,Murcia,static_ft_total_g>35,128.4
2017,Murcia,static_ft_total_g>35,147.0
2018,Murcia,static_ft_total_g>35,141.7
2019,Murcia,static_ft_total_g>35,139.0
2020,Murcia,static_ft_total_g>35,125.9
2007,Sp Gijon,static_ft_total_g>35,109.8
2008,Sp Gijon,static_ft_total_g>35,110.0
2009,Sp Gijon,static_ft_total_g>35,202.3
2010,Sp Gijon,static_ft_total_g>35,231.1
2011,Sp Gijon,static_ft_total_g>35,212.5
2012,Sp Gijon,static_ft_total_g>35,244.1
2013,Sp Gijon,static_ft_total_g>35,204.5
2014,Sp Gijon,static_ft_total_g>35,183.4
2015,Sp Gijon,static_ft_total_g>35,159.8
2016,Sp Gijon,static_ft_total_g>35,180.8
2017,Sp Gijon,static_ft_total_g>35,281.1
2018,Sp Gijon,static_ft_total_g>35,239.0
2019,Sp Gijon,static_ft_total_g>35,199.5
2020,Sp Gijon,static_ft_total_g>35,149.6
2007,Getafe,static_ft_total_g>35,175.9
2008,Getafe,static_ft_total_g>35,204.7
2009,Getafe,static_ft_total_g>35,217.7
2010,Getafe,static_ft_total_g>35,246.7
2011,Getafe,static_ft_total_g>35,304.7
2012,Getafe,static_ft_total_g>35,297.0
2013,Getafe,static_ft_total_g>35,286.6
2014,Getafe,static_ft_total_g>35,262.7
2015,Getafe,static_ft_total_g>35,202.1
2016,Getafe,static_ft_total_g>35,238.8
2017,Getafe,static_ft_total_g>35,217.9
2018,Getafe,static_ft_total_g>35,183.7
2019,Getafe,static_ft_total_g>35,160.0
2020,Getafe,static_ft_total_g>35,136.3
2007,Almeria,static_ft_total_g>35,109.8
2008,Almeria,static_ft_total_g>35,141.6
2009,Almeria,static_ft_total_g>35,194.4
2010,Almeria,static_ft_total_g>35,254.8
2011,Almeria,static_ft_total_g>35,302.3
2012,Almeria,static_ft_total_g>35,254.7
2013,Almeria,static_ft_total_g>35,209.8
2014,Almeria,static_ft_total_g>35,281.1
2015,Almeria,static_ft_total_g>35,267.8
2016,Almeria,static_ft_total_g>35,212.7
2017,Almeria,static_ft_total_g>35,194.4
2018,Almeria,static_ft_total_g>35,152.2
2019,Almeria,static_ft_total_g>35,139.0
2020,Almeria,static_ft_total_g>35,125.9
2007,Numancia,static_ft_total_g>35,125.6
2008,Numancia,static_ft_total_g>35,117.9
2009,Numancia,static_ft_total_g>35,170.7
2010,Numancia,static_ft_total_g>35,165.4
2011,Numancia,static_ft_total_g>35,165.2
2012,Numancia,static_ft_total_g>35,162.4
2013,Numancia,static_ft_total_g>35,154.4
2014,Numancia,static_ft_total_g>35,157.0
2015,Numancia,static_ft_total_g>35,146.6
2016,Numancia,static_ft_total_g>35,128.4
2017,Numancia,static_ft_total_g>35,147.0
2018,Numancia,static_ft_total_g>35,141.7
2019,Numancia,static_ft_total_g>35,139.0
2020,Numancia,static_ft_total_g>35,125.9
2007,Celta,static_ft_total_g>35,180.8
2008,Celta,static_ft_total_g>35,141.5
2009,Celta,static_ft_total_g>35,160.1
2010,Celta,static_ft_total_g>35,152.2
2011,Celta,static_ft_total_g>35,149.4
2012,Celta,static_ft_total_g>35,154.5
2013,Celta,static_ft_total_g>35,175.6
2014,Celta,static_ft_total_g>35,204.5
2015,Celta,static_ft_total_g>35,222.9
2016,Celta,static_ft_total_g>35,233.4
2017,Celta,static_ft_total_g>35,310.0
2018,Celta,static_ft_total_g>35,354.7
2019,Celta,static_ft_total_g>35,373.2
2020,Celta,static_ft_total_g>35,346.9
2007,Alaves,static_ft_total_g>35,141.6
2008,Alaves,static_ft_total_g>35,131.2
2009,Alaves,static_ft_total_g>35,149.7
2010,Alaves,static_ft_total_g>35,141.7
2011,Alaves,static_ft_total_g>35,149.4
2012,Alaves,static_ft_total_g>35,154.5
2013,Alaves,static_ft_total_g>35,154.4
2014,Alaves,static_ft_total_g>35,157.0
2015,Alaves,static_ft_total_g>35,146.6
2016,Alaves,static_ft_total_g>35,128.4
2017,Alaves,static_ft_total_g>35,147.0
2018,Alaves,static_ft_total_g>35,173.3
2019,Alaves,static_ft_total_g>35,173.1
2020,Alaves,static_ft_total_g>35,159.9
2007,Valencia,static_ft_total_g>35,231.0
2008,Valencia,static_ft_total_g>35,241.7
2009,Valencia,static_ft_total_g>35,323.3
2010,Valencia,static_ft_total_g>35,336.3
2011,Valencia,static_ft_total_g>35,294.2
2012,Valencia,static_ft_total_g>35,317.9
2013,Valencia,static_ft_total_g>35,341.5
2014,Valencia,static_ft_total_g>35,349.6
2015,Valencia,static_ft_total_g>35,333.8
2016,Valencia,static_ft_total_g>35,288.9
2017,Valencia,static_ft_total_g>35,310.0
2018,Valencia,static_ft_total_g>35,280.9
2019,Valencia,static_ft_total_g>35,241.6
2020,Valencia,static_ft_total_g>35,212.8
2007,Cordoba,static_ft_total_g>35,109.8
2008,Cordoba,static_ft_total_g>35,110.0
2009,Cordoba,static_ft_total_g>35,139.1
2010,Cordoba,static_ft_total_g>35,141.7
2011,Cordoba,static_ft_total_g>35,149.4
2012,Cordoba,static_ft_total_g>35,154.5
2013,Cordoba,static_ft_total_g>35,154.4
2014,Cordoba,static_ft_total_g>35,157.0
2015,Cordoba,static_ft_total_g>35,157.0
2016,Cordoba,static_ft_total_g>35,136.2
2017,Cordoba,static_ft_total_g>35,152.2
2018,Cordoba,static_ft_total_g>35,144.3
2019,Cordoba,static_ft_total_g>35,139.0
2020,Cordoba,static_ft_total_g>35,125.9
2007,Cadiz,static_ft_total_g>35,149.4
2008,Cadiz,static_ft_total_g>35,136.4
2009,Cadiz,static_ft_total_g>35,152.3
2010,Cadiz,static_ft_total_g>35,141.7
2011,Cadiz,static_ft_total_g>35,149.4
2012,Cadiz,static_ft_total_g>35,154.5
2013,Cadiz,static_ft_total_g>35,154.4
2014,Cadiz,static_ft_total_g>35,157.0
2015,Cadiz,static_ft_total_g>35,146.6
2016,Cadiz,static_ft_total_g>35,128.4
2017,Cadiz,static_ft_total_g>35,147.0
2018,Cadiz,static_ft_total_g>35,141.7
2019,Cadiz,static_ft_total_g>35,139.0
2020,Cadiz,static_ft_total_g>35,125.9
2007,Gimnastic,static_ft_total_g>35,183.4
2008,Gimnastic,static_ft_total_g>35,165.2
2009,Gimnastic,static_ft_total_g>35,175.9
2010,Gimnastic,static_ft_total_g>35,160.1
2011,Gimnastic,static_ft_total_g>35,149.4
2012,Gimnastic,static_ft_total_g>35,154.5
2013,Gimnastic,static_ft_total_g>35,154.4
2014,Gimnastic,static_ft_total_g>35,157.0
2015,Gimnastic,static_ft_total_g>35,146.6
2016,Gimnastic,static_ft_total_g>35,128.4
2017,Gimnastic,static_ft_total_g>35,147.0
2018,Gimnastic,static_ft_total_g>35,141.7
2019,Gimnastic,static_ft_total_g>35,139.0
2020,Gimnastic,static_ft_total_g>35,125.9
2007,Ath Bilbao,static_ft_total_g>35,257.1
2008,Ath Bilbao,static_ft_total_g>35,199.4
2009,Ath Bilbao,static_ft_total_g>35,225.8
2010,Ath Bilbao,static_ft_total_g>35,276.0
2011,Ath Bilbao,static_ft_total_g>35,254.9
2012,Ath Bilbao,static_ft_total_g>35,244.3
2013,Ath Bilbao,static_ft_total_g>35,265.2
2014,Ath Bilbao,static_ft_total_g>35,251.9
2015,Ath Bilbao,static_ft_total_g>35,228.4
2016,Ath Bilbao,static_ft_total_g>35,270.7
2017,Ath Bilbao,static_ft_total_g>35,257.4
2018,Ath Bilbao,static_ft_total_g>35,262.8
2019,Ath Bilbao,static_ft_total_g>35,233.9
2020,Ath Bilbao,static_ft_total_g>35,183.8
2007,Girona,static_ft_total_g>35,109.8
2008,Girona,static_ft_total_g>35,110.0
2009,Girona,static_ft_total_g>35,139.1
2010,Girona,static_ft_total_g>35,141.7
2011,Girona,static_ft_total_g>35,149.4
2012,Girona,static_ft_total_g>35,154.5
2013,Girona,static_ft_total_g>35,154.4
2014,Girona,static_ft_total_g>35,157.0
2015,Girona,static_ft_total_g>35,146.6
2016,Girona,static_ft_total_g>35,128.4
2017,Girona,static_ft_total_g>35,147.0
2018,Girona,static_ft_total_g>35,194.5
2019,Girona,static_ft_total_g>35,210.2
2020,Girona,static_ft_total_g>35,176.0
2007,Albacete,static_ft_total_g>35,136.2
2008,Albacete,static_ft_total_g>35,117.9
2009,Albacete,static_ft_total_g>35,139.1
2010,Albacete,static_ft_total_g>35,141.7
2011,Albacete,static_ft_total_g>35,149.4
2012,Albacete,static_ft_total_g>35,154.5
2013,Albacete,static_ft_total_g>35,154.4
2014,Albacete,static_ft_total_g>35,157.0
2015,Albacete,static_ft_total_g>35,146.6
2016,Albacete,static_ft_total_g>35,128.4
2017,Albacete,static_ft_total_g>35,147.0
2018,Albacete,static_ft_total_g>35,141.7
2019,Albacete,static_ft_total_g>35,139.0
