,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Hamburg,16,2,0,2,2,0,1,4,26,D,13,2008-08-15,Bayern Munich,D1,3,3,2,16,H,2,Bayern Munich_Hamburg_2008
1,2,Werder Bremen,18,2,0,2,0,0,0,2,13,D,17,2008-08-16,Bielefeld,D1,5,5,4,13,D,4,Bielefeld_Werder Bremen_2008
2,2,Hoffenheim,21,0,0,3,0,0,1,2,32,A,17,2008-08-16,Cottbus,D1,8,1,4,14,A,2,Cottbus_Hoffenheim_2008
3,2,Bochum,20,1,0,0,1,0,0,4,22,H,12,2008-08-16,Karlsruhe,D1,1,3,1,16,H,4,Karlsruhe_Bochum_2008
4,3,Dortmund,13,2,0,3,1,0,2,2,20,A,11,2008-08-16,Leverkusen,D1,4,9,7,19,A,3,Leverkusen_Dortmund_2008
5,1,Hannover,19,3,0,0,2,0,0,2,17,H,11,2008-08-16,Schalke 04,D1,4,5,6,11,H,7,Schalke 04_Hannover_2008
6,0,FC Koln,10,2,0,1,0,0,1,2,13,H,4,2008-08-16,Wolfsburg,D1,2,9,10,17,A,3,Wolfsburg_FC Koln_2008
7,0,Hertha,7,0,0,2,0,0,1,1,19,A,5,2008-08-17,Ein Frankfurt,D1,4,1,11,18,A,2,Ein Frankfurt_Hertha_2008
8,3,Stuttgart,20,1,0,3,0,0,3,2,15,A,20,2008-08-17,M'gladbach,D1,6,6,4,14,A,3,M'gladbach_Stuttgart_2008
9,4,Cottbus,17,0,1,0,0,0,0,3,25,D,6,2008-08-22,Hannover,D1,4,6,6,13,D,1,Hannover_Cottbus_2008
10,2,Bayern Munich,24,1,1,1,1,0,0,3,17,D,16,2008-08-23,Dortmund,D1,3,6,6,16,H,14,Dortmund_Bayern Munich_2008
11,2,Karlsruhe,17,2,0,1,1,0,0,3,18,H,10,2008-08-23,Hamburg,D1,5,3,6,12,H,6,Hamburg_Karlsruhe_2008
12,1,Bielefeld,8,1,0,1,1,0,1,3,19,D,6,2008-08-23,Hertha,D1,2,5,11,27,D,3,Hertha_Bielefeld_2008
13,1,M'gladbach,17,1,0,0,1,0,0,4,27,H,7,2008-08-23,Hoffenheim,D1,2,10,11,24,H,2,Hoffenheim_M'gladbach_2008
14,1,Leverkusen,10,0,0,2,0,0,1,4,23,A,16,2008-08-23,Stuttgart,D1,7,1,3,9,A,7,Stuttgart_Leverkusen_2008
15,0,Schalke 04,17,1,0,1,0,0,0,1,12,D,14,2008-08-23,Werder Bremen,D1,5,7,5,15,D,6,Werder Bremen_Schalke 04_2008
16,2,Wolfsburg,22,2,0,2,1,0,0,5,22,D,18,2008-08-24,Bochum,D1,6,3,3,9,H,6,Bochum_Wolfsburg_2008
17,4,Ein Frankfurt,20,1,0,1,1,0,0,2,19,D,9,2008-08-24,FC Koln,D1,1,2,0,7,H,2,FC Koln_Ein Frankfurt_2008
18,1,FC Koln,13,0,0,2,0,0,0,0,14,A,10,2008-08-29,Karlsruhe,D1,3,2,3,12,D,5,Karlsruhe_FC Koln_2008
19,2,Hamburg,13,2,0,4,2,0,1,2,21,A,19,2008-08-30,Bielefeld,D1,5,7,4,14,H,4,Bielefeld_Hamburg_2008
20,1,Dortmund,20,0,0,1,0,0,1,1,15,A,15,2008-08-30,Cottbus,D1,4,1,3,13,A,4,Cottbus_Dortmund_2008
21,0,Hoffenheim,14,5,0,2,3,0,1,2,22,H,12,2008-08-30,Leverkusen,D1,3,8,7,16,H,3,Leverkusen_Hoffenheim_2008
22,2,Werder Bremen,16,3,0,2,2,0,0,4,14,H,25,2008-08-30,M'gladbach,D1,14,6,5,13,H,7,M'gladbach_Werder Bremen_2008
23,0,Bochum,11,1,1,0,1,0,0,1,27,H,10,2008-08-30,Schalke 04,D1,2,6,7,20,H,9,Schalke 04_Bochum_2008
24,2,Ein Frankfurt,28,2,0,2,1,0,1,2,20,D,14,2008-08-30,Wolfsburg,D1,4,4,6,15,D,4,Wolfsburg_Ein Frankfurt_2008
