,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,HC,HS,HTR,AC,idGame
186,0,M'gladbach,14,2,0,0,1,0,0,5,22,H,6,2005-02-12,Werder Bremen,D1,6,21,H,5,Werder Bremen_M'gladbach_2004
187,2,Bayern Munich,16,3,0,1,1,0,0,2,20,H,17,2005-02-13,Bielefeld,D1,1,10,H,9,Bielefeld_Bayern Munich_2004
188,2,Mainz,18,2,0,0,0,0,0,2,26,H,9,2005-02-13,Leverkusen,D1,7,17,D,5,Leverkusen_Mainz_2004
189,0,Dortmund,10,5,0,0,4,0,0,2,25,H,7,2005-02-19,Bayern Munich,D1,4,17,H,3,Bayern Munich_Dortmund_2004
190,1,Freiburg,20,3,1,1,1,0,0,5,26,H,12,2005-02-19,Bochum,D1,3,21,H,3,Bochum_Freiburg_2004
191,2,Kaiserslautern,18,2,0,1,2,0,0,2,22,H,14,2005-02-19,Hamburg,D1,8,14,H,8,Hamburg_Kaiserslautern_2004
192,1,Werder Bremen,10,1,0,4,1,0,2,2,22,A,13,2005-02-19,Hannover,D1,6,15,A,5,Hannover_Werder Bremen_2004
193,1,Bielefeld,23,0,0,0,0,0,0,2,19,D,9,2005-02-19,Mainz,D1,4,18,D,2,Mainz_Bielefeld_2004
194,1,Leverkusen,14,2,0,4,1,0,2,1,19,A,10,2005-02-19,Nurnberg,D1,9,18,A,3,Nurnberg_Leverkusen_2004
195,0,Hansa Rostock,19,4,0,0,2,0,0,2,24,H,6,2005-02-19,Wolfsburg,D1,3,12,H,4,Wolfsburg_Hansa Rostock_2004
196,2,Schalke 04,21,1,0,3,1,0,1,0,17,A,12,2005-02-20,M'gladbach,D1,4,12,D,3,M'gladbach_Schalke 04_2004
197,1,Hertha,26,1,0,0,1,0,0,3,20,H,12,2005-02-20,Stuttgart,D1,2,8,H,4,Stuttgart_Hertha_2004
198,0,Nurnberg,5,3,0,1,2,0,1,1,22,H,20,2005-02-26,Bielefeld,D1,3,12,H,2,Bielefeld_Nurnberg_2004
199,1,Mainz,15,3,0,0,1,0,0,0,18,H,14,2005-02-26,Dortmund,D1,4,30,H,4,Dortmund_Mainz_2004
200,0,Bayern Munich,19,0,0,1,0,0,0,2,15,A,14,2005-02-26,Freiburg,D1,10,11,D,3,Freiburg_Bayern Munich_2004
201,1,M'gladbach,15,0,0,0,0,0,0,3,23,D,5,2005-02-26,Hansa Rostock,D1,8,12,D,5,Hansa Rostock_M'gladbach_2004
202,2,Hamburg,24,4,0,1,3,1,0,4,21,H,25,2005-02-26,Hertha,D1,1,12,H,10,Hertha_Hamburg_2004
203,4,Wolfsburg,23,0,1,0,0,0,0,5,17,D,13,2005-02-26,Kaiserslautern,D1,6,15,D,4,Kaiserslautern_Wolfsburg_2004
204,0,Bochum,15,4,0,0,1,0,0,1,18,H,10,2005-02-26,Werder Bremen,D1,6,17,H,3,Werder Bremen_Bochum_2004
205,4,Stuttgart,20,1,0,1,0,0,0,4,25,D,9,2005-02-27,Leverkusen,D1,6,14,D,2,Leverkusen_Stuttgart_2004
206,1,Hannover,17,1,0,0,0,0,0,4,12,H,16,2005-02-27,Schalke 04,D1,8,17,D,8,Schalke 04_Hannover_2004
207,2,Werder Bremen,17,1,0,0,1,0,0,4,27,H,13,2005-03-05,Bayern Munich,D1,5,6,H,8,Bayern Munich_Werder Bremen_2004
208,2,Schalke 04,25,0,0,2,0,0,1,1,20,A,19,2005-03-05,Bochum,D1,3,10,A,9,Bochum_Schalke 04_2004
209,5,Leverkusen,29,1,0,0,1,0,0,3,23,H,12,2005-03-05,Hamburg,D1,4,9,H,3,Hamburg_Leverkusen_2004
210,0,Hansa Rostock,21,0,0,1,0,0,1,3,23,A,12,2005-03-05,Hannover,D1,7,11,A,4,Hannover_Hansa Rostock_2004
211,1,Freiburg,21,5,0,0,3,0,0,3,14,H,12,2005-03-05,Mainz,D1,6,17,H,13,Mainz_Freiburg_2004
212,2,Wolfsburg,12,1,0,0,0,0,0,1,20,H,7,2005-03-05,M'gladbach,D1,5,15,D,3,M'gladbach_Wolfsburg_2004
213,0,Bielefeld,23,2,0,1,0,0,0,1,23,H,5,2005-03-05,Stuttgart,D1,9,19,D,2,Stuttgart_Bielefeld_2004
214,3,Kaiserslautern,14,1,0,1,0,0,0,2,21,D,11,2005-03-06,Hertha,D1,6,24,D,6,Hertha_Kaiserslautern_2004
215,5,Dortmund,19,2,0,2,0,1,0,3,16,D,16,2005-03-06,Nurnberg,D1,4,17,D,7,Nurnberg_Dortmund_2004
216,3,Hamburg,21,3,1,4,2,0,3,3,33,A,10,2005-03-12,Bielefeld,D1,5,19,A,3,Bielefeld_Hamburg_2004
217,1,Nurnberg,14,2,0,3,1,0,1,3,18,A,20,2005-03-12,Freiburg,D1,8,15,D,7,Freiburg_Nurnberg_2004
218,1,Bochum,23,3,0,1,1,0,0,2,25,H,19,2005-03-12,Hansa Rostock,D1,3,14,H,5,Hansa Rostock_Bochum_2004
219,1,M'gladbach,23,1,0,0,1,0,0,1,19,H,17,2005-03-12,Kaiserslautern,D1,3,17,H,5,Kaiserslautern_M'gladbach_2004
220,2,Hertha,18,3,1,3,2,0,2,0,17,D,9,2005-03-12,Leverkusen,D1,11,22,D,2,Leverkusen_Hertha_2004
221,2,Mainz,14,0,0,0,0,0,0,3,18,D,8,2005-03-12,Werder Bremen,D1,6,20,D,8,Werder Bremen_Mainz_2004
222,3,Hannover,28,1,0,0,1,0,0,3,15,H,17,2005-03-12,Wolfsburg,D1,3,13,H,8,Wolfsburg_Hannover_2004
223,3,Stuttgart,20,0,1,2,0,1,1,4,16,A,13,2005-03-13,Dortmund,D1,8,18,A,1,Dortmund_Stuttgart_2004
224,2,Bayern Munich,23,1,0,0,0,0,0,2,26,H,17,2005-03-13,Schalke 04,D1,1,11,D,4,Schalke 04_Bayern Munich_2004
225,3,Hansa Rostock,16,3,0,1,1,0,1,5,22,H,6,2005-03-19,Bayern Munich,D1,9,25,D,5,Bayern Munich_Hansa Rostock_2004
226,1,Wolfsburg,13,5,0,1,4,0,0,2,21,H,19,2005-03-19,Bochum,D1,5,12,H,9,Bochum_Wolfsburg_2004
227,2,Dortmund,20,2,0,3,1,0,1,3,19,A,17,2005-03-19,Hamburg,D1,3,10,D,3,Hamburg_Dortmund_2004
228,1,M'gladbach,13,2,0,1,0,0,1,3,21,H,11,2005-03-19,Hannover,D1,4,9,A,2,Hannover_M'gladbach_2004
229,0,Bielefeld,23,3,0,0,1,0,0,3,18,H,15,2005-03-19,Hertha,D1,3,12,H,4,Hertha_Bielefeld_2004
230,2,Kaiserslautern,13,2,0,0,1,0,0,2,21,H,13,2005-03-19,Leverkusen,D1,5,16,H,9,Leverkusen_Kaiserslautern_2004
231,3,Werder Bremen,17,1,0,2,0,0,2,2,23,A,18,2005-03-19,Nurnberg,D1,2,12,A,10,Nurnberg_Werder Bremen_2004
232,1,Schalke 04,18,2,0,1,1,0,0,3,27,H,17,2005-03-20,Mainz,D1,4,15,H,5,Mainz_Schalke 04_2004
233,1,Freiburg,16,1,0,0,1,0,0,2,23,H,6,2005-03-20,Stuttgart,D1,7,16,H,5,Stuttgart_Freiburg_2004
234,1,Leverkusen,17,1,0,0,0,0,0,2,24,H,12,2005-04-02,Bielefeld,D1,8,12,D,5,Bielefeld_Leverkusen_2004
235,3,Hamburg,22,1,1,1,1,0,1,3,25,D,18,2005-04-02,Freiburg,D1,2,12,D,3,Freiburg_Hamburg_2004
236,2,Mainz,21,2,0,0,1,0,0,1,16,H,15,2005-04-02,Hansa Rostock,D1,2,8,H,6,Hansa Rostock_Mainz_2004
237,2,Hannover,21,0,0,2,0,0,0,2,19,A,8,2005-04-02,Kaiserslautern,D1,8,18,D,1,Kaiserslautern_Hannover_2004
238,1,Nurnberg,9,4,0,1,3,0,0,2,16,H,9,2005-04-02,Schalke 04,D1,7,19,H,4,Schalke 04_Nurnberg_2004
239,3,Stuttgart,19,1,0,2,0,1,0,4,26,A,6,2005-04-02,Werder Bremen,D1,6,13,D,3,Werder Bremen_Stuttgart_2004
240,2,Bayern Munich,19,0,0,3,0,0,2,1,16,A,10,2005-04-02,Wolfsburg,D1,8,8,A,2,Wolfsburg_Bayern Munich_2004
241,1,Hertha,12,2,0,1,2,0,0,0,14,H,16,2005-04-03,Dortmund,D1,4,16,H,7,Dortmund_Hertha_2004
242,2,Bochum,21,2,0,2,1,0,0,4,28,D,22,2005-04-03,M'gladbach,D1,10,14,H,6,M'gladbach_Bochum_2004
243,2,M'gladbach,17,2,1,1,0,0,0,3,15,H,6,2005-04-09,Bayern Munich,D1,4,22,D,2,Bayern Munich_M'gladbach_2004
244,1,Hannover,26,1,0,0,0,0,0,1,16,H,6,2005-04-09,Bochum,D1,1,15,D,2,Bochum_Hannover_2004
245,4,Werder Bremen,23,1,0,2,0,0,1,3,29,A,16,2005-04-09,Hamburg,D1,8,14,A,3,Hamburg_Werder Bremen_2004
246,1,Freiburg,12,3,0,1,2,0,0,1,17,H,15,2005-04-09,Hertha,D1,8,13,H,3,Hertha_Freiburg_2004
247,2,Dortmund,19,0,0,1,0,0,0,1,17,A,15,2005-04-09,Leverkusen,D1,4,14,D,5,Leverkusen_Dortmund_2004
248,2,Wolfsburg,18,0,0,2,0,0,0,2,18,A,12,2005-04-09,Mainz,D1,7,19,D,8,Mainz_Wolfsburg_2004
249,1,Schalke 04,11,3,1,0,1,0,0,5,17,H,9,2005-04-09,Stuttgart,D1,3,7,H,4,Stuttgart_Schalke 04_2004
250,2,Kaiserslautern,15,0,0,2,0,0,2,2,31,A,16,2005-04-10,Bielefeld,D1,7,19,A,7,Bielefeld_Kaiserslautern_2004
251,5,Hansa Rostock,26,3,0,0,0,0,0,0,23,H,14,2005-04-10,Nurnberg,D1,4,17,D,4,Nurnberg_Hansa Rostock_2004
252,3,Bielefeld,22,1,0,1,1,0,0,4,12,D,9,2005-04-16,Dortmund,D1,4,14,H,7,Dortmund_Bielefeld_2004
253,3,Leverkusen,17,1,0,3,1,0,1,3,17,A,14,2005-04-16,Freiburg,D1,3,16,D,4,Freiburg_Leverkusen_2004
254,1,Bayern Munich,12,0,0,1,0,0,0,1,9,A,17,2005-04-16,Hannover,D1,2,8,D,8,Hannover_Bayern Munich_2004
255,4,Stuttgart,23,2,0,1,1,0,0,5,20,H,6,2005-04-16,Hansa Rostock,D1,5,10,H,4,Hansa Rostock_Stuttgart_2004
256,2,Mainz,20,1,0,1,0,0,0,0,21,D,16,2005-04-16,M'gladbach,D1,4,8,D,2,M'gladbach_Mainz_2004
257,6,Hamburg,27,1,0,2,1,0,0,2,28,A,12,2005-04-16,Schalke 04,D1,2,13,H,3,Schalke 04_Hamburg_2004
258,0,Hertha,18,0,0,1,0,0,1,1,20,A,9,2005-04-16,Werder Bremen,D1,11,19,A,2,Werder Bremen_Hertha_2004
259,2,Bochum,20,1,0,2,0,0,1,4,18,A,15,2005-04-17,Kaiserslautern,D1,9,24,A,9,Kaiserslautern_Bochum_2004
260,2,Nurnberg,18,0,0,1,0,0,0,3,22,A,11,2005-04-17,Wolfsburg,D1,6,14,D,5,Wolfsburg_Nurnberg_2004
261,1,Bochum,13,3,1,1,2,0,0,1,9,H,9,2005-04-23,Bayern Munich,D1,7,22,H,4,Bayern Munich_Bochum_2004
262,0,Freiburg,13,3,0,1,1,0,1,1,15,H,11,2005-04-23,Bielefeld,D1,2,18,D,7,Bielefeld_Freiburg_2004
263,2,Kaiserslautern,17,4,0,2,2,0,2,0,20,H,7,2005-04-23,Dortmund,D1,3,17,D,2,Dortmund_Kaiserslautern_2004
264,0,Hansa Rostock,22,3,0,0,0,0,0,5,22,H,11,2005-04-23,Hamburg,D1,4,15,D,5,Hamburg_Hansa Rostock_2004
265,2,Schalke 04,23,4,1,1,2,0,1,3,19,H,6,2005-04-23,Hertha,D1,4,18,H,2,Hertha_Schalke 04_2004
266,1,Hannover,16,2,0,0,1,0,0,0,10,H,7,2005-04-23,Mainz,D1,3,14,H,2,Mainz_Hannover_2004
267,2,Wolfsburg,15,0,0,0,0,0,0,4,18,D,8,2005-04-23,Stuttgart,D1,8,20,D,5,Stuttgart_Wolfsburg_2004
268,3,Werder Bremen,18,2,0,1,2,0,1,1,17,H,17,2005-04-24,Leverkusen,D1,6,7,H,2,Leverkusen_Werder Bremen_2004
269,2,M'gladbach,26,0,0,0,0,0,0,2,24,D,12,2005-04-24,Nurnberg,D1,6,18,D,4,Nurnberg_M'gladbach_2004
270,5,Mainz,19,2,0,6,1,0,1,2,20,A,25,2005-04-30,Bochum,D1,3,13,D,1,Bochum_Mainz_2004
271,3,Dortmund,19,2,0,2,1,0,2,1,14,D,14,2005-04-30,Freiburg,D1,7,14,A,4,Freiburg_Dortmund_2004
272,4,Hertha,17,2,0,1,1,0,0,3,13,H,13,2005-04-30,Hansa Rostock,D1,6,12,H,5,Hansa Rostock_Hertha_2004
273,4,Bayern Munich,19,0,0,4,0,0,2,1,15,A,19,2005-04-30,Kaiserslautern,D1,3,9,A,11,Kaiserslautern_Bayern Munich_2004
274,3,Stuttgart,27,2,1,0,2,0,0,5,19,H,6,2005-04-30,M'gladbach,D1,5,19,H,1,M'gladbach_Stuttgart_2004
275,3,Leverkusen,18,3,1,3,3,0,1,2,22,D,10,2005-04-30,Schalke 04,D1,5,23,H,2,Schalke 04_Leverkusen_2004
276,0,Bielefeld,13,3,0,0,1,0,0,1,23,H,3,2005-04-30,Werder Bremen,D1,13,23,H,4,Werder Bremen_Bielefeld_2004
277,1,Nurnberg,14,1,0,0,0,0,0,4,16,H,10,2005-05-01,Hannover,D1,5,20,D,6,Hannover_Nurnberg_2004
278,3,Hamburg,17,1,1,0,1,0,0,4,22,H,17,2005-05-01,Wolfsburg,D1,5,13,H,8,Wolfsburg_Hamburg_2004
279,1,Schalke 04,19,0,0,2,0,0,1,6,23,A,17,2005-05-07,Bielefeld,D1,6,18,A,5,Bielefeld_Schalke 04_2004
280,2,Kaiserslautern,15,1,0,2,0,0,2,1,21,A,13,2005-05-07,Freiburg,D1,1,11,A,5,Freiburg_Kaiserslautern_2004
281,1,Wolfsburg,7,3,0,1,0,0,1,1,19,H,4,2005-05-07,Hertha,D1,10,22,A,1,Hertha_Wolfsburg_2004
282,2,Hansa Rostock,11,3,0,0,1,0,0,3,20,H,7,2005-05-07,Leverkusen,D1,4,18,H,3,Leverkusen_Hansa Rostock_2004
283,1,Bayern Munich,9,2,0,4,1,0,2,0,17,A,12,2005-05-07,Mainz,D1,1,8,A,5,Mainz_Bayern Munich_2004
284,1,Bochum,13,2,0,1,1,0,0,2,23,H,11,2005-05-07,Nurnberg,D1,5,13,H,3,Nurnberg_Bochum_2004
285,2,Hannover,14,1,0,0,0,0,0,1,11,H,10,2005-05-07,Stuttgart,D1,4,18,D,2,Stuttgart_Hannover_2004
286,1,Werder Bremen,18,1,0,0,1,0,0,1,20,H,21,2005-05-08,Dortmund,D1,8,12,H,9,Dortmund_Werder Bremen_2004
287,3,M'gladbach,20,0,0,0,0,0,0,2,17,D,1,2005-05-08,Hamburg,D1,10,15,D,0,Hamburg_M'gladbach_2004
288,1,Nurnberg,14,6,0,3,5,0,0,2,17,H,7,2005-05-14,Bayern Munich,D1,5,22,H,2,Bayern Munich_Nurnberg_2004
289,1,Stuttgart,22,2,0,0,0,0,0,2,18,H,15,2005-05-14,Bochum,D1,5,18,D,6,Bochum_Stuttgart_2004
290,1,Hamburg,15,2,0,1,1,0,1,2,19,H,11,2005-05-14,Hannover,D1,5,11,D,2,Hannover_Hamburg_2004
291,3,Bielefeld,25,1,0,1,1,0,1,1,21,D,9,2005-05-14,Hansa Rostock,D1,6,14,D,4,Hansa Rostock_Bielefeld_2004
292,1,Kaiserslautern,21,3,0,2,1,0,1,4,21,H,13,2005-05-14,Mainz,D1,7,20,D,2,Mainz_Kaiserslautern_2004
293,1,Hertha,15,0,0,0,0,0,0,1,15,D,13,2005-05-14,M'gladbach,D1,3,18,D,5,M'gladbach_Hertha_2004
294,2,Dortmund,9,1,0,2,1,0,2,2,27,A,9,2005-05-14,Schalke 04,D1,12,20,A,4,Schalke 04_Dortmund_2004
295,1,Freiburg,21,4,1,1,0,0,1,2,18,H,10,2005-05-14,Werder Bremen,D1,12,25,A,2,Werder Bremen_Freiburg_2004
296,1,Leverkusen,21,2,0,2,2,0,0,2,12,D,22,2005-05-14,Wolfsburg,D1,4,14,H,6,Wolfsburg_Leverkusen_2004
297,1,Wolfsburg,13,1,0,2,1,0,1,1,19,A,15,2005-05-21,Bielefeld,D1,7,16,D,9,Bielefeld_Wolfsburg_2004
298,0,Hansa Rostock,13,2,0,1,0,0,1,2,22,H,12,2005-05-21,Dortmund,D1,6,22,A,4,Dortmund_Hansa Rostock_2004
299,2,Schalke 04,16,2,0,3,1,0,1,2,21,A,17,2005-05-21,Freiburg,D1,6,13,D,1,Freiburg_Schalke 04_2004
300,4,Bochum,19,0,1,1,0,0,1,3,25,A,12,2005-05-21,Hamburg,D1,7,17,A,4,Hamburg_Bochum_2004
301,2,Hannover,10,0,0,0,0,0,0,0,11,D,9,2005-05-21,Hertha,D1,9,21,D,4,Hertha_Hannover_2004
302,0,Werder Bremen,24,1,0,2,1,0,2,2,19,A,22,2005-05-21,Kaiserslautern,D1,4,5,A,6,Kaiserslautern_Werder Bremen_2004
303,0,M'gladbach,6,5,0,1,1,0,1,2,19,H,6,2005-05-21,Leverkusen,D1,16,30,D,2,Leverkusen_M'gladbach_2004
304,1,Mainz,19,1,0,2,1,0,1,3,16,A,21,2005-05-21,Nurnberg,D1,1,13,D,7,Nurnberg_Mainz_2004
305,2,Bayern Munich,17,1,0,3,0,0,2,2,22,A,14,2005-05-21,Stuttgart,D1,6,12,A,4,Stuttgart_Bayern Munich_2004
