,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,19:30:00,1,Schalke 04,11,0,8,0,3,0,0,2,12,H,5,2020-09-18,Bayern Munich,D1,1,12,9,22,H,2,Bayern Munich_Schalke 04_2020
1,14:30:00,2,Bielefeld,14,0,1,1,0,0,0,2,13,D,14,2020-09-19,Ein Frankfurt,D1,4,6,14,18,D,3,Ein Frankfurt_Bielefeld_2020
2,14:30:00,0,Hoffenheim,12,0,2,3,1,0,2,0,13,A,13,2020-09-19,FC Koln,D1,7,6,1,13,A,6,FC Koln_Hoffenheim_2020
3,14:30:00,2,Freiburg,12,0,2,3,0,0,2,2,16,A,7,2020-09-19,Stuttgart,D1,6,7,7,22,A,2,Stuttgart_Freiburg_2020
4,14:30:00,2,Augsburg,9,0,1,3,0,0,1,0,9,A,9,2020-09-19,Union Berlin,D1,5,3,8,13,A,1,Union Berlin_Augsburg_2020
5,14:30:00,2,Hertha,13,0,1,4,0,0,2,0,17,A,13,2020-09-19,Werder Bremen,D1,6,7,7,17,A,4,Werder Bremen_Hertha_2020
6,17:30:00,1,M'gladbach,10,0,3,0,1,0,0,1,9,H,8,2020-09-19,Dortmund,D1,2,4,1,9,H,3,Dortmund_M'gladbach_2020
7,14:30:00,1,Mainz,5,0,3,1,2,0,0,2,11,H,8,2020-09-20,RB Leipzig,D1,1,10,7,23,H,5,RB Leipzig_Mainz_2020
8,17:00:00,1,Leverkusen,13,0,0,0,0,0,0,2,12,D,6,2020-09-20,Wolfsburg,D1,2,1,4,9,D,4,Wolfsburg_Leverkusen_2020
9,19:30:00,3,Ein Frankfurt,13,0,1,3,0,0,2,4,16,A,10,2020-09-25,Hertha,D1,3,6,4,12,A,3,Hertha_Ein Frankfurt_2020
10,14:30:00,3,Dortmund,7,0,2,0,1,0,0,4,8,H,16,2020-09-26,Augsburg,D1,7,4,3,6,H,11,Augsburg_Dortmund_2020
11,14:30:00,3,FC Koln,12,0,1,0,0,0,0,3,15,H,12,2020-09-26,Bielefeld,D1,2,3,4,7,D,7,Bielefeld_FC Koln_2020
12,14:30:00,1,RB Leipzig,16,0,1,1,1,0,1,3,10,D,7,2020-09-26,Leverkusen,D1,2,4,4,11,D,1,Leverkusen_RB Leipzig_2020
13,14:30:00,2,Stuttgart,10,1,1,4,1,1,1,4,17,A,15,2020-09-26,Mainz,D1,7,3,3,11,D,9,Mainz_Stuttgart_2020
14,14:30:00,1,Union Berlin,11,0,1,1,0,0,0,2,15,D,15,2020-09-26,M'gladbach,D1,2,5,7,14,D,5,M'gladbach_Union Berlin_2020
15,17:30:00,7,Werder Bremen,20,0,1,3,0,1,2,2,14,A,17,2020-09-26,Schalke 04,D1,8,4,8,17,A,3,Schalke 04_Werder Bremen_2020
16,14:30:00,3,Bayern Munich,15,0,4,1,2,0,1,2,11,H,14,2020-09-27,Hoffenheim,D1,2,8,3,17,H,5,Hoffenheim_Bayern Munich_2020
17,17:00:00,0,Wolfsburg,10,0,1,1,1,0,1,3,13,D,8,2020-09-27,Freiburg,D1,2,7,9,21,D,1,Freiburg_Wolfsburg_2020
18,19:30:00,1,Mainz,13,0,4,0,1,0,0,4,11,H,5,2020-10-02,Union Berlin,D1,0,7,4,13,H,2,Union Berlin_Mainz_2020
19,14:30:00,1,Freiburg,8,0,4,0,1,0,0,1,12,H,6,2020-10-03,Dortmund,D1,2,7,3,16,H,2,Dortmund_Freiburg_2020
20,14:30:00,2,Hoffenheim,12,0,2,1,0,0,1,3,8,H,11,2020-10-03,Ein Frankfurt,D1,4,6,5,16,A,7,Ein Frankfurt_Hoffenheim_2020
21,14:30:00,3,M'gladbach,16,0,1,3,0,0,2,3,12,A,17,2020-10-03,FC Koln,D1,11,3,4,8,A,10,FC Koln_M'gladbach_2020
22,14:30:00,3,Leverkusen,8,0,1,1,0,0,1,2,17,D,15,2020-10-03,Stuttgart,D1,7,2,7,11,A,12,Stuttgart_Leverkusen_2020
23,14:30:00,2,Bielefeld,12,0,1,0,1,0,0,2,16,H,10,2020-10-03,Werder Bremen,D1,5,2,2,7,H,1,Werder Bremen_Bielefeld_2020
24,17:30:00,1,Schalke 04,13,0,4,0,3,0,0,3,10,H,4,2020-10-03,RB Leipzig,D1,1,7,8,21,H,1,RB Leipzig_Schalke 04_2020
25,14:30:00,0,Augsburg,7,0,0,0,0,0,0,1,13,D,9,2020-10-04,Wolfsburg,D1,1,6,12,17,D,2,Wolfsburg_Augsburg_2020
26,17:00:00,3,Hertha,13,0,4,3,1,0,0,3,19,H,9,2020-10-04,Bayern Munich,D1,5,9,6,22,H,1,Bayern Munich_Hertha_2020
27,14:30:00,0,RB Leipzig,9,0,0,2,0,0,1,1,13,A,15,2020-10-17,Augsburg,D1,6,2,5,6,A,8,Augsburg_RB Leipzig_2020
28,14:30:00,3,Werder Bremen,10,0,1,1,1,0,1,3,14,D,14,2020-10-17,Freiburg,D1,4,4,4,19,D,4,Freiburg_Werder Bremen_2020
29,14:30:00,2,Stuttgart,14,0,0,2,0,0,1,2,10,A,7,2020-10-17,Hertha,D1,2,4,6,16,A,4,Hertha_Stuttgart_2020
30,14:30:00,1,Dortmund,13,0,0,1,0,0,0,1,11,A,15,2020-10-17,Hoffenheim,D1,5,3,4,8,D,6,Hoffenheim_Dortmund_2020
31,14:30:00,3,Leverkusen,12,0,0,1,0,0,1,1,6,A,9,2020-10-17,Mainz,D1,4,0,6,5,A,2,Mainz_Leverkusen_2020
32,17:30:00,1,Bayern Munich,6,1,1,4,0,0,3,0,6,A,16,2020-10-17,Bielefeld,D1,10,5,6,11,A,10,Bielefeld_Bayern Munich_2020
33,19:30:00,2,Wolfsburg,14,0,1,1,0,0,0,2,13,D,14,2020-10-17,M'gladbach,D1,5,2,5,13,D,4,M'gladbach_Wolfsburg_2020
34,14:30:00,3,Ein Frankfurt,19,0,1,1,0,0,1,2,18,D,16,2020-10-18,FC Koln,D1,4,5,2,9,A,8,FC Koln_Ein Frankfurt_2020
35,17:00:00,3,Union Berlin,7,0,1,1,0,0,0,1,13,D,13,2020-10-18,Schalke 04,D1,7,4,5,8,D,7,Schalke 04_Union Berlin_2020
36,19:30:00,2,FC Koln,11,0,1,1,1,0,1,5,13,D,14,2020-10-23,Stuttgart,D1,4,4,3,9,D,5,Stuttgart_FC Koln_2020
37,14:30:00,3,Ein Frankfurt,11,0,5,0,2,0,0,0,12,H,9,2020-10-24,Bayern Munich,D1,2,10,10,20,H,2,Bayern Munich_Ein Frankfurt_2020
38,14:30:00,5,M'gladbach,18,0,2,3,2,0,1,3,11,A,21,2020-10-24,Mainz,D1,12,7,3,15,H,7,Mainz_M'gladbach_2020
39,14:30:00,1,Hertha,10,1,2,1,1,0,1,4,20,H,11,2020-10-24,RB Leipzig,D1,3,8,7,29,D,3,RB Leipzig_Hertha_2020
40,14:30:00,1,Freiburg,9,0,1,1,1,0,1,4,14,D,8,2020-10-24,Union Berlin,D1,4,7,4,22,D,2,Union Berlin_Freiburg_2020
41,17:30:00,0,Schalke 04,5,0,3,0,0,0,0,1,15,H,3,2020-10-24,Dortmund,D1,0,7,7,17,D,2,Dortmund_Schalke 04_2020
42,14:30:00,2,Bielefeld,12,0,2,1,2,0,0,1,10,H,8,2020-10-25,Wolfsburg,D1,1,4,4,14,H,3,Wolfsburg_Bielefeld_2020
43,17:00:00,2,Hoffenheim,10,0,1,1,1,0,1,2,20,D,15,2020-10-25,Werder Bremen,D1,6,2,1,5,D,4,Werder Bremen_Hoffenheim_2020
44,19:30:00,1,Augsburg,14,0,3,1,1,0,0,2,8,H,7,2020-10-26,Leverkusen,D1,3,7,3,15,H,3,Leverkusen_Augsburg_2020
45,19:30:00,2,Stuttgart,11,0,1,1,1,0,0,2,14,D,19,2020-10-30,Schalke 04,D1,5,2,3,9,H,4,Schalke 04_Stuttgart_2020
46,14:30:00,5,Mainz,12,0,3,1,1,0,0,1,10,H,8,2020-10-31,Augsburg,D1,4,7,4,14,H,1,Augsburg_Mainz_2020
47,14:30:00,1,Dortmund,12,0,0,2,0,0,0,1,13,A,21,2020-10-31,Bielefeld,D1,10,2,0,5,D,12,Bielefeld_Dortmund_2020
48,14:30:00,1,Werder Bremen,12,0,1,1,0,0,0,3,14,D,9,2020-10-31,Ein Frankfurt,D1,4,5,5,14,D,3,Ein Frankfurt_Werder Bremen_2020
49,14:30:00,1,Bayern Munich,12,0,1,2,0,0,2,2,13,A,7,2020-10-31,FC Koln,D1,5,2,5,9,A,1,FC Koln_Bayern Munich_2020
50,17:30:00,2,RB Leipzig,13,0,1,0,0,0,0,4,17,H,15,2020-10-31,M'gladbach,D1,3,4,2,5,D,4,M'gladbach_RB Leipzig_2020
51,14:30:00,2,Leverkusen,10,0,2,4,1,0,2,2,11,A,18,2020-11-01,Freiburg,D1,7,5,4,8,A,6,Freiburg_Leverkusen_2020
52,17:00:00,3,Wolfsburg,8,0,1,1,1,0,1,1,15,D,11,2020-11-01,Hertha,D1,4,5,8,18,D,6,Hertha_Wolfsburg_2020
53,19:30:00,1,Union Berlin,19,0,1,3,0,1,0,2,13,A,9,2020-11-02,Hoffenheim,D1,6,5,3,10,D,6,Hoffenheim_Union Berlin_2020
54,19:30:00,2,FC Koln,20,0,1,1,0,0,0,2,20,D,8,2020-11-06,Werder Bremen,D1,1,4,1,18,D,3,Werder Bremen_FC Koln_2020
55,14:30:00,3,Hertha,12,0,0,3,0,0,1,0,10,A,12,2020-11-07,Augsburg,D1,6,2,2,10,A,6,Augsburg_Hertha_2020
56,14:30:00,1,Schalke 04,19,0,2,2,2,0,1,1,13,D,22,2020-11-07,Mainz,D1,3,7,4,14,H,9,Mainz_Schalke 04_2020
57,14:30:00,2,Freiburg,14,0,3,0,1,0,0,3,14,H,8,2020-11-07,RB Leipzig,D1,3,7,3,15,H,4,RB Leipzig_Freiburg_2020
58,14:30:00,2,Ein Frankfurt,14,0,2,2,2,0,0,4,16,D,15,2020-11-07,Stuttgart,D1,8,5,10,16,H,8,Stuttgart_Ein Frankfurt_2020
59,14:30:00,0,Bielefeld,17,0,5,0,3,0,0,1,9,H,5,2020-11-07,Union Berlin,D1,1,8,5,9,H,1,Union Berlin_Bielefeld_2020
60,17:30:00,2,Bayern Munich,15,0,2,3,1,0,1,2,7,A,16,2020-11-07,Dortmund,D1,8,5,4,15,D,3,Dortmund_Bayern Munich_2020
61,14:30:00,1,Hoffenheim,15,0,2,1,2,0,0,3,14,H,17,2020-11-08,Wolfsburg,D1,5,8,3,14,H,7,Wolfsburg_Hoffenheim_2020
