,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,4,Schalke 04,19,2,0,2,0,0,1,3,23,D,10,2007-08-10,Stuttgart,D1,4,7,9,16,A,0,Stuttgart_Schalke 04_2007
1,0,Hansa Rostock,14,3,0,0,1,0,0,3,13,H,6,2007-08-11,Bayern Munich,D1,0,13,4,27,H,1,Bayern Munich_Hansa Rostock_2007
2,1,Werder Bremen,15,2,0,2,0,0,2,2,17,D,20,2007-08-11,Bochum,D1,9,4,7,17,A,6,Bochum_Werder Bremen_2007
3,2,Hertha,13,1,0,0,1,0,0,1,13,H,10,2007-08-11,Ein Frankfurt,D1,3,5,6,19,H,5,Ein Frankfurt_Hertha_2007
4,3,Hamburg,20,0,0,1,0,0,1,1,18,A,14,2007-08-11,Hannover,D1,8,2,6,10,A,4,Hannover_Hamburg_2007
5,3,Cottbus,21,0,0,0,0,0,0,3,16,D,10,2007-08-11,Leverkusen,D1,5,7,7,21,D,2,Leverkusen_Cottbus_2007
6,1,Bielefeld,14,1,0,3,0,0,1,0,3,A,13,2007-08-11,Wolfsburg,D1,8,4,7,13,A,7,Wolfsburg_Bielefeld_2007
7,3,Duisburg,19,1,0,3,0,0,1,4,34,A,7,2007-08-12,Dortmund,D1,4,4,6,12,A,2,Dortmund_Duisburg_2007
8,1,Karlsruhe,17,0,0,2,0,0,1,2,22,A,11,2007-08-12,Nurnberg,D1,7,7,2,19,A,4,Nurnberg_Karlsruhe_2007
9,3,Hannover,25,1,0,2,1,0,0,5,17,A,10,2007-08-17,Karlsruhe,D1,3,1,4,6,H,3,Karlsruhe_Hannover_2007
10,0,Ein Frankfurt,16,2,0,2,0,0,0,1,14,D,22,2007-08-18,Bielefeld,D1,7,3,3,10,D,8,Bielefeld_Ein Frankfurt_2007
11,2,Wolfsburg,17,1,0,3,0,0,1,2,26,A,12,2007-08-18,Duisburg,D1,6,3,5,16,A,3,Duisburg_Wolfsburg_2007
12,2,Nurnberg,10,1,0,2,0,0,2,2,23,A,8,2007-08-18,Hansa Rostock,D1,4,1,5,11,A,5,Hansa Rostock_Nurnberg_2007
13,1,Stuttgart,16,3,0,1,0,0,1,2,19,H,20,2007-08-18,Hertha,D1,2,6,7,12,A,5,Hertha_Stuttgart_2007
14,2,Dortmund,13,4,1,1,2,0,0,3,22,H,9,2007-08-18,Schalke 04,D1,4,11,8,20,H,0,Schalke 04_Dortmund_2007
15,1,Bayern Munich,26,0,0,4,0,0,1,1,22,A,14,2007-08-18,Werder Bremen,D1,6,1,5,17,A,6,Werder Bremen_Bayern Munich_2007
16,2,Bochum,17,1,0,2,0,0,2,2,28,A,10,2007-08-19,Cottbus,D1,3,9,6,26,A,3,Cottbus_Bochum_2007
17,1,Leverkusen,12,1,0,0,0,0,0,1,21,H,12,2007-08-19,Hamburg,D1,2,7,6,18,D,4,Hamburg_Leverkusen_2007
18,5,Hamburg,27,2,1,1,1,0,0,3,20,H,13,2007-08-24,Bochum,D1,4,5,4,11,H,6,Bochum_Hamburg_2007
19,2,Hannover,13,3,1,0,1,0,0,5,24,H,5,2007-08-25,Bayern Munich,D1,0,9,7,22,H,3,Bayern Munich_Hannover_2007
20,1,Hertha,11,2,0,0,0,0,0,2,18,H,18,2007-08-25,Bielefeld,D1,7,3,4,16,D,6,Bielefeld_Hertha_2007
21,0,Cottbus,13,3,0,0,1,0,0,3,20,H,10,2007-08-25,Dortmund,D1,1,7,7,24,H,11,Dortmund_Cottbus_2007
22,1,Karlsruhe,9,3,0,0,3,0,0,2,20,H,5,2007-08-25,Leverkusen,D1,2,15,9,30,H,6,Leverkusen_Karlsruhe_2007
23,2,Werder Bremen,20,0,0,1,0,0,0,4,21,A,11,2007-08-25,Nurnberg,D1,6,1,5,12,D,3,Nurnberg_Werder Bremen_2007
