,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,M'gladbach,12,3,0,1,2,0,1,3,11,H,11,2013-08-09,Bayern Munich,D1,4,9,6,26,H,4,Bayern Munich_M'gladbach_2013
1,2,Dortmund,18,0,0,4,0,0,1,0,12,A,13,2013-08-10,Augsburg,D1,9,4,5,11,A,6,Augsburg_Dortmund_2013
2,1,Werder Bremen,10,0,0,1,0,0,0,0,18,A,12,2013-08-10,Braunschweig,D1,4,3,2,13,D,7,Braunschweig_Werder Bremen_2013
3,4,Wolfsburg,28,2,2,0,1,0,0,0,11,H,15,2013-08-10,Hannover,D1,4,8,7,20,H,2,Hannover_Wolfsburg_2013
4,0,Ein Frankfurt,19,6,0,1,2,0,1,2,18,H,10,2013-08-10,Hertha,D1,4,9,5,16,H,4,Hertha_Ein Frankfurt_2013
5,1,Nurnberg,17,2,0,2,1,0,0,4,17,D,12,2013-08-10,Hoffenheim,D1,5,8,6,23,H,9,Hoffenheim_Nurnberg_2013
6,2,Freiburg,11,3,0,1,1,0,1,2,16,H,8,2013-08-10,Leverkusen,D1,3,6,5,18,D,2,Leverkusen_Freiburg_2013
7,2,Stuttgart,15,3,0,2,1,0,1,4,13,H,15,2013-08-11,Mainz,D1,10,7,2,9,D,8,Mainz_Stuttgart_2013
8,1,Hamburg,15,3,0,3,2,0,2,2,11,D,16,2013-08-11,Schalke 04,D1,6,8,3,19,D,7,Schalke 04_Hamburg_2013
9,1,Bayern Munich,9,0,0,1,0,0,1,1,17,A,15,2013-08-17,Ein Frankfurt,D1,7,3,6,9,A,5,Ein Frankfurt_Bayern Munich_2013
10,0,Mainz,17,1,0,2,0,0,0,3,7,A,12,2013-08-17,Freiburg,D1,8,3,2,9,D,4,Freiburg_Mainz_2013
11,2,Hoffenheim,15,1,0,5,1,0,1,2,22,A,18,2013-08-17,Hamburg,D1,7,4,2,8,D,4,Hamburg_Hoffenheim_2013
