,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Leverkusen,13,3,0,1,2,0,0,2,17,H,19,2017-08-18,Bayern Munich,D1,4,8,4,13,H,5,Bayern Munich_Leverkusen_2017
1,4,Augsburg,18,1,0,0,1,0,0,3,16,H,13,2017-08-19,Hamburg,D1,1,5,3,11,H,7,Hamburg_Augsburg_2017
2,2,Stuttgart,18,2,0,0,0,0,0,1,12,H,9,2017-08-19,Hertha,D1,2,3,5,10,D,1,Hertha_Stuttgart_2017
3,1,Werder Bremen,17,1,0,0,0,0,0,3,15,H,11,2017-08-19,Hoffenheim,D1,2,3,6,14,D,4,Hoffenheim_Werder Bremen_2017
4,3,Hannover,18,0,0,1,0,0,0,5,14,A,6,2017-08-19,Mainz,D1,2,6,13,14,D,1,Mainz_Hannover_2017
5,2,RB Leipzig,22,2,0,0,1,0,0,2,18,H,12,2017-08-19,Schalke 04,D1,3,5,4,11,H,5,Schalke 04_RB Leipzig_2017
6,0,Dortmund,7,0,0,3,0,0,2,0,15,A,13,2017-08-19,Wolfsburg,D1,5,0,3,9,A,5,Wolfsburg_Dortmund_2017
7,1,Ein Frankfurt,8,0,0,0,0,0,0,2,17,D,15,2017-08-20,Freiburg,D1,2,1,3,7,D,7,Freiburg_Ein Frankfurt_2017
8,3,FC Koln,12,1,0,0,0,0,0,2,11,H,13,2017-08-20,M'gladbach,D1,2,8,5,22,D,3,M'gladbach_FC Koln_2017
9,2,Hamburg,9,1,1,3,0,0,2,2,9,A,12,2017-08-25,FC Koln,D1,4,6,6,20,A,7,FC Koln_Hamburg_2017
10,2,M'gladbach,13,2,0,2,1,0,2,2,12,D,15,2017-08-26,Augsburg,D1,3,9,10,24,A,0,Augsburg_M'gladbach_2017
11,1,Hertha,12,2,0,0,1,0,0,1,9,H,7,2017-08-26,Dortmund,D1,4,8,4,18,H,4,Dortmund_Hertha_2017
12,3,Wolfsburg,18,0,0,1,0,0,1,1,19,A,7,2017-08-26,Ein Frankfurt,D1,3,6,7,12,A,2,Ein Frankfurt_Wolfsburg_2017
13,2,Hoffenheim,16,2,0,2,1,0,0,2,11,D,6,2017-08-26,Leverkusen,D1,4,3,6,16,H,1,Leverkusen_Hoffenheim_2017
14,2,Mainz,12,1,0,0,0,0,0,1,18,H,13,2017-08-26,Stuttgart,D1,6,4,5,17,D,6,Stuttgart_Mainz_2017
15,1,Bayern Munich,9,0,0,2,0,0,0,1,10,A,19,2017-08-26,Werder Bremen,D1,8,1,2,4,D,8,Werder Bremen_Bayern Munich_2017
