,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Stuttgart,12,2,0,0,0,0,0,0,12,H,14,2009-08-07,Wolfsburg,D1,4,7,6,13,D,3,Wolfsburg_Stuttgart_2009
1,0,FC Koln,8,1,0,0,0,0,0,1,10,H,7,2009-08-08,Dortmund,D1,0,11,16,24,D,1,Dortmund_FC Koln_2009
2,3,Hannover,16,1,0,0,0,0,0,2,20,H,15,2009-08-08,Hertha,D1,3,4,5,10,D,3,Hertha_Hannover_2009
3,0,Bayern Munich,10,1,0,1,1,0,1,2,28,D,9,2009-08-08,Hoffenheim,D1,3,1,3,9,D,10,Hoffenheim_Bayern Munich_2009
4,1,Leverkusen,22,2,0,2,1,0,2,2,28,D,13,2009-08-08,Mainz,D1,7,4,3,8,A,5,Mainz_Leverkusen_2009
5,2,Schalke 04,14,1,0,2,0,0,1,1,21,A,9,2009-08-08,Nurnberg,D1,5,3,9,14,A,6,Nurnberg_Schalke 04_2009
6,1,Ein Frankfurt,18,2,0,3,2,1,2,2,20,A,15,2009-08-08,Werder Bremen,D1,8,10,9,22,D,3,Werder Bremen_Ein Frankfurt_2009
7,3,M'gladbach,13,3,1,3,0,0,3,1,21,D,10,2009-08-09,Bochum,D1,7,8,11,28,A,5,Bochum_M'gladbach_2009
8,2,Hamburg,22,1,0,1,0,0,1,1,19,D,14,2009-08-09,Freiburg,D1,3,6,12,17,A,6,Freiburg_Hamburg_2009
9,1,Werder Bremen,13,1,0,1,0,0,1,0,9,D,10,2009-08-15,Bayern Munich,D1,1,4,5,9,A,2,Bayern Munich_Werder Bremen_2009
10,1,Nurnberg,12,1,0,1,1,0,0,1,8,D,21,2009-08-15,Ein Frankfurt,D1,6,6,4,12,H,6,Ein Frankfurt_Nurnberg_2009
11,1,Wolfsburg,17,1,0,3,0,0,0,0,13,A,20,2009-08-15,FC Koln,D1,9,6,4,13,D,6,FC Koln_Wolfsburg_2009
12,0,Dortmund,16,4,0,1,3,0,1,1,17,H,12,2009-08-15,Hamburg,D1,4,9,10,18,H,3,Hamburg_Dortmund_2009
13,0,Mainz,18,1,0,1,0,0,0,2,17,D,8,2009-08-15,Hannover,D1,3,6,8,13,D,3,Hannover_Mainz_2009
14,3,Hoffenheim,20,1,0,0,0,0,0,2,22,H,3,2009-08-15,Leverkusen,D1,2,5,6,14,D,2,Leverkusen_Hoffenheim_2009
15,2,Freiburg,10,4,0,2,0,0,0,3,23,H,13,2009-08-15,Stuttgart,D1,5,5,3,13,D,5,Stuttgart_Freiburg_2009
16,2,Hertha,9,2,0,1,1,0,0,2,12,H,21,2009-08-16,M'gladbach,D1,6,9,7,20,H,5,M'gladbach_Hertha_2009
17,1,Bochum,22,3,0,0,2,0,0,2,16,H,11,2009-08-16,Schalke 04,D1,2,6,9,18,H,3,Schalke 04_Bochum_2009
