,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,West Brom,11,1,0,0,1,H Webb,0,0,0,8,H,5,2008-08-16,Arsenal,E0,4,14,7,24,H,5,Arsenal_West Brom_2008
1,1,Stoke,13,3,0,1,3,C Foy,0,0,2,12,H,8,2008-08-16,Bolton,E0,2,8,4,14,H,3,Bolton_Stoke_2008
2,2,Blackburn,11,2,0,3,1,A Marriner,0,1,2,9,A,15,2008-08-16,Everton,E0,11,5,3,10,D,5,Everton_Blackburn_2008
3,3,Fulham,10,2,0,1,1,P Walton,0,1,0,9,H,12,2008-08-16,Hull,E0,6,6,5,11,D,6,Hull_Fulham_2008
4,1,Tottenham,11,2,0,1,0,M Atkinson,0,0,2,12,H,8,2008-08-16,Middlesbrough,E0,5,10,7,14,D,9,Middlesbrough_Tottenham_2008
5,0,Liverpool,13,0,0,1,0,A Wiley,0,0,2,12,A,14,2008-08-16,Sunderland,E0,8,3,1,6,D,8,Sunderland_Liverpool_2008
6,2,Wigan,14,2,0,1,2,S Bennett,0,0,1,11,H,22,2008-08-16,West Ham,E0,9,8,6,15,H,10,West Ham_Wigan_2008
7,0,Man City,8,4,0,2,0,P Dowd,0,0,1,11,H,13,2008-08-17,Aston Villa,E0,8,10,7,14,D,8,Aston Villa_Man City_2008
8,0,Portsmouth,10,4,0,0,3,M Dean,0,0,1,6,H,12,2008-08-17,Chelsea,E0,8,11,8,18,H,3,Chelsea_Portsmouth_2008
9,3,Newcastle,15,1,0,1,1,M Riley,0,1,0,11,D,11,2008-08-17,Man United,E0,4,12,6,18,D,6,Man United_Newcastle_2008
10,0,Hull,11,1,0,1,1,S Attwell,0,1,1,15,D,7,2008-08-23,Blackburn,E0,4,5,6,12,D,3,Blackburn_Hull_2008
11,2,Arsenal,14,1,0,0,1,M Atkinson,0,0,0,6,H,15,2008-08-23,Fulham,E0,6,2,1,5,H,5,Fulham_Arsenal_2008
12,2,Middlesbrough,10,2,0,1,0,M Riley,0,0,1,12,H,9,2008-08-23,Liverpool,E0,4,8,14,16,D,3,Liverpool_Middlesbrough_2008
13,1,Bolton,8,1,0,0,0,S Bennett,0,0,2,13,H,9,2008-08-23,Newcastle,E0,4,8,4,10,D,6,Newcastle_Bolton_2008
14,1,Aston Villa,15,3,0,2,1,M Halsey,0,0,0,5,H,5,2008-08-23,Stoke,E0,2,2,2,8,H,8,Stoke_Aston Villa_2008
15,1,Sunderland,12,1,0,2,0,M Dean,0,0,2,12,A,12,2008-08-23,Tottenham,E0,7,11,12,18,D,6,Tottenham_Sunderland_2008
16,3,Everton,11,1,0,2,0,R Styles,0,0,1,14,A,9,2008-08-23,West Brom,E0,7,4,11,14,D,5,West Brom_Everton_2008
17,0,West Ham,12,3,1,0,0,H Webb,0,0,2,16,H,3,2008-08-24,Man City,E0,0,9,6,14,D,3,Man City_West Ham_2008
18,1,Chelsea,13,0,0,1,0,A Wiley,0,1,2,17,A,7,2008-08-24,Wigan,E0,3,6,7,10,A,7,Wigan_Chelsea_2008
19,2,Man United,11,0,0,1,0,C Foy,0,1,2,11,A,12,2008-08-25,Portsmouth,E0,7,6,4,13,A,3,Portsmouth_Man United_2008
20,2,Newcastle,12,3,0,0,2,R Styles,0,0,2,11,H,4,2008-08-30,Arsenal,E0,2,14,12,20,H,1,Arsenal_Newcastle_2008
21,2,West Brom,18,0,0,0,0,K Stroud,0,0,2,16,D,12,2008-08-30,Bolton,E0,7,9,7,18,D,5,Bolton_West Brom_2008
22,1,Portsmouth,5,0,0,3,0,M Halsey,0,2,0,11,A,6,2008-08-30,Everton,E0,5,7,4,16,A,3,Everton_Portsmouth_2008
23,1,Wigan,18,0,0,5,0,M Jones,0,2,0,12,A,8,2008-08-30,Hull,E0,5,5,7,10,A,3,Hull_Wigan_2008
24,2,Stoke,14,2,1,1,1,M Dean,0,0,4,18,H,7,2008-08-30,Middlesbrough,E0,2,12,4,21,H,5,Middlesbrough_Stoke_2008
25,1,Blackburn,14,4,0,1,2,M Riley,0,1,5,21,H,12,2008-08-30,West Ham,E0,7,6,10,11,H,4,West Ham_Blackburn_2008
26,0,Liverpool,9,0,0,0,0,M Atkinson,0,0,2,13,D,8,2008-08-31,Aston Villa,E0,3,2,5,5,D,8,Aston Villa_Liverpool_2008
27,3,Tottenham,10,1,0,1,1,H Webb,0,1,0,13,D,6,2008-08-31,Chelsea,E0,6,3,5,12,D,8,Chelsea_Tottenham_2008
28,4,Man City,20,0,0,3,0,C Foy,0,1,2,11,A,9,2008-08-31,Sunderland,E0,8,4,3,10,A,3,Sunderland_Man City_2008
29,1,Arsenal,8,0,0,4,0,M Dean,0,2,1,8,A,17,2008-09-13,Blackburn,E0,10,3,5,10,A,5,Blackburn_Arsenal_2008
30,1,Bolton,15,2,0,1,2,S Tanner,0,0,1,11,H,8,2008-09-13,Fulham,E0,7,13,12,20,H,6,Fulham_Bolton_2008
31,0,Man United,10,2,1,1,1,H Webb,0,1,3,18,H,7,2008-09-13,Liverpool,E0,3,11,5,16,D,4,Liverpool_Man United_2008
32,0,Chelsea,14,1,1,3,1,M Halsey,0,1,1,10,A,18,2008-09-13,Man City,E0,8,7,8,13,D,5,Man City_Chelsea_2008
33,0,Hull,13,1,0,2,0,A Marriner,1,1,2,17,A,8,2008-09-13,Newcastle,E0,4,4,5,13,A,3,Newcastle_Hull_2008
34,2,Middlesbrough,8,2,0,1,0,S Attwell,0,1,1,6,H,7,2008-09-13,Portsmouth,E0,3,12,3,21,A,2,Portsmouth_Middlesbrough_2008
35,1,West Ham,9,3,0,2,2,L Probert,0,2,1,18,H,21,2008-09-13,West Brom,E0,13,8,8,13,D,8,West Brom_West Ham_2008
36,1,Sunderland,10,1,0,1,0,R Styles,1,1,1,9,D,6,2008-09-13,Wigan,E0,5,8,8,12,A,6,Wigan_Sunderland_2008
37,2,Everton,10,2,0,3,0,A Wiley,0,1,1,19,A,8,2008-09-14,Stoke,E0,5,7,7,12,A,8,Stoke_Everton_2008
38,1,Aston Villa,15,1,0,2,0,S Bennett,0,1,4,12,A,17,2008-09-15,Tottenham,E0,13,10,12,17,A,8,Tottenham_Aston Villa_2008
39,2,Fulham,13,1,0,0,0,L Probert,0,0,0,11,H,11,2008-09-20,Blackburn,E0,5,4,4,11,D,3,Blackburn_Fulham_2008
40,2,Arsenal,12,1,0,3,1,S Bennett,0,2,2,10,A,20,2008-09-20,Bolton,E0,9,8,7,12,A,17,Bolton_Arsenal_2008
41,1,Stoke,8,0,0,0,0,A Marriner,0,0,1,10,D,3,2008-09-20,Liverpool,E0,2,11,20,27,D,3,Liverpool_Stoke_2008
42,2,Middlesbrough,9,2,0,0,0,H Webb,0,0,3,16,H,14,2008-09-20,Sunderland,E0,11,11,8,17,D,7,Sunderland_Middlesbrough_2008
43,1,Newcastle,8,3,0,1,2,P Dowd,0,0,2,21,H,11,2008-09-20,West Ham,E0,8,6,2,12,H,6,West Ham_Newcastle_2008
44,1,Man United,15,1,0,1,0,M Riley,0,1,7,18,D,13,2008-09-21,Chelsea,E0,8,13,7,20,A,4,Chelsea_Man United_2008
45,0,Everton,11,2,0,2,1,L Mason,0,0,1,12,D,17,2008-09-21,Hull,E0,8,5,4,9,H,6,Hull_Everton_2008
46,0,Portsmouth,13,6,0,0,2,A Wiley,0,0,1,14,H,10,2008-09-21,Man City,E0,4,10,8,14,H,5,Man City_Portsmouth_2008
47,2,Wigan,13,0,0,0,0,S Tanner,0,0,2,12,D,14,2008-09-21,Tottenham,E0,6,4,3,11,D,4,Tottenham_Wigan_2008
48,3,Aston Villa,22,1,0,2,1,M Dean,0,2,3,16,A,10,2008-09-21,West Brom,E0,5,6,5,10,A,6,West Brom_Aston Villa_2008
49,2,Hull,8,1,0,2,0,A Wiley,0,0,1,7,A,7,2008-09-27,Arsenal,E0,5,9,15,18,D,4,Arsenal_Hull_2008
50,1,Sunderland,8,2,0,1,2,P Walton,0,1,1,9,H,9,2008-09-27,Aston Villa,E0,3,8,5,12,H,5,Aston Villa_Sunderland_2008
51,3,Liverpool,17,0,0,2,0,M Riley,1,0,3,20,A,11,2008-09-27,Everton,E0,6,2,7,4,D,4,Everton_Liverpool_2008
52,4,West Ham,15,1,0,2,0,A Marriner,1,2,1,13,A,16,2008-09-27,Fulham,E0,10,6,2,18,A,4,Fulham_West Ham_2008
53,0,Bolton,8,2,0,0,0,R Styles,0,0,3,10,H,10,2008-09-27,Man United,E0,5,24,16,31,D,4,Man United_Bolton_2008
54,2,West Brom,14,0,0,1,0,C Foy,0,0,4,13,A,14,2008-09-27,Middlesbrough,E0,9,13,11,22,D,8,Middlesbrough_West Brom_2008
55,0,Blackburn,6,1,0,2,0,S Tanner,0,2,4,19,A,9,2008-09-27,Newcastle,E0,8,2,5,4,A,5,Newcastle_Blackburn_2008
56,2,Chelsea,9,0,0,2,0,M Atkinson,0,1,1,6,A,14,2008-09-27,Stoke,E0,9,2,5,5,A,5,Stoke_Chelsea_2008
57,4,Tottenham,18,2,0,0,1,M Dean,1,0,3,13,H,15,2008-09-28,Portsmouth,E0,8,6,3,8,H,6,Portsmouth_Tottenham_2008
58,3,Man City,12,2,0,1,2,S Bennett,0,1,4,21,H,11,2008-09-28,Wigan,E0,6,4,5,9,H,3,Wigan_Man City_2008
59,2,Man United,11,0,0,2,0,S Bennett,0,1,1,8,A,18,2008-10-04,Blackburn,E0,9,3,3,6,A,4,Blackburn_Man United_2008
60,3,Arsenal,10,1,0,1,0,L Mason,0,0,5,11,D,13,2008-10-04,Sunderland,E0,7,5,1,8,D,7,Sunderland_Arsenal_2008
61,2,Fulham,10,1,0,0,0,P Dowd,0,0,1,13,H,14,2008-10-04,West Brom,E0,5,8,8,13,D,6,West Brom_Fulham_2008
62,3,Middlesbrough,10,0,0,1,0,M Atkinson,0,0,0,13,A,6,2008-10-04,Wigan,E0,2,9,8,21,D,2,Wigan_Middlesbrough_2008
63,0,Aston Villa,11,2,0,0,2,C Foy,0,0,3,13,H,8,2008-10-05,Chelsea,E0,3,15,7,27,H,1,Chelsea_Aston Villa_2008
64,1,Newcastle,18,2,0,2,2,H Webb,0,1,3,15,D,11,2008-10-05,Everton,E0,9,5,3,13,H,5,Everton_Newcastle_2008
65,1,Liverpool,11,2,0,3,2,P Walton,1,0,1,12,A,14,2008-10-05,Man City,E0,7,5,1,7,H,7,Man City_Liverpool_2008
66,0,Stoke,7,2,0,1,1,A Marriner,0,0,3,15,H,8,2008-10-05,Portsmouth,E0,5,11,2,17,H,5,Portsmouth_Stoke_2008
67,4,Hull,15,0,0,1,0,R Styles,0,1,2,15,A,10,2008-10-05,Tottenham,E0,6,16,12,27,A,0,Tottenham_Hull_2008
68,4,Bolton,15,1,0,3,0,M Dean,0,2,3,8,A,12,2008-10-05,West Ham,E0,6,5,7,13,A,7,West Ham_Bolton_2008
69,2,Everton,8,3,0,1,0,P Walton,0,1,4,13,H,7,2008-10-18,Arsenal,E0,3,14,7,22,A,4,Arsenal_Everton_2008
70,1,Portsmouth,18,0,1,0,0,M Riley,0,0,3,19,D,8,2008-10-18,Aston Villa,E0,3,3,11,10,D,2,Aston Villa_Portsmouth_2008
71,1,Blackburn,16,0,0,0,0,H Webb,0,0,3,12,D,8,2008-10-18,Bolton,E0,1,4,11,10,D,8,Bolton_Blackburn_2008
72,1,Sunderland,12,0,0,0,0,K Stroud,0,0,1,8,D,14,2008-10-18,Fulham,E0,7,9,8,13,D,5,Fulham_Sunderland_2008
73,1,Wigan,10,3,1,2,1,A Wiley,0,2,1,13,H,7,2008-10-18,Liverpool,E0,4,7,5,17,A,2,Liverpool_Wigan_2008
74,0,West Brom,11,4,0,0,0,M Halsey,0,0,1,14,H,6,2008-10-18,Man United,E0,2,14,15,18,D,1,Man United_West Brom_2008
75,2,Chelsea,13,0,0,5,0,P Dowd,0,1,0,9,A,21,2008-10-18,Middlesbrough,E0,14,4,5,7,A,7,Middlesbrough_Chelsea_2008
76,2,West Ham,11,1,0,0,0,C Foy,0,0,1,11,H,14,2008-10-19,Hull,E0,5,4,3,12,D,5,Hull_West Ham_2008
77,1,Tottenham,12,2,2,1,1,L Mason,0,1,2,12,H,11,2008-10-19,Stoke,E0,6,3,6,7,D,1,Stoke_Tottenham_2008
78,0,Man City,15,2,0,2,1,R Styles,1,1,2,15,D,20,2008-10-20,Newcastle,E0,8,2,5,6,D,10,Newcastle_Man City_2008
79,3,Middlesbrough,17,1,0,1,0,M Dean,0,0,1,11,D,5,2008-10-25,Blackburn,E0,2,5,9,13,D,2,Blackburn_Middlesbrough_2008
80,3,Man United,17,1,0,1,0,A Wiley,0,1,3,11,D,18,2008-10-25,Everton,E0,14,9,5,13,A,9,Everton_Man United_2008
81,1,Newcastle,11,2,0,1,1,M Riley,0,1,2,11,H,10,2008-10-25,Sunderland,E0,5,3,2,14,D,4,Sunderland_Newcastle_2008
82,1,Hull,12,0,0,3,0,L Probert,0,0,2,13,A,16,2008-10-25,West Brom,E0,10,16,14,24,D,5,West Brom_Hull_2008
83,3,Liverpool,17,0,0,1,0,H Webb,0,1,3,13,A,8,2008-10-26,Chelsea,E0,3,5,4,14,A,2,Chelsea_Liverpool_2008
84,1,Stoke,12,3,0,0,1,S Tanner,0,0,0,16,H,9,2008-10-26,Man City,E0,6,12,6,18,H,8,Man City_Stoke_2008
85,0,Fulham,7,1,0,1,0,M Halsey,0,0,0,7,D,9,2008-10-26,Portsmouth,E0,5,12,8,21,D,6,Portsmouth_Fulham_2008
86,0,Bolton,9,2,1,0,1,A Marriner,0,0,3,16,H,10,2008-10-26,Tottenham,E0,3,9,3,19,H,4,Tottenham_Bolton_2008
87,2,Arsenal,13,0,0,2,0,P Dowd,1,0,3,9,A,20,2008-10-26,West Ham,E0,10,3,4,7,D,9,West Ham_Arsenal_2008
88,1,Aston Villa,14,0,0,4,0,M Jones,0,1,2,8,A,9,2008-10-26,Wigan,E0,7,5,9,17,A,4,Wigan_Aston Villa_2008
89,0,West Brom,13,2,0,1,2,M Dean,0,0,4,11,H,14,2008-10-28,Newcastle,E0,4,5,7,10,H,8,Newcastle_West Brom_2008
