,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Swansea,10,0,0,1,0,J Moss,0,0,2,14,A,17,2016-08-13,Burnley,E0,9,3,7,10,D,4,Burnley_Swansea_2016
1,2,West Brom,12,0,0,1,0,C Pawson,0,0,2,15,A,13,2016-08-13,Crystal Palace,E0,3,4,3,14,D,6,Crystal Palace_West Brom_2016
2,0,Tottenham,10,1,0,1,1,M Atkinson,0,0,0,14,D,13,2016-08-13,Everton,E0,4,6,5,12,H,6,Everton_Tottenham_2016
3,2,Leicester,8,2,0,1,1,M Dean,0,0,2,17,H,18,2016-08-13,Hull,E0,5,5,5,14,H,3,Hull_Leicester_2016
4,1,Sunderland,11,2,0,1,1,R Madley,0,0,2,14,H,7,2016-08-13,Man City,E0,3,4,9,16,H,6,Man City_Sunderland_2016
5,3,Stoke,18,1,0,1,1,K Friend,0,0,5,14,D,12,2016-08-13,Middlesbrough,E0,1,2,9,12,H,6,Middlesbrough_Stoke_2016
6,1,Watford,8,1,1,1,0,R East,0,1,2,12,D,5,2016-08-13,Southampton,E0,1,6,6,24,A,2,Southampton_Watford_2016
7,3,Liverpool,13,3,0,4,1,M Oliver,0,1,3,17,A,16,2016-08-14,Arsenal,E0,7,5,5,9,D,4,Arsenal_Liverpool_2016
8,0,Man United,7,1,0,3,0,A Marriner,0,1,1,10,A,11,2016-08-14,Bournemouth,E0,7,3,4,9,A,2,Bournemouth_Man United_2016
9,5,West Ham,16,2,0,1,0,A Taylor,0,0,2,16,H,7,2016-08-15,Chelsea,E0,3,6,7,16,D,1,Chelsea_West Ham_2016
10,0,Southampton,11,2,0,0,1,A Taylor,0,0,0,8,H,13,2016-08-19,Man United,E0,1,5,4,12,H,0,Man United_Southampton_2016
11,0,Liverpool,14,2,0,0,2,L Mason,0,0,1,5,H,26,2016-08-20,Burnley,E0,5,2,1,3,H,12,Burnley_Liverpool_2016
12,1,Arsenal,11,0,0,0,0,M Clattenburg,0,0,2,7,D,13,2016-08-20,Leicester,E0,4,1,2,8,D,7,Leicester_Arsenal_2016
13,3,Man City,12,1,0,4,0,M Dean,0,2,4,13,A,12,2016-08-20,Stoke,E0,6,3,7,8,A,7,Stoke_Man City_2016
14,0,Hull,7,0,0,2,0,S Attwell,0,0,0,10,A,12,2016-08-20,Swansea,E0,4,3,8,13,D,3,Swansea_Hull_2016
15,3,Crystal Palace,19,1,0,0,0,M Oliver,0,0,3,9,H,10,2016-08-20,Tottenham,E0,2,5,10,20,D,4,Tottenham_Crystal Palace_2016
16,4,Chelsea,20,1,0,2,0,J Moss,0,0,3,10,A,13,2016-08-20,Watford,E0,4,2,0,6,D,5,Watford_Chelsea_2016
17,3,Everton,16,1,0,2,1,N Swarbrick,0,1,1,10,A,13,2016-08-20,West Brom,E0,7,4,7,11,D,4,West Brom_Everton_2016
18,1,Middlesbrough,11,1,0,2,0,M Atkinson,0,2,1,14,A,8,2016-08-21,Sunderland,E0,3,5,8,18,A,1,Sunderland_Middlesbrough_2016
19,3,Bournemouth,15,1,1,0,0,C Pawson,0,0,1,15,H,8,2016-08-21,West Ham,E0,5,2,1,15,D,6,West Ham_Bournemouth_2016
20,2,Burnley,6,3,0,0,2,M Clattenburg,0,0,2,9,H,6,2016-08-27,Chelsea,E0,0,10,9,22,H,5,Chelsea_Burnley_2016
21,2,Bournemouth,15,1,0,1,0,M Dean,0,1,1,10,D,10,2016-08-27,Crystal Palace,E0,3,5,10,24,A,4,Crystal Palace_Bournemouth_2016
22,2,Stoke,14,1,0,0,0,M Oliver,0,0,1,11,H,8,2016-08-27,Everton,E0,1,9,9,21,D,2,Everton_Stoke_2016
23,2,Man United,9,0,0,1,0,J Moss,0,0,3,6,A,29,2016-08-27,Hull,E0,9,2,1,8,D,6,Hull_Man United_2016
24,2,Swansea,14,2,0,1,1,R East,0,0,2,10,H,9,2016-08-27,Leicester,E0,3,6,4,13,H,6,Leicester_Swansea_2016
25,2,Sunderland,15,1,0,1,0,L Mason,0,0,2,8,D,5,2016-08-27,Southampton,E0,2,7,5,16,D,5,Southampton_Sunderland_2016
26,3,Liverpool,11,1,0,1,0,R Madley,0,1,5,17,D,13,2016-08-27,Tottenham,E0,3,4,5,11,A,5,Tottenham_Liverpool_2016
27,6,Arsenal,18,1,0,3,0,K Friend,0,3,1,15,A,10,2016-08-27,Watford,E0,7,6,3,14,A,2,Watford_Arsenal_2016
28,1,West Ham,5,3,0,1,2,A Marriner,0,0,3,10,H,9,2016-08-28,Man City,E0,2,5,5,22,H,4,Man City_West Ham_2016
29,1,Middlesbrough,12,0,0,0,0,A Taylor,0,0,3,11,D,7,2016-08-28,West Brom,E0,2,2,5,13,D,4,West Brom_Middlesbrough_2016
30,2,Southampton,10,2,0,1,1,R Madley,0,1,5,8,H,11,2016-09-10,Arsenal,E0,5,2,6,17,D,1,Arsenal_Southampton_2016
31,1,West Brom,9,1,0,0,0,K Friend,0,0,3,11,H,12,2016-09-10,Bournemouth,E0,2,5,10,12,D,5,Bournemouth_West Brom_2016
32,2,Hull,13,1,0,1,0,P Tierney,0,0,0,3,D,11,2016-09-10,Burnley,E0,3,2,5,13,D,9,Burnley_Hull_2016
33,1,Leicester,4,4,0,1,2,C Pawson,0,1,2,8,H,12,2016-09-10,Liverpool,E0,3,11,1,17,H,7,Liverpool_Leicester_2016
34,4,Man City,15,1,0,2,1,M Clattenburg,0,2,2,10,A,18,2016-09-10,Man United,E0,6,3,4,14,A,4,Man United_Man City_2016
35,1,Crystal Palace,5,1,0,2,1,N Swarbrick,0,1,2,9,A,12,2016-09-10,Middlesbrough,E0,4,4,6,12,D,6,Middlesbrough_Crystal Palace_2016
36,3,Tottenham,13,0,0,4,0,A Taylor,0,1,2,18,A,20,2016-09-10,Stoke,E0,8,2,10,15,A,8,Stoke_Tottenham_2016
37,2,Watford,10,2,0,4,2,M Atkinson,0,2,2,15,A,13,2016-09-10,West Ham,E0,8,4,4,19,D,4,West Ham_Watford_2016
38,3,Chelsea,17,2,0,2,0,A Marriner,0,1,4,8,D,28,2016-09-11,Swansea,E0,7,2,1,6,A,11,Swansea_Chelsea_2016
39,1,Everton,11,0,0,3,0,M Jones,0,0,1,8,A,20,2016-09-12,Sunderland,E0,9,2,5,11,D,4,Sunderland_Everton_2016
40,1,Liverpool,6,1,0,2,0,M Atkinson,0,2,1,13,A,13,2016-09-16,Chelsea,E0,5,4,6,12,A,4,Chelsea_Liverpool_2016
41,2,Middlesbrough,5,3,0,1,3,L Mason,0,1,1,15,H,7,2016-09-17,Everton,E0,0,6,6,11,H,3,Everton_Middlesbrough_2016
42,0,Arsenal,9,1,0,4,0,R East,1,1,2,12,A,24,2016-09-17,Hull,E0,9,2,2,6,A,4,Hull_Arsenal_2016
43,0,Burnley,10,3,0,0,1,A Taylor,0,0,1,9,H,7,2016-09-17,Leicester,E0,2,6,7,14,H,1,Leicester_Burnley_2016
44,1,Bournemouth,8,4,0,0,2,J Moss,1,0,1,11,H,6,2016-09-17,Man City,E0,2,12,5,20,H,5,Man City_Bournemouth_2016
45,2,West Ham,14,4,0,2,3,M Clattenburg,0,0,1,6,H,23,2016-09-17,West Brom,E0,5,6,2,8,H,6,West Brom_West Ham_2016
46,2,Stoke,15,4,0,1,2,C Pawson,0,0,1,9,H,11,2016-09-18,Crystal Palace,E0,4,8,10,14,H,5,Crystal Palace_Stoke_2016
47,1,Swansea,14,1,0,0,0,M Jones,0,0,1,9,H,9,2016-09-18,Southampton,E0,3,6,7,19,D,1,Southampton_Swansea_2016
48,1,Sunderland,7,1,1,0,0,M Dean,0,0,5,16,H,6,2016-09-18,Tottenham,E0,2,9,14,31,D,1,Tottenham_Sunderland_2016
49,3,Man United,14,3,0,1,1,M Oliver,0,0,4,19,H,15,2016-09-18,Watford,E0,2,5,5,10,H,7,Watford_Man United_2016
50,0,Chelsea,9,3,0,0,3,M Oliver,0,0,2,11,H,9,2016-09-24,Arsenal,E0,2,5,9,14,H,1,Arsenal_Chelsea_2016
51,2,Everton,10,1,0,0,1,R Madley,0,0,2,14,H,13,2016-09-24,Bournemouth,E0,2,1,5,12,H,3,Bournemouth_Everton_2016
52,1,Hull,8,5,1,1,3,A Marriner,0,0,2,8,H,2,2016-09-24,Liverpool,E0,1,12,13,32,H,2,Liverpool_Hull_2016
53,0,Leicester,9,4,0,1,4,M Dean,0,0,2,12,H,10,2016-09-24,Man United,E0,3,7,8,16,H,6,Man United_Leicester_2016
