,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,4,Wolves,14,1,0,2,1,K Friend,0,1,2,10,A,13,2011-08-13,Blackburn,E0,4,8,12,16,D,6,Blackburn_Wolves_2011
1,2,Aston Villa,10,0,0,0,0,L Mason,0,0,4,18,D,7,2011-08-13,Fulham,E0,1,9,2,13,D,3,Fulham_Aston Villa_2011
2,4,Sunderland,17,1,0,1,1,P Dowd,0,0,4,12,D,15,2011-08-13,Liverpool,E0,6,4,6,11,H,3,Liverpool_Sunderland_2011
3,3,Arsenal,9,0,1,0,0,P Walton,0,0,5,11,D,9,2011-08-13,Newcastle,E0,4,1,2,6,D,5,Newcastle_Arsenal_2011
4,1,Bolton,9,0,0,4,0,M Atkinson,1,1,2,16,A,13,2011-08-13,QPR,E0,7,7,3,13,A,2,QPR_Bolton_2011
5,2,Norwich,11,1,0,1,1,S Attwell,0,1,2,8,D,13,2011-08-13,Wigan,E0,3,11,7,18,D,3,Wigan_Norwich_2011
6,2,Chelsea,12,0,0,0,0,M Halsey,0,0,2,12,D,20,2011-08-14,Stoke,E0,11,3,4,6,D,6,Stoke_Chelsea_2011
7,3,Man United,16,1,0,2,1,M Jones,0,1,2,9,A,11,2011-08-14,West Brom,E0,5,8,6,14,D,5,West Brom_Man United_2011
8,0,Swansea,9,4,0,0,0,M Dean,0,0,0,2,H,8,2011-08-15,Man City,E0,5,19,7,26,D,4,Man City_Swansea_2011
9,2,Liverpool,11,0,0,2,0,M Atkinson,1,0,2,6,A,13,2011-08-20,Arsenal,E0,8,6,9,10,D,5,Arsenal_Liverpool_2011
10,3,Blackburn,9,3,0,1,2,S Attwell,0,0,0,13,H,10,2011-08-20,Aston Villa,E0,6,6,5,9,H,4,Aston Villa_Blackburn_2011
11,2,West Brom,12,2,0,1,0,L Mason,0,1,4,8,H,6,2011-08-20,Chelsea,E0,4,12,7,22,A,4,Chelsea_West Brom_2011
12,1,QPR,12,0,0,1,0,K Friend,0,1,1,9,A,4,2011-08-20,Everton,E0,3,7,2,14,A,1,Everton_QPR_2011
13,3,Newcastle,17,0,0,1,0,H Webb,1,0,3,7,A,12,2011-08-20,Sunderland,E0,10,5,7,15,D,6,Sunderland_Newcastle_2011
14,0,Wigan,8,0,0,0,0,P Dowd,0,0,3,18,D,10,2011-08-20,Swansea,E0,4,6,7,12,D,7,Swansea_Wigan_2011
15,2,Man City,19,2,0,3,1,M Jones,0,2,0,14,A,17,2011-08-21,Bolton,E0,9,4,7,6,A,8,Bolton_Man City_2011
16,0,Stoke,13,1,0,1,1,N Swarbrick,1,0,2,12,D,15,2011-08-21,Norwich,E0,5,7,3,9,H,6,Norwich_Stoke_2011
17,2,Fulham,7,2,0,0,2,M Dean,0,0,2,10,H,8,2011-08-21,Wolves,E0,4,7,7,17,H,8,Wolves_Fulham_2011
