,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Leicester,9,4,0,3,2,M Dean,0,2,1,12,H,6,2017-08-11,Arsenal,E0,3,10,9,27,D,4,Arsenal_Leicester_2017
1,0,Man City,6,0,0,2,0,M Oliver,0,0,2,9,A,14,2017-08-12,Brighton,E0,4,2,3,6,D,10,Brighton_Man City_2017
2,3,Burnley,16,2,0,3,0,C Pawson,2,3,3,11,A,10,2017-08-12,Chelsea,E0,5,6,8,19,A,5,Chelsea_Burnley_2017
3,1,Huddersfield,7,0,0,3,0,J Moss,0,2,3,19,A,8,2017-08-12,Crystal Palace,E0,6,4,12,14,A,9,Crystal Palace_Huddersfield_2017
4,1,Stoke,13,1,0,0,1,N Swarbrick,0,0,1,10,H,9,2017-08-12,Everton,E0,1,4,6,9,H,7,Everton_Stoke_2017
5,2,Swansea,10,0,0,0,0,M Jones,0,0,1,13,D,4,2017-08-12,Southampton,E0,0,2,13,29,D,0,Southampton_Swansea_2017
6,0,Liverpool,14,3,0,3,2,A Taylor,0,1,3,8,D,14,2017-08-12,Watford,E0,5,4,3,9,H,3,Watford_Liverpool_2017
7,3,Bournemouth,15,1,0,0,1,R Madley,0,0,1,3,H,9,2017-08-12,West Brom,E0,2,6,8,16,H,2,West Brom_Bournemouth_2017
8,2,West Ham,19,4,0,0,1,M Atkinson,0,0,2,7,H,9,2017-08-13,Man United,E0,1,6,11,22,H,1,Man United_West Ham_2017
9,1,Tottenham,6,0,0,2,0,A Marriner,1,0,2,10,A,18,2017-08-13,Newcastle,E0,6,3,5,6,D,7,Newcastle_Tottenham_2017
10,1,Watford,6,0,0,2,0,R East,0,0,3,14,A,19,2017-08-19,Bournemouth,E0,7,2,8,6,D,5,Bournemouth_Watford_2017
11,1,West Brom,11,0,1,1,0,M Atkinson,0,0,0,11,A,8,2017-08-19,Burnley,E0,1,0,5,20,D,5,Burnley_West Brom_2017
12,1,Brighton,8,2,0,0,1,L Probert,0,0,0,10,H,5,2017-08-19,Leicester,E0,2,4,6,14,H,2,Leicester_Brighton_2017
13,1,Crystal Palace,12,1,0,0,0,K Friend,0,0,3,13,H,4,2017-08-19,Liverpool,E0,1,13,4,23,D,2,Liverpool_Crystal Palace_2017
14,1,West Ham,18,3,1,2,2,L Mason,0,1,1,10,H,16,2017-08-19,Southampton,E0,8,5,7,14,H,2,Southampton_West Ham_2017
15,0,Arsenal,6,1,0,0,0,A Marriner,0,0,0,11,H,18,2017-08-19,Stoke,E0,6,4,2,11,D,9,Stoke_Arsenal_2017
16,1,Man United,12,0,0,4,0,J Moss,0,1,1,11,A,17,2017-08-19,Swansea,E0,8,1,3,6,A,5,Swansea_Man United_2017
17,3,Newcastle,13,1,0,0,0,C Pawson,0,0,4,10,H,13,2017-08-20,Huddersfield,E0,5,3,7,7,D,3,Huddersfield_Newcastle_2017
18,3,Chelsea,14,1,0,2,0,A Taylor,0,1,3,21,A,9,2017-08-20,Tottenham,E0,2,6,14,18,A,3,Tottenham_Chelsea_2017
19,1,Everton,7,1,1,1,0,R Madley,1,1,2,9,D,7,2017-08-21,Man City,E0,2,6,7,19,A,1,Man City_Everton_2017
20,5,Man City,13,1,1,2,1,M Dean,0,1,4,14,A,19,2017-08-26,Bournemouth,E0,8,3,2,9,D,5,Bournemouth_Man City_2017
21,4,Swansea,9,0,0,2,0,A Marriner,0,1,1,6,A,7,2017-08-26,Crystal Palace,E0,3,3,1,16,A,1,Crystal Palace_Swansea_2017
22,0,Southampton,10,0,0,0,0,S Attwell,0,0,1,10,D,6,2017-08-26,Huddersfield,E0,3,6,5,16,D,4,Huddersfield_Southampton_2017
23,1,Leicester,8,2,0,0,0,M Oliver,0,0,2,7,H,11,2017-08-26,Man United,E0,4,7,9,22,D,3,Man United_Leicester_2017
24,1,West Ham,17,3,0,0,1,N Swarbrick,0,0,3,11,H,8,2017-08-26,Newcastle,E0,3,8,7,16,H,5,Newcastle_West Ham_2017
25,0,Brighton,7,0,0,0,0,G Scott,1,0,1,18,D,16,2017-08-26,Watford,E0,2,0,3,8,D,11,Watford_Brighton_2017
26,2,Everton,12,2,0,0,2,J Moss,0,0,2,7,H,7,2017-08-27,Chelsea,E0,0,7,6,18,H,3,Chelsea_Everton_2017
27,2,Arsenal,6,4,0,0,2,C Pawson,0,0,4,9,H,8,2017-08-27,Liverpool,E0,0,10,4,18,H,3,Liverpool_Arsenal_2017
28,0,Burnley,9,1,0,1,0,L Mason,0,0,0,9,D,13,2017-08-27,Tottenham,E0,3,5,10,28,D,7,Tottenham_Burnley_2017
29,2,Stoke,10,1,0,1,0,A Taylor,0,0,2,9,D,16,2017-08-27,West Brom,E0,2,2,10,10,D,4,West Brom_Stoke_2017
30,0,Bournemouth,14,3,0,0,2,A Taylor,0,0,1,10,H,7,2017-09-09,Arsenal,E0,2,9,10,17,H,3,Arsenal_Bournemouth_2017
31,2,West Brom,9,3,0,1,1,C Kavanagh,0,0,0,4,H,12,2017-09-09,Brighton,E0,3,6,2,12,H,6,Brighton_West Brom_2017
32,3,Tottenham,14,0,0,3,0,G Scott,0,2,1,14,A,15,2017-09-09,Everton,E0,6,1,7,12,A,3,Everton_Tottenham_2017
33,1,Chelsea,11,1,0,2,0,L Mason,0,1,0,8,A,16,2017-09-09,Leicester,E0,6,2,2,8,A,9,Leicester_Chelsea_2017
34,2,Liverpool,10,5,1,0,2,J Moss,0,0,2,9,H,10,2017-09-09,Man City,E0,3,7,8,13,H,3,Man City_Liverpool_2017
35,0,Watford,8,0,0,2,0,L Probert,0,1,0,11,A,12,2017-09-09,Southampton,E0,3,1,7,9,A,4,Southampton_Watford_2017
36,0,Man United,10,2,0,2,1,N Swarbrick,0,1,0,10,D,18,2017-09-09,Stoke,E0,8,5,5,10,D,11,Stoke_Man United_2017
37,1,Crystal Palace,7,1,0,0,1,M Oliver,0,0,1,14,H,23,2017-09-10,Burnley,E0,5,2,3,4,H,13,Burnley_Crystal Palace_2017
38,2,Newcastle,11,0,0,1,0,M Jones,0,0,3,15,A,16,2017-09-10,Swansea,E0,8,4,7,10,D,5,Swansea_Newcastle_2017
39,1,Huddersfield,11,2,0,0,0,K Friend,0,0,2,14,H,10,2017-09-11,West Ham,E0,2,3,10,19,D,3,West Ham_Huddersfield_2017
40,0,Brighton,5,2,0,1,0,C Pawson,0,0,0,12,H,9,2017-09-15,Bournemouth,E0,2,3,6,15,D,4,Bournemouth_Brighton_2017
41,5,Southampton,14,0,0,1,0,R Madley,0,1,1,13,A,13,2017-09-16,Crystal Palace,E0,4,3,5,14,A,5,Crystal Palace_Southampton_2017
42,1,Leicester,6,1,0,1,0,J Moss,0,0,1,6,D,10,2017-09-16,Huddersfield,E0,1,3,8,15,D,4,Huddersfield_Leicester_2017
43,1,Burnley,7,1,0,1,1,R East,0,1,2,9,D,5,2017-09-16,Liverpool,E0,4,9,12,35,D,2,Liverpool_Burnley_2017
44,3,Stoke,13,2,0,1,1,S Attwell,0,0,1,11,H,13,2017-09-16,Newcastle,E0,4,3,7,14,H,5,Newcastle_Stoke_2017
45,1,Swansea,11,0,0,0,0,M Dean,0,0,3,9,D,4,2017-09-16,Tottenham,E0,0,8,11,26,D,1,Tottenham_Swansea_2017
46,2,Man City,8,0,0,6,0,A Taylor,0,3,0,6,A,28,2017-09-16,Watford,E0,10,1,3,7,A,11,Watford_Man City_2017
47,2,West Ham,15,0,0,0,0,P Tierney,0,0,2,7,D,9,2017-09-16,West Brom,E0,1,1,2,6,D,3,West Brom_West Ham_2017
48,1,Arsenal,11,0,0,0,0,M Oliver,1,0,3,15,D,11,2017-09-17,Chelsea,E0,2,4,5,13,D,1,Chelsea_Arsenal_2017
