,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,4,Liverpool,18,1,0,2,0,M Riley,0,1,2,11,A,17,2007-08-11,Aston Villa,E0,7,6,4,10,A,2,Aston Villa_Liverpool_2007
1,1,Newcastle,15,1,0,3,0,C Foy,0,3,1,16,A,7,2007-08-11,Bolton,E0,5,9,4,13,A,3,Bolton_Newcastle_2007
2,1,Portsmouth,14,2,0,2,1,M Dean,0,1,2,17,D,12,2007-08-11,Derby,E0,6,5,6,12,D,6,Derby_Portsmouth_2007
3,0,Wigan,8,2,0,1,1,M Clattenburg,0,0,0,13,H,14,2007-08-11,Everton,E0,4,8,6,12,H,2,Everton_Wigan_2007
4,3,Blackburn,16,1,0,2,1,A Marriner,0,0,4,16,A,4,2007-08-11,Middlesbrough,E0,4,6,13,10,H,3,Middlesbrough_Blackburn_2007
5,1,Tottenham,14,1,0,0,0,A Wiley,0,0,1,14,H,6,2007-08-11,Sunderland,E0,3,4,7,9,D,2,Sunderland_Tottenham_2007
6,0,Man City,13,0,0,2,0,P Walton,0,1,4,11,A,14,2007-08-11,West Ham,E0,5,2,5,9,A,3,West Ham_Man City_2007
7,1,Fulham,6,2,0,1,0,P Dowd,0,1,5,19,H,12,2007-08-12,Arsenal,E0,9,13,14,19,A,4,Arsenal_Fulham_2007
8,2,Birmingham,8,3,0,2,2,S Bennett,0,2,1,8,H,6,2007-08-12,Chelsea,E0,4,11,5,19,D,3,Chelsea_Birmingham_2007
9,0,Reading,8,0,1,0,0,R Styles,0,0,2,16,D,3,2007-08-12,Man United,E0,2,9,12,22,D,3,Man United_Reading_2007
10,2,Everton,16,1,0,3,1,M Halsey,0,3,0,9,A,16,2007-08-14,Tottenham,E0,10,8,9,14,A,4,Tottenham_Everton_2007
11,1,Sunderland,17,2,0,2,1,K Stroud,0,0,1,10,D,7,2007-08-15,Birmingham,E0,3,3,2,7,H,7,Birmingham_Sunderland_2007
12,2,Bolton,19,2,0,1,2,L Probert,0,1,1,13,H,14,2007-08-15,Fulham,E0,7,6,9,8,H,8,Fulham_Bolton_2007
13,3,Derby,12,1,0,0,1,L Mason,0,0,1,13,H,5,2007-08-15,Man City,E0,3,6,4,9,H,4,Man City_Derby_2007
14,2,Man United,13,1,1,1,0,S Bennett,1,1,1,5,D,20,2007-08-15,Portsmouth,E0,12,6,6,7,A,12,Portsmouth_Man United_2007
15,4,Chelsea,15,1,0,2,1,M Dean,1,0,5,16,A,15,2007-08-15,Reading,E0,7,11,4,15,H,11,Reading_Chelsea_2007
16,1,Middlesbrough,8,1,0,0,0,S Tanner,0,0,3,20,H,5,2007-08-15,Wigan,E0,1,5,5,14,D,3,Wigan_Middlesbrough_2007
17,4,West Ham,16,0,0,1,0,M Halsey,0,0,2,15,A,13,2007-08-18,Birmingham,E0,5,3,9,6,D,5,Birmingham_West Ham_2007
18,1,Middlesbrough,9,1,0,2,1,L Mason,0,0,3,12,A,9,2007-08-18,Fulham,E0,6,6,8,13,H,7,Fulham_Middlesbrough_2007
19,0,Aston Villa,16,0,0,0,0,H Webb,0,0,2,12,D,11,2007-08-18,Newcastle,E0,5,2,8,6,D,6,Newcastle_Aston Villa_2007
20,0,Bolton,13,3,0,1,2,S Tanner,0,1,2,11,H,8,2007-08-18,Portsmouth,E0,3,6,10,11,H,6,Portsmouth_Bolton_2007
21,2,Everton,14,1,0,0,1,S Bennett,0,0,2,8,H,13,2007-08-18,Reading,E0,5,5,4,10,H,12,Reading_Everton_2007
22,0,Derby,8,4,0,0,3,C Foy,0,0,4,14,H,4,2007-08-18,Tottenham,E0,2,14,9,25,H,3,Tottenham_Derby_2007
23,0,Sunderland,8,3,0,0,1,M Riley,0,0,2,17,H,9,2007-08-18,Wigan,E0,6,4,5,9,H,9,Wigan_Sunderland_2007
24,4,Arsenal,19,1,0,1,0,A Wiley,1,1,4,15,D,10,2007-08-19,Blackburn,E0,3,4,5,9,A,4,Blackburn_Arsenal_2007
25,4,Chelsea,11,1,0,1,1,R Styles,0,0,5,16,D,6,2007-08-19,Liverpool,E0,2,8,5,18,H,2,Liverpool_Chelsea_2007
26,2,Man United,8,1,0,0,1,M Clattenburg,0,0,2,11,H,15,2007-08-19,Man City,E0,6,2,0,6,H,11,Man City_Man United_2007
27,0,Man City,8,1,0,0,0,C Foy,0,0,1,9,H,8,2007-08-25,Arsenal,E0,4,10,8,16,D,2,Arsenal_Man City_2007
28,1,Fulham,11,2,1,1,0,S Bennett,0,1,2,13,H,10,2007-08-25,Aston Villa,E0,5,4,12,23,A,3,Aston Villa_Fulham_2007
29,2,Reading,10,3,0,0,1,M Clattenburg,0,0,1,7,H,5,2007-08-25,Bolton,E0,2,12,10,18,H,7,Bolton_Reading_2007
30,0,Portsmouth,16,1,0,0,1,A Wiley,0,0,2,12,H,18,2007-08-25,Chelsea,E0,4,7,4,18,H,6,Chelsea_Portsmouth_2007
31,0,Birmingham,8,1,0,2,0,L Probert,0,1,1,13,A,11,2007-08-25,Derby,E0,6,8,4,16,A,4,Derby_Birmingham_2007
32,0,Blackburn,20,1,0,1,0,M Riley,0,1,2,18,D,11,2007-08-25,Everton,E0,7,8,5,12,A,7,Everton_Blackburn_2007
33,1,Liverpool,12,0,0,2,0,M Halsey,0,1,1,12,A,17,2007-08-25,Sunderland,E0,12,2,6,7,A,4,Sunderland_Liverpool_2007
34,1,Wigan,11,1,0,1,0,A Marriner,0,0,2,12,D,12,2007-08-25,West Ham,E0,3,4,6,13,D,1,West Ham_Wigan_2007
35,2,Tottenham,15,1,0,0,0,H Webb,0,0,3,7,H,10,2007-08-26,Man United,E0,3,5,4,14,D,4,Man United_Tottenham_2007
36,6,Newcastle,13,2,0,2,1,M Dean,0,1,3,10,D,5,2007-08-26,Middlesbrough,E0,3,7,5,11,D,2,Middlesbrough_Newcastle_2007
