,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,West Ham,15,3,0,0,2,M Dean,0,0,2,15,H,12,2010-08-14,Aston Villa,E0,2,11,16,23,H,7,Aston Villa_West Ham_2010
1,2,Everton,19,1,0,0,1,P Dowd,0,0,1,14,H,17,2010-08-14,Blackburn,E0,12,2,1,7,H,3,Blackburn_Everton_2010
2,1,Fulham,12,0,0,0,0,S Attwell,0,0,3,13,D,12,2010-08-14,Bolton,E0,7,9,4,13,D,8,Bolton_Fulham_2010
3,1,West Brom,10,6,0,0,2,M Clattenburg,0,0,0,10,H,10,2010-08-14,Chelsea,E0,4,13,3,18,H,1,Chelsea_West Brom_2010
4,3,Birmingham,13,2,0,2,1,A Taylor,1,0,3,10,D,13,2010-08-14,Sunderland,E0,7,2,3,6,H,6,Sunderland_Birmingham_2010
5,0,Man City,13,0,0,0,0,A Marriner,0,0,2,16,D,11,2010-08-14,Tottenham,E0,7,18,10,22,D,3,Tottenham_Man City_2010
6,1,Blackpool,8,0,0,4,0,M Halsey,0,3,1,11,A,9,2010-08-14,Wigan,E0,7,6,6,11,A,4,Wigan_Blackpool_2010
7,0,Stoke,17,2,0,1,2,L Probert,0,0,2,13,H,10,2010-08-14,Wolves,E0,6,7,5,13,H,5,Wolves_Stoke_2010
8,1,Arsenal,13,1,1,1,0,M Atkinson,1,0,3,15,D,14,2010-08-15,Liverpool,E0,7,4,9,7,D,11,Liverpool_Arsenal_2010
9,2,Newcastle,9,3,0,0,2,C Foy,0,0,2,5,H,7,2010-08-16,Man United,E0,3,10,5,18,H,3,Man United_Newcastle_2010
10,0,Blackpool,9,6,1,0,3,M Jones,0,0,0,3,H,3,2010-08-21,Arsenal,E0,1,16,8,26,H,2,Arsenal_Blackpool_2010
11,2,Blackburn,13,2,0,1,0,M Oliver,0,0,3,14,H,7,2010-08-21,Birmingham,E0,2,7,4,10,D,12,Birmingham_Blackburn_2010
