,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Aston Villa,10,1,0,1,0,G Poll,0,0,2,19,D,5,2006-08-19,Arsenal,E0,3,11,18,19,D,1,Arsenal_Aston Villa_2006
1,0,Tottenham,19,2,0,0,2,P Dowd,0,0,1,22,H,9,2006-08-19,Bolton,E0,6,6,6,8,H,3,Bolton_Tottenham_2006
2,2,Watford,12,2,0,1,1,P Walton,0,0,2,13,H,12,2006-08-19,Everton,E0,8,2,0,6,H,6,Everton_Watford_2006
3,1,Wigan,17,2,0,1,1,M Atkinson,0,0,2,20,H,14,2006-08-19,Newcastle,E0,9,8,4,9,H,11,Newcastle_Wigan_2006
4,2,Blackburn,20,3,2,0,1,A Wiley,0,0,1,17,H,9,2006-08-19,Portsmouth,E0,7,16,6,21,H,2,Portsmouth_Blackburn_2006
5,1,Middlesbrough,8,3,0,2,2,M Halsey,0,2,3,15,H,7,2006-08-19,Reading,E0,5,9,8,14,D,2,Reading_Middlesbrough_2006
6,1,Liverpool,10,1,0,1,0,R Styles,0,0,2,16,D,12,2006-08-19,Sheffield United,E0,7,3,0,5,D,12,Sheffield United_Liverpool_2006
7,2,Charlton,14,3,1,1,0,H Webb,0,1,2,14,H,4,2006-08-19,West Ham,E0,2,5,6,16,A,0,West Ham_Charlton_2006
8,1,Man City,7,3,1,0,2,S Bennett,0,0,3,15,H,5,2006-08-20,Chelsea,E0,2,4,5,10,H,2,Chelsea_Man City_2006
9,1,Fulham,14,5,0,1,4,A Marriner,0,1,1,20,H,12,2006-08-20,Man United,E0,8,7,5,15,H,2,Man United_Fulham_2006
10,0,Sheffield United,5,2,0,0,2,P Walton,0,0,1,9,H,6,2006-08-22,Tottenham,E0,3,13,6,18,H,4,Tottenham_Sheffield United_2006
11,0,West Ham,12,1,0,1,0,M Atkinson,0,0,0,12,D,8,2006-08-22,Watford,E0,4,4,5,11,D,1,Watford_West Ham_2006
12,2,Reading,9,2,1,1,1,L Mason,0,1,1,6,H,5,2006-08-23,Aston Villa,E0,3,6,2,11,D,7,Aston Villa_Reading_2006
13,4,Everton,22,1,0,1,0,U Rennie,0,0,3,20,D,10,2006-08-23,Blackburn,E0,4,5,5,10,D,3,Blackburn_Everton_2006
14,1,Man United,14,0,0,3,0,C Foy,0,0,1,11,A,21,2006-08-23,Charlton,E0,11,2,4,8,D,11,Charlton_Man United_2006
15,0,Bolton,9,1,0,1,0,A Wiley,0,0,2,16,D,4,2006-08-23,Fulham,E0,1,4,1,11,D,6,Fulham_Bolton_2006
