,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Bolton,14,2,0,2,2,M Riley,0,2,2,16,D,13,2005-08-13,Aston Villa,E0,6,2,7,3,D,8,Aston Villa_Bolton_2005
1,3,Man United,15,0,0,2,0,G Poll,0,1,1,14,A,12,2005-08-13,Everton,E0,5,5,8,10,A,6,Everton_Man United_2005
2,1,Birmingham,12,0,0,0,0,R Styles,0,0,2,13,D,7,2005-08-13,Fulham,E0,4,7,6,15,D,6,Fulham_Birmingham_2005
3,2,West Brom,13,0,0,0,0,C Foy,0,0,3,11,D,13,2005-08-13,Man City,E0,3,8,3,15,D,6,Man City_West Brom_2005
4,2,Liverpool,17,0,0,0,0,M Halsey,1,0,3,11,D,16,2005-08-13,Middlesbrough,E0,7,2,5,4,D,0,Middlesbrough_Liverpool_2005
5,0,Tottenham,13,0,0,2,0,B Knight,0,1,2,23,A,11,2005-08-13,Portsmouth,E0,6,7,7,11,A,2,Portsmouth_Tottenham_2005
6,2,Charlton,15,1,1,3,1,H Webb,0,1,0,17,A,14,2005-08-13,Sunderland,E0,4,8,5,12,D,5,Sunderland_Charlton_2005
7,0,Blackburn,11,3,1,1,0,A Wiley,0,1,1,14,H,11,2005-08-13,West Ham,E0,5,5,2,13,A,6,West Ham_Blackburn_2005
8,0,Newcastle,15,2,1,0,0,S Bennett,0,0,1,17,H,2,2005-08-14,Arsenal,E0,1,12,8,15,D,3,Arsenal_Newcastle_2005
9,1,Chelsea,14,0,0,1,0,M Clattenburg,0,0,0,7,A,20,2005-08-14,Wigan,E0,9,5,2,12,D,6,Wigan_Chelsea_2005
10,3,Man City,7,1,0,2,1,M Clattenburg,0,1,1,12,A,9,2005-08-20,Birmingham,E0,6,2,9,9,D,4,Birmingham_Man City_2005
11,2,Fulham,26,2,0,1,1,H Webb,0,0,2,14,H,8,2005-08-20,Blackburn,E0,4,9,8,16,H,1,Blackburn_Fulham_2005
12,0,Wigan,10,1,0,0,1,R Styles,0,0,1,11,H,4,2005-08-20,Charlton,E0,0,10,4,21,H,4,Charlton_Wigan_2005
13,2,Sunderland,8,1,1,0,1,B Knight,0,0,3,20,H,2,2005-08-20,Liverpool,E0,0,6,5,15,H,5,Liverpool_Sunderland_2005
14,2,Aston Villa,13,1,0,0,0,P Dowd,0,0,1,21,H,3,2005-08-20,Man United,E0,3,12,11,18,D,7,Man United_Aston Villa_2005
15,1,West Ham,9,0,1,0,0,D Gallagher,0,0,1,11,D,6,2005-08-20,Newcastle,E0,1,6,10,14,D,2,Newcastle_West Ham_2005
16,3,Middlesbrough,16,2,0,0,0,M Atkinson,0,0,1,10,H,12,2005-08-20,Tottenham,E0,3,8,5,18,D,6,Tottenham_Middlesbrough_2005
17,4,Portsmouth,21,2,0,1,1,M Riley,0,0,3,19,H,10,2005-08-20,West Brom,E0,2,2,3,6,H,3,West Brom_Portsmouth_2005
18,0,Everton,10,0,0,1,0,A Wiley,0,0,1,13,A,3,2005-08-21,Bolton,E0,1,6,8,16,D,3,Bolton_Everton_2005
19,2,Arsenal,17,1,0,0,0,G Poll,0,0,3,21,H,9,2005-08-21,Chelsea,E0,3,6,3,9,D,7,Chelsea_Arsenal_2005
20,0,Middlesbrough,14,0,0,3,0,P Dowd,0,2,1,15,A,8,2005-08-23,Birmingham,E0,3,8,2,14,A,2,Birmingham_Middlesbrough_2005
21,3,Aston Villa,12,1,1,1,1,G Poll,0,1,1,10,D,7,2005-08-23,Portsmouth,E0,3,11,13,20,D,4,Portsmouth_Aston Villa_2005
22,1,Man City,10,1,0,2,1,P Walton,0,2,2,10,A,12,2005-08-23,Sunderland,E0,7,10,5,15,A,3,Sunderland_Man City_2005
23,5,Fulham,16,4,0,1,1,M Clattenburg,0,1,2,11,H,8,2005-08-24,Arsenal,E0,3,14,6,20,D,7,Arsenal_Fulham_2005
24,2,Tottenham,15,0,0,0,0,D Gallagher,1,0,2,12,D,1,2005-08-24,Blackburn,E0,1,7,7,11,D,0,Blackburn_Tottenham_2005
25,0,Newcastle,12,2,0,0,1,R Styles,0,0,1,17,H,7,2005-08-24,Bolton,E0,4,6,4,14,H,3,Bolton_Newcastle_2005
26,0,West Brom,10,4,0,0,2,M Halsey,0,0,1,7,H,0,2005-08-24,Chelsea,E0,0,8,9,11,H,1,Chelsea_West Brom_2005
27,2,Blackburn,13,1,0,0,1,M Clattenburg,0,0,2,16,H,9,2005-08-27,Aston Villa,E0,2,3,4,10,H,11,Aston Villa_Blackburn_2005
28,1,Everton,19,1,1,0,0,M Riley,0,0,2,25,H,6,2005-08-27,Fulham,E0,2,4,6,9,D,2,Fulham_Everton_2005
29,1,Portsmouth,13,2,0,1,0,A Wiley,0,0,2,17,H,7,2005-08-27,Man City,E0,2,9,12,16,D,3,Man City_Portsmouth_2005
30,3,Chelsea,16,0,0,2,0,R Styles,1,1,2,12,A,13,2005-08-27,Tottenham,E0,7,6,2,11,A,5,Tottenham_Chelsea_2005
31,1,Birmingham,11,2,0,3,1,G Poll,0,3,3,24,A,8,2005-08-27,West Brom,E0,7,8,3,15,A,2,West Brom_Birmingham_2005
32,1,Bolton,13,1,0,2,0,P Dowd,0,0,4,16,A,10,2005-08-27,West Ham,E0,6,6,7,13,D,7,West Ham_Bolton_2005
33,3,Sunderland,11,1,0,0,1,S Bennett,0,0,3,13,H,9,2005-08-27,Wigan,E0,7,5,0,11,H,6,Wigan_Sunderland_2005
34,2,Charlton,18,0,0,3,0,M Dean,0,1,1,15,A,12,2005-08-28,Middlesbrough,E0,8,6,6,10,A,1,Middlesbrough_Charlton_2005
35,1,Man United,26,0,0,2,0,H Webb,0,0,2,16,A,11,2005-08-28,Newcastle,E0,5,4,5,9,D,3,Newcastle_Man United_2005
36,0,Charlton,9,0,0,1,0,M Halsey,0,1,2,10,A,8,2005-09-10,Birmingham,E0,4,5,13,18,A,4,Birmingham_Charlton_2005
37,1,Sunderland,14,2,0,0,0,M Dean,0,0,0,10,H,2,2005-09-10,Chelsea,E0,2,6,4,9,D,2,Chelsea_Sunderland_2005
38,2,Portsmouth,10,0,0,1,0,M Atkinson,0,0,1,12,A,12,2005-09-10,Everton,E0,8,6,11,11,D,6,Everton_Portsmouth_2005
39,1,Man City,12,1,0,1,1,S Bennett,0,0,4,18,D,5,2005-09-10,Man United,E0,3,2,3,7,H,5,Man United_Man City_2005
40,3,Arsenal,17,2,0,1,1,M Riley,0,0,4,16,H,13,2005-09-10,Middlesbrough,E0,8,5,6,6,H,7,Middlesbrough_Arsenal_2005
