,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Southampton,14,2,0,0,2,U Rennie,0,0,0,9,H,6,2004-08-14,Aston Villa,E0,2,5,12,14,H,6,Aston Villa_Southampton_2004
1,1,West Brom,15,1,0,1,0,C Foy,0,1,0,17,D,4,2004-08-14,Blackburn,E0,2,4,4,12,A,5,Blackburn_West Brom_2004
2,1,Charlton,10,4,0,1,2,P Dowd,0,0,1,12,H,9,2004-08-14,Bolton,E0,5,11,9,21,H,5,Bolton_Charlton_2004
3,0,Fulham,14,1,0,1,1,M Messias,0,0,2,12,D,4,2004-08-14,Man City,E0,2,5,9,12,H,4,Man City_Fulham_2004
4,3,Newcastle,16,2,0,2,0,S Bennett,0,1,1,13,D,11,2004-08-14,Middlesbrough,E0,4,8,6,15,A,7,Middlesbrough_Newcastle_2004
5,0,Crystal Palace,14,1,0,1,1,P Walton,0,0,1,16,D,14,2004-08-14,Norwich,E0,8,10,6,14,H,11,Norwich_Crystal Palace_2004
6,2,Birmingham,13,1,0,1,1,H Webb,0,1,4,16,D,16,2004-08-14,Portsmouth,E0,11,8,8,14,D,4,Portsmouth_Birmingham_2004
7,3,Liverpool,17,1,0,1,0,D Gallagher,0,1,1,11,D,16,2004-08-14,Tottenham,E0,8,7,3,14,A,8,Tottenham_Liverpool_2004
8,0,Man United,17,1,0,0,1,G Poll,0,0,0,8,H,11,2004-08-15,Chelsea,E0,3,5,2,8,H,3,Chelsea_Man United_2004
9,2,Arsenal,14,1,0,4,0,M Riley,0,2,1,19,A,18,2004-08-15,Everton,E0,14,5,0,9,A,7,Everton_Arsenal_2004
10,0,Chelsea,10,0,0,1,0,B Knight,0,0,0,16,A,7,2004-08-21,Birmingham,E0,3,3,8,9,D,2,Birmingham_Chelsea_2004
11,0,Portsmouth,9,2,0,1,1,A Wiley,0,0,1,11,H,10,2004-08-21,Charlton,E0,6,14,5,18,H,6,Charlton_Portsmouth_2004
12,1,Everton,6,1,1,3,1,M Clattenburg,0,1,1,18,A,14,2004-08-21,Crystal Palace,E0,7,9,6,15,D,6,Crystal Palace_Everton_2004
13,0,Bolton,11,2,0,0,1,R Styles,0,0,0,13,H,10,2004-08-21,Fulham,E0,4,12,8,23,H,4,Fulham_Bolton_2004
14,1,Man City,9,2,1,1,0,G Poll,0,1,3,17,H,7,2004-08-21,Liverpool,E0,4,10,8,15,A,3,Liverpool_Man City_2004
15,0,Norwich,8,2,0,1,1,N Barry,0,0,1,23,H,7,2004-08-21,Man United,E0,2,7,11,17,H,5,Man United_Norwich_2004
16,1,Tottenham,10,0,0,1,0,M Dean,0,0,2,12,A,15,2004-08-21,Newcastle,E0,8,6,13,13,D,3,Newcastle_Tottenham_2004
17,0,Blackburn,12,3,0,2,1,A D'Urso,0,0,3,18,H,10,2004-08-21,Southampton,E0,6,7,3,13,H,6,Southampton_Blackburn_2004
18,1,Middlesbrough,8,5,0,3,1,S Dunn,0,1,1,14,H,9,2004-08-22,Arsenal,E0,5,11,7,16,D,5,Arsenal_Middlesbrough_2004
19,2,Aston Villa,12,1,0,1,1,M Halsey,0,1,2,20,D,9,2004-08-22,West Brom,E0,4,5,12,14,D,4,West Brom_Aston Villa_2004
20,1,Man City,20,1,0,0,1,P Dowd,0,0,1,13,H,4,2004-08-24,Birmingham,E0,1,2,2,6,H,5,Birmingham_Man City_2004
21,1,Chelsea,9,0,0,2,0,C Foy,0,1,1,12,A,16,2004-08-24,Crystal Palace,E0,10,4,1,7,A,6,Crystal Palace_Chelsea_2004
22,2,Blackburn,11,3,0,0,0,N Barry,0,0,4,18,H,3,2004-08-25,Arsenal,E0,0,9,6,15,D,5,Arsenal_Blackburn_2004
23,0,Aston Villa,6,3,0,0,2,H Webb,0,0,1,7,H,9,2004-08-25,Charlton,E0,4,5,4,7,H,12,Charlton_Aston Villa_2004
24,0,Middlesbrough,10,0,0,2,0,D Gallagher,0,0,1,8,A,10,2004-08-25,Fulham,E0,5,2,1,6,D,6,Fulham_Middlesbrough_2004
25,0,Norwich,17,2,0,2,1,M Halsey,0,0,1,10,D,13,2004-08-25,Newcastle,E0,5,15,12,23,H,6,Newcastle_Norwich_2004
26,1,Bolton,9,1,0,2,0,S Dunn,0,2,1,8,A,9,2004-08-25,Southampton,E0,5,6,9,10,A,6,Southampton_Bolton_2004
27,0,Tottenham,13,1,0,1,1,B Knight,0,1,0,10,D,12,2004-08-25,West Brom,E0,6,2,4,4,D,5,West Brom_Tottenham_2004
