,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Watford,6,2,0,3,0,N Miller,0,2,1,3,A,14,2010-08-06,Norwich,E1,7,7,6,14,A,3,Norwich_Watford_2010
1,1,Millwall,14,0,1,3,0,M Oliver,1,1,1,9,A,19,2010-08-07,Bristol City,E1,7,7,5,12,A,8,Bristol City_Millwall_2010
2,2,Nott'm Forest,12,1,0,0,1,C Webster,0,0,1,8,H,8,2010-08-07,Burnley,E1,1,7,4,9,H,0,Burnley_Nott'm Forest_2010
3,1,Portsmouth,15,2,0,0,1,A D'Urso,0,0,1,6,H,8,2010-08-07,Coventry,E1,4,9,5,15,H,5,Coventry_Portsmouth_2010
4,0,Leicester,14,3,0,2,3,A Woolmer,0,0,0,7,H,10,2010-08-07,Crystal Palace,E1,5,7,0,9,H,12,Crystal Palace_Leicester_2010
5,2,Swansea,13,2,0,0,1,M Russell,0,0,0,4,H,14,2010-08-07,Hull,E1,4,4,4,8,H,3,Hull_Swansea_2010
6,3,Derby,15,1,0,2,1,N Swarbrick,0,2,2,9,A,12,2010-08-07,Leeds,E1,6,7,6,15,A,7,Leeds_Derby_2010
7,0,Ipswich,9,1,0,3,1,T Bates,0,0,2,11,A,14,2010-08-07,Middlesbrough,E1,10,1,4,7,H,4,Middlesbrough_Ipswich_2010
8,4,Doncaster,10,0,1,2,0,S Tanner,0,2,3,17,A,13,2010-08-07,Preston,E1,6,9,4,14,A,5,Preston_Doncaster_2010
9,1,Barnsley,11,4,0,0,1,J Linington,0,0,2,13,H,9,2010-08-07,QPR,E1,1,5,9,14,H,4,QPR_Barnsley_2010
10,0,Scunthorpe,4,1,0,2,1,F Graham,0,1,2,10,A,11,2010-08-07,Reading,E1,5,5,9,17,D,4,Reading_Scunthorpe_2010
11,1,Sheffield United,11,1,1,1,0,P Walton,0,1,2,7,D,3,2010-08-08,Cardiff,E1,2,7,11,11,A,4,Cardiff_Sheffield United_2010
12,3,Crystal Palace,18,1,0,0,1,N Swarbrick,0,0,2,11,H,10,2010-08-14,Barnsley,E1,2,2,6,6,H,3,Barnsley_Crystal Palace_2010
13,2,Cardiff,10,1,0,2,1,N Miller,0,1,0,3,A,11,2010-08-14,Derby,E1,5,5,7,10,D,6,Derby_Cardiff_2010
14,0,Bristol City,11,1,0,1,0,P Tierney,0,0,2,7,D,7,2010-08-14,Doncaster,E1,4,6,8,12,D,1,Doncaster_Bristol City_2010
15,0,Burnley,11,1,1,1,0,G Hegley,0,0,2,15,D,11,2010-08-14,Ipswich,E1,4,2,4,8,D,7,Ipswich_Burnley_2010
16,2,Middlesbrough,9,0,0,0,0,M Jones,0,0,3,9,D,12,2010-08-14,Leicester,E1,5,10,15,13,D,5,Leicester_Middlesbrough_2010
17,0,Hull,9,4,0,0,2,A Penn,0,0,0,8,H,11,2010-08-14,Millwall,E1,7,8,7,14,H,5,Millwall_Hull_2010
18,0,Reading,13,1,0,1,1,M Russell,0,0,0,5,D,11,2010-08-14,Portsmouth,E1,3,3,5,8,H,5,Portsmouth_Reading_2010
19,1,Norwich,9,0,0,1,0,C Sarginson,0,0,0,9,A,17,2010-08-14,Scunthorpe,E1,8,5,4,11,D,6,Scunthorpe_Norwich_2010
