,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Sheffield United,10,1,0,0,0,K Stroud,0,0,1,22,H,6,2008-08-09,Birmingham,E1,4,5,6,8,D,6,Birmingham_Sheffield United_2008
1,1,Bristol City,15,0,0,1,0,G Laws,0,0,3,13,A,12,2008-08-09,Blackpool,E1,9,7,4,19,D,4,Blackpool_Bristol City_2008
2,1,Southampton,11,2,0,1,1,S Mathieson,0,1,0,13,H,6,2008-08-09,Cardiff,E1,4,6,8,13,D,5,Cardiff_Southampton_2008
3,0,Swansea,19,2,1,0,1,R Beeby,0,0,2,13,H,16,2008-08-09,Charlton,E1,11,7,7,7,H,3,Charlton_Swansea_2008
4,1,Norwich,12,2,0,0,0,C Webster,0,0,2,8,H,17,2008-08-09,Coventry,E1,12,4,3,8,D,7,Coventry_Norwich_2008
5,2,Watford,11,0,0,0,0,M Jones,0,0,1,11,D,6,2008-08-09,Crystal Palace,E1,4,3,2,8,D,7,Crystal Palace_Watford_2008
6,0,Doncaster,9,0,0,1,0,A D'Urso,0,0,2,11,A,8,2008-08-09,Derby,E1,5,5,5,13,D,2,Derby_Doncaster_2008
7,0,Preston,19,1,0,2,1,P Taylor,0,2,1,13,A,8,2008-08-09,Ipswich,E1,4,4,2,13,A,0,Ipswich_Preston_2008
8,3,Wolves,15,2,0,2,1,K Friend,0,1,2,10,D,14,2008-08-09,Plymouth,E1,11,10,7,15,D,8,Plymouth_Wolves_2008
9,1,Barnsley,17,2,1,1,2,N Swarbrick,0,1,0,18,H,6,2008-08-09,QPR,E1,5,8,5,12,H,6,QPR_Barnsley_2008
10,2,Burnley,11,4,0,1,3,C Oliver,0,1,1,7,H,4,2008-08-09,Sheffield Weds,E1,3,7,2,10,H,6,Sheffield Weds_Burnley_2008
11,1,Reading,9,0,0,0,0,S Attwell,0,0,1,14,D,4,2008-08-10,Nott'm Forest,E1,2,11,7,15,D,6,Nott'm Forest_Reading_2008
12,4,Coventry,14,1,0,2,1,S Bratt,1,1,3,19,A,8,2008-08-16,Barnsley,E1,6,7,7,13,D,6,Barnsley_Coventry_2008
