,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Millwall,13,1,0,0,1,P Bankes,0,0,1,15,H,23,2017-08-04,Nott'm Forest,E1,6,2,5,11,H,4,Nott'm Forest_Millwall_2017
1,1,Derby,12,1,0,1,1,O Langford,0,1,0,11,D,11,2017-08-04,Sunderland,E1,4,4,6,20,D,7,Sunderland_Derby_2017
2,2,Hull,13,1,0,1,1,A Madley,0,0,0,11,D,14,2017-08-05,Aston Villa,E1,5,5,5,12,H,3,Aston Villa_Hull_2017
3,1,Barnsley,14,3,0,1,3,A Davies,0,0,2,9,H,10,2017-08-05,Bristol City,E1,5,11,3,20,H,2,Bristol City_Barnsley_2017
4,1,Cardiff,13,0,0,1,0,G Eltringham,0,0,0,15,A,16,2017-08-05,Burton,E1,6,0,4,3,D,6,Burton_Cardiff_2017
5,3,Norwich,12,1,0,1,1,J Linington,0,0,2,10,D,19,2017-08-05,Fulham,E1,5,3,7,16,H,1,Fulham_Norwich_2017
6,1,Birmingham,11,1,0,0,0,T Robinson,0,0,1,14,H,12,2017-08-05,Ipswich,E1,3,2,8,12,D,2,Ipswich_Birmingham_2017
7,2,Sheffield Weds,17,1,0,0,0,T Harrington,0,0,3,18,H,6,2017-08-05,Preston,E1,1,3,6,11,D,3,Preston_Sheffield Weds_2017
8,1,Reading,17,2,1,0,1,S Duncan,0,0,2,12,H,4,2017-08-05,QPR,E1,2,4,10,11,H,1,QPR_Reading_2017
9,0,Brentford,6,1,0,0,1,S Martin,0,0,0,9,H,12,2017-08-05,Sheffield United,E1,5,2,6,9,H,3,Sheffield United_Brentford_2017
10,1,Middlesbrough,14,1,0,0,1,D Bond,0,0,2,13,H,5,2017-08-05,Wolves,E1,2,2,4,10,H,4,Wolves_Middlesbrough_2017
11,1,Leeds,9,2,0,3,1,S Hooper,0,3,0,14,A,11,2017-08-06,Bolton,E1,5,4,6,10,A,8,Bolton_Leeds_2017
12,1,Ipswich,11,1,0,2,1,G Eltringham,0,0,2,14,A,9,2017-08-12,Barnsley,E1,2,10,11,25,H,7,Barnsley_Ipswich_2017
13,0,Bristol City,15,2,0,1,1,D Bond,1,1,2,15,H,25,2017-08-12,Birmingham,E1,3,8,2,18,D,10,Birmingham_Bristol City_2017
14,1,Nott'm Forest,11,3,0,4,1,J Linington,0,2,3,13,A,13,2017-08-12,Brentford,E1,6,9,12,20,A,3,Brentford_Nott'm Forest_2017
