,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Blackpool,8,0,0,1,0,S Mathieson,0,0,1,7,A,10,2011-08-05,Hull,E1,3,4,4,12,D,6,Hull_Blackpool_2011
1,2,Doncaster,11,2,0,1,0,E Ilderton,0,1,3,13,H,9,2011-08-06,Brighton,E1,5,10,9,18,A,4,Brighton_Doncaster_2011
2,0,Ipswich,2,0,0,3,0,M Haywood,0,1,0,7,A,8,2011-08-06,Bristol City,E1,4,5,12,11,A,3,Bristol City_Ipswich_2011
3,1,Watford,11,2,0,2,0,M Brown,0,1,1,11,D,13,2011-08-06,Burnley,E1,8,11,3,20,A,2,Burnley_Watford_2011
4,2,Leicester,12,0,1,1,0,D Deadman,1,0,4,13,A,7,2011-08-06,Coventry,E1,3,7,4,11,D,4,Coventry_Leicester_2011
5,3,Birmingham,13,2,0,1,2,N Swarbrick,0,1,1,12,H,20,2011-08-06,Derby,E1,8,4,4,7,H,6,Derby_Birmingham_2011
6,2,Portsmouth,13,2,0,2,1,G Salisbury,0,0,5,18,D,9,2011-08-06,Middlesbrough,E1,4,6,4,11,H,4,Middlesbrough_Portsmouth_2011
7,1,Barnsley,12,0,0,0,0,A Haines,0,0,2,16,D,7,2011-08-06,Nott'm Forest,E1,1,5,7,11,D,3,Nott'm Forest_Barnsley_2011
8,0,Crystal Palace,9,2,0,1,0,J Linington,0,1,4,16,H,9,2011-08-06,Peterboro,E1,5,12,9,18,A,1,Peterboro_Crystal Palace_2011
9,1,Millwall,5,2,0,2,0,A Bates,0,0,4,12,D,12,2011-08-06,Reading,E1,5,3,4,9,D,6,Reading_Millwall_2011
10,0,Leeds,14,3,0,1,2,K Wright,0,0,4,22,H,6,2011-08-06,Southampton,E1,4,6,4,12,H,7,Southampton_Leeds_2011
11,0,Cardiff,12,0,0,1,0,H Webb,0,0,1,6,A,13,2011-08-07,West Ham,E1,4,9,11,15,D,5,West Ham_Cardiff_2011
12,0,Southampton,7,0,1,1,0,C Webster,0,1,1,8,A,10,2011-08-13,Barnsley,E1,5,3,7,4,A,5,Barnsley_Southampton_2011
13,0,Coventry,7,1,0,0,0,A Bates,0,0,1,15,H,6,2011-08-13,Birmingham,E1,2,5,7,11,D,6,Birmingham_Coventry_2011
14,1,Burnley,10,2,1,0,1,B Malone,0,0,1,8,H,7,2011-08-13,Crystal Palace,E1,1,3,5,7,H,6,Crystal Palace_Burnley_2011
15,1,West Ham,8,0,0,1,0,S Mathieson,0,1,0,9,A,5,2011-08-13,Doncaster,E1,1,3,7,7,A,7,Doncaster_West Ham_2011
16,0,Hull,12,0,0,1,0,D McDermid,0,0,1,12,A,9,2011-08-13,Ipswich,E1,8,5,12,14,D,6,Ipswich_Hull_2011
17,5,Middlesbrough,17,0,1,1,0,A Taylor,2,0,2,11,A,17,2011-08-13,Leeds,E1,13,4,5,7,D,13,Leeds_Middlesbrough_2011
18,0,Reading,9,0,0,2,0,K Stroud,0,0,1,11,A,11,2011-08-13,Leicester,E1,7,5,7,14,D,2,Leicester_Reading_2011
19,2,Nott'm Forest,14,2,0,0,1,G Scott,0,0,1,13,H,4,2011-08-13,Millwall,E1,0,5,7,13,H,4,Millwall_Nott'm Forest_2011
20,5,Brighton,23,0,0,1,0,N Swarbrick,0,1,3,16,A,4,2011-08-13,Portsmouth,E1,4,3,5,11,A,6,Portsmouth_Brighton_2011
21,3,Derby,9,0,0,1,0,D Deadman,0,0,5,10,A,4,2011-08-13,Watford,E1,3,11,12,18,D,4,Watford_Derby_2011
22,2,Peterboro,7,2,0,1,1,C Boyeson,0,0,0,9,H,18,2011-08-14,Blackpool,E1,13,10,10,17,H,6,Blackpool_Peterboro_2011
23,0,Bristol City,3,3,0,1,3,G Salisbury,0,0,3,12,H,13,2011-08-14,Cardiff,E1,6,10,7,17,H,4,Cardiff_Bristol City_2011
