,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Burnley,9,2,0,1,1,C Webster,0,0,3,14,H,12,2005-08-06,Crewe,E1,8,8,8,16,H,9,Crewe_Burnley_2005
1,1,Luton,8,1,0,2,0,P Dowd,0,1,2,15,A,7,2005-08-06,Crystal Palace,E1,2,2,14,2,A,6,Crystal Palace_Luton_2005
2,1,Brighton,12,1,0,1,1,B Curson,0,1,1,11,D,9,2005-08-06,Derby,E1,3,7,1,14,D,4,Derby_Brighton_2005
3,1,QPR,10,0,0,0,0,D Gallagher,0,0,2,15,D,9,2005-08-06,Hull,E1,3,3,5,8,D,6,Hull_QPR_2005
4,1,Cardiff,12,1,0,0,0,K Friend,0,0,1,20,H,12,2005-08-06,Ipswich,E1,6,3,7,11,D,5,Ipswich_Cardiff_2005
5,2,Coventry,22,1,0,1,1,R Beeby,0,0,2,16,D,8,2005-08-06,Norwich,E1,4,9,13,14,H,5,Norwich_Coventry_2005
6,2,Plymouth,20,1,0,2,0,P Taylor,0,1,1,21,A,9,2005-08-06,Reading,E1,4,4,4,9,A,5,Reading_Plymouth_2005
7,1,Leicester,16,4,0,1,1,L Mason,0,0,1,17,H,16,2005-08-06,Sheffield United,E1,7,9,7,13,H,9,Sheffield United_Leicester_2005
8,4,Wolves,13,0,0,0,0,T Kettle,0,0,4,18,D,13,2005-08-06,Southampton,E1,7,6,5,13,D,10,Southampton_Wolves_2005
9,0,Sheffield Weds,9,0,0,0,0,M Clattenburg,1,0,3,16,D,9,2005-08-06,Stoke,E1,5,4,4,8,D,3,Stoke_Sheffield Weds_2005
10,1,Preston,21,1,0,2,1,I Williamson,0,2,2,18,A,10,2005-08-06,Watford,E1,8,4,6,9,A,5,Watford_Preston_2005
11,2,Millwall,18,2,0,1,1,G Laws,0,0,2,12,H,5,2005-08-07,Leeds,E1,5,7,6,9,H,6,Leeds_Millwall_2005
12,0,Derby,11,1,0,1,1,R Olivier,0,1,2,17,D,9,2005-08-08,Preston,E1,1,6,5,12,D,5,Preston_Derby_2005
13,1,Reading,15,0,0,2,0,K Friend,0,1,3,20,A,9,2005-08-09,Brighton,E1,5,3,9,9,A,2,Brighton_Reading_2005
14,0,Sheffield United,8,1,0,2,0,M Halsey,0,2,0,14,A,6,2005-08-09,Burnley,E1,4,5,4,12,A,2,Burnley_Sheffield United_2005
15,2,Leeds,16,2,0,1,0,S Tanner,0,1,2,12,H,7,2005-08-09,Cardiff,E1,3,4,4,7,A,4,Cardiff_Leeds_2005
16,2,Stoke,18,4,1,2,1,P Taylor,0,0,1,16,H,15,2005-08-09,Leicester,E1,4,7,6,14,H,4,Leicester_Stoke_2005
17,2,Southampton,16,3,0,2,1,S Bennett,0,2,2,19,H,9,2005-08-09,Luton,E1,4,13,9,22,A,4,Luton_Southampton_2005
18,3,Coventry,12,0,0,0,0,G Hegley,1,0,3,18,D,10,2005-08-09,Millwall,E1,4,6,2,10,D,2,Millwall_Coventry_2005
19,4,Crewe,16,1,0,1,0,C Penton,0,1,1,8,D,10,2005-08-09,Norwich,E1,9,10,9,19,A,8,Norwich_Crewe_2005
20,1,Watford,14,3,0,3,3,L Probert,0,1,4,16,D,12,2005-08-09,Plymouth,E1,8,4,11,9,H,5,Plymouth_Watford_2005
21,3,Ipswich,21,2,0,1,2,K Stroud,0,0,2,9,H,4,2005-08-09,QPR,E1,4,5,1,14,H,1,QPR_Ipswich_2005
22,1,Hull,8,1,0,1,1,M Jones,0,1,0,5,D,12,2005-08-09,Sheffield Weds,E1,8,9,2,18,D,4,Sheffield Weds_Hull_2005
23,1,Crystal Palace,17,2,0,1,1,R Styles,0,1,2,11,H,11,2005-08-09,Wolves,E1,7,5,7,10,D,12,Wolves_Crystal Palace_2005
24,0,Watford,6,1,0,3,0,U Rennie,0,1,0,17,A,11,2005-08-12,Cardiff,E1,8,3,3,7,A,5,Cardiff_Watford_2005
25,2,Crewe,14,2,0,2,1,P Taylor,0,0,1,14,D,7,2005-08-13,Brighton,E1,4,7,2,12,H,3,Brighton_Crewe_2005
26,0,Coventry,12,4,1,0,2,N Miller,0,0,0,8,H,10,2005-08-13,Burnley,E1,6,11,5,20,H,1,Burnley_Coventry_2005
27,2,Ipswich,19,0,0,0,0,M Jones,0,0,1,11,D,6,2005-08-13,Leicester,E1,4,10,6,18,D,4,Leicester_Ipswich_2005
28,1,Leeds,11,0,0,0,0,A Leake,0,0,1,15,D,7,2005-08-13,Luton,E1,1,6,9,13,D,4,Luton_Leeds_2005
29,1,Stoke,17,0,0,1,0,P Walton,0,1,2,20,A,8,2005-08-13,Millwall,E1,1,4,3,5,A,5,Millwall_Stoke_2005
30,0,Crystal Palace,17,1,0,1,1,I Williamson,0,1,3,12,D,17,2005-08-13,Norwich,E1,14,8,1,15,D,16,Norwich_Crystal Palace_2005
31,1,Derby,17,0,0,2,0,P Dowd,0,2,3,15,A,9,2005-08-13,Plymouth,E1,7,5,8,13,A,4,Plymouth_Derby_2005
32,2,Reading,15,0,0,3,0,L Probert,0,1,0,8,A,7,2005-08-13,Preston,E1,3,5,10,14,A,1,Preston_Reading_2005
33,1,Sheffield United,16,2,0,1,0,S Tanner,0,0,3,17,H,3,2005-08-13,QPR,E1,2,3,0,4,D,9,QPR_Sheffield United_2005
34,0,Southampton,10,0,0,1,0,M Pike,0,1,0,4,A,7,2005-08-13,Sheffield Weds,E1,3,1,3,8,A,6,Sheffield Weds_Southampton_2005
35,1,Hull,8,1,0,0,1,L Mason,0,0,1,7,H,5,2005-08-13,Wolves,E1,4,7,8,13,H,3,Wolves_Hull_2005
36,5,QPR,19,3,1,0,3,A Leake,0,0,3,14,H,10,2005-08-20,Coventry,E1,5,6,3,9,H,5,Coventry_QPR_2005
37,0,Leicester,8,2,0,2,2,M Halsey,0,1,1,22,D,16,2005-08-20,Crewe,E1,9,5,7,9,H,9,Crewe_Leicester_2005
38,4,Plymouth,19,1,0,0,0,P Walton,0,0,3,13,H,10,2005-08-20,Crystal Palace,E1,2,10,7,15,D,6,Crystal Palace_Plymouth_2005
39,4,Cardiff,22,2,0,1,2,T Kettle,0,0,6,14,H,4,2005-08-20,Derby,E1,3,10,3,13,H,8,Derby_Cardiff_2005
