,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Newcastle,12,1,0,0,1,S Hooper,0,0,3,11,H,8,2016-08-05,Fulham,E1,2,3,2,5,H,2,Fulham_Newcastle_2016
1,1,Cardiff,12,0,0,0,0,T Robinson,0,0,0,16,D,13,2016-08-06,Birmingham,E1,5,3,5,14,D,5,Birmingham_Cardiff_2016
2,1,Norwich,9,1,0,4,0,T Harrington,0,3,2,16,A,12,2016-08-06,Blackburn,E1,7,2,7,5,A,3,Blackburn_Norwich_2016
3,1,Wigan,7,2,0,1,0,J Adcock,0,1,4,13,H,11,2016-08-06,Bristol City,E1,3,6,10,24,A,2,Bristol City_Wigan_2016
4,2,Brighton,13,0,0,0,0,J Simpson,0,0,2,17,D,16,2016-08-06,Derby,E1,5,4,1,12,D,7,Derby_Brighton_2016
5,1,Brentford,13,2,0,1,0,G Eltringham,0,0,1,9,H,8,2016-08-06,Huddersfield,E1,4,7,5,16,D,2,Huddersfield_Brentford_2016
6,2,Barnsley,17,4,0,2,0,K Stroud,0,0,3,11,H,14,2016-08-06,Ipswich,E1,5,7,5,9,D,4,Ipswich_Barnsley_2016
7,2,Burton,13,4,0,3,2,A Woolmer,0,2,2,8,H,16,2016-08-06,Nott'm Forest,E1,3,4,8,14,D,6,Nott'm Forest_Burton_2016
8,2,Preston,13,1,0,0,1,A Davies,0,0,3,16,H,7,2016-08-06,Reading,E1,3,5,6,15,H,1,Reading_Preston_2016
9,2,Wolves,11,2,1,2,2,S Duncan,0,1,1,8,D,9,2016-08-06,Rotherham,E1,5,3,3,6,H,6,Rotherham_Wolves_2016
10,2,Leeds,8,3,0,0,1,O Langford,0,0,1,13,H,8,2016-08-07,QPR,E1,0,8,5,15,H,5,QPR_Leeds_2016
11,3,Aston Villa,14,1,0,0,0,S Martin,0,0,3,9,H,12,2016-08-07,Sheffield Weds,E1,2,6,12,17,D,9,Sheffield Weds_Aston Villa_2016
12,3,Nott'm Forest,19,3,0,0,1,A Madley,0,0,4,15,H,14,2016-08-12,Brighton,E1,2,7,6,17,H,7,Brighton_Nott'm Forest_2016
13,4,Rotherham,17,3,0,0,2,K Stroud,0,0,2,13,H,9,2016-08-13,Aston Villa,E1,1,7,4,16,H,6,Aston Villa_Rotherham_2016
14,3,Derby,17,2,0,0,1,T Harrington,0,0,4,12,H,16,2016-08-13,Barnsley,E1,4,4,8,9,H,8,Barnsley_Derby_2016
15,0,Ipswich,11,2,0,0,0,S Martin,0,0,1,13,H,15,2016-08-13,Brentford,E1,3,6,4,16,D,6,Brentford_Ipswich_2016
16,1,Bristol City,10,1,0,2,0,D Coote,0,1,1,17,A,12,2016-08-13,Burton,E1,4,5,7,17,A,8,Burton_Bristol City_2016
17,1,Birmingham,15,1,0,2,1,P Tierney,0,1,5,14,A,11,2016-08-13,Leeds,E1,3,3,7,11,D,4,Leeds_Birmingham_2016
18,1,Huddersfield,6,1,0,2,0,O Langford,0,1,2,10,A,8,2016-08-13,Newcastle,E1,3,4,4,13,A,1,Newcastle_Huddersfield_2016
19,1,Sheffield Weds,11,0,0,0,0,A Woolmer,0,0,1,11,D,7,2016-08-13,Norwich,E1,5,2,10,6,D,4,Norwich_Sheffield Weds_2016
20,0,Fulham,10,1,0,2,0,J Adcock,0,1,2,11,A,16,2016-08-13,Preston,E1,5,3,6,15,A,8,Preston_Fulham_2016
21,2,Blackburn,16,3,0,0,2,G Scott,0,0,3,9,H,7,2016-08-13,Wigan,E1,2,4,5,20,H,4,Wigan_Blackburn_2016
22,2,Reading,7,2,0,0,1,D Bond,0,0,2,10,H,9,2016-08-13,Wolves,E1,1,7,5,14,H,5,Wolves_Reading_2016
23,1,QPR,11,0,0,2,0,J Linington,0,0,4,14,A,9,2016-08-14,Cardiff,E1,2,1,3,9,D,1,Cardiff_QPR_2016
24,3,Huddersfield,10,1,0,1,1,S Duncan,0,0,1,13,D,11,2016-08-16,Aston Villa,E1,3,5,4,18,H,6,Aston Villa_Huddersfield_2016
25,3,Nott'm Forest,13,1,1,0,1,T Robinson,0,0,2,12,H,7,2016-08-16,Brentford,E1,5,4,4,13,H,8,Brentford_Nott'm Forest_2016
26,1,Rotherham,14,3,0,0,2,S Hooper,0,0,4,13,H,10,2016-08-16,Brighton,E1,2,4,4,16,H,4,Brighton_Rotherham_2016
27,1,Sheffield Weds,5,3,0,1,2,N Swarbrick,0,1,1,12,H,8,2016-08-16,Burton,E1,3,8,5,17,H,7,Burton_Sheffield Weds_2016
28,1,Fulham,9,1,0,1,0,C Kavanagh,0,0,1,4,D,21,2016-08-16,Leeds,E1,3,4,9,15,D,4,Leeds_Fulham_2016
29,2,Bristol City,13,1,0,0,1,S Attwell,0,0,0,9,H,6,2016-08-16,Norwich,E1,2,5,9,15,H,6,Norwich_Bristol City_2016
30,1,Derby,15,0,0,1,0,D Coote,0,0,0,7,A,16,2016-08-16,Preston,E1,3,1,5,9,D,5,Preston_Derby_2016
31,3,Birmingham,15,1,0,1,0,J Simpson,0,1,3,10,D,6,2016-08-16,Wigan,E1,3,6,10,20,A,2,Wigan_Birmingham_2016
32,2,Ipswich,10,0,0,0,0,P Bankes,0,0,5,14,D,10,2016-08-16,Wolves,E1,2,2,2,6,D,5,Wolves_Ipswich_2016
33,1,QPR,8,3,1,2,1,D Bond,0,0,1,13,H,12,2016-08-17,Barnsley,E1,3,5,4,12,H,1,Barnsley_QPR_2016
34,1,Blackburn,7,2,1,1,2,A Davies,0,0,1,7,H,11,2016-08-17,Cardiff,E1,3,3,4,13,H,4,Cardiff_Blackburn_2016
35,1,Reading,11,4,0,1,1,A Madley,0,1,5,19,H,13,2016-08-17,Newcastle,E1,3,7,2,11,D,9,Newcastle_Reading_2016
36,1,Wolves,7,1,0,3,1,K Stroud,1,0,1,15,A,19,2016-08-20,Birmingham,E1,7,7,10,14,H,12,Birmingham_Wolves_2016
37,2,Burton,11,2,0,2,1,P Bankes,0,1,1,8,D,14,2016-08-20,Blackburn,E1,3,6,6,12,D,12,Blackburn_Burton_2016
38,3,Newcastle,13,0,0,1,0,T Harrington,0,1,0,19,A,8,2016-08-20,Bristol City,E1,1,2,6,17,A,3,Bristol City_Newcastle_2016
39,3,Aston Villa,12,0,0,0,0,P Tierney,0,0,3,17,D,9,2016-08-20,Derby,E1,4,2,5,11,D,7,Derby_Aston Villa_2016
40,1,Cardiff,5,2,0,2,1,J Simpson,0,0,2,10,D,9,2016-08-20,Fulham,E1,3,4,4,17,H,4,Fulham_Cardiff_2016
41,4,Barnsley,13,2,0,1,1,C Kavanagh,0,0,2,10,H,9,2016-08-20,Huddersfield,E1,3,6,7,15,H,4,Huddersfield_Barnsley_2016
42,4,Wigan,6,4,0,3,1,J Linington,0,1,4,12,H,13,2016-08-20,Nott'm Forest,E1,5,10,5,23,D,5,Nott'm Forest_Wigan_2016
43,1,Preston,8,0,0,2,0,A Madley,0,1,2,11,A,10,2016-08-20,QPR,E1,2,3,10,10,A,5,QPR_Preston_2016
44,2,Brighton,13,2,0,2,1,M Jones,1,1,2,16,D,7,2016-08-20,Reading,E1,2,4,9,16,D,5,Reading_Brighton_2016
45,1,Brentford,11,1,0,0,1,J Adcock,0,0,1,6,H,19,2016-08-20,Rotherham,E1,5,2,6,6,H,11,Rotherham_Brentford_2016
46,1,Leeds,7,0,0,2,0,S Hooper,0,0,2,13,A,14,2016-08-20,Sheffield Weds,E1,2,4,6,15,D,4,Sheffield Weds_Leeds_2016
47,0,Norwich,9,1,0,1,1,D Coote,0,1,1,12,D,8,2016-08-21,Ipswich,E1,3,2,7,13,D,3,Ipswich_Norwich_2016
