,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3.0,Derby,14.0,1,0.0,2,0.0,R Jones,0.0,0.0,4.0,16.0,A,11.0,2018-08-03,Reading,E1,3.0,5.0,2.0,8.0,D,4.0,Reading_Derby_2018
1,0.0,Norwich,15.0,2,0.0,2,0.0,P Bankes,0.0,0.0,3.0,10.0,D,16.0,2018-08-04,Birmingham,E1,7.0,7.0,4.0,16.0,D,4.0,Birmingham_Norwich_2018
2,0.0,Rotherham,15.0,5,0.0,1,2.0,O Langford,0.0,0.0,2.0,10.0,H,9.0,2018-08-04,Brentford,E1,5.0,10.0,13.0,14.0,H,3.0,Brentford_Rotherham_2018
3,0.0,Nott'm Forest,8.0,1,0.0,1,1.0,D Bond,0.0,0.0,4.0,17.0,D,16.0,2018-08-04,Bristol City,E1,6.0,6.0,7.0,18.0,H,9.0,Bristol City_Nott'm Forest_2018
4,2.0,Blackburn,11.0,2,0.0,2,1.0,A Davies,0.0,2.0,3.0,21.0,D,6.0,2018-08-04,Ipswich,E1,2.0,3.0,3.0,9.0,A,0.0,Ipswich_Blackburn_2018
5,3.0,Middlesbrough,13.0,2,0.0,2,2.0,K Friend,0.0,0.0,2.0,6.0,D,12.0,2018-08-04,Millwall,E1,3.0,2.0,6.0,9.0,H,6.0,Millwall_Middlesbrough_2018
6,0.0,QPR,15.0,1,0.0,0,0.0,D England,0.0,0.0,2.0,13.0,H,8.0,2018-08-04,Preston,E1,2.0,3.0,6.0,15.0,D,4.0,Preston_QPR_2018
7,0.0,Swansea,6.0,1,0.0,2,0.0,J Simpson,0.0,0.0,0.0,6.0,A,9.0,2018-08-04,Sheffield United,E1,4.0,2.0,5.0,12.0,D,1.0,Sheffield United_Swansea_2018
8,1.0,Bolton,9.0,1,0.0,2,1.0,G Eltringham,0.0,1.0,0.0,14.0,A,11.0,2018-08-04,West Brom,E1,4.0,3.0,10.0,20.0,D,6.0,West Brom_Bolton_2018
9,1.0,Sheffield Weds,12.0,3,1.0,2,2.0,T Robinson,0.0,1.0,3.0,12.0,H,8.0,2018-08-04,Wigan,E1,4.0,10.0,3.0,21.0,H,3.0,Wigan_Sheffield Weds_2018
10,0.0,Stoke,14.0,3,0.0,1,2.0,S Duncan,0.0,0.0,0.0,8.0,H,9.0,2018-08-05,Leeds,E1,5.0,5.0,3.0,11.0,H,3.0,Leeds_Stoke_2018
11,0.0,Aston Villa,12.0,1,0.0,3,1.0,A Madley,0.0,1.0,2.0,9.0,A,9.0,2018-08-06,Hull,E1,5.0,3.0,4.0,11.0,D,2.0,Hull_Aston Villa_2018
12,0.0,Sheffield United,10.0,3,0.0,0,3.0,R Jones,0.0,0.0,3.0,13.0,H,17.0,2018-08-07,Middlesbrough,E1,4.0,5.0,7.0,13.0,H,6.0,Middlesbrough_Sheffield United_2018
13,2.0,West Brom,12.0,1,0.0,1,0.0,D England,0.0,0.0,1.0,10.0,D,10.0,2018-08-07,Nott'm Forest,E1,2.0,5.0,7.0,20.0,D,6.0,Nott'm Forest_West Brom_2018
14,1.0,Wigan,17.0,3,0.0,2,1.0,J Simpson,0.0,1.0,4.0,16.0,H,10.0,2018-08-11,Aston Villa,E1,3.0,6.0,3.0,17.0,D,4.0,Aston Villa_Wigan_2018
15,0.0,Millwall,13.0,0,0.0,0,0.0,G Ward,0.0,0.0,1.0,13.0,D,7.0,2018-08-11,Blackburn,E1,0.0,4.0,7.0,10.0,D,1.0,Blackburn_Millwall_2018
16,6.0,Bristol City,20.0,2,0.0,2,0.0,J Brooks,0.0,0.0,2.0,6.0,D,16.0,2018-08-11,Bolton,E1,5.0,2.0,4.0,7.0,D,10.0,Bolton_Bristol City_2018
17,4.0,Leeds,10.0,1,0.0,4,1.0,P Bankes,0.0,2.0,2.0,19.0,A,17.0,2018-08-11,Derby,E1,7.0,4.0,3.0,12.0,A,5.0,Derby_Leeds_2018
18,0.0,Birmingham,9.0,1,1.0,0,1.0,A Madley,0.0,0.0,1.0,11.0,H,11.0,2018-08-11,Middlesbrough,E1,4.0,2.0,3.0,10.0,H,9.0,Middlesbrough_Birmingham_2018
19,0.0,West Brom,12.0,3,0.0,4,1.0,L Mason,0.0,1.0,0.0,14.0,A,13.0,2018-08-11,Norwich,E1,7.0,10.0,4.0,20.0,D,2.0,Norwich_West Brom_2018
20,0.0,Reading,15.0,1,0.0,0,0.0,S Martin,0.0,0.0,1.0,11.0,H,8.0,2018-08-11,Nott'm Forest,E1,3.0,3.0,6.0,12.0,D,4.0,Nott'm Forest_Reading_2018
21,1.0,Sheffield United,12.0,1,0.0,2,1.0,S Duncan,0.0,1.0,1.0,11.0,A,8.0,2018-08-11,QPR,E1,5.0,6.0,4.0,14.0,D,6.0,QPR_Sheffield United_2018
22,2.0,Ipswich,8.0,1,0.0,0,0.0,D Webb,0.0,0.0,0.0,9.0,H,16.0,2018-08-11,Rotherham,E1,3.0,4.0,0.0,10.0,D,12.0,Rotherham_Ipswich_2018
23,3.0,Hull,5.0,1,0.0,1,0.0,S Attwell,0.0,1.0,1.0,7.0,D,16.0,2018-08-11,Sheffield Weds,E1,4.0,6.0,5.0,12.0,A,6.0,Sheffield Weds_Hull_2018
24,2.0,Brentford,15.0,1,0.0,1,1.0,A Davies,0.0,0.0,0.0,6.0,D,17.0,2018-08-11,Stoke,E1,5.0,3.0,2.0,9.0,H,6.0,Stoke_Brentford_2018
25,0.0,Preston,6.0,1,0.0,0,1.0,J Linington,0.0,0.0,1.0,14.0,H,12.0,2018-08-11,Swansea,E1,5.0,7.0,4.0,10.0,H,5.0,Swansea_Preston_2018
26,1.0,Swansea,13.0,0,0.0,0,0.0,D England,0.0,0.0,1.0,11.0,D,6.0,2018-08-17,Birmingham,E1,0.0,6.0,10.0,17.0,D,1.0,Birmingham_Swansea_2018
27,1.0,Middlesbrough,9.0,0,0.0,2,0.0,O Langford,0.0,2.0,2.0,11.0,A,13.0,2018-08-18,Bristol City,E1,3.0,4.0,4.0,18.0,A,4.0,Bristol City_Middlesbrough_2018
28,1.0,Blackburn,12.0,0,0.0,1,0.0,D Coote,0.0,1.0,3.0,13.0,A,16.0,2018-08-18,Hull,E1,7.0,3.0,5.0,10.0,A,1.0,Hull_Blackburn_2018
29,1.0,Aston Villa,13.0,1,0.0,1,1.0,T Robinson,1.0,1.0,2.0,15.0,D,10.0,2018-08-18,Ipswich,E1,3.0,1.0,2.0,9.0,D,7.0,Ipswich_Aston Villa_2018
30,0.0,Rotherham,10.0,2,0.0,0,0.0,R Jones,0.0,0.0,1.0,8.0,H,9.0,2018-08-18,Leeds,E1,4.0,7.0,7.0,17.0,D,1.0,Leeds_Rotherham_2018
31,1.0,Derby,15.0,2,0.0,1,2.0,S Martin,0.0,0.0,1.0,10.0,H,12.0,2018-08-18,Millwall,E1,4.0,4.0,4.0,12.0,H,10.0,Millwall_Derby_2018
32,2.0,Stoke,13.0,2,0.0,2,2.0,A Madley,0.0,1.0,3.0,15.0,D,8.0,2018-08-18,Preston,E1,3.0,6.0,4.0,15.0,H,2.0,Preston_Stoke_2018
33,2.0,Bolton,11.0,0,0.0,1,0.0,J Linington,0.0,0.0,1.0,15.0,A,9.0,2018-08-18,Reading,E1,4.0,3.0,5.0,15.0,D,3.0,Reading_Bolton_2018
34,2.0,Norwich,15.0,2,0.0,1,1.0,D Bond,0.0,1.0,2.0,7.0,H,11.0,2018-08-18,Sheffield United,E1,2.0,5.0,9.0,14.0,D,4.0,Sheffield United_Norwich_2018
35,2.0,QPR,14.0,7,0.0,1,1.0,T Harrington,0.0,1.0,1.0,15.0,H,6.0,2018-08-18,West Brom,E1,2.0,9.0,3.0,15.0,D,5.0,West Brom_QPR_2018
36,2.0,Nott'm Forest,18.0,2,0.0,2,2.0,G Eltringham,0.0,1.0,4.0,18.0,D,9.0,2018-08-18,Wigan,E1,4.0,4.0,8.0,17.0,H,14.0,Wigan_Nott'm Forest_2018
37,1.0,Sheffield Weds,11.0,2,0.0,0,1.0,D Webb,0.0,0.0,1.0,9.0,H,4.0,2018-08-19,Brentford,E1,1.0,9.0,9.0,14.0,H,0.0,Brentford_Sheffield Weds_2018
38,2.0,Ipswich,10.0,2,0.0,0,0.0,S Duncan,0.0,0.0,2.0,10.0,H,11.0,2018-08-21,Derby,E1,2.0,2.0,4.0,10.0,D,4.0,Derby_Ipswich_2018
39,1.0,Bristol City,16.0,0,0.0,3,0.0,P Bankes,0.0,1.0,3.0,10.0,A,11.0,2018-08-21,QPR,E1,5.0,4.0,2.0,14.0,A,3.0,QPR_Bristol City_2018
40,1.0,Hull,11.0,2,0.0,3,1.0,J Simpson,0.0,2.0,1.0,10.0,A,14.0,2018-08-21,Rotherham,E1,6.0,4.0,7.0,15.0,A,4.0,Rotherham_Hull_2018
41,0.0,Leeds,13.0,2,0.0,2,1.0,A Davies,0.0,1.0,4.0,17.0,D,8.0,2018-08-21,Swansea,E1,3.0,4.0,2.0,12.0,D,5.0,Swansea_Leeds_2018
42,3.0,Brentford,9.0,2,0.0,2,1.0,J Moss,0.0,1.0,2.0,18.0,D,13.0,2018-08-22,Aston Villa,E1,7.0,7.0,13.0,16.0,D,6.0,Aston Villa_Brentford_2018
43,1.0,Reading,7.0,2,0.0,2,0.0,O Langford,0.0,2.0,0.0,9.0,D,8.0,2018-08-22,Blackburn,E1,4.0,4.0,6.0,16.0,A,1.0,Blackburn_Reading_2018
