,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Sheffield United,12,1,0,1,1,P Joslin,0,0,0,17,D,9,2004-08-07,Burnley,E1,6,1,5,2,H,5,Burnley_Sheffield United_2004
1,1,Sunderland,16,2,0,0,0,R Beeby,0,0,1,8,H,10,2004-08-07,Coventry,E1,7,6,6,11,D,4,Coventry_Sunderland_2004
2,0,Cardiff,14,2,0,2,1,M Thorpe,0,1,1,12,D,18,2004-08-07,Crewe,E1,7,7,3,9,D,6,Crewe_Cardiff_2004
3,0,Gillingham,14,2,0,1,1,A Marriner,0,1,1,9,H,7,2004-08-07,Ipswich,E1,4,13,13,20,D,7,Ipswich_Gillingham_2004
4,0,Derby,10,1,0,0,0,M Clattenburg,0,0,1,11,H,15,2004-08-07,Leeds,E1,8,8,4,14,D,9,Leeds_Derby_2004
5,1,West Ham,13,0,1,0,0,M Ryan,1,0,1,10,D,13,2004-08-07,Leicester,E1,3,3,2,8,D,6,Leicester_West Ham_2004
6,2,Millwall,17,0,0,0,0,I Williamson,0,0,2,16,D,12,2004-08-07,Plymouth,E1,4,2,2,6,D,5,Plymouth_Millwall_2004
7,1,Watford,13,2,0,1,1,M Pike,0,0,0,9,H,11,2004-08-07,Preston,E1,5,9,6,15,H,4,Preston_Watford_2004
8,0,Rotherham,20,1,0,1,1,P Armstrong,0,1,1,14,D,9,2004-08-07,QPR,E1,4,4,5,10,D,6,QPR_Rotherham_2004
9,1,Brighton,10,3,0,2,2,P Crossley,0,1,2,8,H,7,2004-08-07,Reading,E1,6,5,7,8,H,1,Reading_Brighton_2004
10,2,Nott'm Forest,18,1,0,1,1,P Dowd,0,0,0,16,D,7,2004-08-07,Wigan,E1,4,17,8,27,H,3,Wigan_Nott'm Forest_2004
