,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
136,15:00:00,0,Blackburn,11,0,1,1,0,G Ward,0,0,4,14,D,15,2020-11-21,Luton,E1,6,5,4,13,D,6,Luton_Blackburn_2020
137,15:00:00,0,Norwich,14,0,0,1,0,T Harrington,0,0,1,16,A,12,2020-11-21,Middlesbrough,E1,2,4,5,8,D,5,Middlesbrough_Norwich_2020
138,15:00:00,3,Cardiff,13,0,1,1,1,G Scott,0,0,0,14,D,14,2020-11-21,Millwall,E1,6,2,0,7,H,5,Millwall_Cardiff_2020
139,15:00:00,0,Sheffield Weds,10,1,1,0,0,D Webb,0,0,1,8,H,5,2020-11-21,Preston,E1,0,1,6,9,D,6,Preston_Sheffield Weds_2020
140,15:00:00,1,Watford,14,0,1,1,0,M Salisbury,0,1,2,12,D,10,2020-11-21,QPR,E1,3,3,7,14,A,7,QPR_Watford_2020
141,15:00:00,2,Huddersfield,16,0,4,3,3,M Gillett,0,2,1,14,H,10,2020-11-21,Stoke,E1,4,7,4,14,H,2,Stoke_Huddersfield_2020
142,15:00:00,1,Rotherham,16,0,1,0,1,M Donohue,0,0,1,11,H,8,2020-11-21,Swansea,E1,3,4,8,11,H,7,Swansea_Rotherham_2020
143,15:00:00,4,Brentford,11,0,0,0,0,L Mason,0,0,2,9,D,12,2020-11-21,Wycombe,E1,4,2,3,11,D,5,Wycombe_Brentford_2020
144,19:00:00,1,Birmingham,9,0,1,1,1,D Webb,0,1,1,11,D,11,2020-11-24,Luton,E1,3,7,8,16,D,4,Luton_Birmingham_2020
145,19:00:00,0,Rotherham,9,0,3,2,3,O Langford,0,1,3,19,H,13,2020-11-24,QPR,E1,5,5,5,14,H,4,QPR_Rotherham_2020
146,19:00:00,2,Norwich,19,1,2,3,0,G Eltringham,0,2,2,12,A,5,2020-11-24,Stoke,E1,3,5,9,24,A,5,Stoke_Norwich_2020
147,19:00:00,0,Huddersfield,12,0,0,0,0,S Martin,0,0,1,7,D,9,2020-11-24,Wycombe,E1,3,1,6,9,D,4,Wycombe_Huddersfield_2020
148,19:45:00,1,Brentford,10,0,0,1,0,D Bond,0,0,0,6,A,13,2020-11-24,Barnsley,E1,6,1,2,3,D,12,Barnsley_Brentford_2020
149,19:45:00,1,Blackburn,12,0,0,3,0,T Harrington,1,1,1,9,A,17,2020-11-24,Preston,E1,4,0,0,4,A,4,Preston_Blackburn_2020
150,20:00:00,2,Nott'm Forest,11,0,2,0,1,S Hooper,0,0,0,13,H,11,2020-11-24,Bournemouth,E1,3,4,5,12,H,7,Bournemouth_Nott'm Forest_2020
151,19:00:00,0,Derby,11,0,3,0,1,P Bankes,0,0,4,16,H,10,2020-11-25,Middlesbrough,E1,2,5,4,10,H,5,Middlesbrough_Derby_2020
152,19:00:00,4,Reading,15,0,1,1,1,L Doughty,0,0,4,14,D,7,2020-11-25,Millwall,E1,3,8,5,13,H,0,Millwall_Reading_2020
153,19:45:00,0,Watford,15,0,0,0,0,D Whitestone,0,0,0,10,D,7,2020-11-25,Bristol City,E1,1,2,5,9,D,8,Bristol City_Watford_2020
154,19:45:00,0,Cardiff,13,0,1,0,0,J Simpson,0,0,2,14,H,8,2020-11-25,Coventry,E1,3,5,3,11,D,5,Coventry_Cardiff_2020
155,19:45:00,3,Sheffield Weds,11,0,1,1,0,A Woolmer,0,1,0,14,D,4,2020-11-25,Swansea,E1,2,4,6,10,A,3,Swansea_Sheffield Weds_2020
156,19:45:00,2,QPR,8,1,2,1,1,M Donohue,0,1,2,13,H,10,2020-11-27,Brentford,E1,2,6,2,14,D,9,Brentford_QPR_2020
157,12:30:00,0,Bristol City,14,0,3,1,0,J Simpson,0,0,2,13,H,4,2020-11-28,Reading,E1,2,10,5,21,D,1,Reading_Bristol City_2020
158,15:00:00,2,Millwall,16,0,0,0,0,A Woolmer,0,0,1,10,D,9,2020-11-28,Birmingham,E1,1,2,3,8,D,6,Birmingham_Millwall_2020
159,15:00:00,2,Barnsley,14,0,2,1,1,A Madley,0,0,0,13,H,23,2020-11-28,Blackburn,E1,5,6,3,7,H,11,Blackburn_Barnsley_2020
160,15:00:00,1,Luton,12,0,4,0,2,J Smith,0,0,0,7,H,5,2020-11-28,Cardiff,E1,0,6,11,20,H,0,Cardiff_Luton_2020
161,15:00:00,0,Wycombe,13,0,1,1,1,O Langford,0,0,1,14,D,8,2020-11-28,Derby,E1,2,5,5,11,H,3,Derby_Wycombe_2020
162,15:00:00,4,Middlesbrough,17,0,3,2,2,J Brooks,0,1,3,12,H,10,2020-11-28,Huddersfield,E1,3,5,5,13,H,9,Huddersfield_Middlesbrough_2020
163,15:00:00,2,Coventry,13,0,1,1,1,K Stroud,0,0,0,10,D,13,2020-11-28,Norwich,E1,4,6,1,9,H,8,Norwich_Coventry_2020
164,15:00:00,2,Bournemouth,20,0,2,2,1,G Eltringham,0,1,3,16,D,11,2020-11-28,Rotherham,E1,5,5,7,13,D,4,Rotherham_Bournemouth_2020
165,15:00:00,4,Stoke,16,0,0,0,0,T Robinson,0,0,2,12,D,8,2020-11-28,Sheffield Weds,E1,2,0,1,5,D,5,Sheffield Weds_Stoke_2020
166,15:00:00,1,Preston,7,0,4,1,1,J Gillett,0,0,0,2,H,9,2020-11-28,Watford,E1,4,11,9,26,H,3,Watford_Preston_2020
167,12:00:00,4,Swansea,17,0,0,1,0,T Harrington,0,1,2,12,A,13,2020-11-29,Nott'm Forest,E1,3,1,6,13,A,8,Nott'm Forest_Swansea_2020
168,19:00:00,1,Huddersfield,17,0,3,0,1,K Friend,0,0,1,9,H,10,2020-12-01,Cardiff,E1,4,4,4,10,H,2,Cardiff_Huddersfield_2020
169,19:45:00,2,Barnsley,13,0,1,2,0,T Harrington,0,0,1,10,A,12,2020-12-01,Birmingham,E1,3,1,1,5,D,1,Birmingham_Barnsley_2020
170,19:45:00,2,Preston,11,0,2,3,0,G Ward,0,1,3,16,A,8,2020-12-01,Bournemouth,E1,5,4,1,15,A,4,Bournemouth_Preston_2020
171,19:45:00,4,Coventry,13,0,1,1,0,D Whitestone,0,0,1,13,D,9,2020-12-01,Derby,E1,3,3,2,12,D,2,Derby_Coventry_2020
172,19:45:00,2,Bristol City,16,0,1,2,1,J Linington,0,1,1,8,A,12,2020-12-01,QPR,E1,3,4,9,19,D,2,QPR_Bristol City_2020
173,20:00:00,3,Brentford,21,0,0,2,0,T Robinson,1,0,0,10,A,9,2020-12-01,Rotherham,E1,4,2,6,8,D,3,Rotherham_Brentford_2020
174,19:00:00,2,Swansea,15,0,2,1,1,K Stroud,0,0,2,17,H,10,2020-12-02,Middlesbrough,E1,3,5,6,13,H,8,Middlesbrough_Swansea_2020
175,19:45:00,0,Millwall,14,0,2,1,1,M Salisbury,0,1,2,12,H,17,2020-12-02,Blackburn,E1,5,4,2,20,D,8,Blackburn_Millwall_2020
176,19:45:00,1,Norwich,9,0,3,1,2,D England,0,1,2,12,H,11,2020-12-02,Luton,E1,4,5,4,10,H,9,Luton_Norwich_2020
177,19:45:00,3,Watford,14,0,0,0,0,D Webb,0,0,2,10,D,6,2020-12-02,Nott'm Forest,E1,1,0,5,13,D,6,Nott'm Forest_Watford_2020
178,19:45:00,2,Reading,13,0,1,1,1,O Langford,1,1,0,12,D,20,2020-12-02,Sheffield Weds,E1,6,1,2,3,D,7,Sheffield Weds_Reading_2020
179,19:45:00,2,Stoke,13,0,0,1,0,D Bond,0,0,4,8,A,14,2020-12-02,Wycombe,E1,4,1,3,8,D,7,Wycombe_Stoke_2020
180,17:30:00,3,Bournemouth,14,0,0,4,0,K Stroud,0,2,0,13,A,12,2020-12-04,Barnsley,E1,6,4,3,10,A,4,Barnsley_Bournemouth_2020
181,12:30:00,1,Nott'm Forest,14,1,2,0,1,G Ward,0,0,1,16,H,2,2020-12-05,Reading,E1,1,9,7,24,H,3,Reading_Nott'm Forest_2020
182,15:00:00,3,Blackburn,11,1,2,2,1,O Langford,0,1,4,8,D,7,2020-12-05,Brentford,E1,2,3,4,15,D,2,Brentford_Blackburn_2020
183,15:00:00,0,Birmingham,6,0,0,1,0,J Brooks,0,0,2,20,A,11,2020-12-05,Bristol City,E1,3,3,4,10,D,6,Bristol City_Birmingham_2020
184,15:00:00,0,Rotherham,14,0,3,1,2,D Webb,0,0,3,17,H,10,2020-12-05,Coventry,E1,1,7,5,10,H,6,Coventry_Rotherham_2020
185,15:00:00,0,QPR,15,0,2,0,2,D Whitestone,0,0,2,7,H,4,2020-12-05,Huddersfield,E1,2,6,3,11,H,4,Huddersfield_QPR_2020
186,15:00:00,0,Derby,14,0,0,1,0,D England,0,0,5,15,A,11,2020-12-05,Millwall,E1,3,3,4,12,D,3,Millwall_Derby_2020
187,15:00:00,1,Sheffield Weds,7,0,2,1,0,J Gillett,0,0,2,11,H,11,2020-12-05,Norwich,E1,5,4,9,19,D,4,Norwich_Sheffield Weds_2020
188,15:00:00,0,Wycombe,17,0,2,2,1,J Linington,0,0,3,15,D,17,2020-12-05,Preston,E1,4,3,8,19,H,6,Preston_Wycombe_2020
189,15:00:00,2,Middlesbrough,18,0,1,0,1,J Simpson,0,0,3,12,H,8,2020-12-05,Stoke,E1,1,5,0,9,H,2,Stoke_Middlesbrough_2020
190,15:00:00,1,Luton,12,1,2,0,1,L Doughty,0,0,1,14,H,7,2020-12-05,Swansea,E1,2,5,2,11,H,3,Swansea_Luton_2020
191,15:00:00,1,Cardiff,15,0,0,1,0,S Martin,0,1,2,17,A,10,2020-12-05,Watford,E1,2,1,6,12,A,5,Watford_Cardiff_2020
192,19:45:00,3,Luton,14,0,0,0,0,A Woolmer,0,0,2,20,D,6,2020-12-08,Coventry,E1,1,1,4,7,D,7,Coventry_Luton_2020
193,19:45:00,1,Sheffield Weds,8,0,2,0,2,K Stroud,0,0,3,14,H,5,2020-12-08,Huddersfield,E1,2,2,2,13,H,8,Huddersfield_Sheffield Weds_2020
194,19:45:00,0,QPR,6,0,1,1,0,J Gillett,0,0,3,16,D,11,2020-12-08,Millwall,E1,6,4,2,17,D,2,Millwall_QPR_2020
195,19:45:00,2,Cardiff,13,0,1,2,1,T Harrington,0,0,1,11,A,4,2020-12-08,Stoke,E1,2,1,3,5,H,4,Stoke_Cardiff_2020
196,19:45:00,1,Bournemouth,10,0,0,0,0,P Bankes,0,0,3,14,D,14,2020-12-08,Swansea,E1,1,1,1,6,D,3,Swansea_Bournemouth_2020
197,19:45:00,0,Rotherham,11,0,2,0,2,G Ward,0,0,2,15,H,10,2020-12-08,Watford,E1,1,3,2,12,H,4,Watford_Rotherham_2020
198,19:00:00,0,Middlesbrough,10,0,3,0,0,A Madley,0,0,1,8,H,10,2020-12-09,Preston,E1,3,6,0,11,D,4,Preston_Middlesbrough_2020
199,19:45:00,3,Wycombe,15,0,2,1,1,G Eltringham,0,0,3,11,H,6,2020-12-09,Barnsley,E1,2,8,7,14,H,5,Barnsley_Wycombe_2020
200,19:45:00,2,Derby,13,0,0,0,0,D Webb,0,0,1,8,D,5,2020-12-09,Brentford,E1,0,0,10,12,D,2,Brentford_Derby_2020
