,WHD,IWH,LBA,B365AH,SBH,SBA,BWD,LBAH,WHA,B365A,LBH,GBA,B365D,B365H,B365<2.5,LBAHA,WHH,BWA,LBAHH,BWH,B365>2.5,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
49,3.1,2.3,2.4,0.0,2.4,2.6,3.2,0.0,2.6,2.6,2.5,2.7,3.2,2.4,1.9,1.9,2.4,2.65,1.94,2.35,1.9,2.6,2.0,2.4,3.2,1.85,2.0,1.85,0.0,1.85,3.0,3.25,3.2,1.8,Brighton,Preston,Brighton_Preston_2004
50,3.2,2.1,3.0,-0.25,2.1,3.0,3.3,-0.25,2.9,2.8,2.1,3.0,3.25,2.2,1.85,1.92,2.15,3.0,1.92,2.1,1.95,2.9,1.8,2.2,3.25,2.0,1.85,1.9,-0.25,1.79,3.0,3.2,3.2,2.0,Cardiff,Stoke,Cardiff_Stoke_2004
51,3.25,1.8,4.5,-0.5,1.8,4.0,3.25,-0.75,4.2,4.5,1.67,4.25,3.4,1.66,2.0,1.72,1.72,4.0,2.12,1.8,1.8,3.6,1.86,1.8,3.25,1.85,2.0,1.75,-0.5,1.95,3.1,3.25,3.3,1.8,Derby,Crewe,Derby_Crewe_2004
52,3.1,2.2,2.75,-0.25,2.2,2.88,3.2,-0.25,2.87,2.8,2.2,2.95,3.25,2.2,1.75,1.9,2.2,2.9,1.94,2.2,2.05,2.8,1.8,2.25,3.2,1.9,1.95,1.95,-0.25,1.75,3.0,3.25,3.2,2.0,Millwall,Reading,Millwall_Reading_2004
53,3.2,2.0,3.75,-0.5,2.1,3.1,3.2,-0.25,3.1,3.5,1.83,3.25,3.25,1.9,1.85,1.96,2.05,3.1,1.88,2.1,1.95,3.1,2.0,2.1,3.2,2.1,1.75,1.9,-0.25,1.79,3.0,3.2,3.2,1.8,Nott'm Forest,Coventry,Nott'm Forest_Coventry_2004
54,3.1,2.6,2.38,0.0,2.75,2.3,3.1,0.0,2.37,2.3,2.6,2.4,3.2,2.7,2.05,1.76,2.62,2.3,2.08,2.8,1.75,2.3,1.8,2.7,3.2,1.975,1.875,1.71,0.0,2.0,3.0,3.2,3.2,2.0,Rotherham,Ipswich,Rotherham_Ipswich_2004
55,3.25,2.3,2.75,0.0,2.38,2.62,3.1,-0.25,2.5,2.62,2.2,2.7,3.2,2.37,1.8,1.76,2.4,3.0,2.08,2.2,2.0,2.6,2.0,2.4,3.2,1.825,2.025,1.9,0.0,1.79,3.0,3.25,3.25,1.8,Sunderland,Wigan,Sunderland_Wigan_2004
56,3.1,2.4,2.6,-0.25,2.3,2.75,3.2,-0.25,2.75,2.62,2.38,2.75,3.2,2.37,1.85,1.84,2.3,2.8,2.0,2.25,1.95,2.5,1.77,2.35,3.2,2.1,1.75,1.9,-0.25,1.79,3.0,3.2,3.2,2.05,Watford,Plymouth,Watford_Plymouth_2004
57,3.1,1.6,4.5,-0.75,1.57,5.5,3.5,,5.0,5.0,1.62,5.0,3.4,1.61,1.95,,1.66,5.5,,1.55,1.85,4.4,1.9,1.67,3.4,2.0,1.85,1.79,-0.75,1.9,3.3,3.5,3.3,1.9,West Ham,Burnley,West Ham_Burnley_2004
58,3.0,2.2,2.75,-0.25,2.3,2.75,3.1,0.0,2.7,2.75,2.2,2.75,3.25,2.25,1.85,1.98,2.37,2.9,1.86,2.25,1.95,2.8,1.8,2.35,3.2,2.1,1.75,1.9,-0.25,1.79,3.0,3.25,3.2,2.0,Wolves,Leicester,Wolves_Leicester_2004
59,3.1,2.1,3.2,-0.25,2.2,2.88,3.1,,3.2,2.75,2.0,2.9,3.25,2.25,1.8,,2.05,2.9,,2.25,2.0,2.9,1.95,2.25,3.2,1.95,1.9,1.95,-0.25,1.75,3.0,3.2,3.2,1.85,Sheffield United,Leeds,Sheffield United_Leeds_2004
60,3.3,1.85,3.75,-0.5,1.9,3.5,3.25,-0.5,3.3,3.5,1.8,3.9,3.25,1.9,1.85,1.7,1.9,4.0,2.14,1.8,1.95,3.5,1.79,1.85,3.25,2.05,1.8,1.79,-0.5,1.9,3.1,3.25,3.3,1.85,Burnley,Gillingham,Burnley_Gillingham_2004
61,3.1,2.5,2.4,0.0,2.5,2.5,3.2,0.0,2.5,2.37,2.5,2.6,3.4,2.5,1.85,1.92,2.5,2.65,1.92,2.35,1.95,2.5,1.95,2.5,3.2,1.925,1.925,1.9,0.0,1.79,2.9,3.25,3.2,1.85,Coventry,West Ham,Coventry_West Ham_2004
62,3.25,2.0,3.0,-0.25,2.1,3.0,3.25,-0.5,3.3,2.87,2.1,3.4,3.4,2.1,2.0,1.76,1.95,3.25,2.08,2.0,1.8,3.1,1.66,2.0,3.25,1.8,2.05,1.9,-0.5,1.79,3.1,3.2,3.25,2.0,Ipswich,Wolves,Ipswich_Wolves_2004
63,3.75,1.5,5.5,-1.0,1.5,6.0,3.9,-1.0,7.0,7.0,1.533,7.0,3.6,1.53,2.05,2.04,1.4,7.0,1.8,1.4,1.75,4.8,2.0,1.41,3.5,1.85,2.0,1.79,-1.0,1.9,3.6,3.5,4.0,1.8,Leicester,Brighton,Leicester_Brighton_2004
64,3.3,2.0,3.0,-0.25,2.0,3.25,3.2,-0.5,3.0,3.5,2.1,3.1,3.25,1.9,1.9,1.88,2.05,2.9,1.96,2.2,1.9,3.1,2.1,2.1,3.25,1.775,2.125,1.9,-0.25,1.79,3.1,3.2,3.3,1.75,Plymouth,Nott'm Forest,Plymouth_Nott'm Forest_2004
65,3.2,1.85,3.75,-0.5,1.83,3.75,3.2,-0.5,3.75,3.6,1.8,4.2,3.5,1.8,1.9,1.86,1.83,4.4,1.98,1.75,1.9,3.5,1.83,1.8,3.25,1.925,1.925,1.75,-0.5,1.95,3.1,3.25,3.25,1.8,Preston,Rotherham,Preston_Rotherham_2004
66,3.3,1.85,3.5,-0.5,1.9,3.5,3.3,-0.5,3.6,4.0,1.909,3.65,3.25,1.8,1.8,1.9,1.83,3.5,1.94,1.9,2.0,3.5,1.73,1.9,3.25,1.9,1.95,1.9,-0.5,1.79,3.1,3.2,3.3,1.9,Stoke,Derby,Stoke_Derby_2004
67,3.4,1.6,5.0,-0.75,1.57,5.5,3.5,-0.75,6.0,5.5,1.571,6.0,3.4,1.57,1.9,2.1,1.5,5.0,1.74,1.6,1.9,4.3,1.8,1.55,3.4,1.8,2.05,1.9,-1.0,1.79,3.4,3.5,3.5,2.0,Wigan,Cardiff,Wigan_Cardiff_2004
68,3.25,2.5,2.375,0.0,2.5,2.5,3.2,0.0,2.5,2.37,2.6,2.5,3.4,2.5,1.85,1.82,2.4,2.6,2.02,2.4,1.95,2.4,2.5,2.6,3.2,1.925,1.925,1.79,0.5,1.9,3.0,3.2,3.15,1.42,QPR,Sheffield United,QPR_Sheffield United_2004
69,3.2,2.1,3.0,-0.25,2.1,3.0,3.2,-0.25,3.2,3.0,2.1,3.65,3.25,2.1,1.75,1.92,2.0,2.9,1.92,2.2,2.05,3.0,1.6,1.9,3.25,1.875,1.975,1.79,-0.5,1.9,3.0,3.2,3.3,2.1,Reading,Sunderland,Reading_Sunderland_2004
70,3.3,2.0,3.4,-0.5,2.0,3.25,3.35,-0.25,3.0,3.5,1.909,3.3,3.25,1.909,2.0,1.92,2.05,3.65,1.92,1.85,1.8,3.1,2.0,2.05,3.25,2.1,1.75,1.85,-0.25,1.85,3.2,3.25,3.25,1.8,Burnley,Crewe,Burnley_Crewe_2004
71,3.1,2.4,2.4,0.0,2.4,2.6,3.1,0.0,2.62,2.6,2.5,2.6,3.2,2.4,1.85,2.12,2.37,2.55,1.72,2.5,1.95,2.5,2.0,2.5,3.2,1.775,2.075,1.85,0.0,1.85,3.1,3.25,3.2,1.8,Derby,Reading,Derby_Reading_2004
72,3.1,2.4,2.5,0.0,2.5,2.5,3.2,0.0,2.5,2.6,2.4,2.55,3.2,2.4,1.8,1.88,2.5,2.5,1.96,2.5,2.0,2.6,1.9,2.55,3.2,1.875,1.975,1.85,0.0,1.85,3.0,3.25,3.2,1.9,Gillingham,Sunderland,Gillingham_Sunderland_2004
73,3.2,2.1,2.75,-0.25,2.1,3.0,3.25,-0.25,3.0,2.8,2.2,3.0,3.25,2.2,1.85,1.86,2.1,3.3,1.98,2.0,1.95,3.0,1.95,2.2,3.25,1.9,1.95,1.85,-0.25,1.85,3.1,3.25,3.25,1.85,Leeds,Coventry,Leeds_Coventry_2004
74,3.2,1.8,3.4,-0.5,1.9,3.5,3.25,-0.5,3.75,3.75,1.909,3.65,3.25,1.833,1.9,1.78,1.83,3.75,2.06,1.85,1.9,3.8,1.72,1.95,3.25,1.95,1.9,1.85,-0.5,1.85,3.1,3.25,3.25,1.95,Nott'm Forest,Cardiff,Nott'm Forest_Cardiff_2004
75,3.1,2.3,2.75,0.0,2.3,2.75,3.25,0.0,2.75,2.625,2.25,2.75,3.2,2.375,1.8,2.14,2.3,2.7,1.7,2.3,2.0,2.6,1.8,2.35,3.2,1.85,2.0,1.95,-0.25,1.75,3.1,3.2,3.2,2.0,Preston,Stoke,Preston_Stoke_2004
76,3.1,2.4,2.375,0.0,2.4,2.6,3.25,0.0,2.62,2.6,2.6,2.7,3.2,2.4,1.8,2.06,2.37,2.65,1.78,2.35,2.0,2.5,2.0,2.4,3.2,1.8,2.05,1.95,0.0,1.75,3.1,3.2,3.2,1.8,QPR,Plymouth,QPR_Plymouth_2004
77,3.2,2.6,2.25,0.25,2.87,2.2,3.2,0.25,2.25,2.25,2.75,2.35,3.25,2.75,1.75,1.96,2.75,2.3,1.88,2.75,2.05,2.3,2.05,2.75,3.2,1.775,2.075,2.0,0.25,1.71,3.1,3.2,3.2,1.77,Rotherham,Leicester,Rotherham_Leicester_2004
78,3.2,2.3,2.75,-0.25,2.3,2.75,3.25,-0.25,2.75,2.8,2.2,2.75,3.25,2.2,1.8,1.84,2.25,2.7,2.0,2.3,2.0,2.7,1.85,2.35,3.2,2.05,1.8,1.95,-0.25,1.75,3.0,3.25,3.2,1.95,Sheffield United,West Ham,Sheffield United_West Ham_2004
79,3.2,1.8,4.0,-0.5,1.83,3.75,3.3,-0.5,3.75,4.0,1.727,4.2,3.25,1.8,1.85,1.92,1.83,4.5,1.92,1.7,1.95,3.7,1.82,1.83,3.25,1.8,2.05,1.85,-0.5,1.85,3.2,3.4,3.2,1.83,Watford,Brighton,Watford_Brighton_2004
80,3.25,2.5,2.5,0.0,2.37,2.62,3.2,0.0,2.5,2.625,2.4,2.65,3.2,2.375,1.8,1.94,2.4,2.6,1.9,2.4,2.0,2.5,1.95,2.45,3.2,1.9,1.95,1.9,0.0,1.79,3.0,3.25,3.2,1.85,Wolves,Wigan,Wolves_Wigan_2004
81,3.2,1.8,3.4,-0.5,1.83,4.0,3.2,,3.75,4.0,1.909,3.75,3.25,1.909,2.0,,1.83,3.9,,1.85,1.8,3.7,1.74,1.9,3.2,1.925,1.925,1.75,-0.5,1.95,3.2,3.25,3.25,1.9,Ipswich,Millwall,Ipswich_Millwall_2004
82,3.1,2.5,2.5,0.0,2.6,2.4,3.2,,2.5,2.4,2.4,2.5,3.2,2.6,1.9,,2.5,2.4,,2.6,1.9,2.4,1.85,2.6,3.2,2.05,1.8,1.85,0.0,1.85,3.0,3.25,3.2,1.95,Brighton,Wolves,Brighton_Wolves_2004
