,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Cardiff,6,1,0,1,1,A Madley,0,1,3,14,D,6,2014-08-08,Blackburn,E1,3,3,4,12,D,5,Blackburn_Cardiff_2014
1,1,Charlton,3,1,0,1,0,J Adcock,0,0,1,13,D,13,2014-08-09,Brentford,E1,4,4,11,14,D,5,Brentford_Charlton_2014
2,3,Sheffield Weds,13,0,0,1,0,J Linington,1,1,1,13,A,5,2014-08-09,Brighton,E1,1,3,4,11,A,4,Brighton_Sheffield Weds_2014
3,0,Rotherham,8,1,0,0,0,K Friend,0,0,1,11,H,16,2014-08-09,Derby,E1,6,3,8,10,D,3,Derby_Rotherham_2014
4,2,Bournemouth,15,0,0,4,0,S Duncan,0,2,1,8,A,12,2014-08-09,Huddersfield,E1,7,5,7,16,A,4,Huddersfield_Bournemouth_2014
5,3,Fulham,14,2,0,1,1,S Martin,0,0,0,9,H,13,2014-08-09,Ipswich,E1,3,5,5,14,H,3,Ipswich_Fulham_2014
6,1,Birmingham,9,2,0,0,1,G Salisbury,0,0,1,13,H,4,2014-08-09,Middlesbrough,E1,0,8,11,20,H,2,Middlesbrough_Birmingham_2014
7,0,Leeds,8,2,0,0,1,O Langford,0,0,0,11,H,9,2014-08-09,Millwall,E1,3,6,4,14,H,5,Millwall_Leeds_2014
8,1,Blackpool,14,2,0,0,2,T Harrington,0,0,2,10,H,7,2014-08-09,Nott'm Forest,E1,1,4,7,15,H,2,Nott'm Forest_Blackpool_2014
9,0,Bolton,9,3,0,0,2,C Boyeson,0,0,0,18,H,16,2014-08-09,Watford,E1,4,5,4,18,H,7,Watford_Bolton_2014
10,1,Reading,17,2,0,2,1,M Brown,0,0,1,16,D,11,2014-08-09,Wigan,E1,4,3,2,8,H,5,Wigan_Reading_2014
11,0,Norwich,8,1,1,0,0,S Hooper,0,0,3,10,H,12,2014-08-10,Wolves,E1,1,3,3,14,D,5,Wolves_Norwich_2014
12,0,Brighton,15,1,0,0,0,M Brown,0,0,0,15,H,13,2014-08-16,Birmingham,E1,3,5,2,18,D,6,Birmingham_Brighton_2014
13,2,Blackburn,15,1,0,2,0,J Adcock,0,1,3,13,A,11,2014-08-16,Blackpool,E1,4,4,7,16,A,5,Blackpool_Blackburn_2014
14,3,Nott'm Forest,14,2,0,2,2,E Ilderton,0,2,0,9,D,20,2014-08-16,Bolton,E1,7,2,2,9,D,10,Bolton_Nott'm Forest_2014
15,1,Brentford,15,1,0,0,0,G Ward,0,0,3,6,H,17,2014-08-16,Bournemouth,E1,4,5,13,16,D,6,Bournemouth_Brentford_2014
16,0,Huddersfield,13,3,0,1,2,K Hill,0,1,3,13,H,21,2014-08-16,Cardiff,E1,7,9,6,16,H,9,Cardiff_Huddersfield_2014
17,0,Wigan,12,2,0,1,1,A D'Urso,0,1,1,11,H,4,2014-08-16,Charlton,E1,1,5,3,12,D,6,Charlton_Wigan_2014
18,3,Millwall,16,0,0,1,0,L Mason,0,1,0,15,A,11,2014-08-16,Fulham,E1,6,7,11,24,A,2,Fulham_Millwall_2014
19,1,Middlesbrough,7,1,0,0,0,S Attwell,0,0,3,12,H,11,2014-08-16,Leeds,E1,0,4,4,9,D,4,Leeds_Middlesbrough_2014
20,1,Watford,12,3,1,0,1,P Tierney,0,0,1,5,H,10,2014-08-16,Norwich,E1,3,8,11,30,H,1,Norwich_Watford_2014
21,2,Ipswich,15,1,0,0,1,S Hooper,0,0,3,14,H,15,2014-08-16,Reading,E1,3,1,4,6,H,6,Reading_Ipswich_2014
22,3,Wolves,15,1,0,0,0,G Salisbury,0,0,2,6,H,12,2014-08-16,Rotherham,E1,3,3,4,9,D,9,Rotherham_Wolves_2014
23,3,Derby,13,0,0,0,0,S Duncan,0,0,2,10,D,11,2014-08-16,Sheffield Weds,E1,3,7,9,21,D,4,Sheffield Weds_Derby_2014
24,1,Ipswich,10,2,0,2,1,R East,0,0,0,9,D,20,2014-08-19,Birmingham,E1,5,3,3,14,H,5,Birmingham_Ipswich_2014
25,2,Brentford,17,1,0,2,1,M Haywood,0,1,1,9,A,8,2014-08-19,Blackpool,E1,3,5,4,16,D,5,Blackpool_Brentford_2014
26,2,Middlesbrough,15,1,0,2,1,S Martin,0,1,3,8,A,20,2014-08-19,Bolton,E1,6,2,3,11,D,3,Bolton_Middlesbrough_2014
27,2,Nott'm Forest,11,1,0,2,0,K Friend,0,0,2,19,A,9,2014-08-19,Bournemouth,E1,3,5,17,17,D,2,Bournemouth_Nott'm Forest_2014
28,1,Wigan,11,1,0,0,0,R Madley,0,0,0,9,H,12,2014-08-19,Cardiff,E1,1,3,6,10,D,8,Cardiff_Wigan_2014
29,2,Derby,10,3,0,2,2,M Bull,0,1,1,13,H,15,2014-08-19,Charlton,E1,5,7,0,13,H,4,Charlton_Derby_2014
30,5,Brighton,16,0,0,2,0,J Adcock,0,1,1,14,A,13,2014-08-19,Leeds,E1,3,1,2,5,A,2,Leeds_Brighton_2014
31,0,Blackburn,9,3,0,1,1,G Scott,0,1,3,10,H,10,2014-08-19,Norwich,E1,4,11,13,17,D,6,Norwich_Blackburn_2014
32,2,Huddersfield,9,1,0,2,0,S Attwell,0,2,2,8,A,10,2014-08-19,Reading,E1,4,2,5,16,A,2,Reading_Huddersfield_2014
33,2,Watford,11,0,0,2,0,D Webb,0,0,2,7,A,9,2014-08-19,Rotherham,E1,3,3,2,15,D,2,Rotherham_Watford_2014
