,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Coventry,10,1,0,4,1,S Mathieson,0,1,2,21,A,14,2007-08-11,Barnsley,E1,12,3,5,7,D,6,Barnsley_Coventry_2007
1,0,QPR,12,2,0,2,1,K Stroud,0,1,3,18,D,13,2007-08-11,Bristol City,E1,5,8,4,17,D,7,Bristol City_QPR_2007
2,1,West Brom,11,2,0,1,0,E Ilderton,0,1,1,12,H,13,2007-08-11,Burnley,E1,10,4,8,11,A,11,Burnley_West Brom_2007
3,3,Stoke,10,0,0,1,0,S Tanner,0,1,3,13,A,7,2007-08-11,Cardiff,E1,3,10,12,13,A,7,Cardiff_Stoke_2007
4,1,Scunthorpe,10,1,0,1,0,T Kettle,0,0,1,15,D,6,2007-08-11,Charlton,E1,3,4,7,13,D,7,Charlton_Scunthorpe_2007
5,3,Plymouth,20,2,0,3,1,G Laws,0,2,1,14,A,12,2007-08-11,Hull,E1,7,7,0,11,A,1,Hull_Plymouth_2007
6,0,Sheffield Weds,8,4,0,1,3,R Beeby,0,0,2,8,H,10,2007-08-11,Ipswich,E1,3,8,3,12,H,3,Ipswich_Sheffield Weds_2007
7,0,Blackpool,10,0,0,1,0,A D'Urso,0,0,0,6,A,14,2007-08-11,Leicester,E1,6,9,9,21,D,3,Leicester_Blackpool_2007
8,2,Norwich,16,0,0,0,0,P Taylor,0,0,2,14,D,8,2007-08-11,Preston,E1,3,6,15,12,D,0,Preston_Norwich_2007
9,1,Colchester,18,2,0,2,0,M Jones,0,0,0,7,D,5,2007-08-11,Sheffield United,E1,3,10,9,13,D,6,Sheffield United_Colchester_2007
10,3,Crystal Palace,11,1,0,4,1,L Probert,0,2,0,20,A,9,2007-08-11,Southampton,E1,7,9,8,16,A,6,Southampton_Crystal Palace_2007
11,0,Watford,14,1,0,2,1,N Swarbrick,0,0,1,11,A,10,2007-08-11,Wolves,E1,4,5,3,10,H,10,Wolves_Watford_2007
12,1,Bristol City,11,1,0,1,0,C Webster,0,0,0,6,D,14,2007-08-18,Blackpool,E1,7,11,12,19,D,8,Blackpool_Bristol City_2007
13,2,Barnsley,11,2,1,2,1,A Hall,1,1,2,13,D,6,2007-08-18,Colchester,E1,2,5,9,9,D,3,Colchester_Barnsley_2007
14,0,Hull,14,1,1,1,0,B Knight,0,0,2,17,D,10,2007-08-18,Coventry,E1,4,6,7,12,D,2,Coventry_Hull_2007
15,0,Leicester,9,2,0,2,1,M Russell,0,0,2,14,D,8,2007-08-18,Crystal Palace,E1,4,4,6,5,H,5,Crystal Palace_Leicester_2007
16,3,Southampton,13,2,0,1,0,C Oliver,0,1,1,14,H,13,2007-08-18,Norwich,E1,8,5,3,9,A,4,Norwich_Southampton_2007
17,0,Ipswich,16,1,1,1,0,K Friend,0,1,4,20,D,5,2007-08-18,Plymouth,E1,4,5,9,11,A,3,Plymouth_Ipswich_2007
18,2,Cardiff,19,0,0,2,0,P Joslin,0,1,2,14,A,13,2007-08-18,QPR,E1,4,7,2,10,A,8,QPR_Cardiff_2007
19,0,Burnley,15,2,0,0,0,A Bates,0,0,2,16,H,13,2007-08-18,Scunthorpe,E1,4,4,3,11,D,13,Scunthorpe_Burnley_2007
20,2,Charlton,19,2,0,1,0,G Laws,0,0,1,17,H,10,2007-08-18,Stoke,E1,5,4,10,11,D,3,Stoke_Charlton_2007
21,1,Sheffield United,14,1,0,0,0,A Marriner,0,0,0,10,H,3,2007-08-18,Watford,E1,2,1,6,7,D,7,Watford_Sheffield United_2007
22,0,Preston,13,2,0,0,0,M Jones,0,0,2,14,H,7,2007-08-18,West Brom,E1,3,5,4,9,D,3,West Brom_Preston_2007
23,1,Wolves,5,1,0,3,1,P Walton,0,1,3,12,A,4,2007-08-19,Sheffield Weds,E1,3,5,7,14,D,5,Sheffield Weds_Wolves_2007
24,2,Plymouth,10,3,0,2,2,B Knight,0,0,2,14,H,10,2007-08-25,Barnsley,E1,6,6,2,10,H,6,Barnsley_Plymouth_2007
25,3,Scunthorpe,11,2,0,1,2,M Jones,0,1,2,14,H,11,2007-08-25,Bristol City,E1,8,3,7,9,H,2,Bristol City_Scunthorpe_2007
26,0,Coventry,12,0,0,1,0,R Shoebridge,0,1,0,20,A,6,2007-08-25,Cardiff,E1,4,7,3,13,A,5,Cardiff_Coventry_2007
27,1,Sheffield Weds,10,3,0,2,0,K Friend,0,2,2,17,H,10,2007-08-25,Charlton,E1,5,12,5,26,A,5,Charlton_Sheffield Weds_2007
28,2,Norwich,11,2,0,1,0,N Miller,0,0,0,8,H,11,2007-08-25,Hull,E1,4,5,6,15,D,4,Hull_Norwich_2007
29,6,Watford,17,4,0,1,1,A Taylor,0,0,5,18,H,10,2007-08-25,Leicester,E1,4,11,1,15,H,5,Leicester_Watford_2007
30,3,Colchester,18,0,0,3,0,S Tanner,0,1,1,9,A,7,2007-08-25,Preston,E1,3,7,9,15,A,6,Preston_Colchester_2007
31,2,West Brom,19,1,0,0,1,C Webster,0,0,0,8,H,10,2007-08-25,Sheffield United,E1,5,3,10,7,H,2,Sheffield United_West Brom_2007
32,2,Stoke,12,3,0,2,1,R Beeby,0,1,4,20,H,7,2007-08-25,Southampton,E1,5,10,15,21,D,5,Southampton_Stoke_2007
33,2,Blackpool,12,2,0,1,0,T Kettle,0,0,2,17,H,9,2007-08-25,Wolves,E1,5,6,3,11,D,10,Wolves_Blackpool_2007
34,0,Crystal Palace,10,1,0,0,0,A D'Urso,0,0,2,13,H,11,2007-08-26,Ipswich,E1,4,6,2,11,D,5,Ipswich_Crystal Palace_2007
35,0,Burnley,5,2,0,3,1,P Joslin,0,2,4,12,A,7,2007-09-01,Colchester,E1,4,4,9,7,A,5,Colchester_Burnley_2007
36,1,Preston,12,2,0,1,0,A Taylor,0,1,1,14,H,4,2007-09-01,Coventry,E1,2,7,5,17,A,1,Coventry_Preston_2007
37,1,Charlton,10,0,0,1,0,N Miller,0,0,1,5,A,14,2007-09-01,Crystal Palace,E1,6,3,6,9,D,3,Crystal Palace_Charlton_2007
38,0,Cardiff,11,1,0,2,1,C Penton,0,0,1,13,A,12,2007-09-01,Norwich,E1,8,7,8,14,H,8,Norwich_Cardiff_2007
39,0,Leicester,14,0,0,0,0,P Taylor,0,0,2,18,D,8,2007-09-01,Plymouth,E1,2,6,7,11,D,4,Plymouth_Leicester_2007
40,2,Southampton,6,0,0,3,0,M Thorpe,0,2,0,12,A,19,2007-09-01,QPR,E1,12,2,2,9,A,7,QPR_Southampton_2007
41,1,Sheffield United,16,3,1,2,1,K Stroud,1,0,3,18,H,15,2007-09-01,Scunthorpe,E1,9,5,5,14,H,2,Scunthorpe_Sheffield United_2007
42,1,Bristol City,13,0,0,1,0,C Foy,0,1,0,10,A,6,2007-09-01,Sheffield Weds,E1,1,4,13,10,A,4,Sheffield Weds_Bristol City_2007
43,1,Wolves,13,0,0,0,0,L Mason,0,0,1,15,D,11,2007-09-01,Stoke,E1,5,5,4,7,D,13,Stoke_Wolves_2007
44,1,Ipswich,11,2,0,0,1,M Jones,0,0,1,10,H,5,2007-09-01,Watford,E1,0,6,1,15,H,6,Watford_Ipswich_2007
45,1,Barnsley,12,2,0,0,2,G Laws,0,0,3,15,H,8,2007-09-01,West Brom,E1,2,6,8,15,H,1,West Brom_Barnsley_2007
46,3,Hull,13,2,0,1,0,K Friend,0,0,1,21,H,16,2007-09-03,Blackpool,E1,9,11,9,17,D,6,Blackpool_Hull_2007
47,1,Scunthorpe,11,2,0,0,1,N Miller,0,0,1,17,H,8,2007-09-15,Barnsley,E1,4,5,5,8,H,6,Barnsley_Scunthorpe_2007
48,0,Blackpool,11,2,0,2,0,M Dean,0,0,0,6,D,8,2007-09-15,Burnley,E1,5,6,5,12,D,10,Burnley_Blackpool_2007
49,3,Charlton,19,2,0,2,2,M Russell,1,1,1,11,D,10,2007-09-15,Colchester,E1,6,5,7,10,H,4,Colchester_Charlton_2007
