,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,18:00:00,2,Nantes,10,0,0,0,0,1,0,3,15,D,6,2020-08-21,Bordeaux,F1,1,1,2,5,D,3,Bordeaux_Nantes_2020
1,16:00:00,0,Angers,15,0,0,1,0,0,1,0,8,A,12,2020-08-22,Dijon,F1,4,1,3,9,A,9,Dijon_Angers_2020
2,20:00:00,0,Rennes,12,1,1,1,1,1,0,1,16,D,16,2020-08-22,Lille,F1,3,1,4,5,H,2,Lille_Rennes_2020
3,12:00:00,1,Reims,8,0,2,2,1,0,2,3,14,D,9,2020-08-23,Monaco,F1,3,5,8,22,A,1,Monaco_Reims_2020
4,14:00:00,3,Strasbourg,17,0,3,1,0,0,1,2,10,H,7,2020-08-23,Lorient,F1,1,7,6,10,A,1,Lorient_Strasbourg_2020
5,14:00:00,2,Brest,14,1,4,0,2,0,0,3,17,H,10,2020-08-23,Nimes,F1,3,5,4,12,H,4,Nimes_Brest_2020
6,16:00:00,2,Lens,17,0,2,1,1,0,1,3,18,H,17,2020-08-23,Nice,F1,4,2,1,4,D,7,Nice_Lens_2020
7,20:00:00,3,Dijon,12,0,4,1,3,0,1,3,7,H,6,2020-08-28,Lyon,F1,2,12,13,27,H,2,Lyon_Dijon_2020
8,16:00:00,3,Montpellier,18,1,2,1,1,1,0,2,16,H,11,2020-08-29,Rennes,F1,3,7,2,16,H,1,Rennes_Montpellier_2020
9,20:00:00,2,Nice,14,0,0,2,0,0,1,6,11,A,3,2020-08-29,Strasbourg,F1,2,0,3,6,A,1,Strasbourg_Nice_2020
10,12:00:00,4,Lille,20,0,0,1,0,0,1,1,11,A,10,2020-08-30,Reims,F1,3,0,1,4,A,2,Reims_Lille_2020
11,14:00:00,1,Bordeaux,12,0,0,2,0,0,2,3,19,A,7,2020-08-30,Angers,F1,7,2,5,12,A,7,Angers_Bordeaux_2020
12,14:00:00,0,Monaco,14,1,0,1,0,0,1,5,20,A,3,2020-08-30,Metz,F1,2,4,10,14,A,1,Metz_Monaco_2020
13,14:00:00,3,Nimes,16,0,2,1,2,2,0,2,9,H,17,2020-08-30,Nantes,F1,9,5,4,8,H,8,Nantes_Nimes_2020
14,14:00:00,2,Lorient,14,0,2,0,1,0,0,1,23,H,6,2020-08-30,St Etienne,F1,1,5,2,13,H,5,St Etienne_Lorient_2020
15,20:00:00,2,Marseille,17,0,2,3,1,0,2,4,13,A,7,2020-08-30,Brest,F1,4,4,10,19,A,2,Brest_Marseille_2020
16,20:00:00,2,Paris SG,21,0,1,0,0,0,0,2,10,H,8,2020-09-10,Lens,F1,1,3,4,7,D,2,Lens_Paris SG_2020
17,20:00:00,2,Lyon,12,0,0,0,0,0,0,3,19,D,20,2020-09-11,Bordeaux,F1,3,0,4,5,D,5,Bordeaux_Lyon_2020
18,16:00:00,0,Nice,17,0,3,1,1,0,0,2,16,H,9,2020-09-12,Montpellier,F1,1,13,8,20,H,9,Montpellier_Nice_2020
