,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
133,19:00:00,2,Nantes,8,0,1,1,0,0,1,1,11,D,11,2019-11-23,Brest,F1,4,4,6,13,A,5,Brest_Nantes_2019
134,19:00:00,1,Rennes,18,0,2,1,0,0,0,2,15,H,11,2019-11-23,Dijon,F1,4,6,4,16,D,4,Dijon_Rennes_2019
135,19:00:00,2,Reims,14,1,1,1,0,0,1,2,13,D,18,2019-11-23,Metz,F1,6,2,6,9,A,5,Metz_Reims_2019
136,14:00:00,3,Monaco,16,1,2,1,1,0,1,5,20,H,11,2019-11-24,Bordeaux,F1,3,6,5,17,D,12,Bordeaux_Monaco_2019
137,16:00:00,3,Montpellier,18,0,0,0,0,0,0,3,19,D,8,2019-11-24,St Etienne,F1,2,2,1,9,D,5,St Etienne_Montpellier_2019
138,20:00:00,3,Marseille,16,0,0,2,0,1,0,3,13,A,14,2019-11-24,Toulouse,F1,7,3,1,10,D,7,Toulouse_Marseille_2019
139,19:45:00,0,Brest,11,0,2,1,0,0,0,2,14,H,4,2019-11-29,Marseille,F1,1,10,8,34,D,0,Marseille_Brest_2019
140,16:30:00,3,Lyon,12,0,1,2,1,0,1,1,11,A,8,2019-11-30,Strasbourg,F1,4,2,3,9,D,1,Strasbourg_Lyon_2019
141,19:00:00,2,Dijon,16,0,1,0,1,0,0,1,16,H,8,2019-11-30,Lille,F1,0,5,11,19,H,3,Lille_Dijon_2019
142,19:00:00,1,Amiens,13,1,4,2,1,0,1,2,15,H,6,2019-11-30,Montpellier,F1,2,10,4,20,D,2,Montpellier_Amiens_2019
143,19:00:00,2,Angers,10,0,3,1,1,0,1,1,13,H,10,2019-11-30,Nice,F1,4,7,0,10,D,7,Nice_Angers_2019
144,19:00:00,1,Metz,12,0,1,1,0,0,1,6,19,D,10,2019-11-30,Nimes,F1,4,3,6,14,A,2,Nimes_Metz_2019
145,19:00:00,2,Bordeaux,14,0,1,1,0,1,1,1,14,D,5,2019-11-30,Reims,F1,1,6,15,19,A,2,Reims_Bordeaux_2019
146,14:00:00,1,Toulouse,15,1,2,1,1,0,0,3,15,H,7,2019-12-01,Nantes,F1,3,8,10,21,H,4,Nantes_Toulouse_2019
147,16:00:00,1,St Etienne,15,0,2,1,1,0,1,3,11,H,5,2019-12-01,Rennes,F1,1,5,6,14,D,1,Rennes_St Etienne_2019
148,18:00:00,1,Marseille,11,0,0,2,0,0,2,1,11,A,10,2019-12-03,Angers,F1,4,2,3,9,A,1,Angers_Marseille_2019
149,18:00:00,2,Nimes,14,0,6,0,2,0,0,1,13,H,7,2019-12-03,Bordeaux,F1,1,8,0,12,H,6,Bordeaux_Nimes_2019
150,18:00:00,2,Strasbourg,9,0,5,0,2,0,0,1,11,H,9,2019-12-03,Brest,F1,3,8,3,11,H,7,Brest_Strasbourg_2019
151,20:05:00,1,Lille,13,0,0,1,0,0,0,2,9,A,8,2019-12-03,Lyon,F1,2,3,9,11,D,1,Lyon_Lille_2019
152,18:00:00,3,Montpellier,15,0,2,2,1,0,2,3,20,D,18,2019-12-04,Dijon,F1,6,2,12,18,A,6,Dijon_Montpellier_2019
153,18:00:00,2,Rennes,13,0,0,1,0,0,1,0,8,A,12,2019-12-04,Metz,F1,2,4,8,20,A,8,Metz_Rennes_2019
154,18:00:00,2,Nice,15,0,4,1,3,0,1,3,11,H,16,2019-12-04,St Etienne,F1,4,7,8,15,H,5,St Etienne_Nice_2019
155,18:00:00,0,Monaco,18,0,1,2,1,0,1,1,10,A,18,2019-12-04,Toulouse,F1,7,3,2,14,D,6,Toulouse_Monaco_2019
156,20:05:00,1,Nantes,11,0,2,0,0,0,0,2,14,H,11,2019-12-04,Paris SG,F1,4,6,5,10,D,9,Paris SG_Nantes_2019
157,18:00:00,0,Brest,10,0,1,0,1,0,0,1,9,H,6,2019-12-06,Lille,F1,0,10,7,16,H,3,Lille_Brest_2019
158,19:45:00,2,Lyon,10,0,0,4,0,2,1,2,15,A,22,2019-12-06,Nimes,F1,8,2,1,6,A,5,Nimes_Lyon_2019
159,16:30:00,5,Paris SG,17,0,1,3,1,1,0,3,18,A,14,2019-12-07,Montpellier,F1,5,1,4,6,H,4,Montpellier_Paris SG_2019
160,19:00:00,0,Amiens,10,0,3,0,0,0,0,0,8,H,5,2019-12-07,Monaco,F1,2,8,8,20,D,1,Monaco_Amiens_2019
161,19:00:00,0,Metz,8,0,4,1,2,0,0,2,13,H,18,2019-12-07,Nice,F1,3,5,2,14,H,4,Nice_Metz_2019
162,19:00:00,3,Angers,15,0,2,1,1,0,0,1,12,H,12,2019-12-07,Rennes,F1,1,3,4,8,H,4,Rennes_Angers_2019
163,19:00:00,0,Toulouse,10,0,4,2,2,0,1,1,7,H,14,2019-12-07,Strasbourg,F1,9,7,3,18,H,5,Strasbourg_Toulouse_2019
164,14:00:00,2,St Etienne,10,0,3,1,1,0,0,2,14,H,11,2019-12-08,Reims,F1,4,3,1,10,H,2,Reims_St Etienne_2019
165,16:00:00,1,Dijon,12,0,1,0,0,0,0,2,14,H,5,2019-12-08,Nantes,F1,1,6,9,17,D,1,Nantes_Dijon_2019
166,20:00:00,2,Bordeaux,10,0,3,1,0,0,1,1,9,H,3,2019-12-08,Marseille,F1,2,6,7,25,A,0,Marseille_Bordeaux_2019
167,19:45:00,3,Montpellier,13,0,2,1,1,0,0,1,15,H,10,2019-12-13,Lille,F1,4,9,4,14,H,5,Lille_Montpellier_2019
168,16:30:00,4,Marseille,15,0,1,1,1,0,0,1,13,D,16,2019-12-14,Metz,F1,5,3,1,6,H,7,Metz_Marseille_2019
169,19:00:00,1,Dijon,15,0,1,1,1,0,1,3,8,D,10,2019-12-14,Amiens,F1,5,2,5,6,D,3,Amiens_Dijon_2019
170,19:00:00,4,Monaco,16,0,0,0,0,0,0,3,15,D,7,2019-12-14,Angers,F1,2,5,7,10,D,6,Angers_Monaco_2019
171,19:00:00,3,Nice,13,0,0,0,0,0,0,2,11,D,15,2019-12-14,Brest,F1,7,4,5,16,D,6,Brest_Nice_2019
172,19:00:00,0,Nantes,17,0,0,1,0,0,1,3,21,A,10,2019-12-14,Nimes,F1,5,4,9,16,A,3,Nimes_Nantes_2019
173,19:00:00,0,Reims,17,0,0,1,0,0,1,2,14,A,10,2019-12-14,Toulouse,F1,4,5,4,9,A,8,Toulouse_Reims_2019
174,14:00:00,3,Strasbourg,12,0,0,1,0,0,1,2,13,A,7,2019-12-15,Bordeaux,F1,4,3,5,13,A,7,Bordeaux_Strasbourg_2019
175,16:00:00,3,Rennes,20,0,0,1,0,0,0,3,15,A,12,2019-12-15,Lyon,F1,6,3,5,10,D,7,Lyon_Rennes_2019
