,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Paris SG,20,0,1,1,0,0,0,2,17,A,7,2015-08-07,Lille,F1,2,2,3,12,D,2,Lille_Paris SG_2015
1,0,Rennes,15,2,0,1,0,1,1,1,19,H,6,2015-08-08,Bastia,F1,3,3,6,11,A,2,Bastia_Rennes_2015
2,1,Caen,10,0,0,1,0,0,1,0,10,A,8,2015-08-08,Marseille,F1,4,4,14,17,A,2,Marseille_Caen_2015
3,3,Angers,12,0,0,2,0,0,1,2,15,A,16,2015-08-08,Montpellier,F1,6,4,5,11,A,9,Montpellier_Angers_2015
4,2,Guingamp,13,1,0,0,0,0,0,2,16,H,10,2015-08-08,Nantes,F1,4,4,6,9,D,2,Nantes_Guingamp_2015
5,2,Monaco,18,1,0,2,1,1,0,2,18,A,19,2015-08-08,Nice,F1,6,2,2,5,H,10,Nice_Monaco_2015
6,0,Ajaccio GFCO,11,0,0,0,0,0,0,4,8,D,6,2015-08-08,Troyes,F1,1,4,9,12,D,3,Troyes_Ajaccio GFCO_2015
7,2,Reims,14,1,0,2,1,0,0,2,12,A,14,2015-08-09,Bordeaux,F1,6,4,4,14,H,3,Bordeaux_Reims_2015
8,1,Lorient,11,0,0,0,0,0,0,2,12,D,10,2015-08-09,Lyon,F1,5,6,7,21,D,2,Lyon_Lorient_2015
9,0,St Etienne,10,2,0,1,1,1,1,1,10,H,11,2015-08-09,Toulouse,F1,2,3,3,9,D,4,Toulouse_St Etienne_2015
10,1,Lille,12,0,0,0,0,0,0,5,19,D,9,2015-08-14,Monaco,F1,2,3,4,9,D,6,Monaco_Lille_2015
11,3,Nantes,12,0,0,0,0,0,0,4,17,D,2,2015-08-15,Angers,F1,1,3,4,10,D,2,Angers_Nantes_2015
12,1,Toulouse,14,1,1,0,0,0,0,3,14,H,13,2015-08-15,Caen,F1,4,3,3,9,D,3,Caen_Toulouse_2015
13,2,Lyon,16,0,0,1,0,0,0,2,18,A,11,2015-08-15,Guingamp,F1,3,3,9,11,D,2,Guingamp_Lyon_2015
14,3,Montpellier,11,1,0,0,0,0,0,1,9,H,4,2015-08-15,Rennes,F1,0,2,3,10,D,4,Rennes_Montpellier_2015
15,2,Bordeaux,17,1,0,1,0,0,0,1,11,D,17,2015-08-15,St Etienne,F1,3,2,1,7,D,8,St Etienne_Bordeaux_2015
16,3,Nice,11,3,0,3,1,1,3,3,13,D,18,2015-08-15,Troyes,F1,6,7,11,11,A,3,Troyes_Nice_2015
17,3,Bastia,13,1,0,1,0,0,1,2,15,D,7,2015-08-16,Lorient,F1,2,4,4,12,A,2,Lorient_Bastia_2015
18,1,Ajaccio GFCO,8,2,0,0,2,0,0,3,14,H,8,2015-08-16,Paris SG,F1,2,6,4,18,H,1,Paris SG_Ajaccio GFCO_2015
