,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Sochaux,10,0,0,1,0,0,1,2,18,A,9,2009-08-08,Auxerre,F1,3,2,6,12,A,10,Auxerre_Sochaux_2009
1,2,Marseille,14,0,0,2,0,0,1,1,19,A,16,2009-08-08,Grenoble,F1,5,1,3,6,A,6,Grenoble_Marseille_2009
2,3,Lyon,18,2,0,2,1,0,1,2,18,D,20,2009-08-08,Le Mans,F1,6,4,3,8,D,11,Le Mans_Lyon_2009
3,2,Toulouse,17,1,0,0,1,1,0,3,19,H,11,2009-08-08,Monaco,F1,4,6,8,11,H,4,Monaco_Toulouse_2009
4,1,Paris SG,15,1,0,1,0,1,0,3,18,D,10,2009-08-08,Montpellier,F1,2,2,4,10,D,2,Montpellier_Paris SG_2009
5,1,Boulogne,12,3,0,0,2,0,0,0,7,H,13,2009-08-08,Rennes,F1,4,6,12,15,H,4,Rennes_Boulogne_2009
6,1,Nice,15,0,0,2,0,0,1,2,19,A,8,2009-08-08,St Etienne,F1,3,5,8,13,A,1,St Etienne_Nice_2009
7,3,Nancy,22,1,0,3,1,1,1,3,16,A,11,2009-08-08,Valenciennes,F1,5,2,10,19,D,2,Valenciennes_Nancy_2009
8,0,Lens,14,4,0,1,1,0,1,1,20,H,7,2009-08-09,Bordeaux,F1,1,5,4,13,D,3,Bordeaux_Lens_2009
9,2,Lorient,20,1,0,2,0,0,1,5,17,A,6,2009-08-09,Lille,F1,4,6,15,19,A,2,Lille_Lorient_2009
10,1,Auxerre,14,2,0,0,1,0,0,1,17,H,12,2009-08-15,Lens,F1,2,4,3,8,H,5,Lens_Auxerre_2009
11,1,Montpellier,10,2,0,2,0,0,0,3,23,D,14,2009-08-15,Lorient,F1,6,5,2,12,D,2,Lorient_Montpellier_2009
12,1,Valenciennes,14,1,0,0,1,0,0,3,16,H,5,2009-08-15,Lyon,F1,1,9,5,24,H,2,Lyon_Valenciennes_2009
13,1,Monaco,10,4,0,0,2,0,0,2,10,H,19,2009-08-15,Nancy,F1,8,5,2,7,H,6,Nancy_Monaco_2009
14,0,Le Mans,13,3,0,1,1,0,1,2,17,H,9,2009-08-15,Paris SG,F1,5,5,8,13,D,6,Paris SG_Le Mans_2009
15,2,Bordeaux,12,2,0,3,0,0,2,0,13,A,19,2009-08-15,Sochaux,F1,7,7,8,8,A,7,Sochaux_Bordeaux_2009
16,1,St Etienne,26,3,0,1,1,0,1,1,20,H,6,2009-08-15,Toulouse,F1,3,7,4,14,D,2,Toulouse_St Etienne_2009
17,2,Grenoble,23,2,0,1,2,0,0,2,15,H,9,2009-08-16,Boulogne,F1,2,6,6,13,H,7,Boulogne_Grenoble_2009
18,3,Lille,19,1,1,0,1,0,0,2,24,H,10,2009-08-16,Marseille,F1,5,4,6,17,H,2,Marseille_Lille_2009
19,1,Rennes,21,1,1,1,1,0,1,0,23,D,10,2009-08-16,Nice,F1,5,4,5,14,D,2,Nice_Rennes_2009
20,1,Lyon,10,0,0,3,0,0,2,1,14,A,11,2009-08-22,Auxerre,F1,4,5,7,14,A,7,Auxerre_Lyon_2009
21,2,Nancy,19,2,0,1,1,0,0,3,19,H,7,2009-08-22,Le Mans,F1,2,9,6,21,H,3,Le Mans_Nancy_2009
22,2,Lorient,23,2,0,0,2,0,0,2,7,H,13,2009-08-22,Monaco,F1,1,6,4,10,H,12,Monaco_Lorient_2009
23,2,Sochaux,31,2,0,0,0,0,0,4,24,H,9,2009-08-22,Montpellier,F1,4,3,5,15,D,1,Montpellier_Sochaux_2009
24,1,Marseille,21,1,0,1,1,0,0,2,14,D,15,2009-08-22,Rennes,F1,5,5,2,14,H,5,Rennes_Marseille_2009
25,0,Boulogne,14,0,1,1,0,0,1,2,17,A,3,2009-08-22,St Etienne,F1,2,6,7,29,A,1,St Etienne_Boulogne_2009
26,1,Paris SG,16,2,0,3,0,0,1,2,16,A,14,2009-08-22,Valenciennes,F1,10,6,3,20,A,2,Valenciennes_Paris SG_2009
27,1,Nice,19,4,0,0,1,0,0,3,24,H,17,2009-08-23,Bordeaux,F1,5,6,0,12,H,1,Bordeaux_Nice_2009
28,2,Lens,16,1,0,2,1,0,1,3,16,A,8,2009-08-23,Grenoble,F1,2,8,6,15,D,2,Grenoble_Lens_2009
29,0,Toulouse,16,1,0,1,1,0,0,3,21,D,9,2009-08-23,Lille,F1,1,5,10,14,H,2,Lille_Toulouse_2009
30,0,Auxerre,11,0,0,0,0,0,0,0,11,D,10,2009-08-29,Boulogne,F1,1,0,2,7,D,5,Boulogne_Auxerre_2009
31,1,Rennes,12,2,1,2,1,1,1,3,11,D,20,2009-08-29,Lens,F1,4,6,5,10,D,5,Lens_Rennes_2009
32,3,Le Mans,14,1,0,0,0,0,0,2,17,H,13,2009-08-29,Lorient,F1,3,2,5,11,D,7,Lorient_Le Mans_2009
33,0,Nancy,24,3,0,1,1,0,0,3,15,H,13,2009-08-29,Lyon,F1,6,4,6,13,H,6,Lyon_Nancy_2009
34,0,Montpellier,16,0,0,3,0,1,1,1,14,A,14,2009-08-29,Nice,F1,6,4,8,20,A,2,Nice_Montpellier_2009
35,1,Monaco,26,1,0,0,1,0,0,3,25,H,16,2009-08-29,Sochaux,F1,5,3,4,11,H,6,Sochaux_Monaco_2009
36,1,Grenoble,17,1,0,0,1,0,0,2,12,H,13,2009-08-29,St Etienne,F1,2,4,6,16,H,0,St Etienne_Grenoble_2009
37,2,Bordeaux,19,0,0,0,0,0,0,5,21,D,7,2009-08-30,Marseille,F1,5,3,4,16,D,3,Marseille_Bordeaux_2009
38,0,Lille,15,3,0,0,1,0,0,1,15,H,17,2009-08-30,Paris SG,F1,6,7,3,10,H,8,Paris SG_Lille_2009
39,1,Valenciennes,13,0,0,1,0,0,0,0,17,A,9,2009-08-30,Toulouse,F1,2,8,9,21,D,3,Toulouse_Valenciennes_2009
40,0,Grenoble,14,1,0,0,1,0,0,2,30,H,7,2009-09-12,Bordeaux,F1,4,3,3,12,H,6,Bordeaux_Grenoble_2009
41,3,Marseille,23,1,0,2,0,0,1,1,15,A,13,2009-09-12,Le Mans,F1,3,1,3,7,A,3,Le Mans_Marseille_2009
42,0,Sochaux,15,1,0,0,0,0,0,2,15,H,6,2009-09-12,Lille,F1,2,3,5,17,D,4,Lille_Sochaux_2009
43,2,Lorient,13,1,0,0,0,0,0,2,20,H,15,2009-09-12,Lyon,F1,3,4,4,15,D,5,Lyon_Lorient_2009
44,3,Lens,21,1,0,0,1,0,0,4,21,H,6,2009-09-12,Montpellier,F1,1,4,1,14,H,3,Montpellier_Lens_2009
45,3,Toulouse,16,0,0,0,0,1,0,3,15,D,15,2009-09-12,Nancy,F1,4,1,1,8,D,7,Nancy_Toulouse_2009
46,0,Boulogne,16,1,0,1,0,0,0,1,15,D,10,2009-09-12,Valenciennes,F1,3,3,10,21,D,1,Valenciennes_Boulogne_2009
47,2,Nice,17,2,0,0,1,0,0,2,13,H,11,2009-09-13,Auxerre,F1,3,3,2,6,H,5,Auxerre_Nice_2009
48,1,Paris SG,15,2,1,0,0,0,0,2,12,H,16,2009-09-13,Monaco,F1,6,4,7,13,D,6,Monaco_Paris SG_2009
49,2,St Etienne,13,1,0,0,0,0,0,2,15,H,8,2009-09-13,Rennes,F1,2,7,3,21,D,3,Rennes_St Etienne_2009
50,2,Bordeaux,16,0,0,2,0,0,1,2,14,A,17,2009-09-19,Boulogne,F1,5,1,6,4,A,4,Boulogne_Bordeaux_2009
51,2,Rennes,11,0,0,4,0,0,3,2,23,A,16,2009-09-19,Grenoble,F1,10,1,6,11,A,5,Grenoble_Rennes_2009
52,1,Nancy,17,3,0,1,1,0,0,2,18,H,10,2009-09-19,Lorient,F1,2,6,5,18,H,4,Lorient_Nancy_2009
53,0,Montpellier,15,4,0,2,3,0,0,3,24,H,13,2009-09-19,Marseille,F1,4,4,3,6,H,3,Marseille_Montpellier_2009
54,2,Monaco,20,1,0,3,1,0,2,2,20,A,11,2009-09-19,Nice,F1,4,3,4,17,A,1,Nice_Monaco_2009
55,1,Valenciennes,9,2,0,5,2,1,1,2,22,A,14,2009-09-19,Sochaux,F1,7,7,6,18,H,4,Sochaux_Valenciennes_2009
56,2,Auxerre,15,1,0,1,1,0,0,2,12,D,13,2009-09-19,St Etienne,F1,4,4,7,16,H,4,St Etienne_Auxerre_2009
57,4,Lille,19,1,1,1,0,0,0,0,19,D,10,2009-09-20,Lens,F1,2,2,5,13,D,5,Lens_Lille_2009
58,1,Lyon,13,1,0,1,1,0,0,2,13,D,11,2009-09-20,Paris SG,F1,5,7,6,14,H,4,Paris SG_Lyon_2009
59,0,Le Mans,10,2,0,0,1,0,0,2,17,H,19,2009-09-20,Toulouse,F1,6,7,4,19,H,11,Toulouse_Le Mans_2009
60,0,Grenoble,17,2,1,0,0,1,0,1,19,H,9,2009-09-26,Auxerre,F1,4,5,5,11,D,5,Auxerre_Grenoble_2009
61,2,Paris SG,16,1,0,1,1,0,1,2,15,D,6,2009-09-26,Lorient,F1,4,5,1,16,D,4,Lorient_Paris SG_2009
62,2,Toulouse,13,2,0,1,0,0,1,2,8,H,8,2009-09-26,Lyon,F1,2,10,6,28,A,5,Lyon_Toulouse_2009
63,2,St Etienne,16,1,0,2,0,0,1,1,20,A,8,2009-09-26,Monaco,F1,2,3,7,8,A,2,Monaco_St Etienne_2009
64,1,Boulogne,16,1,0,0,0,0,0,3,20,H,5,2009-09-26,Montpellier,F1,0,2,9,22,D,3,Montpellier_Boulogne_2009
65,2,Sochaux,13,2,0,1,2,0,0,1,17,H,12,2009-09-26,Nancy,F1,4,4,2,12,H,7,Nancy_Sochaux_2009
66,3,Marseille,18,3,0,2,2,0,2,2,10,H,12,2009-09-26,Valenciennes,F1,6,5,4,8,D,6,Valenciennes_Marseille_2009
67,2,Rennes,13,1,0,0,1,0,0,2,17,H,11,2009-09-27,Bordeaux,F1,2,4,3,16,H,4,Bordeaux_Rennes_2009
68,0,Lens,18,3,0,0,2,0,0,0,14,H,7,2009-09-27,Le Mans,F1,2,8,5,20,H,2,Le Mans_Lens_2009
69,2,Nice,25,1,0,1,0,0,0,2,21,D,8,2009-09-27,Lille,F1,1,4,7,14,D,2,Lille_Nice_2009
70,2,Montpellier,25,2,0,3,0,0,2,2,25,A,9,2009-10-03,Grenoble,F1,3,7,8,17,A,8,Grenoble_Montpellier_2009
71,1,Lyon,14,0,0,2,0,0,1,2,16,A,12,2009-10-03,Lens,F1,2,5,2,11,A,0,Lens_Lyon_2009
