,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Toulouse,12,3,0,2,1,0,1,3,23,H,6,2017-08-04,Monaco,F1,3,7,8,17,D,2,Monaco_Toulouse_2017
1,2,Strasbourg,11,4,0,0,1,0,0,3,16,H,7,2017-08-05,Lyon,F1,1,7,3,12,H,4,Lyon_Strasbourg_2017
2,1,Guingamp,9,1,0,3,1,0,1,2,13,A,13,2017-08-05,Metz,F1,5,4,3,6,D,3,Metz_Guingamp_2017
3,2,Caen,9,1,0,0,0,0,0,1,11,H,8,2017-08-05,Montpellier,F1,1,2,9,10,D,3,Montpellier_Caen_2017
4,0,Amiens,9,2,0,0,1,0,0,1,12,H,7,2017-08-05,Paris SG,F1,1,5,8,16,H,3,Paris SG_Amiens_2017
5,2,Nice,11,1,0,0,1,0,0,1,8,H,6,2017-08-05,St Etienne,F1,2,3,2,8,H,7,St Etienne_Nice_2017
6,1,Rennes,13,1,0,1,0,0,0,0,8,D,16,2017-08-05,Troyes,F1,4,4,6,11,D,7,Troyes_Rennes_2017
7,3,Bordeaux,16,2,0,2,1,0,1,2,15,D,7,2017-08-06,Angers,F1,4,5,0,9,D,5,Angers_Bordeaux_2017
8,2,Nantes,11,3,0,0,0,0,0,3,17,H,9,2017-08-06,Lille,F1,4,5,15,14,D,3,Lille_Nantes_2017
9,1,Dijon,7,3,0,0,0,0,0,0,10,H,12,2017-08-06,Marseille,F1,1,5,7,18,D,3,Marseille_Dijon_2017
10,2,Troyes,11,1,0,2,0,0,0,3,8,A,10,2017-08-11,Nice,F1,4,6,10,20,D,4,Nice_Troyes_2017
11,1,Lyon,9,1,0,2,0,0,0,3,16,A,17,2017-08-11,Rennes,F1,8,5,14,17,D,2,Rennes_Lyon_2017
12,3,Angers,8,0,0,2,0,0,1,2,18,A,12,2017-08-12,Amiens,F1,6,1,5,10,A,5,Amiens_Angers_2017
13,1,Metz,17,2,0,0,1,0,0,2,10,H,6,2017-08-12,Bordeaux,F1,1,5,5,12,H,1,Bordeaux_Metz_2017
14,1,St Etienne,12,0,0,1,0,0,0,1,15,A,6,2017-08-12,Caen,F1,4,4,8,10,D,2,Caen_St Etienne_2017
15,1,Marseille,13,0,0,1,0,0,0,3,12,A,13,2017-08-12,Nantes,F1,10,3,6,14,D,9,Nantes_Marseille_2017
16,4,Montpellier,25,1,0,0,1,0,0,3,12,H,14,2017-08-12,Toulouse,F1,1,4,5,8,H,3,Toulouse_Montpellier_2017
17,0,Monaco,10,1,0,4,1,0,3,2,12,A,16,2017-08-13,Dijon,F1,6,3,6,15,A,10,Dijon_Monaco_2017
18,2,Paris SG,9,0,0,3,0,0,0,2,13,A,21,2017-08-13,Guingamp,F1,8,0,4,4,D,6,Guingamp_Paris SG_2017
19,1,Lille,8,3,1,0,0,0,0,2,13,H,12,2017-08-13,Strasbourg,F1,2,9,7,22,D,5,Strasbourg_Lille_2017
20,2,Monaco,17,0,0,1,0,0,0,1,16,A,22,2017-08-18,Metz,F1,5,5,6,9,D,6,Metz_Monaco_2017
21,2,Bordeaux,20,3,0,3,2,1,1,2,16,D,16,2017-08-19,Lyon,F1,6,5,0,8,H,8,Lyon_Bordeaux_2017
22,2,Strasbourg,6,1,0,1,0,0,1,3,18,D,7,2017-08-19,Montpellier,F1,1,5,9,16,A,2,Montpellier_Strasbourg_2017
23,2,Guingamp,12,2,0,0,1,0,0,2,15,H,13,2017-08-19,Nice,F1,1,8,4,14,H,5,Nice_Guingamp_2017
24,2,Dijon,9,2,0,2,1,0,0,4,13,D,12,2017-08-19,Rennes,F1,4,7,7,14,H,0,Rennes_Dijon_2017
25,2,Amiens,11,3,0,0,2,0,0,2,12,H,16,2017-08-19,St Etienne,F1,1,5,3,13,H,11,St Etienne_Amiens_2017
26,1,Nantes,7,0,1,1,0,0,0,0,8,A,11,2017-08-19,Troyes,F1,4,1,2,8,D,10,Troyes_Nantes_2017
27,2,Caen,9,0,0,2,0,0,1,2,12,A,11,2017-08-20,Lille,F1,3,4,5,15,A,3,Lille_Caen_2017
28,3,Angers,20,1,0,1,1,1,0,2,7,D,11,2017-08-20,Marseille,F1,4,2,11,12,H,2,Marseille_Angers_2017
29,0,Toulouse,8,6,0,2,2,1,1,4,19,H,7,2017-08-20,Paris SG,F1,1,15,7,24,H,1,Paris SG_Toulouse_2017
30,2,St Etienne,20,3,0,0,1,0,0,3,12,H,12,2017-08-25,Paris SG,F1,2,4,8,14,H,3,Paris SG_St Etienne_2017
31,3,Nice,14,3,0,0,2,0,0,3,7,H,12,2017-08-26,Amiens,F1,3,4,3,12,H,4,Amiens_Nice_2017
32,0,Troyes,9,2,0,1,1,0,0,1,17,H,5,2017-08-26,Bordeaux,F1,2,8,4,12,H,4,Bordeaux_Troyes_2017
33,2,Metz,11,1,0,0,0,0,0,2,16,H,9,2017-08-26,Caen,F1,2,4,9,16,D,3,Caen_Metz_2017
34,2,Montpellier,18,2,0,1,1,0,0,2,14,H,11,2017-08-26,Dijon,F1,2,2,2,7,H,4,Dijon_Montpellier_2017
35,1,Lyon,13,0,0,0,0,0,0,1,11,D,16,2017-08-26,Nantes,F1,3,2,1,6,D,8,Nantes_Lyon_2017
36,4,Rennes,19,3,1,2,1,0,1,3,22,H,14,2017-08-26,Toulouse,F1,3,7,3,11,D,4,Toulouse_Rennes_2017
37,2,Lille,10,1,0,1,0,0,0,5,10,D,13,2017-08-27,Angers,F1,3,2,7,11,D,1,Angers_Lille_2017
38,1,Strasbourg,12,2,0,0,0,0,0,2,14,H,15,2017-08-27,Guingamp,F1,3,6,2,14,D,7,Guingamp_Strasbourg_2017
39,2,Marseille,11,6,0,1,4,0,0,3,14,H,10,2017-08-27,Monaco,F1,3,8,1,14,H,1,Monaco_Marseille_2017
40,2,Bordeaux,11,0,0,0,0,1,0,4,13,D,17,2017-09-08,Lille,F1,1,2,5,8,D,3,Lille_Bordeaux_2017
41,0,Paris SG,10,1,0,5,1,1,1,1,8,A,23,2017-09-08,Metz,F1,12,1,6,8,D,7,Metz_Paris SG_2017
42,1,Dijon,19,2,0,1,1,1,1,2,17,H,9,2017-09-09,Caen,F1,4,3,8,12,D,3,Caen_Dijon_2017
43,1,Nantes,7,0,0,1,0,1,0,2,12,A,12,2017-09-09,Montpellier,F1,4,3,8,11,D,3,Montpellier_Nantes_2017
44,2,Monaco,19,4,0,0,2,0,0,2,14,H,11,2017-09-09,Nice,F1,1,5,2,9,H,11,Nice_Monaco_2017
45,1,Amiens,22,0,0,1,0,1,1,3,14,A,8,2017-09-09,Strasbourg,F1,3,3,6,10,A,0,Strasbourg_Amiens_2017
46,2,Toulouse,12,0,0,0,0,0,0,3,13,D,7,2017-09-09,Troyes,F1,0,3,4,11,D,1,Troyes_Toulouse_2017
47,2,Guingamp,16,2,0,1,1,0,0,2,16,H,13,2017-09-10,Lyon,F1,6,4,3,12,H,6,Lyon_Guingamp_2017
48,6,Rennes,18,1,0,3,0,0,2,1,14,A,17,2017-09-10,Marseille,F1,4,4,5,10,A,2,Marseille_Rennes_2017
49,3,Angers,9,1,1,1,1,1,1,2,19,D,15,2017-09-10,St Etienne,F1,6,4,1,8,D,3,St Etienne_Angers_2017
50,3,Bordeaux,17,0,0,1,0,0,0,1,10,A,14,2017-09-15,Toulouse,F1,4,5,3,16,D,9,Toulouse_Bordeaux_2017
