,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,1,F1,Lyon,H,0,2003-08-01,H,Lille,1,0,Lille_Lyon_2003
1,0,F1,Nice,A,1,2003-08-02,A,Auxerre,1,2,Auxerre_Nice_2003
2,0,F1,Marseille,A,0,2003-08-02,D,Guingamp,0,1,Guingamp_Marseille_2003
3,0,F1,Le Mans,D,0,2003-08-02,D,Lens,0,0,Lens_Le Mans_2003
4,0,F1,Ajaccio,A,1,2003-08-02,A,Metz,0,1,Metz_Ajaccio_2003
5,1,F1,Bordeaux,H,0,2003-08-02,H,Monaco,2,0,Monaco_Bordeaux_2003
6,0,F1,Rennes,D,1,2003-08-02,A,Montpellier,1,1,Montpellier_Rennes_2003
7,0,F1,Bastia,D,0,2003-08-02,D,Paris SG,0,0,Paris SG_Bastia_2003
8,1,F1,Nantes,H,1,2003-08-02,D,Sochaux,2,1,Sochaux_Nantes_2003
9,0,F1,Strasbourg,D,0,2003-08-02,D,Toulouse,1,1,Toulouse_Strasbourg_2003
10,0,F1,Auxerre,H,0,2003-08-08,D,Marseille,1,0,Marseille_Auxerre_2003
11,0,F1,Metz,A,1,2003-08-09,A,Bastia,0,2,Bastia_Metz_2003
12,0,F1,Montpellier,A,0,2003-08-09,D,Bordeaux,0,1,Bordeaux_Montpellier_2003
13,0,F1,Ajaccio,A,1,2003-08-09,A,Le Mans,0,1,Le Mans_Ajaccio_2003
14,1,F1,Paris SG,H,0,2003-08-09,H,Lille,1,0,Lille_Paris SG_2003
15,3,F1,Monaco,H,0,2003-08-09,H,Lyon,3,1,Lyon_Monaco_2003
16,0,F1,Lens,H,0,2003-08-09,D,Nantes,2,0,Nantes_Lens_2003
17,0,F1,Sochaux,H,0,2003-08-09,D,Nice,1,0,Nice_Sochaux_2003
18,1,F1,Toulouse,H,0,2003-08-09,H,Rennes,1,0,Rennes_Toulouse_2003
19,1,F1,Guingamp,H,0,2003-08-09,H,Strasbourg,2,0,Strasbourg_Guingamp_2003
20,0,F1,Nantes,A,2,2003-08-16,A,Ajaccio,1,3,Ajaccio_Nantes_2003
21,2,F1,Strasbourg,H,1,2003-08-16,H,Auxerre,3,2,Auxerre_Strasbourg_2003
22,1,F1,Bordeaux,A,2,2003-08-16,A,Guingamp,1,3,Guingamp_Bordeaux_2003
23,1,F1,Nice,D,1,2003-08-16,D,Le Mans,1,1,Le Mans_Nice_2003
24,0,F1,Paris SG,A,0,2003-08-16,D,Metz,0,1,Metz_Paris SG_2003
25,2,F1,Bastia,H,0,2003-08-16,H,Monaco,2,0,Monaco_Bastia_2003
26,0,F1,Lyon,A,2,2003-08-16,A,Montpellier,0,2,Montpellier_Lyon_2003
27,0,F1,Rennes,D,0,2003-08-16,D,Sochaux,1,1,Sochaux_Rennes_2003
28,0,F1,Lille,A,1,2003-08-16,A,Toulouse,0,3,Toulouse_Lille_2003
29,1,F1,Marseille,H,1,2003-08-17,D,Lens,2,1,Lens_Marseille_2003
30,0,F1,Montpellier,H,0,2003-08-23,D,Bastia,1,0,Bastia_Montpellier_2003
31,2,F1,Auxerre,H,0,2003-08-23,H,Bordeaux,2,0,Bordeaux_Auxerre_2003
32,0,F1,Metz,D,1,2003-08-23,A,Lille,1,1,Lille_Metz_2003
33,0,F1,Toulouse,D,0,2003-08-23,D,Lyon,0,0,Lyon_Toulouse_2003
34,1,F1,Sochaux,H,0,2003-08-23,H,Marseille,2,0,Marseille_Sochaux_2003
35,0,F1,Le Mans,H,0,2003-08-23,D,Nantes,1,0,Nantes_Le Mans_2003
36,1,F1,Ajaccio,D,1,2003-08-23,D,Nice,2,2,Nice_Ajaccio_2003
37,0,F1,Guingamp,D,0,2003-08-23,D,Rennes,0,0,Rennes_Guingamp_2003
38,0,F1,Lens,A,1,2003-08-23,A,Strasbourg,0,1,Strasbourg_Lens_2003
39,1,F1,Monaco,A,2,2003-08-24,A,Paris SG,2,4,Paris SG_Monaco_2003
40,1,F1,Rennes,H,0,2003-08-30,H,Auxerre,2,1,Auxerre_Rennes_2003
41,2,F1,Lyon,H,0,2003-08-30,H,Guingamp,2,0,Guingamp_Lyon_2003
42,0,F1,Strasbourg,A,1,2003-08-30,A,Le Mans,0,3,Le Mans_Strasbourg_2003
43,0,F1,Paris SG,H,1,2003-08-30,A,Montpellier,3,2,Montpellier_Paris SG_2003
44,0,F1,Bordeaux,D,0,2003-08-30,D,Nantes,0,0,Nantes_Bordeaux_2003
45,2,F1,Lille,H,1,2003-08-30,H,Sochaux,2,1,Sochaux_Lille_2003
46,0,F1,Bastia,A,2,2003-08-30,A,Toulouse,0,2,Toulouse_Bastia_2003
47,0,F1,Marseille,A,0,2003-08-31,D,Ajaccio,0,1,Ajaccio_Marseille_2003
48,0,F1,Nice,H,0,2003-08-31,D,Lens,1,0,Lens_Nice_2003
49,1,F1,Metz,H,0,2003-08-31,H,Monaco,1,0,Monaco_Metz_2003
50,2,F1,Guingamp,H,0,2003-09-13,H,Bastia,4,2,Bastia_Guingamp_2003
51,1,F1,Sochaux,A,1,2003-09-13,D,Bordeaux,1,3,Bordeaux_Sochaux_2003
52,0,F1,Monaco,D,1,2003-09-13,A,Lille,1,1,Lille_Monaco_2003
53,1,F1,Auxerre,D,1,2003-09-13,D,Lyon,1,1,Lyon_Auxerre_2003
54,2,F1,Le Mans,H,0,2003-09-13,H,Marseille,5,0,Marseille_Le Mans_2003
55,1,F1,Montpellier,H,0,2003-09-13,H,Metz,2,1,Metz_Montpellier_2003
56,1,F1,Nantes,H,0,2003-09-13,H,Nice,1,0,Nice_Nantes_2003
57,1,F1,Lens,H,0,2003-09-13,H,Rennes,2,0,Rennes_Lens_2003
58,3,F1,Ajaccio,H,2,2003-09-13,H,Strasbourg,3,2,Strasbourg_Ajaccio_2003
59,1,F1,Toulouse,H,0,2003-09-14,H,Paris SG,2,1,Paris SG_Toulouse_2003
60,1,F1,Rennes,H,0,2003-09-20,H,Ajaccio,1,0,Ajaccio_Rennes_2003
61,3,F1,Bastia,H,1,2003-09-20,H,Auxerre,4,1,Auxerre_Bastia_2003
62,0,F1,Paris SG,A,0,2003-09-20,D,Guingamp,0,2,Guingamp_Paris SG_2003
63,1,F1,Bordeaux,H,0,2003-09-20,H,Lens,1,0,Lens_Bordeaux_2003
64,2,F1,Lille,H,0,2003-09-20,H,Nice,2,0,Nice_Lille_2003
65,2,F1,Strasbourg,H,0,2003-09-20,H,Sochaux,3,0,Sochaux_Strasbourg_2003
66,0,F1,Metz,H,0,2003-09-20,D,Toulouse,1,0,Toulouse_Metz_2003
67,0,F1,Lyon,A,1,2003-09-21,A,Le Mans,0,2,Le Mans_Lyon_2003
68,1,F1,Monaco,A,1,2003-09-21,D,Montpellier,1,2,Montpellier_Monaco_2003
69,1,F1,Marseille,H,0,2003-09-21,H,Nantes,1,0,Nantes_Marseille_2003
70,2,F1,Sochaux,H,0,2003-09-27,H,Bastia,2,0,Bastia_Sochaux_2003
71,1,F1,Montpellier,D,0,2003-09-27,H,Lille,1,1,Lille_Montpellier_2003
72,3,F1,Lens,H,0,2003-09-27,H,Lyon,4,0,Lyon_Lens_2003
73,0,F1,Nice,H,1,2003-09-27,A,Marseille,2,1,Marseille_Nice_2003
74,0,F1,Guingamp,D,1,2003-09-27,A,Metz,1,1,Metz_Guingamp_2003
75,2,F1,Toulouse,H,0,2003-09-27,H,Monaco,3,0,Monaco_Toulouse_2003
76,1,F1,Auxerre,H,0,2003-09-27,H,Paris SG,1,0,Paris SG_Auxerre_2003
77,1,F1,Le Mans,H,0,2003-09-27,H,Rennes,2,0,Rennes_Le Mans_2003
78,0,F1,Ajaccio,H,0,2003-09-28,D,Bordeaux,1,0,Bordeaux_Ajaccio_2003
79,0,F1,Nantes,H,0,2003-09-28,D,Strasbourg,1,0,Strasbourg_Nantes_2003
80,1,F1,Lyon,A,1,2003-10-04,D,Ajaccio,2,4,Ajaccio_Lyon_2003
81,2,F1,Lille,H,0,2003-10-04,H,Auxerre,3,0,Auxerre_Lille_2003
82,0,F1,Monaco,A,2,2003-10-04,A,Guingamp,1,2,Guingamp_Monaco_2003
83,0,F1,Bordeaux,D,0,2003-10-04,D,Le Mans,0,0,Le Mans_Bordeaux_2003
84,0,F1,Metz,A,0,2003-10-04,D,Lens,0,2,Lens_Metz_2003
85,1,F1,Rennes,H,0,2003-10-04,H,Nantes,1,0,Nantes_Rennes_2003
86,0,F1,Strasbourg,D,0,2003-10-04,D,Nice,0,0,Nice_Strasbourg_2003
87,0,F1,Paris SG,A,1,2003-10-04,A,Sochaux,0,1,Sochaux_Paris SG_2003
88,1,F1,Montpellier,D,1,2003-10-04,D,Toulouse,2,2,Toulouse_Montpellier_2003
89,2,F1,Bastia,H,0,2003-10-05,H,Marseille,3,1,Marseille_Bastia_2003
90,3,F1,Marseille,H,1,2003-10-17,H,Strasbourg,4,1,Strasbourg_Marseille_2003
91,2,F1,Lens,H,0,2003-10-18,H,Bastia,3,1,Bastia_Lens_2003
92,0,F1,Toulouse,A,1,2003-10-18,A,Bordeaux,1,2,Bordeaux_Toulouse_2003
93,0,F1,Ajaccio,D,0,2003-10-18,D,Lille,0,0,Lille_Ajaccio_2003
94,0,F1,Sochaux,D,0,2003-10-18,D,Lyon,1,1,Lyon_Sochaux_2003
95,1,F1,Nantes,A,1,2003-10-18,D,Metz,1,3,Metz_Nantes_2003
96,0,F1,Auxerre,D,1,2003-10-18,A,Monaco,1,1,Monaco_Auxerre_2003
97,1,F1,Guingamp,H,0,2003-10-18,H,Montpellier,2,0,Montpellier_Guingamp_2003
98,2,F1,Le Mans,H,1,2003-10-18,H,Paris SG,5,1,Paris SG_Le Mans_2003
99,0,F1,Nice,D,0,2003-10-18,D,Rennes,0,0,Rennes_Nice_2003
100,0,F1,Paris SG,D,0,2003-10-25,D,Ajaccio,0,0,Ajaccio_Paris SG_2003
101,0,F1,Montpellier,A,1,2003-10-25,A,Auxerre,0,1,Auxerre_Montpellier_2003
102,0,F1,Toulouse,H,0,2003-10-25,D,Guingamp,1,0,Guingamp_Toulouse_2003
103,1,F1,Bastia,D,1,2003-10-25,D,Le Mans,1,1,Le Mans_Bastia_2003
104,0,F1,Lille,H,1,2003-10-25,A,Lens,2,1,Lens_Lille_2003
105,1,F1,Rennes,H,0,2003-10-25,H,Marseille,2,0,Marseille_Rennes_2003
106,0,F1,Lyon,A,0,2003-10-25,D,Nantes,0,1,Nantes_Lyon_2003
107,0,F1,Bordeaux,D,0,2003-10-25,D,Nice,0,0,Nice_Bordeaux_2003
108,0,F1,Metz,A,1,2003-10-25,A,Strasbourg,0,2,Strasbourg_Metz_2003
109,0,F1,Monaco,D,1,2003-10-26,A,Sochaux,1,1,Sochaux_Monaco_2003
110,1,F1,Ajaccio,D,0,2003-11-01,H,Bastia,1,1,Bastia_Ajaccio_2003
111,1,F1,Marseille,H,0,2003-11-01,H,Bordeaux,1,0,Bordeaux_Marseille_2003
112,0,F1,Guingamp,A,0,2003-11-01,D,Lille,1,3,Lille_Guingamp_2003
113,4,F1,Nice,H,0,2003-11-01,H,Lyon,5,0,Lyon_Nice_2003
114,0,F1,Sochaux,A,1,2003-11-01,A,Metz,0,1,Metz_Sochaux_2003
115,2,F1,Le Mans,H,2,2003-11-01,D,Monaco,4,2,Monaco_Le Mans_2003
116,3,F1,Nantes,H,0,2003-11-01,H,Montpellier,4,1,Montpellier_Nantes_2003
117,1,F1,Strasbourg,D,0,2003-11-01,H,Rennes,1,1,Rennes_Strasbourg_2003
118,0,F1,Auxerre,A,2,2003-11-01,A,Toulouse,0,3,Toulouse_Auxerre_2003
119,0,F1,Lens,A,0,2003-11-02,D,Paris SG,0,1,Paris SG_Lens_2003
120,1,F1,Metz,H,0,2003-11-08,H,Le Mans,2,0,Le Mans_Metz_2003
121,0,F1,Paris SG,A,0,2003-11-08,D,Nantes,0,1,Nantes_Paris SG_2003
122,1,F1,Bastia,H,0,2003-11-08,H,Nice,2,0,Nice_Bastia_2003
123,0,F1,Lille,D,1,2003-11-08,A,Rennes,2,2,Rennes_Lille_2003
124,0,F1,Monaco,A,0,2003-11-09,D,Ajaccio,0,1,Ajaccio_Monaco_2003
125,2,F1,Guingamp,H,0,2003-11-09,H,Auxerre,3,0,Auxerre_Guingamp_2003
126,1,F1,Montpellier,H,2,2003-11-09,A,Lens,3,2,Lens_Montpellier_2003
127,1,F1,Lyon,A,2,2003-11-09,A,Marseille,1,4,Marseille_Lyon_2003
