,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,4,Toulouse,14.0,0,0,2,0,0,1,2,17.0,A,13,2011-08-06,Ajaccio,F1,8,6,11,18,A,4,Ajaccio_Toulouse_2011
1,2,Evian Thonon Gaillard,12.0,2,0,2,2,0,2,2,15.0,D,9,2011-08-06,Brest,F1,3,7,11,23,D,8,Brest_Evian Thonon Gaillard_2011
2,2,Valenciennes,12.0,1,0,0,1,0,0,1,11.0,H,11,2011-08-06,Caen,F1,6,3,3,11,H,11,Caen_Valenciennes_2011
3,1,Sochaux,15.0,2,0,2,1,0,0,3,13.0,D,8,2011-08-06,Marseille,F1,3,8,4,27,H,5,Marseille_Sochaux_2011
4,0,Auxerre,16.0,3,0,1,1,0,1,1,22.0,H,18,2011-08-06,Montpellier,F1,8,4,4,13,D,5,Montpellier_Auxerre_2011
5,2,Lille,17.0,1,0,1,0,1,0,3,21.0,D,18,2011-08-06,Nancy,F1,6,1,6,5,D,8,Nancy_Lille_2011
6,2,Lyon,18.0,1,0,3,1,0,2,1,13.0,A,22,2011-08-06,Nice,F1,9,4,12,12,A,9,Nice_Lyon_2011
7,1,Lorient,21.0,0,0,1,0,0,1,3,10.0,A,9,2011-08-06,Paris SG,F1,4,3,7,12,A,6,Paris SG_Lorient_2011
8,1,St Etienne,16.0,1,0,2,0,0,2,4,19.0,A,12,2011-08-07,Bordeaux,F1,2,5,3,12,A,4,Bordeaux_St Etienne_2011
9,3,Rennes,18.0,1,0,5,1,0,2,2,16.0,A,15,2011-08-07,Dijon,F1,7,5,9,18,A,3,Dijon_Rennes_2011
10,1,Bordeaux,13.0,1,1,1,0,0,0,1,15.0,D,11,2011-08-13,Lorient,F1,6,5,5,11,D,10,Lorient_Bordeaux_2011
11,1,Ajaccio,15.0,1,0,1,0,0,0,3,17.0,D,7,2011-08-13,Lyon,F1,2,8,13,25,D,1,Lyon_Ajaccio_2011
12,2,Paris SG,15.0,1,0,1,0,0,0,2,21.0,D,8,2011-08-13,Rennes,F1,4,4,3,11,D,3,Rennes_Paris SG_2011
13,0,Caen,13.0,1,0,2,0,0,1,1,20.0,A,16,2011-08-13,Sochaux,F1,6,8,8,18,A,3,Sochaux_Caen_2011
14,2,Nancy,11.0,1,0,0,0,0,0,1,17.0,H,5,2011-08-13,St Etienne,F1,2,4,9,16,D,2,St Etienne_Nancy_2011
15,1,Dijon,8.0,2,0,0,0,0,0,2,11.0,H,7,2011-08-13,Toulouse,F1,3,7,6,13,D,1,Toulouse_Dijon_2011
16,1,Brest,17.0,0,0,0,0,0,0,1,16.0,D,7,2011-08-13,Valenciennes,F1,6,6,7,12,D,4,Valenciennes_Brest_2011
17,5,Marseille,18.0,2,0,2,0,0,2,2,18.0,D,7,2011-08-14,Auxerre,F1,2,5,9,13,A,2,Auxerre_Marseille_2011
18,3,Nice,14.0,1,0,0,0,0,0,1,13.0,H,12,2011-08-14,Evian Thonon Gaillard,F1,3,4,2,13,D,5,Evian Thonon Gaillard_Nice_2011
19,3,Montpellier,10.0,0,0,1,0,0,0,2,22.0,A,9,2011-08-14,Lille,F1,3,6,7,20,D,0,Lille_Montpellier_2011
20,4,Evian Thonon Gaillard,22.0,1,0,1,1,0,0,3,18.0,D,18,2011-08-20,Ajaccio,F1,3,2,1,7,H,9,Ajaccio_Evian Thonon Gaillard_2011
21,1,Auxerre,14.0,1,0,1,1,0,0,3,16.0,D,8,2011-08-20,Bordeaux,F1,2,4,10,16,H,1,Bordeaux_Auxerre_2011
22,2,Lyon,16.0,1,1,1,1,0,0,2,17.0,D,8,2011-08-20,Brest,F1,2,6,5,12,H,8,Brest_Lyon_2011
23,1,Lille,18.0,1,0,2,0,0,0,2,17.0,A,19,2011-08-20,Caen,F1,10,2,0,6,D,7,Caen_Lille_2011
24,2,Lorient,19.0,2,0,0,1,1,0,4,15.0,H,23,2011-08-20,Dijon,F1,6,2,1,6,H,14,Dijon_Lorient_2011
25,3,Toulouse,14.0,1,1,1,1,0,0,2,16.0,D,8,2011-08-20,Nice,F1,3,3,3,12,H,1,Nice_Toulouse_2011
26,1,St Etienne,11.0,0,1,0,0,0,0,3,17.0,D,4,2011-08-21,Marseille,F1,1,4,9,18,D,3,Marseille_St Etienne_2011
27,4,Rennes,21.0,4,0,0,1,0,0,3,14.0,H,7,2011-08-21,Montpellier,F1,1,7,4,13,H,1,Montpellier_Rennes_2011
28,2,Sochaux,18.0,1,1,2,0,0,0,1,17.0,A,8,2011-08-21,Nancy,F1,3,4,4,12,D,4,Nancy_Sochaux_2011
29,0,Valenciennes,10.0,2,0,1,1,0,1,2,14.0,H,10,2011-08-21,Paris SG,F1,4,4,3,16,D,0,Paris SG_Valenciennes_2011
30,1,Ajaccio,5.0,4,0,1,1,0,0,4,15.0,H,4,2011-08-27,Auxerre,F1,1,9,10,22,H,2,Auxerre_Ajaccio_2011
31,2,Dijon,16.0,0,0,1,0,0,0,2,18.0,A,8,2011-08-27,Evian Thonon Gaillard,F1,4,5,5,14,D,4,Evian Thonon Gaillard_Dijon_2011
32,3,Nancy,10.0,2,0,1,0,0,1,2,17.0,H,8,2011-08-27,Lorient,F1,2,7,10,20,A,1,Lorient_Nancy_2011
33,4,Montpellier,14.0,2,1,1,0,0,0,3,13.0,H,18,2011-08-27,Lyon,F1,8,4,5,11,D,7,Lyon_Montpellier_2011
34,0,Brest,14.0,0,0,0,0,0,0,3,18.0,D,14,2011-08-27,Nice,F1,5,3,7,12,D,3,Nice_Brest_2011
35,2,Bordeaux,22.0,1,0,2,1,0,0,3,17.0,A,10,2011-08-27,Valenciennes,F1,5,3,4,11,H,4,Valenciennes_Bordeaux_2011
36,2,Marseille,17.0,3,0,2,1,0,0,4,15.0,H,18,2011-08-28,Lille,F1,4,5,5,6,H,6,Lille_Marseille_2011
37,1,Caen,18.0,3,0,2,3,0,0,1,18.0,H,16,2011-08-28,Rennes,F1,8,8,5,19,H,10,Rennes_Caen_2011
38,2,St Etienne,17.0,2,1,1,2,0,1,3,16.0,H,7,2011-08-28,Sochaux,F1,1,5,4,12,H,5,Sochaux_St Etienne_2011
39,2,Paris SG,17.0,1,0,3,1,0,0,0,14.0,A,12,2011-08-28,Toulouse,F1,5,2,5,11,H,3,Toulouse_Paris SG_2011
40,1,Valenciennes,13.0,3,0,1,0,0,1,2,16.0,H,19,2011-09-10,Ajaccio,F1,6,9,3,15,A,7,Ajaccio_Valenciennes_2011
