,WHD,IWH,LBA,B365AH,SBH,SBA,SOA,WHA,B365A,LBH,GBA,B365D,B365H,WHH,SOH,SOD,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
289,2.87,2.3,3.0,0.0,2.25,3.0,3.0,3.1,3.0,2.2,2.9,3.0,2.25,2.2,2.25,3.0,2.9,1.85,2.25,3.0,1.775,2.125,2.2,-0.25,1.55,2.8,3.0,3.1,2.0,Ajaccio,Bastia,Ajaccio_Bastia_2003
290,3.1,2.2,2.6,-0.25,2.37,2.7,2.7,2.6,2.625,2.375,2.65,3.2,2.375,2.4,2.38,3.1,2.9,2.0,2.4,3.1,1.9,2.0,2.0,0.0,1.65,3.0,3.2,3.15,1.85,Guingamp,Lille,Guingamp_Lille_2003
291,3.2,3.8,1.8,0.5,4.0,1.8,1.8,1.72,1.8,3.6,1.8,3.25,4.0,4.33,4.0,3.2,1.8,1.8,4.1,3.2,2.1,1.8,2.1,0.5,1.6,3.1,3.4,3.2,1.8,Le Mans,Monaco,Le Mans_Monaco_2003
292,3.6,1.6,6.0,-1.0,1.5,6.0,6.0,6.5,6.0,1.5,6.0,3.4,1.533,1.44,1.5,3.5,5.0,2.0,1.5,3.5,2.05,1.85,1.95,-1.0,1.71,3.2,3.4,3.6,1.85,Nantes,Montpellier,Nantes_Montpellier_2003
293,2.9,2.9,2.2,0.0,2.6,2.5,2.5,2.5,2.375,3.0,2.5,3.0,2.75,2.62,2.6,3.0,2.3,1.85,2.65,3.0,2.075,1.825,2.1,0.0,1.6,2.8,3.0,3.0,2.0,Nice,Lyon,Nice_Lyon_2003
294,3.4,1.6,5.5,-1.0,1.53,5.5,5.5,5.5,5.5,1.571,5.5,3.4,1.533,1.53,1.53,3.5,5.0,2.05,1.55,3.5,2.1,1.8,2.1,-0.75,1.6,3.2,3.25,3.5,1.8,Sochaux,Metz,Sochaux_Metz_2003
295,3.1,1.9,3.5,-0.5,2.0,3.5,3.5,3.6,3.25,1.909,3.65,3.0,2.1,1.9,2.0,3.0,3.8,1.68,1.95,3.0,2.1,1.8,1.95,-0.5,1.71,2.9,3.2,3.1,1.95,Strasbourg,Rennes,Strasbourg_Rennes_2003
296,3.1,1.55,5.0,-0.5,1.61,5.0,5.0,5.5,5.0,1.615,5.2,3.4,1.615,1.61,1.62,3.4,5.2,1.95,1.6,3.4,1.8,2.1,2.1,-0.75,1.6,3.3,3.25,3.4,1.9,Auxerre,Toulouse,Auxerre_Toulouse_2003
297,2.9,2.6,2.5,0.0,2.6,2.6,2.6,2.4,2.5,2.625,2.55,3.0,2.625,2.75,2.6,2.88,2.6,1.8,2.65,2.87,2.15,1.75,2.2,0.0,1.55,2.8,2.875,2.95,2.05,Lens,Paris SG,Lens_Paris SG_2003
298,3.1,1.75,4.0,-0.75,1.75,4.33,4.33,4.5,4.333,1.727,4.3,3.25,1.727,1.72,1.75,3.2,4.0,1.85,1.75,3.2,2.0,1.9,2.0,-0.75,1.65,3.2,3.4,3.25,2.0,Marseille,Bordeaux,Marseille_Bordeaux_2003
299,5.0,1.25,10.0,-1.5,1.25,10.0,9.0,9.5,8.5,1.25,9.5,4.5,1.286,1.22,1.29,4.33,9.0,1.95,1.25,4.5,2.0,1.9,1.65,-1.5,2.0,4.5,4.5,4.8,1.9,Monaco,Ajaccio,Monaco_Ajaccio_2003
300,2.8,2.2,3.0,-0.25,2.25,3.1,3.1,3.1,3.0,2.2,3.2,3.0,2.25,2.25,2.25,2.88,3.1,1.8,2.25,2.87,2.1,1.8,2.2,-0.25,1.55,2.8,3.0,2.8,2.05,Bastia,Nice,Bastia_Nice_2003
301,3.3,1.7,4.5,-0.75,1.66,4.75,4.75,5.0,5.0,1.667,4.7,3.2,1.667,1.61,1.67,3.25,4.2,1.9,1.67,3.25,1.975,1.925,2.1,-0.75,1.6,3.2,3.25,3.3,1.95,Bordeaux,Strasbourg,Bordeaux_Strasbourg_2003
302,3.0,2.0,3.75,-0.5,1.9,3.75,3.75,3.75,3.75,1.833,3.75,3.1,1.909,1.9,1.91,3.1,3.6,1.67,1.95,3.1,2.05,1.85,2.2,-0.5,1.55,2.8,3.2,3.0,1.95,Lille,Rennes,Lille_Rennes_2003
303,3.3,1.55,4.5,-1.0,1.61,5.0,5.0,5.0,6.0,1.667,4.9,3.4,1.615,1.61,1.62,3.4,4.8,2.05,1.62,3.4,2.1,1.8,2.0,-0.75,1.65,3.5,3.25,3.4,1.8,Lyon,Marseille,Lyon_Marseille_2003
304,3.2,1.85,4.0,-0.5,1.83,4.0,4.0,3.75,4.0,1.8,3.9,3.25,1.8,1.83,1.83,3.1,3.6,1.76,1.83,3.1,1.95,1.95,2.3,-0.5,1.5,3.1,3.2,3.2,1.83,Metz,Le Mans,Metz_Le Mans_2003
305,3.1,2.7,2.4,0.0,2.6,2.4,2.4,2.4,2.4,2.5,2.45,3.2,2.6,2.6,2.6,3.2,2.4,1.9,2.55,3.2,2.0,1.9,2.1,0.0,1.6,2.9,3.25,3.2,1.95,Montpellier,Lens,Montpellier_Lens_2003
306,3.3,1.7,4.333,-0.75,1.7,4.6,4.6,4.5,5.0,1.727,4.45,3.2,1.667,1.66,1.7,3.2,4.2,1.85,1.73,3.2,2.1,1.8,2.1,-0.75,1.6,3.2,3.2,3.2,2.0,Paris SG,Nantes,Paris SG_Nantes_2003
307,2.9,2.7,2.4,0.0,2.6,2.5,2.5,2.5,2.5,2.5,2.55,3.0,2.625,2.62,2.6,3.0,2.4,1.9,2.65,3.0,2.05,1.85,2.2,0.0,1.55,2.9,3.25,2.9,1.95,Toulouse,Sochaux,Toulouse_Sochaux_2003
308,3.1,2.6,2.5,0.0,2.6,2.5,2.5,2.6,2.5,2.5,2.5,3.2,2.5,2.4,2.6,3.0,2.6,1.9,2.55,3.0,1.975,1.925,2.3,0.0,1.5,2.8,3.2,3.1,1.95,Guingamp,Auxerre,Guingamp_Auxerre_2003
309,3.0,2.0,3.75,-0.5,1.9,3.75,3.75,4.0,3.5,1.8,3.9,3.25,1.909,1.83,1.91,3.1,3.4,1.7,1.85,3.1,2.025,1.875,1.95,-0.5,1.71,2.9,3.25,3.2,1.91,Ajaccio,Montpellier,Ajaccio_Montpellier_2003
310,3.3,1.55,5.0,-0.75,1.57,5.5,5.5,5.5,5.5,1.615,5.5,3.4,1.571,1.57,1.57,3.4,4.8,2.0,1.55,3.4,1.8,2.1,2.1,-0.75,1.6,3.5,3.25,3.5,1.8,Auxerre,Metz,Auxerre_Metz_2003
311,3.1,2.5,2.5,0.0,2.37,2.7,2.7,2.5,2.6,2.5,2.55,3.2,2.4,2.5,2.38,3.1,2.5,1.95,2.5,3.1,1.875,2.025,,0.0,,3.0,3.2,3.1,1.85,Le Mans,Toulouse,Le Mans_Toulouse_2003
312,3.1,2.7,2.4,0.25,2.7,2.37,2.38,2.37,2.3,2.5,2.35,3.2,2.7,2.62,2.7,3.1,2.5,1.8,2.7,3.1,1.8,2.1,2.2,0.0,1.55,2.8,3.25,3.15,2.0,Lens,Monaco,Lens_Monaco_2003
313,3.3,1.7,4.333,-0.75,1.7,4.75,4.75,4.5,4.333,1.727,5.0,3.25,1.727,1.66,1.7,3.2,4.2,2.0,1.65,3.2,1.925,1.975,2.1,-0.75,1.6,3.2,3.2,3.3,1.8,Nantes,Bastia,Nantes_Bastia_2003
314,3.0,3.0,2.375,0.25,2.62,2.5,2.5,2.37,2.375,2.75,2.42,3.2,2.625,2.7,2.62,3.0,2.3,2.05,2.65,3.0,1.775,2.125,2.3,0.25,1.5,2.7,3.0,3.1,1.77,Nice,Paris SG,Nice_Paris SG_2003
315,3.4,1.55,5.0,-0.75,1.57,5.5,5.5,6.0,5.5,1.571,5.25,3.4,1.571,1.5,1.57,3.4,4.8,2.05,1.6,3.4,1.775,2.125,2.0,-0.75,1.65,3.5,3.5,3.4,1.77,Sochaux,Guingamp,Sochaux_Guingamp_2003
316,3.3,3.6,2.1,0.5,3.4,2.0,2.0,1.83,2.1,3.0,1.95,3.25,3.4,3.6,3.4,3.1,1.9,1.95,3.5,3.1,1.85,2.05,1.95,0.5,1.75,3.0,3.2,3.2,1.67,Strasbourg,Lyon,Strasbourg_Lyon_2003
317,3.2,2.1,3.5,-0.25,2.0,3.4,3.4,3.75,3.5,1.91,3.65,3.0,2.0,1.83,2.0,3.1,3.2,1.68,1.92,3.1,1.775,2.125,2.25,-0.5,1.55,2.9,3.2,3.1,1.92,Guingamp,Metz,Guingamp_Metz_2003
318,3.3,1.7,4.5,-0.75,1.72,4.5,4.75,4.5,4.333,1.67,4.5,3.25,1.727,1.66,1.67,3.2,4.4,1.8,1.7,3.2,2.1,1.8,2.05,-0.75,1.65,3.1,3.25,3.25,2.0,Marseille,Lille,Marseille_Lille_2003
319,3.1,2.0,3.2,-0.25,2.2,3.1,3.1,3.6,3.0,2.0,3.5,3.25,2.1,1.9,2.1,3.0,3.4,2.0,2.0,3.0,1.8,2.1,2.25,-0.25,1.55,2.9,3.2,3.0,1.8,Rennes,Bordeaux,Rennes_Bordeaux_2003
320,3.1,1.9,3.5,-0.5,1.9,3.6,3.6,3.6,3.5,1.91,3.75,3.0,2.0,1.9,1.91,3.2,3.6,1.7,1.91,3.2,1.925,1.975,2.0,-0.5,1.65,3.0,3.2,3.1,1.91,Auxerre,Sochaux,Auxerre_Sochaux_2003
321,3.0,1.9,3.2,-0.5,2.1,3.4,3.4,3.4,3.1,2.0,3.15,3.0,2.2,2.0,2.1,2.88,3.6,2.0,2.15,2.87,1.9,2.0,2.2,-0.5,1.55,3.0,3.2,2.9,1.8,Bastia,Bordeaux,Bastia_Bordeaux_2003
322,3.1,2.0,3.0,-0.5,2.1,3.2,3.2,3.1,3.1,2.1,3.15,3.0,2.2,2.1,2.1,3.1,3.3,2.05,2.15,3.1,1.8,2.1,2.1,-0.5,1.6,3.0,3.2,3.0,1.75,Guingamp,Lens,Guingamp_Lens_2003
323,3.1,1.9,3.75,-0.5,1.85,3.75,3.75,4.0,3.75,1.8,3.9,3.25,1.83,1.8,1.83,3.25,3.6,1.74,1.85,3.2,2.1,1.8,2.2,-0.5,1.55,3.0,3.25,3.15,1.85,Lille,Strasbourg,Lille_Strasbourg_2003
324,3.75,1.3,9.0,-1.25,1.36,7.5,7.5,8.0,7.5,1.3,7.75,3.75,1.4,1.36,1.36,4.0,8.5,1.8,1.35,4.0,1.8,2.1,1.83,-1.5,1.83,4.0,4.0,4.1,2.0,Lyon,Rennes,Lyon_Rennes_2003
325,2.87,2.1,3.0,-0.5,2.0,3.5,3.5,3.6,3.25,2.1,3.4,3.0,2.1,2.0,2.0,3.0,3.2,2.05,2.1,3.0,1.8,2.1,2.3,-0.5,1.5,2.9,3.2,2.9,1.75,Metz,Nice,Metz_Nice_2003
326,3.4,1.55,5.5,-1.0,1.57,5.5,5.5,5.5,5.5,1.5,5.5,3.4,1.57,1.53,1.57,3.4,5.0,1.75,1.57,3.4,2.025,1.875,2.0,-1.0,1.71,3.4,3.6,3.4,2.05,Monaco,Nantes,Monaco_Nantes_2003
327,3.2,1.75,4.0,-0.5,1.8,4.0,4.0,4.33,4.0,1.8,4.2,3.25,1.8,1.72,1.8,3.2,4.0,1.8,1.8,3.2,1.85,2.05,2.2,-0.5,1.55,3.2,3.2,3.15,1.8,Montpellier,Le Mans,Montpellier_Le Mans_2003
328,3.0,2.0,3.2,-0.5,2.0,3.5,3.5,3.4,3.5,2.0,3.6,3.0,2.0,2.0,2.0,3.0,3.3,1.67,1.95,3.0,2.075,1.825,2.2,-0.5,1.55,3.0,3.2,3.1,1.95,Toulouse,Ajaccio,Toulouse_Ajaccio_2003
329,3.1,1.8,4.0,-0.5,1.75,4.33,4.33,4.5,4.0,1.8,4.2,3.25,1.8,1.72,1.73,3.25,4.0,1.8,1.8,3.2,1.875,2.025,2.0,-0.5,1.65,3.0,3.2,3.15,1.8,Paris SG,Marseille,Paris SG_Marseille_2003
330,3.2,3.0,2.2,0.25,2.8,2.2,2.3,2.2,2.4,3.0,2.25,3.25,2.5,2.8,2.8,3.1,2.2,1.95,2.9,3.2,1.9,2.0,2.3,0.25,1.5,2.9,3.0,3.0,1.85,Nice,Monaco,Nice_Monaco_2003
331,3.0,2.1,3.2,-0.25,2.0,3.4,3.1,3.4,3.0,2.1,3.05,3.0,2.2,2.0,2.2,3.0,3.2,1.93,2.15,3.0,1.875,2.025,2.2,-0.25,1.55,2.9,3.0,3.0,1.87,Ajaccio,Guingamp,Ajaccio_Guingamp_2003
332,3.0,2.9,2.0,0.25,2.8,2.3,2.2,2.3,2.25,3.0,2.2,3.2,2.75,2.8,2.88,3.2,2.2,1.95,2.85,3.0,1.95,1.95,2.3,0.25,1.5,3.0,3.4,3.1,1.85,Le Mans,Auxerre,Le Mans_Auxerre_2003
333,3.1,2.0,3.75,-0.5,1.9,3.6,3.3,3.6,3.75,1.8,3.6,3.3,1.8,1.9,2.0,3.2,3.3,1.67,1.91,3.1,2.075,1.825,2.2,-0.5,1.55,3.0,3.25,3.1,1.91,Lens,Toulouse,Lens_Toulouse_2003
334,3.4,1.65,5.5,-0.75,1.53,5.5,4.75,5.5,4.5,1.5,4.65,3.5,1.61,1.53,1.67,3.25,4.6,1.95,1.65,3.4,1.95,1.95,2.1,-0.75,1.6,3.2,3.6,3.3,1.85,Marseille,Metz,Marseille_Metz_2003
335,3.1,1.8,4.0,-0.5,1.8,4.0,4.0,4.0,3.75,1.8,4.0,3.3,1.8,1.8,1.85,3.1,3.8,1.75,1.8,3.1,1.95,1.95,2.0,-0.5,1.65,3.1,3.2,3.1,1.8,Nantes,Lille,Nantes_Lille_2003
336,3.0,2.1,3.75,-0.5,1.83,4.0,4.0,4.0,3.75,1.91,3.8,3.2,1.83,1.83,1.91,2.9,3.8,1.63,1.95,3.0,2.05,1.85,2.0,-0.5,1.65,2.5,3.0,2.85,1.95,Rennes,Bastia,Rennes_Bastia_2003
337,3.3,1.65,5.0,-0.75,1.61,5.0,5.5,5.0,5.0,1.62,4.85,3.5,1.57,1.61,1.57,3.4,4.4,2.0,1.6,3.3,1.85,2.05,1.95,-0.75,1.71,3.3,3.25,3.4,1.8,Sochaux,Montpellier,Sochaux_Montpellier_2003
338,3.1,3.6,2.0,0.5,3.3,2.0,2.0,2.0,2.1,3.2,2.0,3.2,3.0,3.3,3.4,3.1,1.9,2.0,3.4,3.1,1.85,2.05,2.0,0.5,1.65,3.0,3.2,3.0,1.59,Strasbourg,Paris SG,Strasbourg_Paris SG_2003
339,3.1,3.2,2.0,0.25,3.1,2.1,2.1,2.1,2.3,3.2,2.15,3.2,2.62,3.1,3.2,3.1,2.1,1.8,3.05,3.1,2.05,1.85,2.2,0.25,1.55,2.9,3.2,3.0,2.0,Bordeaux,Lyon,Bordeaux_Lyon_2003
340,3.6,1.5,6.0,-1.25,1.53,5.5,5.5,6.5,6.0,1.5,5.75,3.4,1.53,1.44,1.53,3.5,5.4,1.9,1.45,3.5,1.925,1.975,1.75,-1.25,1.9,3.5,3.4,3.75,1.9,Auxerre,Ajaccio,Auxerre_Ajaccio_2003
341,2.6,2.2,3.6,-0.25,2.1,4.0,4.0,4.2,3.5,2.1,3.8,2.62,2.2,2.0,2.1,2.6,3.6,2.0,2.05,2.6,1.825,2.075,2.2,-0.25,1.55,2.4,2.75,2.65,1.8,Bastia,Strasbourg,Bastia_Strasbourg_2003
342,3.3,1.85,4.0,-0.5,1.85,3.75,3.75,3.75,3.75,1.73,3.65,3.25,1.83,1.8,1.83,3.2,3.8,1.71,1.85,3.2,1.95,1.95,2.1,-0.5,1.6,3.0,3.4,3.2,1.85,Guingamp,Le Mans,Guingamp_Le Mans_2003
343,3.1,2.4,3.0,-0.25,2.3,2.8,2.8,2.87,2.87,2.1,2.85,3.0,2.25,2.2,2.3,3.1,2.8,1.8,2.25,3.1,2.125,1.775,2.3,-0.25,1.5,2.8,3.2,3.0,2.0,Lille,Bordeaux,Lille_Bordeaux_2003
344,3.25,3.8,1.8,0.5,3.75,1.83,1.83,1.72,1.8,3.75,1.85,3.2,4.0,4.2,3.75,3.25,1.8,1.85,3.65,3.25,2.05,1.85,2.3,0.5,1.5,3.1,3.25,3.2,1.71,Metz,Lyon,Metz_Lyon_2003
345,3.1,1.8,3.2,-0.5,1.9,3.5,3.3,3.6,3.5,2.0,3.4,3.2,1.9,1.9,2.0,3.2,3.6,1.66,1.9,3.25,1.95,1.95,2.0,-0.5,1.65,3.3,3.2,3.25,1.9,Montpellier,Nice,Montpellier_Nice_2003
346,4.33,1.3,10.0,-1.5,1.33,8.5,8.5,8.5,8.0,1.25,8.5,4.0,1.33,1.28,1.33,4.0,8.5,,1.3,4.0,1.95,1.95,1.75,,1.9,4.0,4.5,4.2,,Paris SG,Rennes,Paris SG_Rennes_2003
347,3.3,1.65,4.5,-1.0,1.67,4.5,4.5,5.5,4.5,1.67,4.75,3.3,1.66,1.57,1.67,3.4,4.6,1.85,1.6,3.4,2.05,1.85,2.1,-1.0,1.6,3.2,3.25,3.4,1.95,Sochaux,Lens,Sochaux_Lens_2003
348,3.3,2.2,2.75,0.0,2.38,2.7,2.7,2.5,2.5,2.25,2.55,3.1,2.5,2.37,2.38,3.1,2.8,2.0,2.4,3.1,1.825,2.025,2.2,0.0,1.55,3.1,3.2,3.1,1.8,Toulouse,Nantes,Toulouse_Nantes_2003
349,3.3,1.6,4.33,-0.75,1.67,4.75,4.75,5.0,5.0,1.73,4.6,3.25,1.61,1.61,1.67,3.25,4.6,2.0,1.65,3.25,1.85,2.05,1.83,-0.75,1.83,3.4,3.2,3.3,1.8,Monaco,Marseille,Monaco_Marseille_2003
350,3.0,3.1,1.8,,3.4,2.0,2.0,2.2,2.0,3.75,1.9,3.2,3.2,3.0,3.4,3.1,2.1,1.9,3.4,3.1,,,2.3,0.5,1.5,3.0,3.25,3.15,1.64,Bordeaux,Paris SG,Bordeaux_Paris SG_2003
351,3.1,2.8,2.5,0.0,2.6,2.4,2.4,2.5,2.4,2.4,2.25,3.25,2.5,2.5,2.6,3.2,2.4,2.25,2.6,3.2,1.95,1.95,2.2,0.5,1.55,2.8,3.25,3.2,1.43,Lens,Auxerre,Lens_Auxerre_2003
352,3.4,1.85,2.75,,2.1,3.1,3.1,3.5,3.0,2.25,3.15,3.2,2.1,1.83,2.1,3.2,3.6,1.54,2.05,3.2,,,2.2,-0.5,1.55,3.1,3.2,3.0,2.05,Ajaccio,Sochaux,Ajaccio_Sochaux_2003
353,3.25,1.75,3.5,,1.8,4.0,4.0,4.2,3.75,1.91,4.0,3.2,1.83,1.72,1.8,3.25,4.0,1.81,1.7,3.25,,,2.0,-0.5,1.65,3.2,3.2,3.3,1.7,Le Mans,Lille,Le Mans_Lille_2003
354,4.5,1.22,10.0,,1.25,9.0,8.5,10.0,9.0,1.25,11.0,5.0,1.22,1.25,1.25,5.0,9.5,3.67,1.15,5.0,,,1.83,-0.5,1.83,4.8,4.5,5.5,1.15,Lyon,Bastia,Lyon_Bastia_2003
355,3.5,1.85,4.5,,1.72,4.0,4.0,4.0,4.0,1.62,5.25,3.6,1.66,1.7,1.73,3.5,3.5,2.1,1.5,3.5,,,2.0,-0.5,1.65,3.2,3.5,3.5,1.5,Marseille,Montpellier,Marseille_Montpellier_2003
356,3.5,1.65,4.5,,1.66,4.5,4.5,5.0,4.33,1.67,4.5,3.4,1.66,1.57,1.67,3.4,4.4,1.94,1.6,3.4,,,2.0,-0.5,1.65,3.3,3.25,3.4,1.6,Nantes,Guingamp,Nantes_Guingamp_2003
357,2.9,2.4,2.5,,2.37,2.7,2.7,2.75,2.5,2.4,2.45,3.25,2.37,2.4,2.38,3.1,2.6,1.38,2.4,3.1,,,2.1,-0.5,1.6,3.0,3.25,3.15,2.4,Nice,Toulouse,Nice_Toulouse_2003
358,3.0,2.3,3.5,,2.25,2.87,2.88,3.0,2.75,1.91,2.65,3.2,2.25,2.2,2.25,3.1,3.0,1.44,2.25,3.1,,,2.1,-0.5,1.6,2.7,3.2,3.15,2.25,Rennes,Metz,Rennes_Metz_2003
359,3.25,3.5,1.91,,3.6,1.9,1.91,1.9,1.9,3.5,1.77,3.25,3.4,3.4,3.6,3.2,1.9,1.77,3.75,3.2,,,2.1,0.5,1.6,3.1,3.2,3.25,1.74,Strasbourg,Monaco,Strasbourg_Monaco_2003
360,3.2,1.85,,-0.5,1.9,3.6,3.6,3.5,4.0,,3.8,3.0,1.83,1.9,1.91,3.1,3.6,1.68,1.9,3.1,1.9,2.0,2.1,-0.5,1.6,3.1,,3.0,1.9,Auxerre,Nantes,Auxerre_Nantes_2003
361,3.1,1.55,,,1.61,5.5,5.5,5.5,5.5,,5.5,3.1,1.61,1.61,1.62,3.1,5.0,1.98,1.62,3.1,,,2.0,-0.5,1.65,3.4,,3.1,1.62,Guingamp,Nice,Guingamp_Nice_2003
362,3.2,2.1,,,2.37,2.6,2.6,2.62,2.62,,2.65,3.1,2.37,2.3,2.38,3.1,3.2,1.43,2.35,3.1,,,2.1,-0.5,1.6,2.9,,3.1,2.35,Lens,Ajaccio,Lens_Ajaccio_2003
363,2.9,2.3,,,2.3,2.9,2.9,2.9,2.87,,3.05,3.0,2.25,2.3,2.3,2.88,2.9,1.47,2.25,2.87,,,2.3,-0.5,1.5,2.8,,2.85,2.25,Lille,Bastia,Lille_Bastia_2003
364,3.0,1.85,,,2.0,3.4,3.4,3.4,3.2,,3.45,3.0,2.1,2.0,2.0,3.0,3.6,1.6,2.0,3.0,,,2.2,-0.5,1.55,3.1,,3.0,2.0,Metz,Bordeaux,Metz_Bordeaux_2003
365,5.0,1.3,,,1.28,8.0,8.0,8.0,8.0,,10.0,4.0,1.33,1.25,1.29,4.5,8.0,3.1,1.25,4.5,,,1.75,-0.5,1.9,4.2,,4.5,1.25,Monaco,Rennes,Monaco_Rennes_2003
366,3.1,3.2,,,2.87,2.25,2.25,2.3,2.37,,2.3,2.87,2.8,2.75,2.88,3.0,2.1,2.3,2.9,3.0,,,,0.5,,2.9,,2.9,1.45,Montpellier,Strasbourg,Montpellier_Strasbourg_2003
367,3.0,2.3,,0.0,2.3,2.8,2.8,2.7,2.75,,2.75,2.87,2.4,2.37,2.3,3.0,2.8,2.05,2.35,3.0,1.75,2.15,2.0,0.0,1.65,2.9,,3.0,1.77,Paris SG,Lyon,Paris SG_Lyon_2003
368,3.4,2.3,,,2.1,2.8,2.8,2.62,2.75,,2.85,3.5,2.1,2.2,2.1,3.4,2.7,1.54,2.1,3.4,,,2.0,-0.5,1.65,3.0,,3.35,2.1,Sochaux,Le Mans,Sochaux_Le Mans_2003
369,3.5,1.6,,,1.61,4.75,,4.5,4.5,,,3.5,1.61,1.61,,,4.6,,,3.4,,,,,,3.4,,,,Toulouse,Marseille,Toulouse_Marseille_2003
370,2.62,,,,3.0,2.37,2.38,2.5,2.5,,2.35,2.75,2.87,2.87,3.0,2.75,,,3.05,2.75,,,,,,,,2.65,,Bordeaux,Monaco,Bordeaux_Monaco_2003
371,4.0,1.45,,,1.5,5.5,5.5,5.5,6.5,,6.0,3.75,1.44,1.44,1.5,3.75,5.4,2.29,1.45,3.75,,,,-0.5,,3.8,,3.7,1.45,Ajaccio,Metz,Ajaccio_Metz_2003
372,,,,,3.6,2.1,2.1,,2.0,,2.1,2.875,3.6,,3.6,2.8,,2.55,3.5,2.8,,,,0.5,,,,2.85,1.61,Bastia,Paris SG,Bastia_Paris SG_2003
373,3.5,2.1,,,1.8,3.6,3.6,3.5,3.6,,3.6,3.5,1.8,1.8,1.8,3.5,2.8,1.74,1.8,3.5,,,,-0.5,,3.3,,3.35,1.8,Le Mans,Lens,Le Mans_Lens_2003
374,3.4,1.5,,,1.44,7.0,7.0,7.0,6.5,,6.5,3.75,1.44,1.44,1.44,3.6,5.8,2.28,1.45,3.6,,,,-0.5,,3.3,,3.5,1.45,Lyon,Lille,Lyon_Lille_2003
375,3.5,2.3,,,2.5,2.3,2.3,2.37,2.4,,2.3,3.5,2.4,2.37,2.2,3.6,2.5,2.3,2.45,3.6,,,,0.5,,3.2,,3.5,1.44,Marseille,Guingamp,Marseille_Guingamp_2003
376,,2.1,,,2.2,2.87,2.88,,2.75,,2.65,3.25,2.25,,2.2,3.2,3.2,1.43,2.35,3.2,,,,-0.5,,2.9,,3.1,2.35,Nantes,Sochaux,Nantes_Sochaux_2003
377,3.1,2.7,,,2.8,2.3,2.3,2.6,2.3,,2.25,3.0,2.87,2.4,2.8,3.1,2.4,2.25,2.75,3.1,,,,0.5,,2.9,,3.1,1.46,Nice,Auxerre,Nice_Auxerre_2003
378,3.4,1.45,,,1.44,6.5,6.5,6.0,6.5,,6.5,3.75,1.44,1.5,1.44,3.75,5.4,2.28,1.45,3.75,,,,-0.5,,3.8,,3.5,1.45,Rennes,Montpellier,Rennes_Montpellier_2003
379,3.4,2.7,,,3.4,1.9,1.91,1.9,2.0,,2.0,3.25,3.25,3.25,3.4,3.4,2.2,2.0,3.15,3.4,,,,0.5,,3.2,,3.2,1.59,Strasbourg,Toulouse,Strasbourg_Toulouse_2003
