,WHD,IWH,LBA,B365AH,SBH,SBA,SOA,WHA,B365A,LBH,GBA,B365D,B365H,WHH,SOH,SOD,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
103,3.1,2.5,2.4,0.0,2.5,2.5,,2.5,2.62,2.5,2.5,3.0,2.5,2.5,,,2.5,1.9,2.55,3.1,1.95,1.95,2.2,0.0,1.51,3.0,3.25,3.0,1.9,Le Mans,Bastia,Le Mans_Bastia_2003
104,2.87,1.85,4.333,-0.5,1.9,3.75,,3.6,3.6,1.8,3.85,3.2,1.9,2.0,,,3.8,1.95,1.85,3.0,2.0,1.9,,-0.5,,2.9,3.0,3.1,1.85,Lens,Lille,Lens_Lille_2003
105,3.6,1.45,6.5,-1.25,1.4,7.5,,7.5,7.5,1.444,7.0,3.75,1.4,1.4,,,6.0,1.9,1.45,3.6,2.025,1.875,1.95,-1.25,1.66,3.5,3.6,3.45,1.9,Marseille,Rennes,Marseille_Rennes_2003
106,3.1,2.3,2.75,0.0,2.3,2.8,,2.75,2.75,2.25,2.8,3.0,2.37,2.3,,,2.8,2.0,2.3,3.0,1.85,2.05,2.2,0.0,1.51,2.9,3.2,3.0,1.8,Nantes,Lyon,Nantes_Lyon_2003
107,3.0,1.9,3.75,-0.25,2.0,3.4,,3.4,3.5,1.833,3.5,3.0,2.0,2.0,,,3.6,1.85,1.95,3.0,1.85,2.05,2.2,-0.5,1.51,3.0,3.2,3.1,1.95,Nice,Bordeaux,Nice_Bordeaux_2003
108,3.1,1.85,4.0,-0.5,1.7,4.33,,5.0,5.0,1.8,4.2,3.2,1.66,1.66,,,3.8,1.8,1.75,3.25,1.75,2.15,2.1,-0.75,1.56,3.0,3.2,3.2,2.0,Strasbourg,Metz,Strasbourg_Metz_2003
109,2.8,2.7,2.625,0.0,2.6,2.6,,2.6,2.62,2.5,2.5,3.0,2.5,2.6,,,2.4,1.9,2.55,2.87,1.85,2.05,1.9,0.0,1.7,2.9,2.875,3.0,1.9,Sochaux,Monaco,Sochaux_Monaco_2003
110,3.1,1.8,4.0,-0.5,1.75,4.2,,4.0,4.5,1.8,4.0,3.2,1.72,1.8,,,3.8,2.0,1.8,3.2,1.85,2.05,2.1,-0.5,1.56,3.1,3.2,3.1,1.8,Bastia,Ajaccio,Bastia_Ajaccio_2003
111,3.1,2.3,2.625,0.0,2.5,2.5,,2.5,2.5,2.5,2.6,3.2,2.5,2.5,,,2.9,2.0,2.45,3.1,1.85,2.05,2.2,0.0,1.51,2.8,2.875,3.0,1.8,Bordeaux,Marseille,Bordeaux_Marseille_2003
112,3.0,1.8,4.0,-0.5,1.8,4.0,,4.0,4.33,1.8,4.25,3.0,1.83,1.83,,,4.0,2.05,1.75,3.1,1.925,1.975,2.2,-0.5,1.51,3.0,3.2,3.1,1.75,Lille,Guingamp,Lille_Guingamp_2003
113,3.3,1.65,5.0,-0.75,1.62,5.0,,5.5,5.5,1.615,5.25,3.4,1.57,1.57,,,4.8,2.0,1.57,3.25,1.8,2.1,2.0,-0.75,1.61,3.1,3.25,3.33,1.8,Lyon,Nice,Lyon_Nice_2003
114,3.1,2.1,2.75,-0.25,2.25,2.88,,2.8,2.87,2.25,2.85,3.0,2.3,2.25,,,3.2,1.8,2.25,3.0,2.075,1.825,2.2,-0.25,1.51,2.9,3.2,3.0,2.0,Metz,Sochaux,Metz_Sochaux_2003
115,5.0,1.25,11.0,-1.5,1.25,9.5,,9.5,11.0,1.2,11.0,4.5,1.25,1.22,,,10.0,2.05,1.23,4.5,1.8,2.1,1.8,-1.5,1.8,4.2,5.0,4.5,1.7,Monaco,Le Mans,Monaco_Le Mans_2003
116,3.1,2.3,2.5,0.0,2.3,2.8,,2.8,2.87,2.4,2.65,3.0,2.3,2.25,,,2.8,2.0,2.4,3.0,1.775,2.125,2.1,0.0,1.56,2.9,3.25,3.0,1.8,Montpellier,Nantes,Montpellier_Nantes_2003
117,3.0,2.1,3.0,-0.25,2.1,3.25,,3.2,3.25,2.1,3.1,3.0,2.1,2.1,,,3.2,1.95,2.1,3.0,1.875,2.025,2.2,-0.25,1.51,2.9,3.2,3.05,1.85,Rennes,Strasbourg,Rennes_Strasbourg_2003
118,3.1,2.7,2.625,0.0,2.5,2.6,,2.75,2.62,2.5,2.6,3.0,2.5,2.3,,,2.5,1.95,2.45,3.0,1.95,1.95,2.0,0.0,1.61,2.8,2.875,3.0,1.85,Toulouse,Auxerre,Toulouse_Auxerre_2003
119,3.4,1.6,5.5,-0.75,1.57,5.5,,5.5,5.5,1.571,5.5,3.2,1.61,1.53,,,5.0,2.0,1.55,3.25,1.85,2.05,2.0,-0.75,1.61,3.2,3.25,3.33,1.8,Paris SG,Lens,Paris SG_Lens_2003
120,3.1,2.3,2.5,0.0,2.5,2.6,,2.5,2.6,2.5,2.65,2.87,2.6,2.5,,,2.8,2.0,2.55,3.0,1.8,2.1,2.2,0.0,1.51,2.9,3.2,3.0,1.8,Le Mans,Metz,Le Mans_Metz_2003
121,3.0,2.3,2.75,-0.25,2.3,2.87,,2.8,2.87,2.25,2.85,3.0,2.3,2.3,,,2.8,2.08,2.4,3.0,2.125,1.775,2.2,0.0,1.51,2.9,3.2,3.0,1.75,Nantes,Paris SG,Nantes_Paris SG_2003
122,,1.9,3.5,-0.5,1.9,4.0,,,4.0,1.909,4.0,2.9,1.9,,,,4.0,1.9,1.9,2.9,1.9,2.0,2.1,-0.5,1.56,2.8,3.2,3.1,1.9,Nice,Bastia,Nice_Bastia_2003
123,3.0,1.75,4.0,-0.5,1.85,4.0,,3.75,4.0,1.8,4.0,2.9,1.9,1.9,,,4.2,1.9,1.9,3.1,1.975,1.925,2.1,-0.5,1.56,3.1,3.2,3.1,1.9,Rennes,Lille,Rennes_Lille_2003
124,3.1,3.3,1.909,0.5,3.25,2.1,,1.9,2.1,3.5,2.15,3.0,3.25,3.6,,,2.0,2.1,3.15,3.0,1.875,2.025,1.85,0.5,1.74,3.0,3.2,3.0,1.75,Ajaccio,Monaco,Ajaccio_Monaco_2003
125,3.3,1.6,5.5,-0.75,1.61,5.0,,5.5,5.5,1.571,5.5,3.2,1.61,1.57,,,4.8,2.0,1.62,3.4,1.875,2.025,1.8,-0.75,1.8,3.3,3.25,3.3,1.8,Auxerre,Guingamp,Auxerre_Guingamp_2003
126,3.1,1.75,3.5,-0.75,1.85,4.0,,4.0,4.2,1.909,4.5,3.1,1.8,1.8,,,4.2,1.8,1.8,3.1,2.1,1.8,2.0,-0.75,1.61,3.1,3.2,3.1,2.0,Lens,Montpellier,Lens_Montpellier_2003
127,3.0,2.3,2.75,-0.25,2.25,3.0,,3.0,3.1,2.25,3.1,3.0,2.2,2.2,,,2.9,2.0,2.25,3.0,2.05,1.85,1.95,0.0,1.66,2.8,3.2,3.0,1.8,Marseille,Lyon,Marseille_Lyon_2003
128,3.3,1.6,5.5,-1.0,1.57,5.5,,5.5,6.0,1.571,5.75,3.2,1.57,1.57,,,4.8,1.8,1.6,3.4,2.1,1.8,2.0,-1.0,1.61,3.3,3.25,3.3,2.0,Sochaux,Toulouse,Sochaux_Toulouse_2003
129,3.0,2.3,3.2,-0.25,2.2,3.1,,3.2,3.25,2.0,3.1,3.0,2.1,2.1,,,2.8,1.9,2.2,3.0,2.025,1.875,2.1,-0.25,1.56,2.9,3.2,3.1,1.9,Strasbourg,Bordeaux,Strasbourg_Bordeaux_2003
130,3.4,1.5,6.0,-1.0,1.5,6.0,,6.0,6.5,1.5,6.7,3.25,1.53,1.5,,,5.4,2.0,1.47,3.5,1.8,2.1,1.71,-1.0,1.9,3.5,3.4,3.5,1.8,Lyon,Strasbourg,Lyon_Strasbourg_2003
131,3.1,2.0,3.0,-0.5,2.1,3.25,,3.3,3.5,2.1,3.25,3.0,2.0,2.0,,,3.3,1.8,2.05,3.0,2.025,1.875,1.95,-0.5,1.66,3.0,3.2,3.15,2.0,Bastia,Nantes,Bastia_Nantes_2003
132,3.3,1.65,4.0,-0.75,1.67,5.0,,4.5,4.5,1.8,4.5,3.2,1.72,1.66,,,4.8,1.95,1.75,3.2,1.825,2.075,2.1,-0.75,1.56,3.1,3.2,3.15,1.85,Bordeaux,Rennes,Bordeaux_Rennes_2003
133,3.1,2.5,2.5,0.0,2.4,2.75,,2.6,2.75,2.4,2.75,3.0,2.37,2.4,,,2.6,2.05,2.4,3.0,1.8,2.1,2.2,0.0,1.51,2.9,3.25,3.0,1.75,Guingamp,Sochaux,Guingamp_Sochaux_2003
134,3.1,2.5,2.5,0.0,2.6,2.5,,2.5,2.5,2.5,2.4,3.0,2.62,2.5,,,2.6,1.75,2.75,3.0,2.05,1.85,2.1,0.0,1.56,2.9,3.2,3.0,2.05,Lille,Marseille,Lille_Marseille_2003
135,3.1,2.5,2.5,0.0,2.5,2.6,,2.5,2.62,2.5,2.65,3.0,2.5,2.5,,,2.6,1.9,2.5,3.0,1.925,1.975,2.2,0.0,1.51,2.9,3.2,3.0,1.9,Metz,Auxerre,Metz_Auxerre_2003
136,3.3,1.6,6.0,-1.0,1.57,5.5,,5.0,6.0,1.5,5.75,3.25,1.57,1.61,,,4.8,1.85,1.57,3.4,2.05,1.85,1.74,-1.0,1.85,3.3,3.4,3.3,1.95,Monaco,Lens,Monaco_Lens_2003
137,3.2,1.7,4.0,-0.5,1.75,4.33,,4.33,4.5,1.8,4.5,3.2,1.72,1.72,,,4.4,2.05,1.75,3.2,1.9,2.0,2.0,-0.5,1.61,3.1,3.2,3.15,1.75,Montpellier,Ajaccio,Montpellier_Ajaccio_2003
138,3.1,1.9,4.0,-0.5,1.83,4.0,,3.6,3.75,1.8,4.1,3.1,1.9,1.9,,,4.2,1.95,1.85,3.1,2.025,1.875,2.0,-0.5,1.61,2.7,3.2,3.0,1.85,Toulouse,Le Mans,Toulouse_Le Mans_2003
139,3.1,1.65,5.0,-0.75,1.62,5.2,,5.0,5.0,1.667,5.25,3.2,1.66,1.66,,,4.8,2.0,1.65,3.25,1.85,2.05,1.95,-0.75,1.66,3.1,3.2,3.2,1.8,Paris SG,Nice,Paris SG_Nice_2003
140,3.1,1.85,3.75,-0.5,1.91,3.75,,4.0,4.0,1.833,3.6,3.1,1.83,1.8,,,3.6,1.9,1.9,3.1,1.975,1.925,2.2,-0.5,1.51,3.1,3.2,3.1,1.9,Ajaccio,Toulouse,Ajaccio_Toulouse_2003
141,3.1,2.6,2.75,0.0,2.6,2.6,,2.5,2.62,2.375,2.55,3.0,2.5,2.5,,,2.6,1.9,2.55,2.88,1.95,1.95,2.0,0.0,1.61,2.8,3.0,2.9,1.9,Le Mans,Montpellier,Le Mans_Montpellier_2003
142,3.1,2.7,2.5,0.0,2.6,2.6,,2.5,2.5,2.625,2.5,3.0,2.62,2.5,,,2.3,1.85,2.6,2.88,2.0,1.9,2.0,0.0,1.61,3.0,2.875,2.9,1.95,Nantes,Monaco,Nantes_Monaco_2003
143,3.2,1.75,4.333,-0.75,1.75,4.33,,4.33,4.5,1.727,4.25,3.2,1.72,1.72,,,4.2,1.9,1.75,3.2,2.1,1.8,2.2,-0.75,1.51,3.1,3.2,3.1,1.9,Nice,Metz,Nice_Metz_2003
144,3.1,3.3,2.0,0.25,3.0,2.25,,2.1,2.25,3.2,2.12,3.0,3.0,3.1,,,2.0,1.8,3.15,3.0,2.1,1.8,1.95,0.25,1.66,3.0,3.2,3.0,2.0,Rennes,Lyon,Rennes_Lyon_2003
145,3.1,1.65,4.333,-0.75,1.75,4.33,,4.0,4.5,1.727,4.1,3.2,1.72,1.8,,,4.6,2.05,1.75,3.2,1.95,1.95,2.0,-0.5,1.61,3.2,3.2,3.2,1.75,Strasbourg,Lille,Strasbourg_Lille_2003
146,3.2,1.6,5.0,-0.75,1.67,4.75,,4.33,4.5,1.727,4.4,3.2,1.72,1.72,,,4.8,1.9,1.73,3.25,2.05,1.85,2.0,-0.75,1.61,3.3,2.875,3.2,1.9,Bordeaux,Bastia,Bordeaux_Bastia_2003
147,3.3,1.55,5.0,-0.75,1.62,5.5,,5.0,5.0,1.615,5.0,3.4,1.61,1.61,,,5.0,2.0,1.62,3.25,1.8,2.1,1.9,-0.75,1.7,3.4,3.25,3.3,1.8,Lens,Guingamp,Lens_Guingamp_2003
148,2.87,2.0,3.2,-0.25,2.1,3.25,,3.3,3.5,2.0,3.4,3.0,2.0,2.1,,,3.3,2.0,2.0,3.0,1.9,2.0,1.95,-0.25,1.66,3.0,3.2,3.0,1.8,Marseille,Paris SG,Marseille_Paris SG_2003
149,3.1,2.3,3.2,-0.25,2.1,3.25,,3.3,3.1,2.0,3.1,3.0,2.2,2.0,,,2.8,1.9,2.15,3.0,1.875,1.975,2.0,-0.25,1.61,2.9,3.2,2.95,1.9,Sochaux,Auxerre,Sochaux_Auxerre_2003
150,3.75,1.35,6.5,-1.0,1.4,7.5,,8.0,7.5,1.44,8.0,3.75,1.4,1.36,,,7.5,2.0,1.41,3.75,1.85,2.05,1.85,-1.0,1.74,3.8,3.6,3.6,1.8,Auxerre,Le Mans,Auxerre_Le Mans_2003
151,3.25,1.85,4.0,-0.5,1.8,4.0,,4.2,4.0,1.8,3.8,3.25,1.8,1.72,,,3.6,1.95,1.85,3.2,2.05,1.85,2.0,-0.5,1.61,3.1,3.2,3.2,1.85,Bastia,Rennes,Bastia_Rennes_2003
152,3.1,2.0,3.0,-0.5,2.1,3.25,,3.1,3.25,2.1,3.25,3.0,2.1,2.1,,,3.4,1.8,2.05,3.0,1.85,2.05,1.9,-0.5,1.7,2.9,3.2,3.1,2.0,Guingamp,Ajaccio,Guingamp_Ajaccio_2003
153,3.1,2.5,2.5,0.0,2.4,2.75,,2.5,2.75,2.5,2.58,3.0,2.37,2.5,,,2.6,1.95,2.52,3.0,1.825,2.075,1.9,0.0,1.7,2.9,3.2,3.0,1.85,Lille,Nantes,Lille_Nantes_2003
154,3.3,1.5,5.5,-1.0,1.53,6.0,,5.5,6.0,1.57,5.8,3.25,1.57,1.57,,,5.4,1.8,1.55,3.4,2.1,1.8,,-1.0,,3.5,3.25,3.35,2.0,Paris SG,Strasbourg,Paris SG_Strasbourg_2003
155,3.1,2.5,2.5,0.0,2.6,2.5,,2.5,2.5,2.62,2.52,3.2,2.5,2.5,,,2.5,1.85,2.58,3.0,1.975,1.925,,0.0,,3.0,2.88,3.0,1.95,Toulouse,Lens,Toulouse_Lens_2003
156,3.75,1.35,7.5,-1.25,1.4,7.5,,8.0,7.5,1.4,7.6,3.4,1.44,1.36,,,7.5,1.85,1.32,3.75,1.925,1.975,1.96,-1.5,1.66,3.8,3.6,4.15,1.95,Lyon,Metz,Lyon_Metz_2003
157,3.0,2.3,2.625,0.0,2.4,2.75,,2.7,2.75,2.5,2.75,3.0,2.37,2.37,,,2.9,2.0,2.35,3.0,1.825,2.075,2.02,0.0,1.73,2.8,2.875,2.95,1.81,Marseille,Monaco,Marseille_Monaco_2003
158,3.1,3.0,2.5,0.0,2.6,2.5,,2.5,2.37,2.5,2.4,3.0,2.75,2.5,,,2.2,1.8,2.6,3.0,2.1,1.8,1.85,0.0,1.74,2.9,3.2,3.05,2.01,Ajaccio,Auxerre,Ajaccio_Auxerre_2003
159,3.3,1.6,4.333,-0.75,1.66,4.75,,4.5,5.0,1.727,5.0,3.2,1.66,1.66,,,5.0,1.95,1.62,3.25,1.875,2.025,1.9,-0.75,1.7,3.2,3.2,3.25,1.85,Bordeaux,Lille,Bordeaux_Lille_2003
160,3.1,2.0,3.2,-0.5,2.0,3.4,,3.3,3.5,2.0,3.3,3.0,2.0,2.0,,,3.4,1.8,2.0,3.1,2.1,1.8,1.85,-0.5,1.74,2.9,3.2,3.1,2.0,Lens,Sochaux,Lens_Sochaux_2003
161,3.4,1.5,6.5,-1.0,1.5,6.0,,6.0,5.5,1.444,6.05,3.4,1.57,1.5,,,5.4,1.9,1.48,3.5,2.1,1.8,2.0,-1.0,1.61,3.5,3.6,3.45,1.9,Nantes,Toulouse,Nantes_Toulouse_2003
162,3.1,2.8,2.375,0.0,2.7,2.37,,2.4,2.37,2.75,2.45,3.2,2.62,2.6,,,2.3,1.85,2.65,3.1,2.05,1.85,2.1,0.0,1.56,2.9,3.0,3.0,1.96,Rennes,Paris SG,Rennes_Paris SG_2003
163,3.2,1.8,4.0,-0.5,1.85,4.0,,3.75,3.6,1.8,3.75,3.2,1.9,1.83,,,3.8,1.97,1.82,3.1,2.05,1.85,2.0,-0.5,1.61,3.1,3.2,3.2,1.82,Strasbourg,Bastia,Strasbourg_Bastia_2003
164,3.2,2.0,2.75,-0.25,2.0,3.5,,3.2,3.1,2.25,3.3,3.0,2.2,2.0,,,3.4,1.85,1.95,3.0,1.9,2.0,1.9,-0.5,1.7,2.9,3.2,3.2,1.95,Le Mans,Guingamp,Le Mans_Guingamp_2003
165,3.2,1.9,3.5,-0.5,1.9,3.75,,3.75,3.6,1.909,3.8,3.2,1.9,1.83,,,3.6,1.92,1.88,3.1,2.075,1.825,2.0,-0.5,1.61,3.0,3.2,3.0,1.88,Nice,Montpellier,Nice_Montpellier_2003
166,3.2,1.75,4.0,-0.75,1.8,4.33,,4.33,4.333,1.833,4.15,3.0,1.8,1.72,,,4.2,1.8,1.8,3.0,2.05,1.85,1.9,-0.75,1.7,3.1,3.0,3.1,2.0,Auxerre,Lens,Auxerre_Lens_2003
167,3.1,2.7,2.25,0.25,2.8,2.3,,2.3,2.25,2.75,2.35,3.2,2.8,2.75,,,2.3,2.05,2.7,3.1,1.8,2.1,1.9,0.25,1.7,3.0,3.2,3.1,1.7,Bastia,Lyon,Bastia_Lyon_2003
168,3.1,2.5,2.625,0.0,2.5,2.62,,2.62,2.6,2.5,2.55,3.2,2.4,2.37,,,2.5,1.9,2.5,3.0,1.925,1.975,2.0,0.0,1.61,3.0,2.875,3.05,1.9,Guingamp,Nantes,Guingamp_Nantes_2003
169,3.1,1.9,3.75,-0.5,1.9,3.75,,3.6,4.0,1.833,3.9,3.25,1.8,1.9,,,4.0,1.95,1.85,3.1,1.9,2.0,2.1,-0.5,1.56,2.8,3.2,3.1,1.85,Lille,Le Mans,Lille_Le Mans_2003
170,3.1,2.1,3.0,-0.25,2.2,3.1,,3.3,2.875,2.1,3.05,3.2,2.2,2.0,,,3.3,1.9,2.15,3.0,1.975,1.925,2.1,-0.25,1.56,2.8,3.2,3.05,1.9,Metz,Rennes,Metz_Rennes_2003
171,3.1,1.8,4.5,-0.75,1.66,5.0,,4.5,4.5,1.667,4.7,3.2,1.727,1.72,,,4.0,1.8,1.7,3.2,2.1,1.8,2.0,-0.75,1.61,3.0,3.25,3.15,2.0,Paris SG,Bordeaux,Paris SG_Bordeaux_2003
172,3.6,1.45,6.5,-1.0,1.44,7.0,,6.5,6.5,1.444,7.0,3.4,1.5,1.44,,,5.8,1.95,1.45,3.6,2.025,1.875,1.9,-1.0,1.7,3.6,3.6,3.65,1.85,Sochaux,Ajaccio,Sochaux_Ajaccio_2003
173,2.9,2.6,2.625,0.0,2.5,2.6,,2.62,2.5,2.5,2.55,3.2,2.5,2.5,,,2.6,1.9,2.55,3.0,1.975,1.925,2.1,0.0,1.56,2.8,2.875,3.0,1.9,Toulouse,Nice,Toulouse_Nice_2003
174,3.75,1.35,7.0,-1.25,1.4,7.5,,7.0,7.5,1.4,7.0,3.75,1.4,1.4,,,7.5,1.8,1.4,3.75,2.05,1.85,1.9,-1.25,1.7,3.8,3.75,3.8,2.0,Monaco,Strasbourg,Monaco_Strasbourg_2003
175,3.0,1.9,3.75,-0.5,1.8,4.0,,3.4,3.6,1.833,3.65,3.2,1.909,2.0,,,3.5,2.0,1.85,3.2,1.95,1.95,2.0,-0.5,1.65,3.1,3.2,3.2,1.86,Lyon,Paris SG,Lyon_Paris SG_2003
176,3.1,2.6,2.5,0.0,2.6,2.5,,2.6,2.625,2.375,2.55,3.0,2.5,2.4,,,2.6,1.95,2.5,3.0,1.925,1.975,2.0,0.0,1.65,2.8,3.25,3.0,1.9,Ajaccio,Lens,Ajaccio_Lens_2003
177,3.2,1.8,4.0,-0.5,1.8,4.2,,4.33,4.333,1.8,4.15,3.0,1.8,1.72,,,4.0,2.05,1.8,3.1,1.9,2.0,2.0,-0.5,1.65,3.0,3.2,3.0,1.8,Bastia,Lille,Bastia_Lille_2003
178,3.3,1.55,4.5,-0.75,1.66,4.75,,4.5,5.0,1.667,4.55,3.4,1.615,1.66,,,5.2,1.95,1.65,3.25,1.825,2.075,2.1,-0.75,1.6,3.3,3.25,3.3,1.9,Bordeaux,Metz,Bordeaux_Metz_2003
179,3.1,2.7,2.375,0.25,2.8,2.3,,2.4,2.3,2.6,2.35,3.2,2.7,2.6,,,2.4,1.8,2.7,3.1,1.8,2.1,2.1,0.0,1.6,2.9,3.2,3.0,2.05,Le Mans,Sochaux,Le Mans_Sochaux_2003
180,4.0,1.35,7.0,-1.25,1.4,7.5,,8.0,7.5,1.4,7.0,3.75,1.4,1.33,,,7.5,1.95,1.4,3.75,2.05,1.85,1.83,-1.25,1.83,3.8,3.75,3.7,1.9,Marseille,Toulouse,Marseille_Toulouse_2003
181,3.1,2.4,2.75,0.0,2.3,2.8,,2.75,2.75,2.25,2.7,3.0,2.375,2.3,,,2.7,2.05,2.35,3.1,1.85,2.05,2.1,0.0,1.6,2.9,3.2,3.0,1.8,Nantes,Auxerre,Nantes_Auxerre_2003
182,3.3,1.65,5.0,-0.75,1.61,5.25,,5.5,5.5,1.615,5.0,3.2,1.615,1.57,,,5.0,1.95,1.61,3.25,1.9,2.0,2.1,-0.75,1.6,3.0,3.25,3.25,1.9,Nice,Guingamp,Nice_Guingamp_2003
183,3.1,3.3,2.0,0.5,3.4,2.0,,2.0,2.1,3.2,2.1,3.0,3.25,3.3,,,2.1,1.85,3.15,3.1,1.8,2.1,2.1,0.25,1.6,2.8,3.2,3.0,2.0,Rennes,Monaco,Rennes_Monaco_2003
184,3.1,1.75,4.0,-0.5,1.9,3.75,,4.0,3.75,1.8,3.6,3.25,1.833,1.8,,,4.2,1.95,1.9,3.1,1.95,1.95,1.9,-0.5,1.75,3.1,3.2,3.1,1.9,Strasbourg,Montpellier,Strasbourg_Montpellier_2003
185,3.0,2.0,3.5,-0.25,1.91,3.6,,3.4,3.4,1.91,3.2,3.25,2.0,2.0,,,3.4,2.05,2.0,3.2,1.825,2.075,2.1,-0.25,1.61,2.9,3.2,3.2,1.77,Monaco,Lyon,Monaco_Lyon_2003
186,3.1,1.9,3.75,-0.5,1.91,3.75,,3.6,3.6,1.83,3.25,3.2,1.9,1.9,,,3.8,1.85,1.95,3.1,2.0,1.9,2.2,-0.5,1.55,2.9,3.2,3.25,1.95,Ajaccio,Le Mans,Ajaccio_Le Mans_2003
187,3.1,2.1,3.2,-0.25,2.05,3.25,,3.3,3.25,2.0,3.2,3.0,2.1,2.0,,,3.2,1.9,2.1,3.1,1.9,2.0,2.0,-0.25,1.65,2.9,3.2,3.0,1.9,Auxerre,Marseille,Auxerre_Marseille_2003
188,3.0,2.4,2.6,-0.25,2.38,2.75,,2.8,2.8,2.38,2.95,3.2,2.25,2.3,,,2.7,1.8,2.25,3.0,2.05,1.85,2.1,-0.25,1.6,2.9,3.2,3.0,2.0,Guingamp,Strasbourg,Guingamp_Strasbourg_2003
189,3.1,2.2,3.2,-0.5,2.1,3.25,,3.6,3.25,2.0,3.2,3.25,2.0,1.9,,,2.9,2.0,2.1,3.0,2.1,1.8,2.0,-0.25,1.65,3.0,3.2,3.0,1.8,Lens,Nantes,Lens_Nantes_2003
190,2.87,2.1,3.0,-0.25,2.25,3.0,,3.1,3.1,2.1,2.95,3.0,2.2,2.2,,,3.2,1.8,2.25,3.0,2.0,1.9,2.3,-0.25,1.5,2.9,3.2,3.0,2.0,Metz,Bastia,Metz_Bastia_2003
191,3.0,2.5,3.0,-0.25,2.3,2.88,,2.87,2.8,2.1,2.9,3.2,2.25,2.25,,,2.6,1.77,2.25,3.0,2.1,1.8,2.0,-0.25,1.65,2.9,3.2,3.0,2.05,Montpellier,Bordeaux,Montpellier_Bordeaux_2003
192,3.3,1.45,7.5,-1.0,1.5,6.0,,6.5,6.0,1.44,6.0,3.5,1.5,1.5,,,5.8,1.74,1.5,3.5,2.1,1.8,1.95,-1.0,1.71,3.6,3.4,3.4,2.1,Paris SG,Lille,Paris SG_Lille_2003
193,3.1,1.7,4.33,-0.5,1.75,4.5,,4.5,4.33,1.73,4.0,3.0,1.8,1.72,,,4.6,2.0,1.8,3.1,1.825,2.075,1.95,-0.5,1.71,3.0,3.2,3.1,1.8,Sochaux,Nice,Sochaux_Nice_2003
194,3.0,2.4,2.6,-0.25,2.4,2.75,,2.7,2.87,2.38,2.9,3.0,2.3,2.37,,,2.8,1.77,2.25,3.0,2.1,1.8,2.2,-0.25,1.55,2.8,3.2,3.0,2.05,Toulouse,Rennes,Toulouse_Rennes_2003
195,3.1,3.3,1.91,0.5,3.75,1.85,,1.9,1.83,3.4,1.95,3.25,3.75,3.6,,,2.0,1.95,3.65,3.2,1.9,2.0,2.0,0.5,1.71,3.0,3.25,3.05,1.9,Bastia,Monaco,Bastia_Monaco_2003
196,3.4,1.5,5.0,-1.0,1.53,5.5,,6.0,5.5,1.62,6.0,3.5,1.53,1.5,,,5.4,1.9,1.5,3.5,2.05,1.85,2.0,-1.0,1.71,3.5,3.25,3.55,1.95,Bordeaux,Guingamp,Bordeaux_Guingamp_2003
197,3.1,1.75,4.33,-0.75,1.73,4.5,,4.0,4.5,1.73,4.5,3.2,1.72,1.8,,,4.4,1.8,1.75,3.2,2.1,1.8,2.15,-0.75,1.6,3.0,3.2,3.2,2.05,Lille,Toulouse,Lille_Toulouse_2003
198,3.75,1.4,7.0,-1.25,1.44,7.0,,8.0,7.5,1.4,7.5,3.75,1.4,1.36,,,6.5,2.0,1.4,3.6,1.975,1.925,1.79,-1.25,1.9,3.7,3.75,3.8,1.85,Lyon,Montpellier,Lyon_Montpellier_2003
199,3.3,1.65,4.33,-0.75,1.73,4.33,,4.5,4.33,1.73,4.5,3.25,1.72,1.66,,,4.6,1.9,1.7,3.25,2.05,1.85,2.25,-0.75,1.55,3.2,3.2,3.35,1.95,Nantes,Ajaccio,Nantes_Ajaccio_2003
