,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Lens,21,1,1,0,1,0,0,2,19,H,4,2007-08-04,Bordeaux,F1,2,4,4,13,H,4,Bordeaux_Lens_2007
1,1,Nice,17,1,0,0,0,0,0,1,15,H,14,2007-08-04,Caen,F1,4,6,2,16,D,3,Caen_Nice_2007
2,1,Lorient,26,0,0,0,0,0,0,1,19,D,5,2007-08-04,Lille,F1,3,2,2,6,D,2,Lille_Lorient_2007
3,3,St Etienne,3,1,0,1,1,0,0,3,3,D,19,2007-08-04,Monaco,F1,6,5,5,16,H,6,Monaco_St Etienne_2007
4,2,Sochaux,13,0,0,0,0,0,0,1,17,D,8,2007-08-04,Paris SG,F1,5,10,5,11,D,9,Paris SG_Sochaux_2007
5,1,Nancy,15,0,0,2,0,0,2,0,12,A,9,2007-08-04,Rennes,F1,6,4,6,14,A,4,Rennes_Nancy_2007
6,2,Marseille,17,0,0,0,0,0,0,4,11,D,12,2007-08-04,Strasbourg,F1,4,3,6,12,D,5,Strasbourg_Marseille_2007
7,0,Toulouse,0,3,0,1,2,0,1,0,0,H,7,2007-08-04,Valenciennes,F1,3,5,2,9,H,4,Valenciennes_Toulouse_2007
8,2,Metz,16,1,0,0,1,0,0,2,13,H,6,2007-08-05,Le Mans,F1,0,2,4,10,H,4,Le Mans_Metz_2007
9,0,Auxerre,16,2,0,0,1,0,0,0,15,H,9,2007-08-05,Lyon,F1,3,5,9,16,H,3,Lyon_Auxerre_2007
10,0,Bordeaux,23,0,0,2,0,0,1,2,18,A,12,2007-08-11,Auxerre,F1,6,2,5,6,A,6,Auxerre_Bordeaux_2007
11,2,Monaco,14,2,0,1,2,0,0,3,17,H,10,2007-08-11,Lorient,F1,3,5,7,13,H,4,Lorient_Monaco_2007
12,0,Rennes,14,0,0,0,0,0,0,0,10,D,11,2007-08-11,Marseille,F1,2,2,5,11,D,4,Marseille_Rennes_2007
13,1,Caen,21,1,0,0,1,0,0,1,18,H,6,2007-08-11,Nancy,F1,0,4,8,8,H,4,Nancy_Caen_2007
14,2,Strasbourg,15,1,1,0,0,0,0,3,21,H,8,2007-08-11,Nice,F1,3,5,5,14,D,6,Nice_Strasbourg_2007
15,1,Le Mans,14,1,0,3,1,0,1,1,13,A,21,2007-08-11,Sochaux,F1,11,4,5,16,D,4,Sochaux_Le Mans_2007
16,1,Valenciennes,19,3,0,1,1,0,0,1,16,H,6,2007-08-11,St Etienne,F1,1,4,1,12,H,5,St Etienne_Valenciennes_2007
17,3,Lyon,17,1,1,0,0,0,0,1,12,H,8,2007-08-11,Toulouse,F1,1,5,4,15,D,4,Toulouse_Lyon_2007
18,0,Paris SG,15,0,0,0,0,0,0,1,13,D,14,2007-08-12,Lens,F1,2,1,3,13,D,3,Lens_Paris SG_2007
19,1,Lille,17,1,0,2,0,0,1,1,18,A,20,2007-08-12,Metz,F1,8,3,6,9,A,11,Metz_Lille_2007
20,0,Le Mans,19,1,0,2,1,1,0,3,24,A,12,2007-08-15,Bordeaux,F1,5,1,2,4,H,4,Bordeaux_Le Mans_2007
21,1,Sochaux,14,1,0,1,1,0,1,0,9,D,24,2007-08-15,Lille,F1,9,6,3,15,D,8,Lille_Sochaux_2007
22,0,Metz,10,2,0,0,1,0,0,4,28,H,7,2007-08-15,Monaco,F1,2,4,4,10,H,5,Monaco_Metz_2007
23,1,Lorient,10,1,0,3,1,0,0,2,14,A,10,2007-08-15,Paris SG,F1,6,2,6,6,H,5,Paris SG_Lorient_2007
24,0,St Etienne,16,1,0,0,1,0,0,1,18,H,14,2007-08-15,Rennes,F1,3,2,3,7,H,8,Rennes_St Etienne_2007
25,1,Auxerre,13,3,0,0,1,0,0,1,15,H,16,2007-08-15,Strasbourg,F1,5,6,6,13,H,6,Strasbourg_Auxerre_2007
26,2,Marseille,20,2,0,1,0,0,0,2,18,H,6,2007-08-15,Valenciennes,F1,2,6,7,11,D,3,Valenciennes_Marseille_2007
27,2,Nice,21,2,0,1,0,0,0,1,16,H,16,2007-08-16,Nancy,F1,4,4,8,16,D,4,Nancy_Nice_2007
28,1,Caen,12,1,0,0,1,0,0,3,21,H,7,2007-08-18,Auxerre,F1,1,7,10,15,H,0,Auxerre_Caen_2007
29,4,Lille,23,1,0,1,0,0,1,1,25,D,14,2007-08-18,Le Mans,F1,3,4,6,14,A,3,Le Mans_Lille_2007
30,0,Lyon,12,2,0,1,1,0,1,0,12,H,11,2007-08-18,Lorient,F1,1,4,6,12,D,5,Lorient_Lyon_2007
31,0,Paris SG,16,0,0,0,0,0,0,3,13,D,12,2007-08-18,Metz,F1,0,3,4,10,D,3,Metz_Paris SG_2007
32,1,Monaco,15,0,0,3,0,0,1,0,14,A,11,2007-08-18,Sochaux,F1,5,7,5,23,A,3,Sochaux_Monaco_2007
33,1,Bordeaux,22,0,0,0,0,0,0,3,20,D,7,2007-08-18,St Etienne,F1,3,4,2,14,D,2,St Etienne_Bordeaux_2007
34,2,Strasbourg,17,1,0,3,1,0,1,2,19,A,11,2007-08-18,Toulouse,F1,3,5,3,21,D,6,Toulouse_Strasbourg_2007
