,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Paris SG,22,1,0,1,1,1,0,2,18,D,12,2013-08-09,Montpellier,F1,4,1,1,6,H,8,Montpellier_Paris SG_2013
1,1,Monaco,16,0,0,2,0,0,0,0,11,A,13,2013-08-10,Bordeaux,F1,6,2,3,11,D,7,Bordeaux_Monaco_2013
2,1,Sochaux,13,1,0,1,1,0,0,2,18,D,9,2013-08-10,Evian Thonon Gaillard,F1,6,8,5,15,H,5,Evian Thonon Gaillard_Sochaux_2013
3,1,Lorient,18,1,1,0,1,0,0,1,18,H,6,2013-08-10,Lille,F1,3,3,4,6,H,3,Lille_Lorient_2013
4,1,Nice,20,4,0,0,1,0,0,0,9,H,11,2013-08-10,Lyon,F1,5,6,2,12,H,5,Lyon_Nice_2013
5,1,Bastia,14,2,1,0,1,1,0,3,14,H,9,2013-08-10,Nantes,F1,0,3,2,7,H,2,Nantes_Bastia_2013
6,1,Reims,7,2,0,1,1,0,1,2,15,H,15,2013-08-10,Rennes,F1,5,6,4,13,D,8,Rennes_Reims_2013
7,2,Toulouse,22,3,1,0,1,0,0,0,12,H,2,2013-08-10,Valenciennes,F1,1,7,6,19,H,0,Valenciennes_Toulouse_2013
8,0,St Etienne,16,0,0,1,0,1,1,1,20,A,8,2013-08-11,Ajaccio,F1,2,1,1,7,A,3,Ajaccio_St Etienne_2013
9,2,Marseille,16,1,0,3,0,0,3,4,19,A,16,2013-08-11,Guingamp,F1,7,5,9,13,A,3,Guingamp_Marseille_2013
10,3,Lyon,14,1,0,3,1,0,2,0,19,A,15,2013-08-16,Sochaux,F1,8,8,8,11,A,5,Sochaux_Lyon_2013
11,2,Valenciennes,13,2,0,0,0,0,0,2,15,H,7,2013-08-17,Bastia,F1,3,2,6,9,D,4,Bastia_Valenciennes_2013
12,3,Evian Thonon Gaillard,11,2,0,0,1,0,0,1,12,H,16,2013-08-17,Marseille,F1,4,3,3,8,H,8,Marseille_Evian Thonon Gaillard_2013
13,0,Rennes,12,2,1,1,1,0,1,1,19,H,4,2013-08-17,Nice,F1,3,5,5,15,D,0,Nice_Rennes_2013
14,1,Lille,12,2,0,1,1,0,0,0,14,H,15,2013-08-17,Reims,F1,3,3,3,10,H,7,Reims_Lille_2013
15,4,Guingamp,13,1,0,0,0,0,0,3,11,H,5,2013-08-17,St Etienne,F1,2,1,6,9,D,4,St Etienne_Guingamp_2013
16,3,Bordeaux,16,1,1,1,1,0,1,1,17,D,8,2013-08-17,Toulouse,F1,4,6,6,12,D,2,Toulouse_Bordeaux_2013
17,1,Nantes,8,2,0,1,1,0,1,1,19,H,8,2013-08-18,Lorient,F1,3,8,10,14,D,3,Lorient_Nantes_2013
18,2,Montpellier,21,4,1,1,2,0,1,3,15,H,5,2013-08-18,Monaco,F1,3,7,9,13,H,1,Monaco_Montpellier_2013
