,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Lorient,14,2,0,2,1,0,1,3,9,D,10,2010-08-07,Auxerre,F1,2,6,3,11,D,3,Auxerre_Lorient_2010
1,3,Nancy,17,1,1,2,0,0,1,1,18,A,19,2010-08-07,Lens,F1,6,6,2,17,A,4,Lens_Nancy_2010
2,2,Monaco,14,0,0,0,0,0,0,3,24,D,9,2010-08-07,Lyon,F1,4,5,3,16,D,5,Lyon_Monaco_2010
3,2,Caen,16,1,0,2,0,0,0,3,23,A,12,2010-08-07,Marseille,F1,2,3,6,16,D,3,Marseille_Caen_2010
4,0,Valenciennes,11,0,0,0,0,0,0,3,20,D,11,2010-08-07,Nice,F1,1,2,4,10,D,6,Nice_Valenciennes_2010
5,2,St Etienne,11,3,0,1,2,0,1,1,12,H,14,2010-08-07,Paris SG,F1,5,6,6,19,H,7,Paris SG_St Etienne_2010
6,3,Lille,23,1,0,1,1,0,0,3,21,D,14,2010-08-07,Rennes,F1,5,5,6,20,H,3,Rennes_Lille_2010
7,2,Arles,16,2,0,1,1,0,1,4,19,H,10,2010-08-07,Sochaux,F1,1,6,10,14,D,3,Sochaux_Arles_2010
8,3,Brest,21,2,0,0,1,0,0,2,18,H,9,2010-08-07,Toulouse,F1,1,4,2,9,H,3,Toulouse_Brest_2010
9,5,Bordeaux,22,1,0,0,0,0,0,2,13,H,8,2010-08-08,Montpellier,F1,1,3,5,9,D,1,Montpellier_Bordeaux_2010
10,1,Lens,13,0,0,1,0,0,0,0,17,A,10,2010-08-14,Arles,F1,4,3,4,11,D,4,Arles_Lens_2010
11,2,Toulouse,17,1,0,2,0,0,1,4,22,A,6,2010-08-15,Bordeaux,F1,3,3,4,10,A,1,Bordeaux_Toulouse_2010
12,2,Auxerre,29,1,0,1,1,0,0,3,16,D,12,2010-08-14,Brest,F1,4,3,8,11,H,7,Brest_Auxerre_2010
13,2,Lyon,16,3,1,2,2,0,2,1,17,H,16,2010-08-15,Caen,F1,2,7,4,12,D,2,Caen_Lyon_2010
14,1,Paris SG,16,0,0,0,0,0,0,4,14,D,10,2010-08-15,Lille,F1,4,1,5,11,D,1,Lille_Paris SG_2010
15,1,Nice,11,1,0,2,1,0,1,2,15,A,14,2010-08-14,Lorient,F1,5,2,5,11,D,5,Lorient_Nice_2010
16,0,Rennes,13,0,0,3,0,1,0,0,13,A,15,2010-08-14,Nancy,F1,6,2,5,9,D,2,Nancy_Rennes_2010
17,2,Sochaux,20,3,0,2,1,0,0,1,14,H,16,2010-08-14,St Etienne,F1,6,7,7,17,H,10,St Etienne_Sochaux_2010
18,3,Marseille,20,3,0,2,0,0,0,4,10,H,14,2010-08-14,Valenciennes,F1,3,6,2,13,D,6,Valenciennes_Marseille_2010
19,1,Montpellier,17,0,0,0,0,0,0,3,12,D,19,2010-08-17,Monaco,F1,4,2,1,10,D,1,Monaco_Montpellier_2010
20,3,Valenciennes,19,1,0,1,0,0,0,2,11,D,7,2010-08-21,Auxerre,F1,2,2,7,9,D,4,Auxerre_Valenciennes_2010
21,1,Monaco,3,2,0,2,0,0,1,5,20,D,7,2010-08-21,Lens,F1,2,6,7,23,A,0,Lens_Monaco_2010
22,1,Brest,15,1,0,0,1,0,0,3,19,H,18,2010-08-21,Lyon,F1,3,7,6,13,H,6,Lyon_Brest_2010
23,2,Lorient,19,2,0,0,1,0,0,3,15,H,12,2010-08-21,Marseille,F1,5,6,5,16,H,3,Marseille_Lorient_2010
24,1,Nancy,12,1,1,1,1,0,0,3,17,D,13,2010-08-21,Nice,F1,6,4,3,9,H,3,Nice_Nancy_2010
25,2,St Etienne,18,0,0,0,0,0,0,2,19,D,9,2010-08-21,Rennes,F1,2,2,5,19,D,0,Rennes_St Etienne_2010
26,3,Arles,22,2,0,1,1,0,0,2,15,H,8,2010-08-21,Toulouse,F1,3,3,5,8,H,1,Toulouse_Arles_2010
27,2,Caen,17,0,0,0,0,0,0,2,23,D,2,2010-08-22,Montpellier,F1,0,5,4,19,D,1,Montpellier_Caen_2010
28,1,Bordeaux,11,1,0,2,0,0,0,5,16,A,10,2010-08-22,Paris SG,F1,4,6,6,15,D,5,Paris SG_Bordeaux_2010
29,1,Lille,12,0,0,0,0,0,0,2,11,D,17,2010-08-22,Sochaux,F1,7,1,3,9,D,6,Sochaux_Lille_2010
30,1,Rennes,11,0,0,1,0,0,1,1,16,A,7,2010-08-28,Arles,F1,1,4,6,12,A,1,Arles_Rennes_2010
31,4,Brest,22,0,0,2,0,1,0,2,17,A,16,2010-08-28,Caen,F1,4,1,6,7,D,6,Caen_Brest_2010
32,0,Lyon,17,2,0,0,1,0,0,0,12,H,14,2010-08-28,Lorient,F1,4,7,3,15,H,8,Lorient_Lyon_2010
33,4,Toulouse,22,0,0,2,0,0,0,2,17,A,13,2010-08-28,Nancy,F1,6,5,5,16,D,3,Nancy_Toulouse_2010
34,1,Lens,19,3,0,1,1,1,0,1,18,H,13,2010-08-28,St Etienne,F1,6,6,3,14,H,6,St Etienne_Lens_2010
35,3,Montpellier,19,0,0,1,0,0,1,1,16,A,15,2010-08-28,Valenciennes,F1,5,2,5,9,A,1,Valenciennes_Montpellier_2010
36,1,Marseille,14,1,1,1,0,0,1,2,20,D,8,2010-08-29,Bordeaux,F1,5,4,9,14,A,4,Bordeaux_Marseille_2010
37,0,Nice,13,1,0,1,0,0,1,5,25,D,7,2010-08-29,Lille,F1,3,5,18,17,A,3,Lille_Nice_2010
38,0,Auxerre,16,2,0,0,0,0,0,0,11,H,11,2010-08-29,Monaco,F1,1,5,10,20,D,5,Monaco_Auxerre_2010
39,2,Paris SG,14,3,1,1,3,0,0,1,15,H,19,2010-08-29,Sochaux,F1,8,7,7,15,H,10,Sochaux_Paris SG_2010
40,0,Caen,18,1,0,1,1,0,0,3,16,D,12,2010-09-11,Auxerre,F1,2,5,1,11,H,5,Auxerre_Caen_2010
41,0,Lille,16,1,0,4,0,2,1,3,19,A,19,2010-09-11,Lens,F1,6,5,2,8,A,9,Lens_Lille_2010
42,0,Valenciennes,9,1,0,1,1,0,0,0,19,D,11,2010-09-11,Lyon,F1,5,2,9,17,H,4,Lyon_Valenciennes_2010
43,2,Nancy,12,1,1,2,0,0,2,2,11,A,15,2010-09-11,Montpellier,F1,5,4,9,17,A,2,Montpellier_Nancy_2010
44,0,Arles,8,4,0,0,2,0,0,0,16,H,11,2010-09-11,Paris SG,F1,5,7,10,22,H,5,Paris SG_Arles_2010
45,3,Sochaux,17,2,0,1,1,0,1,1,17,H,15,2010-09-11,Rennes,F1,9,5,9,17,D,3,Rennes_Sochaux_2010
46,2,St Etienne,16,0,0,1,0,0,1,2,13,A,9,2010-09-11,Toulouse,F1,3,0,3,11,A,3,Toulouse_St Etienne_2010
47,0,Lorient,23,0,0,0,0,0,0,1,18,D,9,2010-09-12,Brest,F1,1,2,5,17,D,5,Brest_Lorient_2010
48,1,Monaco,14,2,0,2,1,0,1,3,23,D,8,2010-09-12,Marseille,F1,4,10,3,26,D,2,Marseille_Monaco_2010
49,4,Bordeaux,18,2,0,1,1,0,0,2,21,H,13,2010-09-12,Nice,F1,4,6,6,12,H,1,Nice_Bordeaux_2010
50,2,Marseille,14,0,0,3,0,0,2,1,12,A,15,2010-09-18,Arles,F1,8,6,9,16,A,3,Arles_Marseille_2010
51,1,Caen,12,0,0,1,0,0,1,2,17,A,13,2010-09-18,Lorient,F1,4,4,4,18,A,1,Lorient_Caen_2010
52,4,Toulouse,13,0,0,0,0,0,0,2,14,D,10,2010-09-18,Monaco,F1,5,2,2,9,D,5,Monaco_Toulouse_2010
53,0,Brest,14,0,0,2,0,0,0,1,11,A,9,2010-09-18,Nancy,F1,5,3,6,16,D,1,Nancy_Brest_2010
54,2,Nice,17,4,0,0,1,0,0,2,14,H,11,2010-09-18,Sochaux,F1,7,12,9,24,H,4,Sochaux_Nice_2010
55,0,Montpellier,17,3,0,0,2,0,0,1,21,H,13,2010-09-18,St Etienne,F1,1,4,3,10,H,2,St Etienne_Montpellier_2010
56,2,Lens,18,1,0,1,0,0,0,3,10,D,12,2010-09-18,Valenciennes,F1,3,2,1,10,D,7,Valenciennes_Lens_2010
57,3,Lyon,15,2,0,0,0,0,0,3,23,H,10,2010-09-19,Bordeaux,F1,1,5,7,19,D,4,Bordeaux_Lyon_2010
58,2,Auxerre,13,1,0,0,0,0,0,2,15,H,8,2010-09-19,Lille,F1,2,1,6,11,D,3,Lille_Auxerre_2010
59,0,Rennes,19,0,0,0,0,0,0,1,15,D,10,2010-09-19,Paris SG,F1,2,2,5,11,D,0,Paris SG_Rennes_2010
60,3,Nancy,9,2,0,2,2,0,2,2,18,D,7,2010-09-25,Auxerre,F1,3,5,3,17,D,1,Auxerre_Nancy_2010
61,2,Bordeaux,23,0,0,0,0,0,0,2,13,D,14,2010-09-25,Caen,F1,4,1,3,3,D,2,Caen_Bordeaux_2010
62,1,Monaco,8,2,1,1,1,0,1,4,20,H,2,2010-09-25,Lorient,F1,1,6,8,24,D,0,Lorient_Monaco_2010
63,3,St Etienne,11,0,0,1,0,1,0,4,21,A,5,2010-09-25,Lyon,F1,2,4,12,28,D,2,Lyon_St Etienne_2010
64,0,Sochaux,15,2,0,1,1,0,0,2,17,H,8,2010-09-25,Marseille,F1,2,5,9,25,H,2,Marseille_Sochaux_2010
65,2,Arles,22,3,0,1,1,1,0,5,24,H,15,2010-09-25,Montpellier,F1,4,4,5,13,H,4,Montpellier_Arles_2010
66,2,Rennes,15,1,0,2,1,0,1,3,20,A,10,2010-09-25,Nice,F1,5,3,2,8,D,4,Nice_Rennes_2010
67,0,Valenciennes,13,1,0,0,0,0,0,3,20,H,6,2010-09-26,Brest,F1,3,5,7,13,D,4,Brest_Valenciennes_2010
68,0,Paris SG,18,0,0,2,0,0,0,3,19,A,20,2010-09-26,Lens,F1,6,3,4,14,D,7,Lens_Paris SG_2010
69,3,Lille,22,1,0,1,0,0,1,3,10,D,6,2010-09-26,Toulouse,F1,2,6,3,14,A,0,Toulouse_Lille_2010
70,1,Auxerre,16,0,0,4,0,0,2,0,18,A,14,2010-10-02,Arles,F1,8,0,5,8,A,0,Arles_Auxerre_2010
71,1,Lorient,22,1,0,0,1,0,0,3,15,H,7,2010-10-02,Bordeaux,F1,3,2,6,10,H,8,Bordeaux_Lorient_2010
72,2,Brest,18,0,0,1,0,0,0,1,10,A,10,2010-10-02,Monaco,F1,2,7,8,13,D,5,Monaco_Brest_2010
73,1,Lyon,20,2,0,3,0,0,1,3,21,A,8,2010-10-02,Nancy,F1,3,6,6,19,A,3,Nancy_Lyon_2010
74,1,Lens,16,3,0,0,2,0,0,3,13,H,12,2010-10-02,Sochaux,F1,5,7,3,11,H,5,Sochaux_Lens_2010
75,1,Marseille,12,1,0,1,0,0,1,1,10,D,13,2010-10-02,St Etienne,F1,3,8,9,18,A,4,St Etienne_Marseille_2010
76,2,Caen,22,2,0,1,2,0,0,3,10,H,7,2010-10-02,Valenciennes,F1,1,4,5,14,H,3,Valenciennes_Caen_2010
77,1,Montpellier,14,3,0,1,2,0,1,0,18,H,15,2010-10-03,Lille,F1,6,6,3,11,H,3,Lille_Montpellier_2010
78,1,Nice,10,0,0,0,0,0,0,4,10,D,11,2010-10-03,Paris SG,F1,2,6,12,19,D,3,Paris SG_Nice_2010
79,0,Toulouse,9,3,0,1,1,0,0,1,15,H,15,2010-10-03,Rennes,F1,2,7,3,14,H,4,Rennes_Toulouse_2010
