year,team,home_away_total,type_rating,points,game_id,date,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total,Rating_Initial
2016,Fulham,home,ft_home,3,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,303.7
2016,Fulham,home,ft_home_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,147.1
2016,Fulham,home,ft_home_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,356.0
2016,Fulham,home,ft_home_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,612.5
2016,Fulham,home,ft_home_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,760.4
2016,Fulham,home,ft_home_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,530.0
2016,Fulham,home,ft_home_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,286.4
2016,Fulham,total,ft_total,3,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,253.7
2016,Fulham,total,ft_total_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,151.5
2016,Fulham,total,ft_total_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,151.5
2016,Fulham,total,ft_total_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,377.9
2016,Fulham,total,ft_total_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,377.9
2016,Fulham,total,ft_total_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,630.0
2016,Fulham,total,ft_total_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,630.0
2016,Fulham,total,ft_total_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,788.8
2016,Fulham,total,ft_total_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,788.8
2016,Fulham,total,ft_total_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,536.5
2016,Fulham,total,ft_total_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,536.5
2016,Fulham,total,ft_total_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,297.3
2016,Fulham,total,ft_total_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,297.3
2016,Fulham,home,ht_home,3,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,290.8
2016,Fulham,home,ht_home_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,499.3
2016,Fulham,home,ht_home_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,795.5
2016,Fulham,home,ht_home_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,947.6
2016,Fulham,home,ht_home_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,369.1
2016,Fulham,home,ht_home_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,134.0
2016,Fulham,home,ht_home_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,43.0
2016,Fulham,total,ht_total,3,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,249.5
2016,Fulham,total,ht_total_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,556.2
2016,Fulham,total,ht_total_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,556.2
2016,Fulham,total,ht_total_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,799.3
2016,Fulham,total,ht_total_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,799.3
2016,Fulham,total,ht_total_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,962.8
2016,Fulham,total,ht_total_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,962.8
2016,Fulham,total,ht_total_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,369.2
2016,Fulham,total,ht_total_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,369.2
2016,Fulham,total,ht_total_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,140.9
2016,Fulham,total,ht_total_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,140.9
2016,Fulham,total,ht_total_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,21.0
2016,Fulham,total,ht_total_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,21.0
2016,Newcastle,away,ft_away,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,103.6
2016,Newcastle,away,ft_away_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,68.8
2016,Newcastle,away,ft_away_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,282.2
2016,Newcastle,away,ft_away_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,530.0
2016,Newcastle,away,ft_away_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,512.4
2016,Newcastle,away,ft_away_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,247.2
2016,Newcastle,away,ft_away_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,82.0
2016,Newcastle,total,ft_total,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,127.5
2016,Newcastle,total,ft_total_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,132.0
2016,Newcastle,total,ft_total_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,132.0
2016,Newcastle,total,ft_total_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,345.2
2016,Newcastle,total,ft_total_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,345.2
2016,Newcastle,total,ft_total_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,616.8
2016,Newcastle,total,ft_total_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,616.8
2016,Newcastle,total,ft_total_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,616.8
2016,Newcastle,total,ft_total_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,616.8
2016,Newcastle,total,ft_total_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,321.5
2016,Newcastle,total,ft_total_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,321.5
2016,Newcastle,total,ft_total_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,101.8
2016,Newcastle,total,ft_total_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,101.8
2016,Newcastle,away,ht_away,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,55.9
2016,Newcastle,away,ht_away_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,460.6
2016,Newcastle,away,ht_away_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,747.7
2016,Newcastle,away,ht_away_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,895.3
2016,Newcastle,away,ht_away_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,142.9
2016,Newcastle,away,ht_away_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,43.0
2016,Newcastle,away,ht_away_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,43.0
2016,Newcastle,total,ht_total,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,116.7
2016,Newcastle,total,ht_total_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,543.3
2016,Newcastle,total,ht_total_g<15,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,543.3
2016,Newcastle,total,ht_total_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,786.4
2016,Newcastle,total,ht_total_g<25,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,786.4
2016,Newcastle,total,ht_total_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,932.0
2016,Newcastle,total,ht_total_g<35,1,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,932.0
2016,Newcastle,total,ht_total_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,164.6
2016,Newcastle,total,ht_total_g>15,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,164.6
2016,Newcastle,total,ht_total_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,32.0
2016,Newcastle,total,ht_total_g>25,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,32.0
2016,Newcastle,total,ht_total_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,21.0
2016,Newcastle,total,ht_total_g>35,0,Fulham_Newcastle_2016,2016-08-05,1,1,1,1,21.0
2016,Barnsley,away,ft_away,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,129.7
2016,Barnsley,away,ft_away_g<15,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,125.5
2016,Barnsley,away,ft_away_g<25,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,325.7
2016,Barnsley,away,ft_away_g<35,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,586.5
2016,Barnsley,away,ft_away_g>15,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,581.9
2016,Barnsley,away,ft_away_g>25,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,325.5
2016,Barnsley,away,ft_away_g>35,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,138.5
2016,Barnsley,total,ft_total,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,138.4
2016,Barnsley,total,ft_total_g<15,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,160.3
2016,Barnsley,total,ft_total_g<15,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,160.3
2016,Barnsley,total,ft_total_g<25,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,384.3
2016,Barnsley,total,ft_total_g<25,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,384.3
2016,Barnsley,total,ft_total_g<35,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,647.3
2016,Barnsley,total,ft_total_g<35,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,647.3
2016,Barnsley,total,ft_total_g>15,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,647.2
2016,Barnsley,total,ft_total_g>15,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,647.2
2016,Barnsley,total,ft_total_g>25,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,367.2
2016,Barnsley,total,ft_total_g>25,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,367.2
2016,Barnsley,total,ft_total_g>35,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,143.0
2016,Barnsley,total,ft_total_g>35,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,143.0
2016,Barnsley,away,ht_away,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,69.0
2016,Barnsley,away,ht_away_g<15,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,521.5
2016,Barnsley,away,ht_away_g<25,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,791.2
2016,Barnsley,away,ht_away_g<35,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,912.7
2016,Barnsley,away,ht_away_g>15,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,190.6
2016,Barnsley,away,ht_away_g>25,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,55.9
2016,Barnsley,away,ht_away_g>35,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,43.0
2016,Barnsley,total,ht_total,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,134.1
2016,Barnsley,total,ht_total_g<15,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,575.8
2016,Barnsley,total,ht_total_g<15,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,575.8
2016,Barnsley,total,ht_total_g<25,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,821.2
2016,Barnsley,total,ht_total_g<25,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,821.2
2016,Barnsley,total,ht_total_g<35,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,940.6
2016,Barnsley,total,ht_total_g<35,1,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,940.6
2016,Barnsley,total,ht_total_g>15,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,206.1
2016,Barnsley,total,ht_total_g>15,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,206.1
2016,Barnsley,total,ht_total_g>25,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,56.0
2016,Barnsley,total,ht_total_g>25,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,56.0
2016,Barnsley,total,ht_total_g>35,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,27.6
2016,Barnsley,total,ht_total_g>35,0,Ipswich_Barnsley_2016,2016-08-06,1,1,1,1,27.6
2016,Birmingham,home,ft_home,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,334.2
2016,Birmingham,home,ft_home_g<15,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,295.1
2016,Birmingham,home,ft_home_g<25,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,512.4
2016,Birmingham,home,ft_home_g<35,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,760.5
2016,Birmingham,home,ft_home_g>15,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,703.9
2016,Birmingham,home,ft_home_g>25,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,486.6
2016,Birmingham,home,ft_home_g>35,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,238.5
2016,Birmingham,total,ft_total,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,323.3
2016,Birmingham,total,ft_total_g<15,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,290.6
2016,Birmingham,total,ft_total_g<15,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,290.6
2016,Birmingham,total,ft_total_g<25,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,573.4
2016,Birmingham,total,ft_total_g<25,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,573.4
2016,Birmingham,total,ft_total_g<35,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,751.7
2016,Birmingham,total,ft_total_g<35,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,751.7
2016,Birmingham,total,ft_total_g>15,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,708.4
2016,Birmingham,total,ft_total_g>15,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,708.4
2016,Birmingham,total,ft_total_g>25,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,425.7
2016,Birmingham,total,ft_total_g>25,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,425.7
2016,Birmingham,total,ft_total_g>35,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,247.3
2016,Birmingham,total,ft_total_g>35,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,247.3
2016,Birmingham,home,ht_home,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,347.2
2016,Birmingham,home,ht_home_g<15,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,738.9
2016,Birmingham,home,ht_home_g<25,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,903.8
2016,Birmingham,home,ht_home_g<35,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,956.0
2016,Birmingham,home,ht_home_g>15,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,260.1
2016,Birmingham,home,ht_home_g>25,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,95.2
2016,Birmingham,home,ht_home_g>35,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,43.0
2016,Birmingham,total,ht_total,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,295.1
2016,Birmingham,total,ht_total_g<15,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,673.0
2016,Birmingham,total,ht_total_g<15,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,673.0
2016,Birmingham,total,ht_total_g<25,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,895.2
2016,Birmingham,total,ht_total_g<25,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,895.2
2016,Birmingham,total,ht_total_g<35,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,969.2
2016,Birmingham,total,ht_total_g<35,1,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,969.2
2016,Birmingham,total,ht_total_g>15,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,326.0
2016,Birmingham,total,ht_total_g>15,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,326.0
2016,Birmingham,total,ht_total_g>25,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,103.8
2016,Birmingham,total,ht_total_g>25,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,103.8
2016,Birmingham,total,ht_total_g>35,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,29.8
2016,Birmingham,total,ht_total_g>35,0,Birmingham_Cardiff_2016,2016-08-06,1,1,1,1,29.8
2016,Blackburn,home,ft_home,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,421.2
2016,Blackburn,home,ft_home_g<15,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,308.0
2016,Blackburn,home,ft_home_g<25,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,560.4
2016,Blackburn,home,ft_home_g<35,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,765.1
2016,Blackburn,home,ft_home_g>15,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,691.0
2016,Blackburn,home,ft_home_g>25,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,438.6
2016,Blackburn,home,ft_home_g>35,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,233.9
2016,Blackburn,total,ft_total,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,332.1
2016,Blackburn,total,ft_total_g<15,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,290.8
2016,Blackburn,total,ft_total_g<15,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,290.8
2016,Blackburn,total,ft_total_g<25,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,566.8
2016,Blackburn,total,ft_total_g<25,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,566.8
2016,Blackburn,total,ft_total_g<35,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,754.0
2016,Blackburn,total,ft_total_g<35,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,754.0
2016,Blackburn,total,ft_total_g>15,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,708.2
2016,Blackburn,total,ft_total_g>15,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,708.2
2016,Blackburn,total,ft_total_g>25,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,432.4
2016,Blackburn,total,ft_total_g>25,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,432.4
2016,Blackburn,total,ft_total_g>35,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,245.0
2016,Blackburn,total,ft_total_g>35,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,245.0
2016,Blackburn,home,ht_home,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,334.2
2016,Blackburn,home,ht_home_g<15,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,651.5
2016,Blackburn,home,ht_home_g<25,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,817.0
2016,Blackburn,home,ht_home_g<35,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,969.4
2016,Blackburn,home,ht_home_g>15,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,347.5
2016,Blackburn,home,ht_home_g>25,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,182.0
2016,Blackburn,home,ht_home_g>35,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,51.6
2016,Blackburn,total,ht_total,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,303.8
2016,Blackburn,total,ht_total_g<15,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,675.3
2016,Blackburn,total,ht_total_g<15,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,675.3
2016,Blackburn,total,ht_total_g<25,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,869.2
2016,Blackburn,total,ht_total_g<25,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,869.2
2016,Blackburn,total,ht_total_g<35,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,976.0
2016,Blackburn,total,ht_total_g<35,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,976.0
2016,Blackburn,total,ht_total_g>15,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,323.7
2016,Blackburn,total,ht_total_g>15,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,323.7
2016,Blackburn,total,ht_total_g>25,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,129.8
2016,Blackburn,total,ht_total_g>25,1,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,129.8
2016,Blackburn,total,ht_total_g>35,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,34.0
2016,Blackburn,total,ht_total_g>35,0,Blackburn_Norwich_2016,2016-08-06,1,1,1,1,34.0
2016,Brentford,away,ft_away,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,330.0
2016,Brentford,away,ft_away_g<15,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,121.0
2016,Brentford,away,ft_away_g<25,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,347.3
2016,Brentford,away,ft_away_g<35,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,599.4
2016,Brentford,away,ft_away_g>15,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,751.8
2016,Brentford,away,ft_away_g>25,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,529.9
2016,Brentford,away,ft_away_g>35,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,286.6
2016,Brentford,total,ft_total,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,373.7
2016,Brentford,total,ft_total_g<15,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,160.3
2016,Brentford,total,ft_total_g<15,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,160.3
2016,Brentford,total,ft_total_g<25,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,358.1
2016,Brentford,total,ft_total_g<25,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,358.1
2016,Brentford,total,ft_total_g<35,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,634.0
2016,Brentford,total,ft_total_g<35,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,634.0
2016,Brentford,total,ft_total_g>15,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,780.0
2016,Brentford,total,ft_total_g>15,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,780.0
2016,Brentford,total,ft_total_g>25,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,556.3
2016,Brentford,total,ft_total_g>25,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,556.3
2016,Brentford,total,ft_total_g>35,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,293.3
2016,Brentford,total,ft_total_g>35,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,293.3
2016,Brentford,away,ht_away,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,268.7
2016,Brentford,away,ht_away_g<15,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,582.2
2016,Brentford,away,ht_away_g<25,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,851.9
2016,Brentford,away,ht_away_g<35,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,951.8
2016,Brentford,away,ht_away_g>15,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,308.2
2016,Brentford,away,ht_away_g>25,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,90.7
2016,Brentford,away,ht_away_g>35,0,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,43.0
2016,Brentford,total,ht_total,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,284.4
2016,Brentford,total,ht_total_g<15,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,634.3
2016,Brentford,total,ht_total_g<15,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,634.3
2016,Brentford,total,ht_total_g<25,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,831.9
2016,Brentford,total,ht_total_g<25,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,831.9
2016,Brentford,total,ht_total_g<35,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,969.4
2016,Brentford,total,ht_total_g<35,1,Huddersfield_Brentford_2016,2016-08-06,1,1,1,1,969.4
