,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,15:30:00,2,Charleroi,10,0,0,1,0,0,0,3,11,A,6,2020-08-08,Club Brugge,B1,4,5,10,17,D,2,Club Brugge_Charleroi_2020
1,18:00:00,2,Mouscron,8,0,1,1,0,0,0,1,5,D,4,2020-08-08,Antwerp,B1,2,9,7,12,D,3,Antwerp_Mouscron_2020
2,18:00:00,1,Cercle Brugge,10,0,1,0,0,0,0,1,11,H,6,2020-08-08,Standard,B1,1,8,5,11,D,4,Standard_Cercle Brugge_2020
3,12:30:00,2,Gent,19,0,2,1,1,0,1,2,13,H,13,2020-08-09,St Truiden,B1,2,8,6,11,D,3,St Truiden_Gent_2020
4,15:00:00,3,Genk,15,0,1,2,1,0,0,1,16,A,15,2020-08-09,Waregem,B1,4,6,9,8,H,8,Waregem_Genk_2020
5,17:15:00,3,Anderlecht,21,0,2,2,0,0,0,3,17,D,7,2020-08-09,Mechelen,B1,2,4,2,10,D,7,Mechelen_Anderlecht_2020
6,19:45:00,2,Waasland-Beveren,15,0,1,3,0,0,1,4,14,A,8,2020-08-09,Kortrijk,B1,6,4,4,11,A,1,Kortrijk_Waasland-Beveren_2020
7,18:00:00,1,Eupen,12,0,1,1,0,0,0,2,11,D,16,2020-08-10,Oud-Heverlee Leuven,B1,6,3,5,4,D,8,Oud-Heverlee Leuven_Eupen_2020
8,18:00:00,3,Beerschot VA,18,0,1,2,0,0,1,2,12,A,6,2020-08-10,Oostende,B1,5,2,12,6,A,7,Oostende_Beerschot VA_2020
9,18:00:00,3,Mechelen,9,0,0,1,0,0,1,3,18,A,7,2020-08-14,Mouscron,B1,4,1,5,9,A,5,Mouscron_Mechelen_2020
10,15:30:00,1,Oud-Heverlee Leuven,11,0,1,1,0,0,0,1,11,D,10,2020-08-15,Genk,B1,4,4,7,20,D,1,Genk_Oud-Heverlee Leuven_2020
11,18:00:00,1,Oostende,14,0,1,0,0,0,0,2,19,H,8,2020-08-15,Charleroi,B1,0,2,8,14,D,7,Charleroi_Oostende_2020
12,18:00:00,0,Kortrijk,6,0,1,2,0,0,1,1,12,A,10,2020-08-15,Gent,B1,5,12,6,23,A,5,Gent_Kortrijk_2020
13,12:30:00,1,Antwerp,17,0,2,1,0,0,1,1,14,H,8,2020-08-16,Cercle Brugge,B1,3,5,5,11,A,2,Cercle Brugge_Antwerp_2020
14,15:00:00,3,Waregem,9,0,3,1,1,0,0,2,11,H,6,2020-08-16,Beerschot VA,B1,1,6,3,17,H,5,Beerschot VA_Waregem_2020
15,15:00:00,0,Club Brugge,13,0,0,4,0,0,1,0,10,A,11,2020-08-16,Eupen,B1,5,1,6,13,A,6,Eupen_Club Brugge_2020
16,17:15:00,2,St Truiden,15,1,3,1,1,0,0,0,13,H,3,2020-08-16,Anderlecht,B1,1,6,2,15,H,1,Anderlecht_St Truiden_2020
17,18:00:00,3,Standard,19,0,1,2,0,0,0,3,18,A,17,2020-08-17,Waasland-Beveren,B1,8,3,4,5,D,8,Waasland-Beveren_Standard_2020
18,18:00:00,2,Eupen,7,0,0,0,0,0,0,2,19,D,16,2020-08-21,Kortrijk,B1,6,1,1,6,D,5,Kortrijk_Eupen_2020
19,15:15:00,3,Waasland-Beveren,16,0,4,1,1,0,0,1,10,H,6,2020-08-22,Waregem,B1,2,9,7,23,H,2,Waregem_Waasland-Beveren_2020
20,17:30:00,4,Cercle Brugge,14,0,2,3,1,0,0,2,13,A,11,2020-08-22,Mechelen,B1,4,8,6,21,H,8,Mechelen_Cercle Brugge_2020
21,17:30:00,1,Charleroi,10,1,1,3,1,0,1,4,18,A,11,2020-08-22,Oud-Heverlee Leuven,B1,5,2,6,8,D,5,Oud-Heverlee Leuven_Charleroi_2020
22,19:45:00,0,Gent,10,0,1,0,1,0,0,0,13,H,17,2020-08-22,Antwerp,B1,5,4,3,6,H,6,Antwerp_Gent_2020
23,12:30:00,6,Genk,18,0,0,0,0,1,0,2,12,D,10,2020-08-23,Standard,B1,3,1,6,12,D,5,Standard_Genk_2020
24,15:00:00,1,Beerschot VA,16,0,0,1,0,0,1,0,9,A,6,2020-08-23,Club Brugge,B1,2,7,5,19,A,1,Club Brugge_Beerschot VA_2020
25,17:15:00,2,Mouscron,16,1,1,1,0,0,0,2,14,D,7,2020-08-23,Anderlecht,B1,2,5,12,16,D,2,Anderlecht_Mouscron_2020
26,19:45:00,1,Oostende,12,1,0,0,0,1,0,7,26,D,13,2020-08-24,St Truiden,B1,2,1,4,9,D,5,St Truiden_Oostende_2020
27,19:45:00,3,Anderlecht,12,0,2,2,2,0,1,3,14,D,13,2020-08-28,Oostende,B1,5,5,5,11,H,4,Oostende_Anderlecht_2020
28,15:15:00,4,St Truiden,25,0,1,1,1,1,0,4,14,D,17,2020-08-29,Eupen,B1,4,3,4,5,H,5,Eupen_St Truiden_2020
29,17:30:00,2,Kortrijk,18,0,0,1,0,0,0,3,16,A,11,2020-08-29,Cercle Brugge,B1,2,1,5,9,D,11,Cercle Brugge_Kortrijk_2020
30,17:30:00,1,Oud-Heverlee Leuven,12,0,1,3,0,1,1,1,15,A,12,2020-08-29,Waasland-Beveren,B1,7,4,4,16,A,6,Waasland-Beveren_Oud-Heverlee Leuven_2020
31,19:45:00,2,Waregem,14,0,0,1,0,0,0,1,10,A,9,2020-08-29,Mouscron,B1,2,3,5,8,D,4,Mouscron_Waregem_2020
