,WHD,IWH,LBA,B365AH,SBH,SBA,BWD,WHA,B365A,LBH,GBA,B365D,B365H,WHH,BWA,BWH,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
159,3.5,1.55,5.5,-1.0,1.53,5.2,3.65,5.0,5.0,1.53,5.25,3.5,1.57,1.57,5.8,1.5,4.8,2.14,1.55,3.6,1.925,1.925,1.65,-0.5,2.0,3.5,3.4,3.6,1.55,Standard,Lierse,Standard_Lierse_2004
160,3.4,1.55,5.5,-1.0,1.5,5.5,3.65,6.0,6.0,1.5,6.0,3.75,1.44,1.5,5.8,1.5,4.8,1.42,1.5,3.6,1.8,2.05,1.65,-1.5,2.0,3.5,3.6,3.6,2.15,Westerlo,Oostende,Westerlo_Oostende_2004
161,3.6,1.7,4.5,-0.75,1.57,5.0,3.65,5.0,5.0,1.62,5.25,3.5,1.57,1.55,5.8,1.5,4.2,2.14,1.55,3.5,1.925,1.925,1.71,-0.5,1.95,3.2,3.5,3.6,1.55,Beveren,Bergen,Beveren_Bergen_2004
162,3.1,2.7,2.5,0.0,2.5,2.5,3.2,2.55,2.37,2.4,2.5,3.3,2.5,2.45,2.5,2.5,2.3,,2.5,3.1,2.025,1.825,,,,3.0,3.25,3.2,,Charleroi,Standard,Charleroi_Standard_2004
163,3.2,2.5,2.3,0.25,2.6,2.38,3.2,2.35,2.37,2.5,2.4,3.1,2.62,2.2,2.4,2.6,2.5,2.4,2.6,3.1,1.8,2.05,1.71,0.5,1.95,3.0,3.4,3.2,1.43,FC Brussels,Lokeren,FC Brussels_Lokeren_2004
164,3.25,1.9,3.2,-0.5,1.85,3.6,3.4,3.8,3.4,1.91,3.6,3.25,1.9,1.8,3.8,1.8,3.5,1.71,1.92,3.25,1.875,1.975,1.65,-0.5,2.0,3.1,3.5,3.2,1.9,Lierse,Westerlo,Lierse_Westerlo_2004
165,3.1,2.5,2.4,0.25,2.62,2.3,3.2,2.25,2.5,2.5,2.4,3.1,2.5,2.8,2.4,2.6,2.5,2.4,2.6,3.2,1.8,2.05,1.71,0.5,1.95,3.0,3.25,3.2,1.43,Mouscron,Genk,Mouscron_Genk_2004
166,3.1,2.7,2.3,0.25,2.6,2.38,3.2,2.3,2.37,2.5,2.45,3.1,2.62,2.7,2.4,2.6,2.3,2.45,2.55,3.1,1.8,2.05,1.83,0.5,1.83,3.0,3.4,3.2,1.42,Oostende,Germinal,Oostende_Germinal_2004
167,3.4,4.4,1.57,1.0,5.2,1.53,3.55,1.5,1.57,5.0,1.57,3.5,5.0,6.0,1.6,4.85,1.65,1.57,5.25,3.6,1.75,2.1,1.65,0.5,2.0,3.3,3.5,3.5,2.1,St Truiden,Anderlecht,St Truiden_Anderlecht_2004
168,3.1,2.3,2.5,0.0,2.3,2.6,3.2,2.7,2.6,2.4,2.65,3.1,2.4,2.3,2.6,2.4,2.7,1.46,2.35,3.25,1.825,2.025,1.65,-0.5,2.0,3.0,3.25,3.25,2.35,Cercle Brugge,Louvieroise,Cercle Brugge_Louvieroise_2004
169,3.5,3.8,1.73,0.5,3.8,1.75,3.4,1.8,1.8,3.75,1.8,3.3,3.75,3.5,1.8,3.8,1.8,1.8,3.95,3.4,2.05,1.8,1.65,0.5,2.0,3.1,3.5,3.3,1.8,Gent,Club Brugge,Gent_Club Brugge_2004
170,5.0,1.2,11.0,-2.0,1.2,10.0,6.0,10.0,9.0,1.2,10.0,5.0,1.22,1.23,11.0,1.17,10.0,,1.23,5.5,1.8,2.05,,,,5.0,5.0,5.0,,Anderlecht,Beveren,Anderlecht_Beveren_2004
171,3.25,2.7,2.2,0.25,2.7,2.3,3.2,2.35,2.25,2.75,2.35,3.2,2.75,2.65,2.2,2.9,2.3,,2.65,3.2,1.7,2.15,,,,3.0,3.25,3.25,,Bergen,Gent,Bergen_Gent_2004
172,7.0,1.1,17.0,-2.5,1.091,17.0,7.0,15.0,15.0,1.111,15.0,7.5,1.08,1.11,17.0,1.1,15.0,,1.11,7.0,1.8,2.05,,,,7.0,6.0,7.0,,Club Brugge,Oostende,Club Brugge_Oostende_2004
173,3.2,2.2,3.5,-0.5,1.8,4.0,3.25,2.9,4.5,1.833,2.9,3.29,1.66,2.2,2.95,2.15,2.8,,2.2,3.25,1.7,2.15,,,,3.1,3.4,3.2,,Germinal,Lierse,Germinal_Lierse_2004
174,3.2,2.0,3.2,-0.5,2.0,3.25,3.25,3.35,3.0,2.0,3.35,3.2,2.1,2.0,3.3,2.0,3.2,,2.0,3.25,2.05,1.8,,,,3.1,3.2,3.2,,St Truiden,Mouscron,St Truiden_Mouscron_2004
175,4.5,1.3,10.0,-1.75,1.25,9.0,5.0,8.25,8.0,1.25,8.25,5.0,1.25,1.3,9.0,1.25,8.0,,1.3,5.0,1.75,2.1,,,,4.2,4.5,4.5,,Standard,Cercle Brugge,Standard_Cercle Brugge_2004
176,3.2,2.4,2.5,-0.25,2.4,2.6,3.2,2.6,2.5,2.25,2.6,3.1,2.5,2.4,2.6,2.4,2.5,,2.4,3.2,1.95,1.9,,,,3.1,3.5,3.2,,Westerlo,Charleroi,Westerlo_Charleroi_2004
177,3.2,2.3,2.5,0.0,2.4,2.6,3.2,2.55,2.62,2.4,2.55,3.1,2.37,2.45,2.55,2.45,2.7,,2.45,3.2,1.8,2.05,,,,3.0,3.25,3.2,,Lokeren,Genk,Lokeren_Genk_2004
178,3.75,1.5,,-0.75,1.5,5.5,4.0,5.5,6.0,,5.5,3.75,1.44,1.5,6.75,1.4,5.0,,1.5,3.75,1.95,1.9,,,,3.7,,3.75,,Louvieroise,FC Brussels,Louvieroise_FC Brussels_2004
179,3.3,2.0,3.25,-0.5,1.85,3.6,3.25,3.2,3.4,1.91,3.4,3.25,1.9,1.95,3.45,1.95,3.1,1.66,1.95,3.4,1.975,1.875,1.6,-0.5,2.1,3.2,3.4,3.25,1.95,Beveren,St Truiden,Beveren_St Truiden_2004
180,3.3,4.2,1.67,0.75,4.0,1.75,3.4,1.75,1.8,4.5,1.8,3.3,3.75,4.0,1.75,4.05,1.7,1.8,3.85,3.4,1.975,1.875,1.71,0.5,1.95,3.2,3.25,3.35,1.79,FC Brussels,Standard,FC Brussels_Standard_2004
181,3.4,1.55,5.0,-0.75,1.53,5.5,3.5,5.3,5.0,1.57,5.5,3.5,1.57,1.55,5.0,1.6,4.8,1.42,1.5,3.5,1.649,2.2,1.65,-1.5,2.0,3.5,3.5,3.8,2.15,Genk,Louvieroise,Genk_Louvieroise_2004
182,3.6,4.6,1.57,1.0,5.0,1.57,3.45,1.55,1.57,5.0,1.55,3.5,5.0,5.0,1.6,5.0,1.6,1.55,5.25,3.6,1.9,1.95,1.6,0.5,2.1,3.4,3.5,3.6,2.14,Lierse,Club Brugge,Lierse_Club Brugge_2004
183,3.3,2.2,2.62,-0.25,2.3,2.62,3.25,2.6,2.63,2.25,2.7,3.2,2.3,2.3,3.05,2.1,2.8,1.47,2.3,3.3,1.975,1.875,1.65,-0.5,2.0,3.1,3.4,3.25,2.3,Mouscron,Lokeren,Mouscron_Lokeren_2004
184,3.1,2.5,2.3,0.0,2.5,2.5,3.2,2.5,2.5,2.6,2.45,3.25,2.38,2.5,2.5,2.5,2.4,2.45,2.55,3.2,2.1,1.75,1.6,0.5,2.1,3.1,3.25,3.2,1.42,Oostende,Bergen,Oostende_Bergen_2004
185,3.25,2.2,2.62,-0.25,2.3,2.7,3.2,2.6,2.63,2.25,2.65,3.2,2.3,2.3,2.9,2.2,2.8,1.46,2.35,3.25,1.9,1.95,1.6,-0.5,2.1,3.1,3.4,3.25,2.35,Cercle Brugge,Westerlo,Cercle Brugge_Westerlo_2004
186,3.4,1.65,4.33,-0.75,1.67,4.5,3.5,4.2,4.5,1.7,4.5,3.5,1.61,1.7,5.0,1.6,4.4,1.94,1.68,3.4,1.85,2.0,1.71,-0.5,1.9,3.3,3.25,3.4,1.68,Charleroi,Germinal,Charleroi_Germinal_2004
187,3.4,3.5,1.73,0.5,3.6,1.85,3.25,1.9,2.0,4.0,1.9,3.2,3.2,3.25,1.95,3.45,1.9,1.9,3.5,3.4,1.9,1.95,1.75,0.5,1.9,3.1,3.4,3.3,1.7,Gent,Anderlecht,Gent_Anderlecht_2004
188,6.5,1.12,15.0,-2.25,1.11,17.0,6.5,12.0,12.0,1.12,15.0,6.5,1.12,1.12,15.0,1.12,13.0,,1.12,6.5,1.725,2.125,1.35,,2.75,6.5,6.0,6.5,,Anderlecht,Oostende,Anderlecht_Oostende_2004
189,3.4,1.85,3.2,-0.5,1.91,3.6,3.5,3.4,3.4,2.0,3.45,3.25,1.9,1.85,3.7,1.8,3.5,1.71,1.9,3.2,1.9,1.95,1.6,-0.5,2.1,3.2,3.2,3.4,1.9,Beveren,Mouscron,Beveren_Mouscron_2004
190,3.4,1.9,3.2,-0.5,1.91,3.4,3.4,3.25,3.5,2.0,3.45,3.2,1.9,1.9,3.45,1.9,3.5,1.71,1.9,3.4,1.95,1.9,1.71,-0.5,1.95,3.1,3.2,3.4,1.9,Louvieroise,Lokeren,Louvieroise_Lokeren_2004
191,3.6,1.55,5.0,0.0,1.53,5.5,3.7,4.9,5.5,1.57,5.75,3.6,1.5,1.55,5.7,1.5,4.8,1.42,1.5,3.6,1.0,1.0,1.55,-1.5,2.2,3.5,3.5,3.7,2.15,Westerlo,FC Brussels,Westerlo_FC Brussels_2004
192,3.4,2.1,2.75,-0.25,2.2,2.8,3.3,2.65,2.7,2.25,2.8,3.1,2.3,2.2,2.6,2.35,3.0,1.49,2.25,3.25,1.975,1.875,1.65,-0.5,2.0,3.1,3.2,3.2,2.25,Bergen,Lierse,Bergen_Lierse_2004
193,4.5,1.27,9.0,-1.5,1.3,8.0,5.0,8.0,8.0,1.29,8.5,4.5,1.28,1.28,9.0,1.25,8.5,,1.3,4.5,1.85,2.0,1.55,,2.2,4.3,4.33,4.4,,Club Brugge,Charleroi,Club Brugge_Charleroi_2004
194,3.4,1.7,4.0,-0.75,1.73,4.2,3.55,3.8,3.75,1.73,4.2,3.3,1.8,1.75,4.15,1.7,4.2,1.91,1.7,3.4,1.925,1.925,1.71,-0.5,1.95,3.2,3.4,3.5,1.7,Germinal,Cercle Brugge,Germinal_Cercle Brugge_2004
195,3.5,4.4,1.62,1.0,5.5,1.57,3.5,1.61,1.61,4.5,1.65,3.5,4.5,4.5,1.55,5.5,1.65,1.6,4.35,3.4,1.95,1.9,1.71,0.5,1.95,3.3,3.5,3.5,2.05,Lierse,Anderlecht,Lierse_Anderlecht_2004
196,3.3,1.6,4.5,-0.75,1.67,4.5,3.5,5.5,5.0,1.62,5.0,3.5,1.57,1.57,5.0,1.6,4.6,2.06,1.6,3.4,2.0,1.85,1.65,-0.5,2.0,3.4,3.5,3.5,1.6,Charleroi,Bergen,Charleroi_Bergen_2004
197,3.6,1.5,7.0,-1.0,1.44,6.5,3.6,5.5,5.5,1.4,6.5,3.6,1.5,1.5,5.3,1.55,5.0,1.48,1.45,3.75,1.8,2.05,1.65,-1.5,2.0,3.7,3.75,3.75,2.03,Genk,Westerlo,Genk_Westerlo_2004
198,3.4,1.7,4.5,-0.75,1.67,4.5,3.45,4.33,4.33,1.62,4.35,3.4,1.66,1.66,4.3,1.7,4.0,1.91,1.7,3.4,1.8,2.05,1.65,-0.5,2.0,3.3,3.5,3.4,1.7,Gent,Beveren,Gent_Beveren_2004
199,3.25,2.5,,0.25,2.62,2.38,3.25,2.4,2.25,,2.3,3.2,2.7,2.5,2.2,2.85,2.5,2.3,2.7,3.2,1.8,2.05,1.75,0.5,1.9,3.0,,3.25,1.47,Lokeren,Standard,Lokeren_Standard_2004
200,3.25,2.2,3.0,-0.25,2.2,2.8,3.25,2.7,2.75,2.1,2.65,3.2,2.25,2.25,2.65,2.35,2.9,1.46,2.35,3.25,1.925,1.925,1.71,-0.5,1.95,3.0,3.2,3.25,2.35,Mouscron,Louvieroise,Mouscron_Louvieroise_2004
201,3.2,2.2,2.75,-0.25,2.2,2.88,3.3,3.0,2.87,2.25,2.95,3.1,2.2,2.1,2.75,2.25,2.8,1.55,2.15,3.2,1.95,1.9,1.71,-0.5,1.95,3.1,3.2,3.25,2.15,Oostende,St Truiden,Oostende_St Truiden_2004
202,4.5,7.0,1.25,1.5,7.5,1.33,4.0,1.28,1.28,10.0,1.3,4.5,8.0,8.0,1.4,6.75,1.35,1.76,8.0,4.33,2.075,1.775,1.45,1.5,2.45,4.0,4.5,4.6,1.66,Cercle Brugge,Club Brugge,Cercle Brugge_Club Brugge_2004
203,,2.4,2.6,-0.25,2.4,2.6,3.2,,2.7,2.3,2.7,3.1,2.3,,2.6,2.4,2.6,1.47,2.3,3.2,2.025,1.825,1.83,-0.5,1.83,3.0,3.25,3.25,2.3,FC Brussels,Germinal,FC Brussels_Germinal_2004
204,3.5,5.4,1.5,1.0,6.5,1.44,3.6,1.61,1.44,6.0,1.47,3.75,6.0,4.5,1.55,5.3,1.45,2.11,6.5,3.75,2.25,1.649,1.65,1.5,2.0,3.8,3.4,3.6,1.44,Bergen,Anderlecht,Bergen_Anderlecht_2004
205,3.2,2.2,3.2,-0.25,2.1,3.0,3.2,3.0,3.2,2.0,3.1,3.2,2.0,2.1,3.35,2.0,2.9,1.57,2.1,3.25,1.925,1.925,1.75,-0.5,1.9,3.0,3.2,3.2,2.1,Standard,Genk,Standard_Genk_2004
206,3.25,2.4,2.3,0.0,2.4,2.6,3.2,2.5,2.62,2.5,2.5,3.1,2.37,2.4,2.5,2.5,2.5,1.43,2.4,3.2,1.725,2.174,1.75,-0.5,1.9,3.1,3.4,3.35,2.4,St Truiden,Gent,St Truiden_Gent_2004
207,3.75,1.45,6.5,-1.25,1.44,6.5,4.0,6.0,7.0,1.44,6.35,3.75,1.4,1.44,6.75,1.4,5.4,1.5,1.41,3.75,1.975,1.875,1.65,-1.5,2.0,3.8,3.6,4.0,2.0,Anderlecht,Charleroi,Anderlecht_Charleroi_2004
208,3.6,1.55,4.5,-0.75,1.62,5.0,3.5,5.0,4.5,1.67,5.4,3.5,1.61,1.53,5.0,1.6,4.8,1.37,1.55,3.4,1.925,1.925,1.71,-1.5,1.95,3.5,3.25,3.55,2.27,Gent,Mouscron,Gent_Mouscron_2004
209,3.5,1.9,3.25,-0.5,1.75,4.0,3.4,3.5,3.75,1.91,3.7,3.3,1.8,1.8,3.8,1.8,3.4,1.79,1.8,3.4,1.725,2.125,1.65,-0.5,2.0,3.2,3.4,3.45,1.8,Bergen,Cercle Brugge,Bergen_Cercle Brugge_2004
210,3.4,1.75,4.5,-0.75,1.73,4.2,3.4,4.0,4.0,1.67,4.1,3.4,1.72,1.72,3.8,1.8,3.8,1.87,1.72,3.4,2.0,1.85,1.6,-0.5,2.1,3.3,3.25,3.45,1.72,Beveren,Oostende,Beveren_Oostende_2004
211,6.5,1.12,12.0,-2.25,1.12,13.0,6.0,12.0,15.0,1.14,13.0,6.0,1.12,1.12,13.0,1.15,13.0,4.33,1.13,6.5,1.825,2.025,1.4,-0.5,2.6,6.5,6.0,6.5,1.13,Club Brugge,FC Brussels,Club Brugge_FC Brussels_2004
212,3.3,2.9,2.0,0.5,3.25,2.0,3.25,2.0,2.0,3.0,2.0,3.2,3.2,3.1,2.0,3.3,2.1,2.0,3.2,3.25,1.85,2.0,1.71,0.5,1.95,3.2,3.4,3.3,1.62,Germinal,Genk,Germinal_Genk_2004
213,3.3,2.1,2.62,-0.25,2.2,2.88,3.2,2.62,2.75,2.2,2.8,3.25,2.2,2.25,2.8,2.25,2.9,1.51,2.2,3.2,1.825,2.025,1.6,-0.5,2.1,3.2,3.5,3.3,2.2,St Truiden,Lierse,St Truiden_Lierse_2004
214,3.25,1.9,3.25,-0.5,2.0,3.25,3.35,3.8,3.2,1.91,3.65,3.2,2.0,1.8,3.65,1.85,3.5,1.75,1.85,3.25,2.1,1.75,1.65,-0.5,2.0,3.1,3.4,3.35,1.85,Westerlo,Lokeren,Westerlo_Lokeren_2004
215,3.2,3.1,1.91,0.25,3.1,2.1,3.25,2.0,2.1,3.25,2.1,3.2,3.0,3.2,2.15,2.95,2.1,2.1,3.1,3.2,1.85,2.0,1.9,0.5,1.75,3.0,3.4,3.2,1.57,Mouscron,Standard,Mouscron_Standard_2004
216,3.5,1.5,5.0,-0.75,1.5,5.5,3.65,5.5,5.5,1.57,5.5,3.6,1.5,1.53,5.8,1.5,5.0,2.18,1.53,3.75,1.85,2.0,1.71,-0.5,1.95,3.7,3.5,3.6,1.53,Charleroi,St Truiden,Charleroi_St Truiden_2004
217,3.2,2.1,2.75,-0.25,2.2,2.8,3.25,3.0,2.8,2.25,3.0,3.2,2.2,2.1,3.05,2.1,3.0,1.55,2.15,3.25,2.05,1.8,1.71,-0.5,1.95,3.1,3.2,3.2,2.15,FC Brussels,Bergen,FC Brussels_Bergen_2004
218,3.5,1.7,4.5,-0.5,1.67,4.5,3.5,4.5,4.33,1.67,4.5,3.4,1.66,1.61,5.0,1.6,4.0,1.95,1.67,3.4,1.925,1.925,1.83,-0.5,1.83,3.3,3.25,3.45,1.67,Lokeren,Germinal,Lokeren_Germinal_2004
219,3.3,1.8,4.5,-0.5,1.8,3.75,3.4,3.75,3.75,1.67,3.8,3.2,1.83,1.8,3.8,1.8,3.8,1.77,1.83,3.4,1.775,2.075,1.9,-0.5,1.75,3.1,3.4,3.3,1.83,Louvieroise,Westerlo,Louvieroise_Westerlo_2004
220,3.2,2.9,2.1,0.25,2.8,2.2,3.2,2.2,2.25,2.75,2.2,3.2,2.75,2.8,2.2,2.9,2.2,2.2,2.9,3.25,2.0,1.85,1.95,0.5,1.71,3.0,3.5,3.2,1.52,Oostende,Gent,Oostende_Gent_2004
221,3.5,4.8,1.5,1.25,5.0,1.57,3.65,1.57,1.57,6.0,1.55,3.5,5.0,5.0,1.5,5.8,1.55,1.55,5.25,3.6,1.825,2.025,1.65,0.5,2.0,3.5,3.4,3.6,2.14,Cercle Brugge,Anderlecht,Cercle Brugge_Anderlecht_2004
222,3.1,3.2,2.1,0.25,3.1,2.1,3.2,2.0,2.0,3.0,2.1,3.2,3.2,3.3,2.25,2.8,2.0,2.1,3.1,3.2,2.0,1.85,1.71,0.5,1.95,3.1,3.2,3.2,1.57,Genk,Club Brugge,Genk_Club Brugge_2004
223,3.25,1.8,3.4,-0.5,1.8,3.75,3.4,3.8,3.75,1.91,3.8,3.2,1.83,1.8,3.8,1.8,3.8,1.77,1.83,3.4,1.8,2.05,1.65,-0.5,2.0,3.1,3.25,3.3,1.83,Lierse,Beveren,Lierse_Beveren_2004
224,3.6,1.4,5.5,-1.25,1.44,6.5,3.8,6.5,5.5,1.5,6.0,3.5,1.53,1.45,6.25,1.45,6.0,2.35,1.45,3.75,1.925,1.925,1.65,-0.5,2.0,3.9,3.6,3.85,1.45,Standard,Louvieroise,Standard_Louvieroise_2004
225,3.4,3.5,1.83,0.5,3.75,1.83,3.55,1.8,1.83,3.5,1.85,3.2,3.75,3.6,1.8,3.65,1.9,1.85,3.75,3.3,1.85,2.0,1.6,0.5,2.1,3.1,3.4,3.25,1.74,Bergen,Genk,Bergen_Genk_2004
226,6.0,1.15,12.0,-2.0,1.17,11.0,6.0,10.0,10.0,1.14,12.0,6.0,1.16,1.16,13.0,1.15,12.0,3.89,1.17,6.0,1.825,2.025,1.4,-0.5,2.6,6.0,6.0,5.75,1.17,Anderlecht,FC Brussels,Anderlecht_FC Brussels_2004
227,3.25,2.3,2.62,0.0,2.38,2.6,3.2,2.5,2.7,2.2,2.6,3.2,2.3,2.4,2.75,2.3,2.6,1.43,2.4,3.2,1.725,2.125,1.65,-0.5,2.0,3.1,3.5,3.2,2.4,Beveren,Charleroi,Beveren_Charleroi_2004
228,5.0,1.2,10.0,-1.75,1.22,10.0,5.5,9.5,8.0,1.25,10.0,5.5,1.22,1.22,10.5,1.2,10.0,3.42,1.22,5.0,1.9,1.95,1.4,-0.5,2.6,5.0,4.5,5.2,1.22,Club Brugge,Lokeren,Club Brugge_Lokeren_2004
229,3.6,1.5,5.5,-1.0,1.57,5.0,3.5,5.0,5.5,1.5,4.75,3.5,1.53,1.55,5.0,1.6,5.0,2.05,1.6,3.6,2.05,1.8,1.71,-0.5,1.95,3.7,3.6,3.6,1.6,Gent,Lierse,Gent_Lierse_2004
230,3.3,2.0,3.0,-0.25,2.1,3.1,3.25,2.9,3.0,2.0,3.1,3.2,2.1,2.1,3.15,2.05,3.2,1.57,2.1,3.2,1.8,2.05,1.71,-0.5,1.95,3.1,3.4,3.2,2.1,Germinal,Louvieroise,Germinal_Louvieroise_2004
231,3.3,1.9,3.5,-0.5,1.85,3.75,3.35,3.75,3.75,1.8,3.6,3.2,1.83,1.8,3.65,1.85,3.4,1.71,1.9,3.25,1.85,2.0,1.71,-0.5,1.95,3.2,3.5,3.25,1.9,St Truiden,Cercle Brugge,St Truiden_Cercle Brugge_2004
232,3.3,2.9,2.2,0.25,3.0,2.1,3.2,2.15,2.2,2.62,2.15,3.2,2.8,2.8,2.2,2.9,2.2,2.15,3.0,3.25,1.95,1.9,1.75,0.5,1.9,3.0,3.5,3.2,1.55,Westerlo,Standard,Westerlo_Standard_2004
233,3.25,2.2,2.75,-0.25,2.25,2.8,3.25,2.7,2.7,2.2,2.8,3.2,2.3,2.25,2.95,2.15,2.8,1.49,2.25,3.2,2.075,1.775,1.65,-0.5,2.0,3.1,3.25,3.2,2.25,Oostende,Mouscron,Oostende_Mouscron_2004
234,3.2,1.9,2.8,-0.25,2.0,3.25,3.25,3.2,3.25,2.1,3.2,3.25,2.0,2.0,3.45,1.95,3.5,1.61,2.0,3.25,1.8,2.05,1.6,-0.5,2.1,3.1,3.4,3.25,2.0,Cercle Brugge,Beveren,Cercle Brugge_Beveren_2004
235,3.25,2.2,2.75,-0.25,2.2,2.8,3.25,2.75,2.75,2.2,2.85,3.25,2.25,2.2,3.05,2.1,2.8,1.52,2.15,3.3,1.95,1.9,1.75,-0.5,1.9,3.1,3.25,3.25,2.15,Charleroi,Gent,Charleroi_Gent_2004
236,3.45,1.8,4.0,-0.5,1.75,4.0,3.45,4.0,4.0,1.7,4.2,3.4,1.72,1.7,4.3,1.7,3.7,1.88,1.7,3.4,1.7,2.15,1.71,-0.5,1.95,3.2,3.5,3.4,1.7,Lierse,Oostende,Lierse_Oostende_2004
237,3.4,1.7,4.5,-0.75,1.57,5.0,3.5,5.4,4.5,1.62,5.0,3.5,1.61,1.55,5.0,1.6,4.0,2.06,1.57,3.6,1.825,2.025,1.75,-0.5,1.9,3.3,3.5,3.5,1.57,Lokeren,Bergen,Lokeren_Bergen_2004
238,3.45,4.8,1.57,0.75,4.5,1.62,3.6,1.6,1.61,5.0,1.6,3.5,4.5,4.75,1.55,5.3,1.55,1.6,4.75,3.6,2.075,1.775,1.6,0.5,2.1,3.5,3.5,3.5,2.02,Louvieroise,Club Brugge,Louvieroise_Club Brugge_2004
239,4.3,1.35,10.0,-1.25,1.33,7.5,4.2,8.0,8.0,1.25,7.5,4.0,1.33,1.3,7.2,1.35,7.0,1.56,1.35,4.33,1.9,1.95,1.55,-1.5,2.2,4.0,4.5,4.0,1.9,Standard,Germinal,Standard_Germinal_2004
240,3.3,2.0,3.0,-0.25,2.0,3.3,3.3,3.2,3.25,2.1,3.4,3.25,2.0,1.95,3.55,1.9,3.2,1.67,1.9,3.2,1.75,2.1,1.75,-0.5,1.9,3.1,3.2,3.3,1.9,FC Brussels,St Truiden,FC Brussels_St Truiden_2004
241,3.2,2.5,2.4,0.0,2.5,2.5,3.15,2.5,2.5,2.5,2.55,3.25,2.5,2.4,2.5,2.55,2.5,1.42,2.4,3.2,1.925,1.925,1.65,-0.5,2.0,3.0,3.25,3.2,2.4,Genk,Anderlecht,Genk_Anderlecht_2004
242,3.3,2.1,2.62,-0.25,2.25,2.8,3.2,2.65,2.75,2.2,2.8,3.25,2.25,2.25,2.75,2.3,3.0,1.5,2.2,3.2,1.9,1.95,1.71,-0.5,1.95,3.1,3.5,3.25,2.2,Mouscron,Westerlo,Mouscron_Westerlo_2004
243,3.4,3.2,1.91,0.5,3.3,2.0,3.25,1.9,1.9,3.25,2.0,3.25,3.4,3.25,1.95,3.4,2.0,2.0,3.25,3.2,1.85,2.0,1.75,0.5,1.9,3.1,3.4,3.2,1.61,St Truiden,Genk,St Truiden_Genk_2004
244,5.0,1.22,10.0,-1.75,1.2,11.0,5.5,9.5,10.0,1.22,9.0,5.0,1.22,1.22,10.5,1.2,9.5,,1.23,5.25,2.05,1.8,,,,4.8,5.0,5.0,,Anderlecht,Lokeren,Anderlecht_Lokeren_2004
245,3.25,1.8,3.2,-0.5,2.0,3.25,3.4,3.3,3.5,2.0,3.3,3.2,1.9,1.95,3.4,1.9,3.5,1.65,1.95,3.25,1.875,1.975,1.75,-0.5,1.8,3.3,3.2,3.3,1.95,Bergen,Louvieroise,Bergen_Louvieroise_2004
246,3.6,1.6,4.5,-1.0,1.53,5.5,3.6,5.5,5.0,1.62,5.25,3.5,1.57,1.5,5.3,1.55,4.6,2.1,1.55,3.5,2.1,1.75,1.75,-0.5,1.9,3.4,3.5,3.5,1.55,Gent,Cercle Brugge,Gent_Cercle Brugge_2004
247,3.3,1.9,3.0,-0.25,2.0,3.2,3.3,2.9,3.25,2.0,3.2,3.25,2.0,2.1,3.55,1.9,3.4,1.6,2.0,3.3,1.8,2.05,1.7,-0.5,1.85,3.2,3.4,3.2,2.0,Germinal,Westerlo,Germinal_Westerlo_2004
248,3.4,1.85,3.4,-0.5,1.85,3.75,3.35,3.25,3.75,1.91,3.6,3.25,1.83,1.9,3.65,1.85,3.5,1.71,1.85,3.2,1.85,2.0,,-0.5,,3.2,3.25,3.25,1.85,Lierse,Mouscron,Lierse_Mouscron_2004
249,3.3,2.4,2.6,0.0,2.4,2.6,3.2,2.45,2.5,2.38,2.55,3.2,2.5,2.4,2.6,2.4,2.4,1.42,2.4,3.2,2.0,1.85,1.75,-0.5,1.8,3.2,3.2,3.2,2.4,Oostende,Charleroi,Oostende_Charleroi_2004
250,3.4,1.75,4.0,-0.75,1.75,4.0,3.4,3.6,3.75,1.73,3.85,3.4,1.8,1.8,4.05,1.75,3.7,1.81,1.75,3.4,2.075,1.775,1.65,-0.5,2.0,3.4,3.4,3.4,1.75,Beveren,FC Brussels,Beveren_FC Brussels_2004
251,3.3,1.7,4.33,-0.75,1.67,4.5,3.5,4.2,4.33,1.67,4.5,3.4,1.66,1.7,4.15,1.7,4.2,1.94,1.65,3.4,2.0,1.85,1.95,-0.5,1.65,3.2,3.4,3.4,1.65,Club Brugge,Standard,Club Brugge_Standard_2004
252,3.6,5.4,1.5,0.75,6.0,1.44,3.8,1.5,1.36,5.5,1.4,3.75,8.0,5.5,1.45,6.0,1.45,,7.0,3.8,2.35,1.55,1.6,,2.1,3.8,3.6,3.75,,Westerlo,Club Brugge,Westerlo_Club Brugge_2004
253,3.55,1.5,5.0,-1.0,1.57,5.0,3.5,5.0,5.0,1.57,5.0,3.75,1.53,1.55,5.0,1.6,5.0,2.08,1.57,3.5,1.925,1.925,1.65,-0.5,2.0,3.7,3.5,3.55,1.57,Charleroi,Lierse,Charleroi_Lierse_2004
254,3.45,2.3,2.6,0.0,2.3,2.6,3.25,2.45,2.5,2.3,2.55,3.2,2.4,2.35,2.55,2.45,2.5,1.43,2.4,3.25,1.775,2.075,1.83,-0.5,1.83,3.2,3.25,3.25,2.4,FC Brussels,Gent,FC Brussels_Gent_2004
