,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,0,B1,Club Brugge,A,2,2016-07-29,A,Mechelen,0,2,Mechelen_Club Brugge_2016
1,0,B1,Waasland-Beveren,H,0,2016-07-30,D,Charleroi,1,0,Charleroi_Waasland-Beveren_2016
2,1,B1,Anderlecht,A,0,2016-07-30,H,Mouscron,1,2,Mouscron_Anderlecht_2016
3,0,B1,Lokeren,H,0,2016-07-30,D,St Truiden,1,0,St Truiden_Lokeren_2016
4,0,B1,Eupen,H,0,2016-07-30,D,Waregem,3,0,Waregem_Eupen_2016
5,0,B1,Oostende,H,0,2016-07-31,D,Genk,2,1,Genk_Oostende_2016
6,1,B1,Gent,D,0,2016-07-31,H,Kortrijk,1,1,Kortrijk_Gent_2016
7,2,B1,Standard,D,1,2016-07-31,H,Westerlo,2,2,Westerlo_Standard_2016
8,0,B1,Club Brugge,H,0,2016-08-05,D,Oostende,1,0,Oostende_Club Brugge_2016
9,0,B1,Mechelen,A,1,2016-08-06,A,Eupen,0,2,Eupen_Mechelen_2016
10,0,B1,Charleroi,A,1,2016-08-06,A,Mouscron,0,1,Mouscron_Charleroi_2016
11,2,B1,St Truiden,H,0,2016-08-06,H,Standard,2,0,Standard_St Truiden_2016
12,0,B1,Waregem,A,1,2016-08-06,A,Waasland-Beveren,0,2,Waasland-Beveren_Waregem_2016
13,1,B1,Kortrijk,H,1,2016-08-07,D,Anderlecht,5,1,Anderlecht_Kortrijk_2016
14,0,B1,Genk,H,0,2016-08-07,D,Gent,1,0,Gent_Genk_2016
15,2,B1,Westerlo,H,0,2016-08-07,H,Lokeren,3,0,Lokeren_Westerlo_2016
16,0,B1,Anderlecht,D,0,2016-08-12,D,St Truiden,0,0,St Truiden_Anderlecht_2016
17,0,B1,Gent,D,0,2016-08-13,D,Charleroi,1,1,Charleroi_Gent_2016
18,1,B1,Waasland-Beveren,D,2,2016-08-13,A,Genk,2,2,Genk_Waasland-Beveren_2016
19,0,B1,Kortrijk,D,0,2016-08-13,D,Mechelen,0,0,Mechelen_Kortrijk_2016
20,0,B1,Eupen,A,1,2016-08-13,A,Westerlo,1,2,Westerlo_Eupen_2016
21,1,B1,Lokeren,H,0,2016-08-14,H,Club Brugge,1,0,Club Brugge_Lokeren_2016
22,0,B1,Mouscron,H,1,2016-08-14,A,Oostende,2,1,Oostende_Mouscron_2016
23,1,B1,Standard,H,0,2016-08-14,H,Waregem,1,0,Waregem_Standard_2016
24,0,B1,Charleroi,D,0,2016-08-19,D,Standard,0,0,Standard_Charleroi_2016
25,2,B1,Club Brugge,H,1,2016-08-20,H,Kortrijk,2,1,Kortrijk_Club Brugge_2016
26,0,B1,St Truiden,H,0,2016-08-20,D,Mouscron,2,1,Mouscron_St Truiden_2016
27,2,B1,Mechelen,D,1,2016-08-20,H,Waasland-Beveren,2,2,Waasland-Beveren_Mechelen_2016
28,0,B1,Oostende,D,1,2016-08-20,A,Waregem,1,1,Waregem_Oostende_2016
29,1,B1,Anderlecht,D,1,2016-08-21,D,Eupen,2,2,Eupen_Anderlecht_2016
30,0,B1,Westerlo,H,1,2016-08-21,A,Gent,4,2,Gent_Westerlo_2016
31,0,B1,Genk,A,2,2016-08-21,A,Lokeren,0,3,Lokeren_Genk_2016
32,3,B1,Eupen,H,1,2016-08-26,H,Charleroi,3,2,Charleroi_Eupen_2016
33,1,B1,Mouscron,H,0,2016-08-27,H,Lokeren,2,1,Lokeren_Mouscron_2016
34,2,B1,Waasland-Beveren,H,0,2016-08-27,H,Oostende,2,1,Oostende_Waasland-Beveren_2016
35,0,B1,Kortrijk,A,1,2016-08-27,A,St Truiden,1,2,St Truiden_Kortrijk_2016
36,1,B1,Mechelen,A,1,2016-08-27,D,Westerlo,1,2,Westerlo_Mechelen_2016
37,1,B1,Gent,D,1,2016-08-28,D,Anderlecht,2,2,Anderlecht_Gent_2016
38,0,B1,Standard,D,1,2016-08-28,A,Club Brugge,2,2,Club Brugge_Standard_2016
39,0,B1,Waregem,H,0,2016-08-28,D,Genk,1,0,Genk_Waregem_2016
40,0,B1,Club Brugge,H,0,2016-09-09,D,Waasland-Beveren,1,0,Waasland-Beveren_Club Brugge_2016
41,0,B1,Oostende,H,0,2016-09-10,D,Eupen,2,1,Eupen_Oostende_2016
42,3,B1,Westerlo,H,0,2016-09-10,H,Kortrijk,4,1,Kortrijk_Westerlo_2016
43,1,B1,St Truiden,H,0,2016-09-10,H,Mechelen,2,0,Mechelen_St Truiden_2016
44,1,B1,Waregem,A,2,2016-09-10,A,Mouscron,1,5,Mouscron_Waregem_2016
45,0,B1,Charleroi,H,1,2016-09-11,A,Anderlecht,3,2,Anderlecht_Charleroi_2016
46,1,B1,Lokeren,H,0,2016-09-11,H,Gent,3,0,Gent_Lokeren_2016
47,1,B1,Genk,H,0,2016-09-11,H,Standard,2,0,Standard_Genk_2016
48,0,B1,Mechelen,D,0,2016-09-16,D,Charleroi,0,0,Charleroi_Mechelen_2016
49,1,B1,Eupen,H,1,2016-09-17,D,Club Brugge,3,2,Club Brugge_Eupen_2016
50,0,B1,Waasland-Beveren,H,1,2016-09-17,A,St Truiden,4,1,St Truiden_Waasland-Beveren_2016
51,1,B1,Kortrijk,H,1,2016-09-17,D,Waregem,2,1,Waregem_Kortrijk_2016
52,1,B1,Mouscron,A,2,2016-09-17,A,Westerlo,1,3,Westerlo_Mouscron_2016
53,0,B1,Anderlecht,A,0,2016-09-18,D,Genk,0,2,Genk_Anderlecht_2016
54,0,B1,Standard,A,0,2016-09-18,D,Lokeren,0,1,Lokeren_Standard_2016
55,0,B1,Gent,H,0,2016-09-18,D,Oostende,1,0,Oostende_Gent_2016
56,0,B1,Club Brugge,A,1,2016-09-23,A,Mouscron,0,3,Mouscron_Club Brugge_2016
57,1,B1,Oostende,H,0,2016-09-24,H,Charleroi,2,1,Charleroi_Oostende_2016
58,0,B1,St Truiden,H,0,2016-09-24,D,Gent,2,1,Gent_St Truiden_2016
59,2,B1,Waregem,A,0,2016-09-24,H,Mechelen,2,3,Mechelen_Waregem_2016
60,0,B1,Lokeren,D,0,2016-09-24,D,Waasland-Beveren,1,1,Waasland-Beveren_Lokeren_2016
61,0,B1,Westerlo,A,0,2016-09-25,D,Anderlecht,1,2,Anderlecht_Westerlo_2016
62,2,B1,Genk,H,0,2016-09-25,H,Kortrijk,4,1,Kortrijk_Genk_2016
63,1,B1,Eupen,H,0,2016-09-25,H,Standard,3,0,Standard_Eupen_2016
64,2,B1,St Truiden,D,1,2016-09-30,H,Oostende,2,2,Oostende_St Truiden_2016
65,1,B1,Mouscron,A,2,2016-10-01,A,Eupen,1,4,Eupen_Mouscron_2016
