Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2015-08-14,Tondela_Sp Lisbon_2015,Sp Lisbon,1,1,1,1
2015-08-14,Tondela_Sp Lisbon_2015,Tondela,1,1,1,1
2015-08-15,Belenenses_Rio Ave_2015,Belenenses,1,1,1,1
2015-08-15,Belenenses_Rio Ave_2015,Rio Ave,1,1,1,1
2015-08-15,Porto_Guimaraes_2015,Porto,1,1,1,1
2015-08-15,Porto_Guimaraes_2015,Guimaraes,1,1,1,1
2015-08-16,Sp Braga_Nacional_2015,Nacional,1,1,1,1
2015-08-16,Benfica_Estoril_2015,Estoril,1,1,1,1
2015-08-16,Uniao Madeira_Maritimo_2015,Maritimo,1,1,1,1
2015-08-16,Sp Braga_Nacional_2015,Sp Braga,1,1,1,1
2015-08-16,Uniao Madeira_Maritimo_2015,Uniao Madeira,1,1,1,1
2015-08-16,Moreirense_Arouca_2015,Moreirense,1,1,1,1
2015-08-16,Setubal_Boavista_2015,Setubal,1,1,1,1
2015-08-16,Moreirense_Arouca_2015,Arouca,1,1,1,1
2015-08-16,Benfica_Estoril_2015,Benfica,1,1,1,1
2015-08-16,Setubal_Boavista_2015,Boavista,1,1,1,1
2015-08-17,Pacos Ferreira_Academica_2015,Pacos Ferreira,1,1,1,1
2015-08-17,Pacos Ferreira_Academica_2015,Academica,1,1,1,1
2015-08-21,Rio Ave_Sp Braga_2015,Sp Braga,1,1,2,2
2015-08-21,Rio Ave_Sp Braga_2015,Rio Ave,1,1,2,2
2015-08-22,Maritimo_Porto_2015,Maritimo,1,1,2,2
2015-08-22,Maritimo_Porto_2015,Porto,1,1,2,2
2015-08-22,Sp Lisbon_Pacos Ferreira_2015,Pacos Ferreira,1,1,2,2
2015-08-22,Sp Lisbon_Pacos Ferreira_2015,Sp Lisbon,1,1,2,2
2015-08-23,Arouca_Benfica_2015,Arouca,1,1,2,2
2015-08-23,Guimaraes_Belenenses_2015,Guimaraes,1,1,2,2
2015-08-23,Guimaraes_Belenenses_2015,Belenenses,1,1,2,2
2015-08-23,Estoril_Moreirense_2015,Moreirense,1,1,2,2
2015-08-23,Nacional_Uniao Madeira_2015,Nacional,1,1,2,2
2015-08-23,Boavista_Tondela_2015,Boavista,1,1,2,2
2015-08-23,Estoril_Moreirense_2015,Estoril,1,1,2,2
2015-08-23,Nacional_Uniao Madeira_2015,Uniao Madeira,1,1,2,2
2015-08-23,Boavista_Tondela_2015,Tondela,1,1,2,2
2015-08-23,Arouca_Benfica_2015,Benfica,1,1,2,2
2015-08-24,Academica_Setubal_2015,Setubal,1,1,2,2
2015-08-24,Academica_Setubal_2015,Academica,1,1,2,2
2015-08-29,Benfica_Moreirense_2015,Moreirense,1,2,3,3
2015-08-29,Setubal_Rio Ave_2015,Rio Ave,1,2,3,3
2015-08-29,Porto_Estoril_2015,Estoril,1,2,3,3
2015-08-29,Benfica_Moreirense_2015,Benfica,2,1,3,3
2015-08-29,Porto_Estoril_2015,Porto,2,1,3,3
2015-08-29,Setubal_Rio Ave_2015,Setubal,2,1,3,3
2015-08-30,Academica_Sp Lisbon_2015,Academica,2,1,3,3
2015-08-30,Pacos Ferreira_Arouca_2015,Pacos Ferreira,2,1,3,3
2015-08-30,Tondela_Nacional_2015,Nacional,1,2,3,3
2015-08-30,Sp Braga_Boavista_2015,Sp Braga,2,1,3,3
2015-08-30,Sp Braga_Boavista_2015,Boavista,1,2,3,3
2015-08-30,Academica_Sp Lisbon_2015,Sp Lisbon,1,2,3,3
2015-08-30,Tondela_Nacional_2015,Tondela,2,1,3,3
2015-08-30,Pacos Ferreira_Arouca_2015,Arouca,1,2,3,3
2015-08-31,Belenenses_Maritimo_2015,Maritimo,1,2,3,3
2015-08-31,Uniao Madeira_Guimaraes_2015,Uniao Madeira,2,1,3,3
2015-08-31,Belenenses_Maritimo_2015,Belenenses,2,1,3,3
2015-08-31,Uniao Madeira_Guimaraes_2015,Guimaraes,1,2,3,3
2015-09-11,Benfica_Belenenses_2015,Benfica,3,1,4,5
2015-09-11,Benfica_Belenenses_2015,Belenenses,2,2,4,5
2015-09-12,Estoril_Sp Braga_2015,Sp Braga,2,2,4,5
2015-09-12,Arouca_Porto_2015,Porto,2,2,4,5
2015-09-12,Estoril_Sp Braga_2015,Estoril,2,2,4,5
2015-09-12,Arouca_Porto_2015,Arouca,2,2,4,5
