Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2019-08-09,Portimonense_Belenenses_2019,Belenenses,1,1,1,1
2019-08-09,Portimonense_Belenenses_2019,Portimonense,1,1,1,1
2019-08-10,Benfica_Pacos Ferreira_2019,Benfica,1,1,1,1
2019-08-10,Benfica_Pacos Ferreira_2019,Pacos Ferreira,1,1,1,1
2019-08-10,Santa Clara_Famalicao_2019,Santa Clara,1,1,1,1
2019-08-10,Gil Vicente_Porto_2019,Gil Vicente,1,1,1,1
2019-08-10,Santa Clara_Famalicao_2019,Famalicao,1,1,1,1
2019-08-10,Gil Vicente_Porto_2019,Porto,1,1,1,1
2019-08-11,Sp Braga_Moreirense_2019,Moreirense,1,1,1,1
2019-08-11,Boavista_Aves_2019,Boavista,1,1,1,1
2019-08-11,Maritimo_Sp Lisbon_2019,Sp Lisbon,1,1,1,1
2019-08-11,Boavista_Aves_2019,Aves,1,1,1,1
2019-08-11,Sp Braga_Moreirense_2019,Sp Braga,1,1,1,1
2019-08-11,Maritimo_Sp Lisbon_2019,Maritimo,1,1,1,1
2019-08-12,Setubal_Tondela_2019,Tondela,1,1,1,1
2019-08-12,Setubal_Tondela_2019,Setubal,1,1,1,1
2019-08-16,Famalicao_Rio Ave_2019,Famalicao,1,1,2,2
2019-08-16,Famalicao_Rio Ave_2019,Rio Ave,1,1,1,2
2019-08-17,Porto_Setubal_2019,Porto,1,1,2,2
2019-08-17,Belenenses_Benfica_2019,Belenenses,1,1,2,2
2019-08-17,Moreirense_Gil Vicente_2019,Gil Vicente,1,1,2,2
2019-08-17,Belenenses_Benfica_2019,Benfica,1,1,2,2
2019-08-17,Porto_Setubal_2019,Setubal,1,1,2,2
2019-08-17,Moreirense_Gil Vicente_2019,Moreirense,1,1,2,2
2019-08-18,Pacos Ferreira_Santa Clara_2019,Pacos Ferreira,1,1,2,2
2019-08-18,Aves_Maritimo_2019,Maritimo,1,1,2,2
2019-08-18,Sp Lisbon_Sp Braga_2019,Sp Lisbon,1,1,2,2
2019-08-18,Guimaraes_Boavista_2019,Boavista,1,1,2,2
2019-08-18,Aves_Maritimo_2019,Aves,1,1,2,2
2019-08-18,Pacos Ferreira_Santa Clara_2019,Santa Clara,1,1,2,2
2019-08-18,Guimaraes_Boavista_2019,Guimaraes,1,1,1,2
2019-08-18,Sp Lisbon_Sp Braga_2019,Sp Braga,1,1,2,2
2019-08-19,Tondela_Portimonense_2019,Tondela,1,1,2,2
2019-08-19,Tondela_Portimonense_2019,Portimonense,1,1,2,2
2019-08-23,Setubal_Moreirense_2019,Setubal,2,1,3,3
2019-08-23,Rio Ave_Aves_2019,Rio Ave,1,1,2,3
2019-08-23,Rio Ave_Aves_2019,Aves,1,2,3,3
2019-08-23,Setubal_Moreirense_2019,Moreirense,1,2,3,3
2019-08-24,Boavista_Pacos Ferreira_2019,Pacos Ferreira,1,2,3,3
2019-08-24,Benfica_Porto_2019,Porto,1,2,3,3
2019-08-24,Boavista_Pacos Ferreira_2019,Boavista,2,1,3,3
2019-08-24,Benfica_Porto_2019,Benfica,2,1,3,3
2019-08-25,Santa Clara_Belenenses_2019,Santa Clara,2,1,3,3
2019-08-25,Maritimo_Tondela_2019,Maritimo,2,1,3,3
2019-08-25,Maritimo_Tondela_2019,Tondela,1,2,3,3
2019-08-25,Santa Clara_Belenenses_2019,Belenenses,1,2,3,3
2019-08-25,Guimaraes_Famalicao_2019,Famalicao,1,2,3,3
2019-08-25,Gil Vicente_Sp Braga_2019,Gil Vicente,2,1,3,3
2019-08-25,Guimaraes_Famalicao_2019,Guimaraes,2,1,2,3
2019-08-25,Portimonense_Sp Lisbon_2019,Sp Lisbon,1,2,3,3
2019-08-25,Portimonense_Sp Lisbon_2019,Portimonense,2,1,3,3
2019-08-25,Gil Vicente_Sp Braga_2019,Sp Braga,1,2,3,3
2019-08-30,Belenenses_Boavista_2019,Belenenses,2,2,4,4
2019-08-30,Belenenses_Boavista_2019,Boavista,2,2,4,4
2019-08-30,Moreirense_Portimonense_2019,Moreirense,2,2,4,4
2019-08-30,Moreirense_Portimonense_2019,Portimonense,2,2,4,4
2019-08-31,Aves_Famalicao_2019,Aves,2,2,4,4
2019-08-31,Pacos Ferreira_Maritimo_2019,Pacos Ferreira,2,2,4,4
2019-08-31,Sp Lisbon_Rio Ave_2019,Sp Lisbon,2,2,4,4
2019-08-31,Pacos Ferreira_Maritimo_2019,Maritimo,2,2,4,4
2019-08-31,Gil Vicente_Setubal_2019,Gil Vicente,3,1,4,4
2019-08-31,Gil Vicente_Setubal_2019,Setubal,2,2,4,4
2019-08-31,Aves_Famalicao_2019,Famalicao,1,3,4,4
2019-08-31,Sp Lisbon_Rio Ave_2019,Rio Ave,1,2,3,4
2019-09-01,Porto_Guimaraes_2019,Porto,2,2,4,4
2019-09-01,Sp Braga_Benfica_2019,Sp Braga,2,2,4,4
2019-09-01,Porto_Guimaraes_2019,Guimaraes,2,1,3,4
2019-09-01,Tondela_Santa Clara_2019,Tondela,2,2,4,4
2019-09-01,Tondela_Santa Clara_2019,Santa Clara,2,2,4,4
2019-09-01,Sp Braga_Benfica_2019,Benfica,2,2,4,4
2019-09-08,Rio Ave_Guimaraes_2019,Guimaraes,2,2,4,5
2019-09-08,Rio Ave_Guimaraes_2019,Rio Ave,2,2,4,5
2019-09-13,Setubal_Sp Braga_2019,Sp Braga,2,3,5,6
2019-09-13,Setubal_Sp Braga_2019,Setubal,3,2,5,6
2019-09-14,Guimaraes_Aves_2019,Guimaraes,3,2,5,6
2019-09-14,Guimaraes_Aves_2019,Aves,2,3,5,6
2019-09-14,Famalicao_Pacos Ferreira_2019,Famalicao,2,3,5,6
2019-09-14,Benfica_Gil Vicente_2019,Gil Vicente,3,2,5,6
2019-09-14,Benfica_Gil Vicente_2019,Benfica,3,2,5,6
2019-09-14,Famalicao_Pacos Ferreira_2019,Pacos Ferreira,2,3,5,6
2019-09-15,Rio Ave_Tondela_2019,Tondela,2,3,5,6
2019-09-15,Santa Clara_Moreirense_2019,Moreirense,2,3,5,6
2019-09-15,Portimonense_Porto_2019,Porto,2,3,5,6
2019-09-15,Santa Clara_Moreirense_2019,Santa Clara,3,2,5,6
2019-09-15,Boavista_Sp Lisbon_2019,Boavista,3,2,5,6
2019-09-15,Maritimo_Belenenses_2019,Maritimo,3,2,5,6
2019-09-15,Rio Ave_Tondela_2019,Rio Ave,3,2,5,6
2019-09-15,Portimonense_Porto_2019,Portimonense,3,2,5,6
2019-09-15,Boavista_Sp Lisbon_2019,Sp Lisbon,2,3,5,6
2019-09-15,Maritimo_Belenenses_2019,Belenenses,2,3,5,6
2019-09-20,Pacos Ferreira_Aves_2019,Aves,2,4,6,7
2019-09-20,Pacos Ferreira_Aves_2019,Pacos Ferreira,3,3,6,7
2019-09-21,Belenenses_Rio Ave_2019,Belenenses,3,3,6,7
2019-09-21,Moreirense_Benfica_2019,Moreirense,3,3,6,7
2019-09-21,Belenenses_Rio Ave_2019,Rio Ave,3,3,6,7
2019-09-21,Moreirense_Benfica_2019,Benfica,3,3,6,7
2019-09-22,Porto_Santa Clara_2019,Santa Clara,3,3,6,7
2019-09-22,Tondela_Guimaraes_2019,Tondela,3,3,6,7
2019-09-22,Setubal_Portimonense_2019,Setubal,4,2,6,7
