,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
25,10,0,1,2,7,0,E0,H,M Riley,Blackburn,6,1,West Ham,14,12,11,1,4,4,21,5,30/08/2008,H,West Ham_Blackburn_2008
26,5,0,0,0,3,0,E0,D,M Atkinson,Liverpool,2,0,Aston Villa,9,8,5,0,0,8,13,2,31/08/2008,D,Aston Villa_Liverpool_2008
27,5,0,1,1,6,0,E0,D,H Webb,Tottenham,3,3,Chelsea,10,6,12,1,1,8,13,0,31/08/2008,D,Chelsea_Tottenham_2008
28,3,0,3,0,8,0,E0,A,C Foy,Man City,4,4,Sunderland,20,9,10,1,0,3,11,2,31/08/2008,A,Sunderland_Man City_2008
29,5,0,4,0,10,0,E0,A,M Dean,Arsenal,3,1,Blackburn,8,17,10,2,0,5,8,1,13/09/2008,A,Blackburn_Arsenal_2008
30,12,0,1,2,7,0,E0,H,S Tanner,Bolton,13,1,Fulham,15,8,20,0,2,6,11,1,13/09/2008,H,Fulham_Bolton_2008
31,5,0,1,1,3,1,E0,D,H Webb,Man United,11,0,Liverpool,10,7,16,1,2,4,18,3,13/09/2008,H,Liverpool_Man United_2008
32,8,0,3,1,8,1,E0,D,M Halsey,Chelsea,7,0,Man City,14,18,13,1,1,5,10,1,13/09/2008,A,Man City_Chelsea_2008
33,5,1,2,0,4,0,E0,A,A Marriner,Hull,4,0,Newcastle,13,8,13,1,1,3,17,2,13/09/2008,A,Newcastle_Hull_2008
34,3,0,1,0,3,0,E0,A,S Attwell,Middlesbrough,12,2,Portsmouth,8,7,21,1,2,2,6,1,13/09/2008,H,Portsmouth_Middlesbrough_2008
35,8,0,2,2,13,0,E0,D,L Probert,West Ham,8,1,West Brom,9,21,13,2,3,8,18,1,13/09/2008,H,West Brom_West Ham_2008
36,8,1,1,0,5,0,E0,A,R Styles,Sunderland,8,1,Wigan,10,6,12,1,1,6,9,1,13/09/2008,D,Wigan_Sunderland_2008
37,7,0,3,0,5,0,E0,A,A Wiley,Everton,7,2,Stoke,10,8,12,1,2,8,19,1,14/09/2008,A,Stoke_Everton_2008
38,12,0,2,0,13,0,E0,A,S Bennett,Aston Villa,10,1,Tottenham,15,17,17,1,1,8,12,4,15/09/2008,A,Tottenham_Aston Villa_2008
39,4,0,0,0,5,0,E0,D,L Probert,Fulham,4,2,Blackburn,13,11,11,0,1,3,11,0,20/09/2008,H,Blackburn_Fulham_2008
40,7,0,3,1,9,0,E0,A,S Bennett,Arsenal,8,2,Bolton,12,20,12,2,1,17,10,2,20/09/2008,A,Bolton_Arsenal_2008
41,20,0,0,0,2,0,E0,D,A Marriner,Stoke,11,1,Liverpool,8,3,27,0,0,3,10,1,20/09/2008,D,Liverpool_Stoke_2008
42,8,0,0,0,11,0,E0,D,H Webb,Middlesbrough,11,2,Sunderland,9,14,17,0,2,7,16,3,20/09/2008,H,Sunderland_Middlesbrough_2008
43,2,0,1,2,8,0,E0,H,P Dowd,Newcastle,6,1,West Ham,8,11,12,0,3,6,21,2,20/09/2008,H,West Ham_Newcastle_2008
44,7,0,1,0,8,0,E0,A,M Riley,Man United,13,1,Chelsea,15,13,20,1,1,4,18,7,21/09/2008,D,Chelsea_Man United_2008
45,4,0,2,1,8,0,E0,H,L Mason,Everton,5,0,Hull,11,17,9,0,2,6,12,1,21/09/2008,D,Hull_Everton_2008
46,8,0,0,2,4,0,E0,H,A Wiley,Portsmouth,10,0,Man City,13,10,14,0,6,5,14,1,21/09/2008,H,Man City_Portsmouth_2008
47,3,0,0,0,6,0,E0,D,S Tanner,Wigan,4,2,Tottenham,13,14,11,0,0,4,12,2,21/09/2008,D,Tottenham_Wigan_2008
48,5,0,2,1,5,0,E0,A,M Dean,Aston Villa,6,3,West Brom,22,10,10,2,1,6,16,3,21/09/2008,A,West Brom_Aston Villa_2008
49,15,0,2,0,5,0,E0,D,A Wiley,Hull,9,2,Arsenal,8,7,18,0,1,4,7,1,27/09/2008,A,Arsenal_Hull_2008
50,5,0,1,2,3,0,E0,H,P Walton,Sunderland,8,1,Aston Villa,8,9,12,1,2,5,9,1,27/09/2008,H,Aston Villa_Sunderland_2008
51,7,1,2,0,6,0,E0,D,M Riley,Liverpool,2,3,Everton,17,11,4,0,0,4,20,3,27/09/2008,A,Everton_Liverpool_2008
52,2,1,2,0,10,0,E0,A,A Marriner,West Ham,6,4,Fulham,15,16,18,2,1,4,13,1,27/09/2008,A,Fulham_West Ham_2008
53,16,0,0,0,5,0,E0,D,R Styles,Bolton,24,0,Man United,8,10,31,0,2,4,10,3,27/09/2008,H,Man United_Bolton_2008
54,11,0,1,0,9,0,E0,D,C Foy,West Brom,13,2,Middlesbrough,14,14,22,0,0,8,13,4,27/09/2008,A,Middlesbrough_West Brom_2008
55,5,0,2,0,8,0,E0,A,S Tanner,Blackburn,2,0,Newcastle,6,9,4,2,1,5,19,4,27/09/2008,A,Newcastle_Blackburn_2008
56,5,0,2,0,9,0,E0,A,M Atkinson,Chelsea,2,2,Stoke,9,14,5,1,0,5,6,1,27/09/2008,A,Stoke_Chelsea_2008
57,3,1,0,1,8,0,E0,H,M Dean,Tottenham,6,4,Portsmouth,18,15,8,0,2,6,13,3,28/09/2008,H,Portsmouth_Tottenham_2008
58,5,0,1,2,6,0,E0,H,S Bennett,Man City,4,3,Wigan,12,11,9,1,2,3,21,4,28/09/2008,H,Wigan_Man City_2008
59,3,0,2,0,9,0,E0,A,S Bennett,Man United,3,2,Blackburn,11,18,6,1,0,4,8,1,04/10/2008,A,Blackburn_Man United_2008
60,1,0,1,0,7,0,E0,D,L Mason,Arsenal,5,3,Sunderland,10,13,8,0,1,7,11,5,04/10/2008,D,Sunderland_Arsenal_2008
61,8,0,0,0,5,0,E0,D,P Dowd,Fulham,8,2,West Brom,10,14,13,0,1,6,13,1,04/10/2008,H,West Brom_Fulham_2008
62,8,0,1,0,2,0,E0,D,M Atkinson,Middlesbrough,9,3,Wigan,10,6,21,0,0,2,13,0,04/10/2008,A,Wigan_Middlesbrough_2008
63,7,0,0,2,3,0,E0,H,C Foy,Aston Villa,15,0,Chelsea,11,8,27,0,2,1,13,3,05/10/2008,H,Chelsea_Aston Villa_2008
64,3,0,2,2,9,0,E0,H,H Webb,Newcastle,5,1,Everton,18,11,13,1,2,5,15,3,05/10/2008,D,Everton_Newcastle_2008
65,1,1,3,2,7,0,E0,H,P Walton,Liverpool,5,1,Man City,11,14,7,0,2,7,12,1,05/10/2008,A,Man City_Liverpool_2008
66,2,0,1,1,5,0,E0,H,A Marriner,Stoke,11,0,Portsmouth,7,8,17,0,2,5,15,3,05/10/2008,H,Portsmouth_Stoke_2008
67,12,0,1,0,6,0,E0,A,R Styles,Hull,16,4,Tottenham,15,10,27,1,0,0,15,2,05/10/2008,A,Tottenham_Hull_2008
68,7,0,3,0,6,0,E0,A,M Dean,Bolton,5,4,West Ham,15,12,13,2,1,7,8,3,05/10/2008,A,West Ham_Bolton_2008
69,7,0,1,0,3,0,E0,A,P Walton,Everton,14,2,Arsenal,8,7,22,1,3,4,13,4,18/10/2008,H,Arsenal_Everton_2008
70,11,0,0,0,3,1,E0,D,M Riley,Portsmouth,3,1,Aston Villa,18,8,10,0,0,2,19,3,18/10/2008,D,Aston Villa_Portsmouth_2008
71,11,0,0,0,1,0,E0,D,H Webb,Blackburn,4,1,Bolton,16,8,10,0,0,8,12,3,18/10/2008,D,Bolton_Blackburn_2008
72,8,0,0,0,7,0,E0,D,K Stroud,Sunderland,9,1,Fulham,12,14,13,0,0,5,8,1,18/10/2008,D,Fulham_Sunderland_2008
73,5,0,2,1,4,1,E0,A,A Wiley,Wigan,7,1,Liverpool,10,7,17,2,3,2,13,1,18/10/2008,H,Liverpool_Wigan_2008
74,15,0,0,0,2,0,E0,D,M Halsey,West Brom,14,0,Man United,11,6,18,0,4,1,14,1,18/10/2008,H,Man United_West Brom_2008
75,5,0,5,0,14,0,E0,A,P Dowd,Chelsea,4,2,Middlesbrough,13,21,7,1,0,7,9,0,18/10/2008,A,Middlesbrough_Chelsea_2008
76,3,0,0,0,5,0,E0,D,C Foy,West Ham,4,2,Hull,11,14,12,0,1,5,11,1,19/10/2008,H,Hull_West Ham_2008
77,6,0,1,1,6,2,E0,D,L Mason,Tottenham,3,1,Stoke,12,11,7,1,2,1,12,2,19/10/2008,H,Stoke_Tottenham_2008
78,5,1,2,1,8,0,E0,D,R Styles,Man City,2,0,Newcastle,15,20,6,1,2,10,15,2,20/10/2008,D,Newcastle_Man City_2008
79,9,0,1,0,2,0,E0,D,M Dean,Middlesbrough,5,3,Blackburn,17,5,13,0,1,2,11,1,25/10/2008,D,Blackburn_Middlesbrough_2008
80,5,0,1,0,14,0,E0,A,A Wiley,Man United,9,3,Everton,17,18,13,1,1,9,11,3,25/10/2008,D,Everton_Man United_2008
81,2,0,1,1,5,0,E0,D,M Riley,Newcastle,3,1,Sunderland,11,10,14,1,2,4,11,2,25/10/2008,H,Sunderland_Newcastle_2008
82,14,0,3,0,10,0,E0,D,L Probert,Hull,16,1,West Brom,12,16,24,0,0,5,13,2,25/10/2008,A,West Brom_Hull_2008
83,4,0,1,0,3,0,E0,A,H Webb,Liverpool,5,3,Chelsea,17,8,14,1,0,2,13,3,26/10/2008,A,Chelsea_Liverpool_2008
84,6,0,0,1,6,0,E0,H,S Tanner,Stoke,12,1,Man City,12,9,18,0,3,8,16,0,26/10/2008,H,Man City_Stoke_2008
85,8,0,1,0,5,0,E0,D,M Halsey,Fulham,12,0,Portsmouth,7,9,21,0,1,6,7,0,26/10/2008,D,Portsmouth_Fulham_2008
86,3,0,0,1,3,1,E0,H,A Marriner,Bolton,9,0,Tottenham,9,10,19,0,2,4,16,3,26/10/2008,H,Tottenham_Bolton_2008
87,4,1,2,0,10,0,E0,D,P Dowd,Arsenal,3,2,West Ham,13,20,7,0,0,9,9,3,26/10/2008,A,West Ham_Arsenal_2008
88,9,0,4,0,7,0,E0,A,M Jones,Aston Villa,5,1,Wigan,14,9,17,1,0,4,8,2,26/10/2008,A,Wigan_Aston Villa_2008
89,7,0,1,2,4,0,E0,H,M Dean,West Brom,5,0,Newcastle,13,14,10,0,2,8,11,4,28/10/2008,H,Newcastle_West Brom_2008
90,9,0,4,1,6,0,E0,D,M Atkinson,Tottenham,12,1,Arsenal,8,9,20,1,4,1,17,4,29/10/2008,D,Arsenal_Tottenham_2008
91,4,0,2,1,5,0,E0,D,K Stroud,Blackburn,4,0,Aston Villa,5,11,8,1,3,5,17,1,29/10/2008,H,Aston Villa_Blackburn_2008
92,5,0,1,0,7,0,E0,D,P Dowd,Everton,12,1,Bolton,17,11,18,0,0,3,12,2,29/10/2008,A,Bolton_Everton_2008
93,2,0,0,1,2,0,E0,H,H Webb,Wigan,2,0,Fulham,9,5,7,0,2,2,14,2,29/10/2008,H,Fulham_Wigan_2008
94,5,0,3,0,11,0,E0,A,A Marriner,Chelsea,5,0,Hull,11,27,10,1,0,5,13,2,29/10/2008,A,Hull_Chelsea_2008
95,7,0,0,0,1,0,E0,D,S Tanner,Portsmouth,10,0,Liverpool,13,4,21,0,1,1,12,3,29/10/2008,H,Liverpool_Portsmouth_2008
96,3,0,0,2,1,0,E0,H,P Walton,West Ham,12,1,Man United,10,4,21,0,2,1,9,2,29/10/2008,H,Man United_West Ham_2008
97,3,0,0,0,8,0,E0,D,L Mason,Man City,3,1,Middlesbrough,10,13,5,0,2,3,15,3,29/10/2008,H,Middlesbrough_Man City_2008
98,4,0,0,0,4,0,E0,D,C Foy,Sunderland,6,2,Stoke,10,9,9,0,1,4,8,1,29/10/2008,H,Stoke_Sunderland_2008
99,4,0,0,3,0,0,E0,H,M Atkinson,Sunderland,11,0,Chelsea,5,1,17,0,5,0,11,1,01/11/2008,H,Chelsea_Sunderland_2008
100,6,0,0,0,5,0,E0,D,L Mason,Fulham,4,0,Everton,11,15,9,0,1,5,15,0,01/11/2008,H,Everton_Fulham_2008
101,9,0,3,3,7,0,E0,H,M Dean,Hull,11,2,Man United,12,11,20,1,4,1,13,2,01/11/2008,H,Man United_Hull_2008
102,5,0,1,0,8,0,E0,A,A Marriner,West Ham,7,3,Middlesbrough,10,13,11,1,1,4,14,4,01/11/2008,D,Middlesbrough_West Ham_2008
103,9,0,2,0,8,0,E0,A,P Walton,Wigan,8,0,Portsmouth,9,12,16,1,1,6,11,3,01/11/2008,A,Portsmouth_Wigan_2008
104,3,0,1,1,6,1,E0,H,R Styles,Arsenal,5,4,Stoke,11,13,7,0,2,5,7,2,01/11/2008,H,Stoke_Arsenal_2008
105,4,0,1,0,6,0,E0,A,P Dowd,Liverpool,4,1,Tottenham,18,14,8,1,2,4,13,2,01/11/2008,H,Tottenham_Liverpool_2008
106,2,0,2,0,5,1,E0,A,M Jones,Blackburn,8,3,West Brom,13,9,15,1,2,3,18,2,01/11/2008,D,West Brom_Blackburn_2008
107,6,0,0,0,6,0,E0,D,M Riley,Man City,12,1,Bolton,15,11,20,0,2,1,20,1,02/11/2008,H,Bolton_Man City_2008
108,2,0,0,0,1,0,E0,D,S Bennett,Aston Villa,7,4,Newcastle,13,6,11,0,2,6,21,3,03/11/2008,H,Newcastle_Aston Villa_2008
109,5,0,1,1,9,0,E0,H,H Webb,Man United,7,3,Arsenal,16,17,11,0,2,6,7,2,08/11/2008,H,Arsenal_Man United_2008
110,6,0,1,0,6,0,E0,D,A Wiley,Bolton,11,1,Hull,15,10,16,0,0,7,10,2,08/11/2008,A,Hull_Bolton_2008
111,3,0,0,2,2,0,E0,H,P Walton,West Brom,10,2,Liverpool,10,4,11,0,3,7,8,1,08/11/2008,H,Liverpool_West Brom_2008
112,8,0,2,1,5,0,E0,H,S Bennett,Portsmouth,6,2,Sunderland,8,10,9,0,1,3,10,1,08/11/2008,A,Sunderland_Portsmouth_2008
113,9,0,3,0,7,0,E0,D,M Halsey,Everton,13,1,West Ham,9,12,15,0,1,4,10,1,08/11/2008,A,West Ham_Everton_2008
114,6,0,0,0,1,0,E0,D,M Riley,Stoke,14,1,Wigan,10,2,22,0,0,3,12,3,08/11/2008,D,Wigan_Stoke_2008
115,7,0,2,1,8,0,E0,D,R Styles,Middlesbrough,9,2,Aston Villa,13,15,14,1,1,4,5,2,09/11/2008,A,Aston Villa_Middlesbrough_2008
116,5,0,2,0,13,0,E0,A,C Foy,Chelsea,3,2,Blackburn,14,18,8,1,0,9,11,1,09/11/2008,A,Blackburn_Chelsea_2008
117,6,0,1,1,7,0,E0,H,M Atkinson,Newcastle,6,2,Fulham,13,13,11,0,2,1,11,2,09/11/2008,H,Fulham_Newcastle_2008
118,4,2,2,1,9,1,E0,D,M Dean,Tottenham,7,1,Man City,12,14,9,1,1,5,13,2,09/11/2008,A,Man City_Tottenham_2008
119,8,0,2,0,6,0,E0,D,M Riley,Aston Villa,8,2,Arsenal,9,9,11,0,0,5,22,4,15/11/2008,A,Arsenal_Aston Villa_2008
120,11,0,2,1,6,0,E0,H,S Tanner,Sunderland,8,3,Blackburn,9,10,16,0,1,9,9,4,15/11/2008,A,Blackburn_Sunderland_2008
121,7,0,2,0,6,0,E0,A,R Styles,Liverpool,9,1,Bolton,7,15,15,1,0,3,7,1,15/11/2008,A,Bolton_Liverpool_2008
122,10,0,1,1,3,0,E0,H,A Wiley,Tottenham,14,1,Fulham,2,7,16,0,2,3,10,0,15/11/2008,H,Fulham_Tottenham_2008
123,3,0,0,2,1,0,E0,H,P Walton,Stoke,15,1,Man United,5,3,21,0,5,0,15,2,15/11/2008,H,Man United_Stoke_2008
124,4,0,2,0,7,1,E0,A,A Marriner,Wigan,9,1,Newcastle,9,12,17,1,2,10,12,3,15/11/2008,D,Newcastle_Wigan_2008
125,3,0,3,0,9,0,E0,A,S Bennett,Chelsea,3,0,West Brom,7,15,13,3,0,10,10,3,15/11/2008,A,West Brom_Chelsea_2008
126,8,0,0,0,7,0,E0,D,M Atkinson,Portsmouth,5,0,West Ham,6,11,11,0,0,7,11,1,15/11/2008,D,West Ham_Portsmouth_2008
127,11,0,1,0,3,0,E0,A,H Webb,Middlesbrough,7,0,Everton,11,11,15,1,1,1,13,2,16/11/2008,D,Everton_Middlesbrough_2008
128,3,0,2,1,8,0,E0,A,P Dowd,Man City,6,2,Hull,15,12,11,2,2,6,16,3,16/11/2008,D,Hull_Man City_2008
129,3,0,0,0,7,0,E0,D,C Foy,Man United,7,1,Aston Villa,12,12,10,0,0,6,15,0,22/11/2008,D,Aston Villa_Man United_2008
130,8,0,0,0,0,0,E0,D,P Dowd,Newcastle,14,0,Chelsea,12,2,25,0,0,1,13,2,22/11/2008,D,Chelsea_Newcastle_2008
131,9,0,0,0,6,0,E0,D,M Halsey,Fulham,7,0,Liverpool,7,6,18,0,0,3,6,0,22/11/2008,D,Liverpool_Fulham_2008
132,3,0,0,1,5,0,E0,H,A Wiley,Arsenal,8,0,Man City,16,11,12,0,3,3,9,1,22/11/2008,H,Man City_Arsenal_2008
133,8,0,3,0,5,0,E0,A,M Atkinson,Bolton,5,2,Middlesbrough,10,11,18,2,1,0,15,5,22/11/2008,A,Middlesbrough_Bolton_2008
134,7,0,2,1,6,0,E0,H,S Attwell,Hull,7,2,Portsmouth,13,13,14,0,2,7,13,1,22/11/2008,D,Portsmouth_Hull_2008
135,4,0,0,0,2,0,E0,D,L Mason,West Brom,7,1,Stoke,9,8,9,0,1,1,7,0,22/11/2008,H,Stoke_West Brom_2008
136,4,0,1,0,5,0,E0,A,M Dean,West Ham,6,2,Sunderland,13,10,17,1,0,2,16,1,23/11/2008,A,Sunderland_West Ham_2008
137,6,0,0,1,6,1,E0,H,H Webb,Blackburn,7,2,Tottenham,15,9,16,0,1,6,15,3,23/11/2008,H,Tottenham_Blackburn_2008
138,3,0,0,0,2,0,E0,D,R Styles,Everton,6,0,Wigan,8,7,12,0,1,3,7,0,24/11/2008,H,Wigan_Everton_2008
139,11,0,0,0,2,0,E0,D,M Jones,Fulham,4,0,Aston Villa,9,5,12,0,0,4,16,2,29/11/2008,D,Aston Villa_Fulham_2008
140,7,0,0,0,5,0,E0,D,A Wiley,Newcastle,7,1,Middlesbrough,9,10,14,0,0,2,7,1,29/11/2008,D,Middlesbrough_Newcastle_2008
141,5,0,1,0,5,0,E0,A,K Stroud,Hull,5,2,Stoke,17,6,10,1,1,3,20,3,29/11/2008,D,Stoke_Hull_2008
142,5,0,4,1,6,0,E0,A,C Foy,Bolton,9,4,Sunderland,9,11,14,3,1,6,6,0,29/11/2008,A,Sunderland_Bolton_2008
143,6,0,1,0,9,0,E0,D,P Dowd,West Brom,9,0,Wigan,10,17,17,0,2,8,7,2,29/11/2008,H,Wigan_West Brom_2008
144,3,0,2,1,6,0,E0,H,M Dean,Arsenal,5,2,Chelsea,18,9,12,0,1,2,16,0,30/11/2008,A,Chelsea_Arsenal_2008
145,3,0,1,0,8,1,E0,A,H Webb,Man United,1,2,Man City,17,12,10,1,0,8,15,5,30/11/2008,A,Man City_Man United_2008
146,8,0,2,0,2,0,E0,D,M Halsey,Blackburn,6,0,Portsmouth,5,10,9,0,3,10,12,1,30/11/2008,H,Portsmouth_Blackburn_2008
147,5,0,1,0,6,0,E0,D,S Bennett,Everton,6,1,Tottenham,9,8,14,0,0,1,16,3,30/11/2008,A,Tottenham_Everton_2008
148,17,0,0,0,3,0,E0,D,P Walton,West Ham,8,1,Liverpool,5,7,21,0,0,5,7,1,01/12/2008,D,Liverpool_West Ham_2008
149,8,0,0,1,4,0,E0,H,S Bennett,Wigan,4,1,Arsenal,13,10,11,0,1,3,13,2,06/12/2008,H,Arsenal_Wigan_2008
150,5,0,3,0,6,0,E0,D,A Marriner,Liverpool,3,2,Blackburn,11,10,7,0,1,6,9,2,06/12/2008,A,Blackburn_Liverpool_2008
151,10,0,2,0,7,0,E0,A,H Webb,Chelsea,11,2,Bolton,14,11,21,2,0,2,16,1,06/12/2008,A,Bolton_Chelsea_2008
152,9,0,1,1,7,0,E0,D,R Styles,Man City,8,2,Fulham,6,15,12,1,1,7,5,1,06/12/2008,D,Fulham_Man City_2008
153,8,0,1,0,7,1,E0,D,S Tanner,Middlesbrough,7,1,Hull,10,9,17,0,2,6,8,1,06/12/2008,H,Hull_Middlesbrough_2008
154,10,0,0,0,2,0,E0,D,M Halsey,Sunderland,15,1,Man United,8,2,27,0,1,1,8,0,06/12/2008,H,Man United_Sunderland_2008
155,6,0,2,2,4,0,E0,H,M Riley,Stoke,6,0,Newcastle,10,12,9,0,2,3,17,1,06/12/2008,D,Newcastle_Stoke_2008
156,10,0,3,1,5,0,E0,D,M Atkinson,Aston Villa,7,2,Everton,18,5,12,1,2,6,16,1,07/12/2008,A,Everton_Aston Villa_2008
157,3,0,1,1,3,0,E0,H,M Dean,Portsmouth,8,1,West Brom,11,6,14,0,1,5,12,2,07/12/2008,D,West Brom_Portsmouth_2008
158,7,0,2,0,12,0,E0,D,C Foy,Tottenham,4,2,West Ham,13,17,11,0,0,5,16,0,08/12/2008,A,West Ham_Tottenham_2008
159,10,0,2,2,5,0,E0,H,L Probert,Bolton,7,0,Aston Villa,7,9,16,1,4,3,16,1,13/12/2008,H,Aston Villa_Bolton_2008
160,8,0,2,2,3,0,E0,D,A Wiley,Hull,10,3,Liverpool,12,9,22,2,2,4,8,3,13/12/2008,D,Liverpool_Hull_2008
161,5,0,1,0,4,0,E0,D,M Halsey,Everton,4,0,Man City,10,11,7,0,0,7,7,1,13/12/2008,A,Man City_Everton_2008
162,5,0,1,1,11,0,E0,D,P Walton,Arsenal,3,0,Middlesbrough,8,17,8,1,1,10,11,1,13/12/2008,D,Middlesbrough_Arsenal_2008
163,5,0,0,0,6,0,E0,D,S Attwell,Fulham,2,1,Stoke,16,9,6,0,0,6,2,1,13/12/2008,D,Stoke_Fulham_2008
164,1,0,0,3,6,0,E0,H,L Mason,West Brom,10,1,Sunderland,8,14,16,0,4,11,14,2,13/12/2008,H,Sunderland_West Brom_2008
165,4,0,0,0,12,0,E0,D,M Dean,Man United,6,1,Tottenham,10,15,11,0,0,14,9,1,13/12/2008,D,Tottenham_Man United_2008
166,6,0,0,2,4,0,E0,H,H Webb,Blackburn,5,1,Wigan,9,11,10,0,3,9,14,1,13/12/2008,H,Wigan_Blackburn_2008
167,9,0,1,0,2,0,E0,A,M Riley,West Ham,12,3,Chelsea,13,4,19,1,1,4,20,2,14/12/2008,D,Chelsea_West Ham_2008
168,8,0,3,0,5,0,E0,D,C Foy,Newcastle,6,4,Portsmouth,15,10,18,0,0,5,5,1,14/12/2008,A,Portsmouth_Newcastle_2008
169,3,0,0,3,4,0,E0,H,P Walton,Stoke,9,0,Blackburn,13,14,10,0,3,7,11,2,20/12/2008,H,Blackburn_Stoke_2008
170,6,0,1,2,5,0,E0,H,M Atkinson,Portsmouth,10,1,Bolton,14,8,19,1,2,3,16,1,20/12/2008,H,Bolton_Portsmouth_2008
171,6,0,0,1,5,0,E0,H,K Stroud,Middlesbrough,13,0,Fulham,12,12,19,0,3,4,7,2,20/12/2008,H,Fulham_Middlesbrough_2008
172,6,1,4,1,6,0,E0,D,M Riley,Sunderland,8,3,Hull,20,15,14,1,1,6,10,1,20/12/2008,A,Hull_Sunderland_2008
173,7,0,1,0,4,0,E0,D,M Halsey,Aston Villa,13,2,West Ham,7,10,17,0,0,6,10,1,20/12/2008,A,West Ham_Aston Villa_2008
174,2,1,1,1,6,0,E0,D,H Webb,Liverpool,3,3,Arsenal,14,10,6,1,1,1,17,3,21/12/2008,D,Arsenal_Liverpool_2008
