,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
0,4,1,3,1,4,0,E0,D,A Taylor,Aston Villa,4,4,Arsenal,15,9,16,1,1,3,18,5,17/08/2013,A,Arsenal_Aston Villa_2013
1,12,0,0,1,4,0,E0,H,M Atkinson,Stoke,11,1,Liverpool,11,10,26,0,1,6,11,1,17/08/2013,H,Liverpool_Stoke_2013
2,6,0,2,0,6,0,E0,D,M Oliver,Everton,2,2,Norwich,13,19,8,0,2,8,10,0,17/08/2013,D,Norwich_Everton_2013
3,6,0,1,0,1,0,E0,D,N Swarbrick,Fulham,3,0,Sunderland,14,5,20,0,0,1,14,3,17/08/2013,A,Sunderland_Fulham_2013
4,7,0,4,0,7,0,E0,A,P Dowd,Man United,6,1,Swansea,13,15,17,2,1,4,10,3,17/08/2013,A,Swansea_Man United_2013
5,4,0,1,0,2,0,E0,D,K Friend,Southampton,1,4,West Brom,14,7,11,0,0,8,24,0,17/08/2013,A,West Brom_Southampton_2013
6,4,0,0,1,1,0,E0,H,H Webb,Cardiff,4,0,West Ham,10,12,18,0,2,3,7,1,17/08/2013,H,West Ham_Cardiff_2013
7,5,0,0,2,2,0,E0,H,J Moss,Hull,5,0,Chelsea,7,7,22,0,2,1,16,1,18/08/2013,H,Chelsea_Hull_2013
8,3,0,1,0,2,0,E0,D,M Clattenburg,Tottenham,3,1,Crystal Palace,6,17,5,0,0,7,9,0,18/08/2013,A,Crystal Palace_Tottenham_2013
9,8,0,0,2,1,1,E0,H,A Marriner,Newcastle,11,2,Man City,9,5,20,0,4,1,7,3,19/08/2013,H,Man City_Newcastle_2013
10,1,0,1,1,3,0,E0,D,K Friend,Aston Villa,3,1,Chelsea,12,7,15,1,2,2,13,4,21/08/2013,H,Chelsea_Aston Villa_2013
11,8,0,1,0,1,0,E0,A,M Clattenburg,Liverpool,3,3,Aston Villa,9,5,17,1,0,2,8,3,24/08/2013,A,Aston Villa_Liverpool_2013
12,11,0,0,0,2,0,E0,D,R East,West Brom,8,1,Everton,14,7,22,0,0,1,15,1,24/08/2013,D,Everton_West Brom_2013
13,1,0,3,0,7,0,E0,A,H Webb,Arsenal,7,2,Fulham,10,18,16,2,1,8,8,2,24/08/2013,A,Fulham_Arsenal_2013
14,1,1,0,1,4,0,E0,H,M Jones,Norwich,1,1,Hull,14,13,6,0,1,5,19,1,24/08/2013,H,Hull_Norwich_2013
15,5,0,0,0,1,0,E0,D,P Dowd,West Ham,0,0,Newcastle,12,6,16,0,0,4,14,1,24/08/2013,D,Newcastle_West Ham_2013
16,5,0,1,0,3,0,E0,A,L Mason,Sunderland,6,2,Southampton,12,8,17,1,1,2,13,2,24/08/2013,D,Southampton_Sunderland_2013
17,7,0,1,0,5,0,E0,A,A Marriner,Crystal Palace,5,3,Stoke,13,14,14,1,2,0,6,0,24/08/2013,H,Stoke_Crystal Palace_2013
18,3,0,2,0,5,0,E0,D,L Probert,Man City,6,0,Cardiff,2,16,9,0,3,8,9,0,25/08/2013,H,Cardiff_Man City_2013
19,8,0,0,0,5,0,E0,D,N Swarbrick,Swansea,5,1,Tottenham,10,7,19,0,1,3,15,4,25/08/2013,H,Tottenham_Swansea_2013
20,4,0,0,0,4,0,E0,D,M Atkinson,Chelsea,3,0,Man United,9,8,13,0,0,1,9,2,26/08/2013,D,Man United_Chelsea_2013
21,4,0,0,0,3,0,E0,D,A Taylor,Everton,1,1,Cardiff,11,13,4,0,0,5,9,1,31/08/2013,D,Cardiff_Everton_2013
22,6,0,1,1,2,1,E0,H,L Probert,Sunderland,6,1,Crystal Palace,6,10,17,0,3,6,6,0,31/08/2013,H,Crystal Palace_Sunderland_2013
23,7,0,0,0,2,0,E0,D,P Dowd,Hull,6,2,Man City,15,7,12,0,2,4,14,3,31/08/2013,H,Man City_Hull_2013
24,13,0,0,0,2,0,E0,D,C Foy,Fulham,9,2,Newcastle,13,3,24,0,1,2,9,2,31/08/2013,H,Newcastle_Fulham_2013
25,5,0,0,0,2,0,E0,D,H Webb,Southampton,4,0,Norwich,11,11,15,0,1,5,15,0,31/08/2013,H,Norwich_Southampton_2013
26,3,0,1,0,5,0,E0,D,J Moss,Stoke,0,2,West Ham,10,15,9,0,0,4,12,1,31/08/2013,A,West Ham_Stoke_2013
27,3,0,0,1,4,0,E0,H,M Oliver,Tottenham,5,2,Arsenal,15,14,12,0,1,6,14,2,01/09/2013,H,Arsenal_Tottenham_2013
28,2,0,0,1,4,0,E0,H,A Marriner,Man United,5,2,Liverpool,15,10,10,0,1,7,15,4,01/09/2013,H,Liverpool_Man United_2013
29,2,0,2,0,4,0,E0,A,M Dean,Swansea,1,4,West Brom,10,12,10,1,0,3,14,3,01/09/2013,A,West Brom_Swansea_2013
30,4,0,2,0,8,0,E0,A,M Dean,Newcastle,1,1,Aston Villa,9,17,10,1,1,2,11,4,14/09/2013,A,Aston Villa_Newcastle_2013
31,5,0,0,1,5,0,E0,H,H Webb,Chelsea,5,0,Everton,10,22,11,0,1,7,12,4,14/09/2013,H,Everton_Chelsea_2013
32,4,0,1,1,4,0,E0,H,L Probert,West Brom,2,0,Fulham,9,12,12,0,1,5,12,1,14/09/2013,D,Fulham_West Brom_2013
33,6,0,1,1,2,0,E0,H,R Madley,Cardiff,5,1,Hull,8,10,18,0,1,2,8,2,14/09/2013,D,Hull_Cardiff_2013
34,10,0,0,1,0,1,E0,H,J Moss,Crystal Palace,7,1,Man United,8,4,19,0,2,1,11,2,14/09/2013,H,Man United_Crystal Palace_2013
35,2,0,0,0,3,0,E0,D,M Clattenburg,Man City,3,1,Stoke,13,10,11,0,0,4,11,1,14/09/2013,D,Stoke_Man City_2013
36,6,0,3,0,6,0,E0,A,M Atkinson,Arsenal,2,1,Sunderland,12,14,17,1,1,7,10,2,14/09/2013,A,Sunderland_Arsenal_2013
37,8,0,0,1,1,0,E0,H,L Mason,Norwich,7,1,Tottenham,2,4,23,0,2,1,12,3,14/09/2013,H,Tottenham_Norwich_2013
38,10,0,0,0,1,0,E0,D,A Marriner,West Ham,5,1,Southampton,12,6,15,0,0,4,10,3,15/09/2013,D,Southampton_West Ham_2013
39,3,0,2,1,5,0,E0,A,M Oliver,Liverpool,8,2,Swansea,7,12,17,2,2,7,10,3,16/09/2013,D,Swansea_Liverpool_2013
40,13,0,0,0,1,0,E0,D,A Marriner,Fulham,10,0,Chelsea,11,4,26,0,2,3,9,0,21/09/2013,H,Chelsea_Fulham_2013
41,6,0,1,0,7,0,E0,D,N Swarbrick,Southampton,5,0,Liverpool,6,12,10,0,0,6,9,1,21/09/2013,A,Liverpool_Southampton_2013
42,3,0,3,2,5,0,E0,H,M Atkinson,Hull,2,1,Newcastle,11,12,15,1,2,3,8,1,21/09/2013,A,Newcastle_Hull_2013
43,7,0,1,0,4,0,E0,A,C Foy,Aston Villa,1,1,Norwich,15,16,12,1,0,4,10,0,21/09/2013,A,Norwich_Aston Villa_2013
44,5,0,0,1,0,0,E0,H,P Dowd,Sunderland,4,0,West Brom,9,7,13,0,3,6,10,2,21/09/2013,H,West Brom_Sunderland_2013
45,5,1,3,1,4,0,E0,H,L Mason,Everton,1,2,West Ham,16,10,9,0,2,5,12,1,21/09/2013,A,West Ham_Everton_2013
46,6,0,1,2,3,0,E0,H,M Dean,Stoke,8,0,Arsenal,8,9,16,1,3,7,15,2,22/09/2013,H,Arsenal_Stoke_2013
47,2,0,1,0,12,0,E0,D,M Clattenburg,Tottenham,0,1,Cardiff,5,29,6,0,0,12,7,4,22/09/2013,A,Cardiff_Tottenham_2013
48,6,0,2,0,7,0,E0,A,K Friend,Swansea,1,2,Crystal Palace,13,15,9,1,0,7,9,2,22/09/2013,A,Crystal Palace_Swansea_2013
49,8,0,1,2,3,0,E0,H,H Webb,Man United,5,1,Man City,8,14,18,0,4,4,12,2,22/09/2013,H,Man City_Man United_2013
50,2,0,2,0,7,0,E0,A,M Jones,Man City,4,1,Aston Villa,13,20,8,1,3,13,9,1,28/09/2013,H,Aston Villa_Man City_2013
51,11,0,2,1,4,0,E0,D,C Pawson,Cardiff,5,1,Fulham,14,22,9,1,1,10,13,1,28/09/2013,A,Fulham_Cardiff_2013
