,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
25,2,0,0,2,5,0,E0,H,H Webb,Newcastle,7,2,Aston Villa,14,8,9,0,2,3,12,2,27/08/2006,H,Aston Villa_Newcastle_2006
26,7,0,2,0,8,0,E0,D,M Clattenburg,Chelsea,3,3,Blackburn,10,14,12,0,0,3,15,1,27/08/2006,A,Blackburn_Chelsea_2006
27,8,0,4,0,7,0,E0,A,C Foy,Portsmouth,8,2,Middlesbrough,15,10,19,1,0,6,9,1,28/08/2006,A,Middlesbrough_Portsmouth_2006
28,15,0,1,0,1,1,E0,A,R Styles,Middlesbrough,12,1,Arsenal,5,1,20,1,1,0,17,6,09/09/2006,D,Arsenal_Middlesbrough_2006
29,6,0,0,0,6,0,E0,D,M Clattenburg,Watford,2,3,Bolton,13,15,7,0,1,6,15,1,09/09/2006,H,Bolton_Watford_2006
30,6,0,1,1,2,0,E0,H,A Wiley,Charlton,6,2,Chelsea,12,3,19,0,2,3,7,1,09/09/2006,H,Chelsea_Charlton_2006
31,2,0,0,2,5,0,E0,H,G Poll,Liverpool,6,1,Everton,22,21,8,0,3,11,13,3,09/09/2006,H,Everton_Liverpool_2006
32,5,0,0,1,4,0,E0,H,M Riley,Tottenham,5,2,Man United,12,9,10,0,1,4,17,2,09/09/2006,H,Man United_Tottenham_2006
33,4,0,2,0,5,0,E0,D,C Foy,Fulham,7,1,Newcastle,16,8,15,0,1,7,12,1,09/09/2006,A,Newcastle_Fulham_2006
34,6,0,0,0,5,0,E0,D,P Walton,Wigan,7,0,Portsmouth,14,11,9,0,1,9,5,1,09/09/2006,H,Portsmouth_Wigan_2006
35,7,0,0,0,1,0,E0,D,M Dean,Blackburn,9,2,Sheffield United,12,12,14,0,0,6,11,2,09/09/2006,D,Sheffield United_Blackburn_2006
36,3,0,1,0,6,0,E0,A,S Bennett,Aston Villa,1,2,West Ham,15,10,7,1,1,5,9,2,10/09/2006,D,West Ham_Aston Villa_2006
37,6,0,0,1,8,1,E0,H,H Webb,Man City,7,0,Reading,6,15,12,0,1,4,16,4,11/09/2006,H,Reading_Man City_2006
38,9,0,0,0,7,0,E0,D,S Bennett,Middlesbrough,3,0,Bolton,7,14,13,0,0,4,19,1,16/09/2006,D,Bolton_Middlesbrough_2006
39,9,0,1,0,5,0,E0,D,P Dowd,Portsmouth,5,0,Charlton,6,12,18,0,0,4,10,2,16/09/2006,A,Charlton_Portsmouth_2006
40,4,0,2,0,7,0,E0,D,A Wiley,Wigan,9,1,Everton,14,10,14,0,2,2,23,5,16/09/2006,D,Everton_Wigan_2006
41,8,0,2,0,2,0,E0,A,A Marriner,Reading,7,2,Sheffield United,12,8,14,2,1,7,6,1,16/09/2006,A,Sheffield United_Reading_2006
42,7,0,0,0,4,0,E0,D,M Dean,Aston Villa,5,1,Watford,12,9,12,0,0,1,10,0,16/09/2006,D,Watford_Aston Villa_2006
43,4,0,2,2,8,0,E0,D,M Atkinson,Man City,5,2,Blackburn,11,15,11,2,4,3,11,3,17/09/2006,H,Blackburn_Man City_2006
44,1,1,0,1,6,0,E0,H,M Riley,Liverpool,3,3,Chelsea,13,9,4,0,1,3,17,2,17/09/2006,H,Chelsea_Liverpool_2006
45,10,0,1,0,7,0,E0,D,G Poll,Arsenal,9,2,Man United,11,14,17,0,0,5,11,2,17/09/2006,A,Man United_Arsenal_2006
46,12,0,0,0,3,0,E0,D,M Clattenburg,Fulham,8,2,Tottenham,11,8,18,0,0,2,20,2,17/09/2006,D,Tottenham_Fulham_2006
47,5,0,2,0,9,0,E0,D,R Styles,Newcastle,7,3,West Ham,11,16,10,0,0,6,11,3,17/09/2006,A,West Ham_Newcastle_2006
48,8,0,0,1,6,0,E0,H,M Halsey,Newcastle,11,1,Liverpool,12,11,22,0,2,6,13,1,20/09/2006,H,Liverpool_Newcastle_2006
49,7,0,0,0,4,0,E0,D,A Wiley,Sheffield United,11,2,Arsenal,11,5,14,0,3,2,8,1,23/09/2006,H,Arsenal_Sheffield United_2006
50,4,0,0,1,3,0,E0,H,M Riley,Charlton,5,0,Aston Villa,10,8,12,0,2,4,14,1,23/09/2006,H,Aston Villa_Charlton_2006
51,5,0,2,0,5,0,E0,D,M Halsey,Chelsea,4,2,Fulham,19,13,7,0,0,7,9,1,23/09/2006,A,Fulham_Chelsea_2006
52,6,0,0,0,1,0,E0,D,H Webb,Tottenham,6,1,Liverpool,12,5,14,0,3,0,9,0,23/09/2006,H,Liverpool_Tottenham_2006
53,4,0,0,0,0,0,E0,D,C Foy,West Ham,8,0,Man City,12,4,17,0,2,6,15,0,23/09/2006,H,Man City_West Ham_2006
54,6,0,1,0,7,0,E0,A,G Poll,Blackburn,7,1,Middlesbrough,14,13,13,1,0,7,17,3,23/09/2006,A,Middlesbrough_Blackburn_2006
55,2,0,1,0,8,0,E0,D,P Walton,Man United,1,0,Reading,6,18,3,0,1,6,10,0,23/09/2006,D,Reading_Man United_2006
56,4,0,1,1,4,0,E0,H,R Styles,Watford,4,2,Wigan,15,10,8,0,1,3,15,2,23/09/2006,D,Wigan_Watford_2006
57,9,1,1,1,5,1,E0,D,S Bennett,Everton,13,2,Newcastle,12,12,21,1,1,6,18,4,24/09/2006,D,Newcastle_Everton_2006
58,11,0,1,0,3,0,E0,A,U Rennie,Bolton,5,2,Portsmouth,8,4,13,1,0,2,13,2,25/09/2006,A,Portsmouth_Bolton_2006
59,1,0,0,1,6,0,E0,H,P Dowd,Liverpool,3,2,Bolton,15,13,4,0,2,10,12,1,30/09/2006,H,Bolton_Liverpool_2006
60,4,0,2,1,12,0,E0,D,M Clattenburg,Arsenal,6,4,Charlton,19,21,10,1,1,7,8,4,30/09/2006,A,Charlton_Arsenal_2006
61,7,0,1,1,5,0,E0,D,G Poll,Aston Villa,10,0,Chelsea,13,9,18,1,1,5,14,2,30/09/2006,D,Chelsea_Aston Villa_2006
62,8,0,1,1,5,0,E0,H,A Marriner,Man City,10,2,Everton,14,11,14,0,1,4,17,2,30/09/2006,D,Everton_Man City_2006
63,10,0,1,1,2,0,E0,H,P Walton,Middlesbrough,7,1,Sheffield United,8,7,13,0,2,4,12,3,30/09/2006,H,Sheffield United_Middlesbrough_2006
64,5,0,1,1,6,0,E0,D,H Webb,Wigan,8,3,Blackburn,16,11,12,1,2,4,17,4,01/10/2006,H,Blackburn_Wigan_2006
65,8,0,0,1,3,0,E0,H,M Dean,Newcastle,11,1,Man United,5,3,24,0,2,3,13,3,01/10/2006,H,Man United_Newcastle_2006
66,6,0,1,2,6,0,E0,H,C Foy,Portsmouth,6,0,Tottenham,8,9,8,1,2,10,10,0,01/10/2006,H,Tottenham_Portsmouth_2006
67,10,0,1,0,1,0,E0,A,U Rennie,Reading,8,4,West Ham,8,2,13,1,0,5,7,2,01/10/2006,A,West Ham_Reading_2006
68,3,0,3,1,3,0,E0,H,M Riley,Fulham,4,1,Watford,24,9,9,0,3,2,12,3,02/10/2006,D,Watford_Fulham_2006
69,8,0,0,2,3,0,E0,H,H Webb,Watford,7,0,Arsenal,6,9,15,0,3,4,14,1,14/10/2006,H,Arsenal_Watford_2006
70,2,0,1,0,5,1,E0,D,M Atkinson,Tottenham,6,0,Aston Villa,13,10,12,0,1,2,11,1,14/10/2006,D,Aston Villa_Tottenham_2006
71,8,0,1,0,3,0,E0,A,M Clattenburg,Blackburn,9,1,Liverpool,6,5,18,1,1,1,15,3,14/10/2006,D,Liverpool_Blackburn_2006
72,3,0,0,0,3,0,E0,D,M Dean,Sheffield United,6,0,Man City,14,7,14,0,0,4,12,1,14/10/2006,D,Man City_Sheffield United_2006
73,10,0,1,1,8,0,E0,H,M Halsey,Everton,6,1,Middlesbrough,12,12,9,0,2,13,9,0,14/10/2006,H,Middlesbrough_Everton_2006
74,4,0,0,1,3,0,E0,H,G Poll,West Ham,6,4,Portsmouth,20,6,18,0,2,4,11,4,14/10/2006,H,Portsmouth_West Ham_2006
75,8,1,1,0,4,1,E0,A,M Riley,Chelsea,0,3,Reading,16,7,5,1,0,5,7,2,14/10/2006,A,Reading_Chelsea_2006
76,2,0,3,1,5,0,E0,H,S Bennett,Man United,2,0,Wigan,7,12,6,0,1,5,8,2,14/10/2006,A,Wigan_Man United_2006
77,3,0,2,1,5,0,E0,H,A Wiley,Bolton,3,3,Newcastle,21,7,10,0,1,3,15,3,15/10/2006,A,Newcastle_Bolton_2006
78,3,0,1,0,3,0,E0,D,R Styles,Charlton,6,1,Fulham,9,10,11,0,2,6,12,3,16/10/2006,H,Fulham_Charlton_2006
79,4,0,1,1,2,0,E0,D,C Foy,Fulham,1,0,Aston Villa,12,5,3,1,1,1,13,2,21/10/2006,D,Aston Villa_Fulham_2006
80,9,0,0,0,3,0,E0,D,L Mason,Watford,8,2,Charlton,13,8,16,0,0,9,17,0,21/10/2006,D,Charlton_Watford_2006
81,9,0,1,0,1,0,E0,D,M Clattenburg,Portsmouth,18,3,Chelsea,6,10,26,0,2,5,12,2,21/10/2006,H,Chelsea_Portsmouth_2006
82,4,0,0,2,4,1,E0,H,D Gallagher,Sheffield United,5,0,Everton,13,10,13,0,2,3,11,1,21/10/2006,H,Everton_Sheffield United_2006
83,3,0,0,2,4,0,E0,H,P Dowd,Man City,5,1,Wigan,14,9,12,0,4,5,13,1,21/10/2006,H,Wigan_Man City_2006
84,7,0,1,0,7,1,E0,D,M Dean,Bolton,11,2,Blackburn,12,8,24,0,0,8,16,2,22/10/2006,A,Blackburn_Bolton_2006
85,5,0,0,1,5,0,E0,H,G Poll,Liverpool,8,1,Man United,14,13,10,0,2,5,21,3,22/10/2006,H,Man United_Liverpool_2006
86,8,0,0,0,4,0,E0,D,M Atkinson,Newcastle,8,2,Middlesbrough,17,13,19,0,1,4,13,0,22/10/2006,H,Middlesbrough_Newcastle_2006
87,10,0,4,0,9,0,E0,A,A Wiley,Arsenal,1,0,Reading,6,16,3,2,0,2,6,0,22/10/2006,A,Reading_Arsenal_2006
88,9,0,0,1,2,0,E0,H,S Bennett,West Ham,5,3,Tottenham,14,5,13,0,1,9,15,4,22/10/2006,H,Tottenham_West Ham_2006
89,16,0,1,0,2,0,E0,A,M Riley,Everton,12,2,Arsenal,6,2,26,1,1,3,21,3,28/10/2006,D,Arsenal_Everton_2006
90,7,0,4,0,10,0,E0,A,R Styles,Man United,3,2,Bolton,18,15,8,2,0,2,11,2,28/10/2006,A,Bolton_Man United_2006
91,5,0,1,0,7,0,E0,D,G Poll,Wigan,1,1,Fulham,11,15,4,0,0,4,12,2,28/10/2006,A,Fulham_Wigan_2006
92,8,0,1,3,5,0,E0,H,S Bennett,Aston Villa,6,0,Liverpool,11,7,19,0,3,4,17,1,28/10/2006,H,Liverpool_Aston Villa_2006
93,10,0,0,0,4,0,E0,D,M Dean,Charlton,10,1,Newcastle,12,8,20,0,0,3,9,1,28/10/2006,D,Newcastle_Charlton_2006
94,5,0,1,1,4,0,E0,H,P Dowd,Reading,12,0,Portsmouth,18,8,18,0,3,13,6,0,28/10/2006,H,Portsmouth_Reading_2006
95,8,0,2,0,7,0,E0,A,M Atkinson,Chelsea,2,2,Sheffield United,15,10,6,1,0,7,12,0,28/10/2006,A,Sheffield United_Chelsea_2006
96,7,0,0,0,8,0,E0,D,U Rennie,Tottenham,2,3,Watford,14,11,9,0,0,7,14,1,28/10/2006,D,Watford_Tottenham_2006
97,5,0,1,1,7,0,E0,H,A Wiley,Blackburn,5,1,West Ham,16,13,9,0,2,8,10,1,29/10/2006,H,West Ham_Blackburn_2006
98,9,0,0,1,0,0,E0,H,H Webb,Middlesbrough,5,2,Man City,16,4,14,0,1,1,22,4,30/10/2006,H,Man City_Middlesbrough_2006
99,5,0,1,0,3,0,E0,D,M Clattenburg,Wigan,5,1,Bolton,15,9,13,0,0,3,14,2,04/11/2006,A,Bolton_Wigan_2006
100,5,0,0,1,9,0,E0,H,C Foy,Man City,11,1,Charlton,10,15,18,0,1,12,9,2,04/11/2006,H,Charlton_Man City_2006
101,4,0,0,0,3,0,E0,D,M Atkinson,Everton,3,0,Fulham,8,5,5,0,1,10,17,1,04/11/2006,H,Fulham_Everton_2006
102,9,0,0,1,2,0,E0,H,U Rennie,Reading,10,0,Liverpool,8,5,21,0,2,6,14,2,04/11/2006,H,Liverpool_Reading_2006
103,9,0,0,2,5,0,E0,H,M Dean,Portsmouth,11,0,Man United,6,8,18,0,3,5,9,1,04/11/2006,H,Man United_Portsmouth_2006
104,7,0,1,0,6,0,E0,D,S Bennett,Sheffield United,3,3,Newcastle,16,12,11,0,0,0,12,2,04/11/2006,A,Newcastle_Sheffield United_2006
105,10,0,0,1,2,0,E0,H,D Gallagher,Middlesbrough,6,1,Watford,15,5,14,0,2,4,15,1,04/11/2006,H,Watford_Middlesbrough_2006
106,4,0,0,1,3,0,E0,H,H Webb,Blackburn,5,1,Aston Villa,15,5,8,0,2,3,13,3,05/11/2006,H,Aston Villa_Blackburn_2006
107,7,0,1,1,10,1,E0,D,G Poll,Chelsea,3,3,Tottenham,15,17,8,1,2,10,15,5,05/11/2006,H,Tottenham_Chelsea_2006
108,8,0,0,0,5,0,E0,D,R Styles,Arsenal,5,3,West Ham,11,11,11,0,1,3,8,2,05/11/2006,H,West Ham_Arsenal_2006
109,6,0,1,0,7,0,E0,D,M Riley,Man United,4,4,Blackburn,17,14,9,0,0,4,8,3,11/11/2006,A,Blackburn_Man United_2006
110,9,0,0,2,1,0,E0,H,H Webb,Watford,8,1,Chelsea,13,2,14,0,4,4,14,1,11/11/2006,H,Chelsea_Watford_2006
111,6,0,1,0,9,0,E0,A,P Dowd,Aston Villa,4,2,Everton,16,17,10,1,0,2,19,3,11/11/2006,A,Everton_Aston Villa_2006
112,6,0,0,0,3,0,E0,D,G Poll,Newcastle,8,1,Man City,18,8,15,0,0,5,11,3,11/11/2006,D,Man City_Newcastle_2006
113,7,0,0,0,7,0,E0,D,M Halsey,West Ham,8,1,Middlesbrough,7,11,11,0,1,1,10,3,11/11/2006,H,Middlesbrough_West Ham_2006
114,19,0,1,0,4,0,E0,D,S Bennett,Fulham,12,0,Portsmouth,11,7,23,0,1,5,7,3,11/11/2006,D,Portsmouth_Fulham_2006
115,4,0,2,0,4,0,E0,A,A Wiley,Bolton,4,1,Sheffield United,5,6,8,1,2,5,6,1,11/11/2006,D,Sheffield United_Bolton_2006
116,2,0,2,2,4,0,E0,H,D Gallagher,Charlton,5,2,Wigan,18,7,8,0,3,3,11,0,11/11/2006,H,Wigan_Charlton_2006
117,2,0,0,1,4,0,E0,H,M Clattenburg,Liverpool,7,2,Arsenal,7,10,7,0,3,6,12,3,12/11/2006,H,Arsenal_Liverpool_2006
118,7,0,1,2,3,0,E0,H,R Styles,Tottenham,4,1,Reading,14,9,8,1,3,2,7,1,12/11/2006,H,Reading_Tottenham_2006
119,11,0,1,0,1,0,E0,A,M Atkinson,Newcastle,10,2,Arsenal,10,2,23,1,1,1,9,5,18/11/2006,D,Arsenal_Newcastle_2006
120,5,0,0,1,1,0,E0,H,M Dean,West Ham,9,1,Chelsea,10,7,19,0,1,6,8,4,18/11/2006,H,Chelsea_West Ham_2006
121,5,0,0,0,2,0,E0,D,U Rennie,Bolton,2,3,Everton,18,13,9,0,1,8,14,0,18/11/2006,H,Everton_Bolton_2006
122,5,0,1,3,2,0,E0,H,A Wiley,Fulham,7,1,Man City,22,7,15,0,3,0,12,1,18/11/2006,H,Man City_Fulham_2006
123,2,0,0,0,10,0,E0,D,L Mason,Liverpool,1,0,Middlesbrough,14,17,1,0,0,12,3,0,18/11/2006,D,Middlesbrough_Liverpool_2006
124,9,0,1,1,4,0,E0,D,C Foy,Watford,11,1,Portsmouth,14,8,17,1,2,5,18,3,18/11/2006,H,Portsmouth_Watford_2006
125,4,0,0,1,2,0,E0,H,G Poll,Charlton,4,0,Reading,6,4,11,0,2,9,11,3,18/11/2006,H,Reading_Charlton_2006
126,0,0,2,1,15,0,E0,D,M Clattenburg,Man United,3,1,Sheffield United,19,22,5,1,1,14,10,1,18/11/2006,A,Sheffield United_Man United_2006
127,4,1,1,1,5,1,E0,H,P Dowd,Tottenham,3,0,Blackburn,17,13,6,0,1,5,16,1,19/11/2006,D,Blackburn_Tottenham_2006
128,6,0,0,0,3,0,E0,D,S Bennett,Aston Villa,5,1,Wigan,6,7,14,0,0,6,11,0,19/11/2006,D,Wigan_Aston Villa_2006
129,9,0,1,1,4,0,E0,D,P Walton,Middlesbrough,4,1,Aston Villa,18,9,11,1,1,4,11,3,25/11/2006,D,Aston Villa_Middlesbrough_2006
130,7,0,1,2,7,0,E0,H,M Dean,Arsenal,8,3,Bolton,11,14,10,1,3,11,8,4,25/11/2006,H,Bolton_Arsenal_2006
131,6,0,1,0,6,0,E0,D,A Wiley,Everton,8,2,Charlton,16,9,16,0,1,7,13,0,25/11/2006,D,Charlton_Everton_2006
132,4,1,1,0,2,0,E0,A,D Gallagher,Reading,4,0,Fulham,6,8,10,1,0,3,14,3,25/11/2006,A,Fulham_Reading_2006
133,8,0,0,0,2,0,E0,D,R Styles,Man City,6,2,Liverpool,9,6,12,0,1,2,20,1,25/11/2006,H,Liverpool_Man City_2006
134,5,0,0,1,5,0,E0,H,M Riley,Sheffield United,7,2,West Ham,16,13,12,0,1,9,22,4,25/11/2006,H,West Ham_Sheffield United_2006
135,3,0,1,1,7,0,E0,H,H Webb,Chelsea,5,1,Man United,16,13,8,0,1,2,12,3,26/11/2006,D,Man United_Chelsea_2006
136,10,0,0,0,2,0,E0,D,M Halsey,Portsmouth,10,2,Newcastle,13,7,13,0,1,3,12,2,26/11/2006,H,Newcastle_Portsmouth_2006
137,3,0,1,2,5,0,E0,H,M Clattenburg,Wigan,6,2,Tottenham,12,10,11,1,3,2,17,4,26/11/2006,H,Tottenham_Wigan_2006
138,6,1,1,0,7,0,E0,D,M Atkinson,Sheffield United,6,3,Watford,20,17,9,0,0,1,10,1,28/11/2006,A,Watford_Sheffield United_2006
139,1,0,3,0,8,0,E0,A,M Dean,Man City,4,1,Aston Villa,15,11,6,2,1,5,11,0,29/11/2006,A,Aston Villa_Man City_2006
140,3,0,1,0,10,0,E0,A,S Bennett,Chelsea,3,3,Bolton,13,16,9,1,0,5,13,1,29/11/2006,A,Bolton_Chelsea_2006
141,6,0,1,2,2,1,E0,H,H Webb,Arsenal,7,4,Fulham,17,7,13,1,2,6,15,5,29/11/2006,H,Fulham_Arsenal_2006
142,5,0,0,0,1,0,E0,D,A Wiley,Portsmouth,4,1,Liverpool,13,3,15,0,0,1,13,3,29/11/2006,D,Liverpool_Portsmouth_2006
143,3,0,0,1,4,0,E0,H,M Halsey,Everton,6,1,Man United,15,7,18,0,3,2,15,1,29/11/2006,H,Man United_Everton_2006
144,3,0,0,2,4,0,E0,H,G Poll,Tottenham,5,1,Arsenal,15,7,6,0,3,2,15,2,02/12/2006,H,Arsenal_Tottenham_2006
145,3,0,0,2,2,0,E0,H,S Bennett,Fulham,6,2,Blackburn,19,4,10,0,2,3,13,2,02/12/2006,H,Blackburn_Fulham_2006
146,6,0,2,0,7,0,E0,A,C Foy,Man United,5,2,Middlesbrough,12,11,13,1,1,9,16,3,02/12/2006,A,Middlesbrough_Man United_2006
147,6,1,2,0,4,0,E0,A,U Rennie,Aston Villa,6,2,Portsmouth,14,8,18,1,2,7,19,4,02/12/2006,D,Portsmouth_Aston Villa_2006
148,5,0,0,1,7,0,E0,H,A Wiley,Bolton,3,0,Reading,11,12,10,0,1,4,15,3,02/12/2006,H,Reading_Bolton_2006
149,12,0,1,0,4,0,E0,A,P Dowd,Charlton,10,1,Sheffield United,11,8,26,1,2,3,14,1,02/12/2006,H,Sheffield United_Charlton_2006
150,8,0,4,0,6,0,E0,A,M Riley,Liverpool,6,2,Wigan,9,9,15,4,0,2,14,2,02/12/2006,A,Wigan_Liverpool_2006
151,3,0,0,0,11,0,E0,D,M Atkinson,West Ham,5,2,Everton,16,16,8,0,2,14,9,2,03/12/2006,H,Everton_West Ham_2006
152,9,0,0,0,4,0,E0,D,M Clattenburg,Watford,12,1,Man City,12,6,14,0,0,8,16,3,04/12/2006,D,Man City_Watford_2006
153,5,0,0,0,3,0,E0,D,C Foy,Blackburn,10,1,Charlton,10,5,13,0,1,4,12,2,05/12/2006,H,Charlton_Blackburn_2006
154,7,1,1,0,3,1,E0,D,M Halsey,Middlesbrough,11,0,Tottenham,10,6,22,0,2,5,16,3,05/12/2006,H,Tottenham_Middlesbrough_2006
155,1,0,2,1,5,0,E0,A,R Styles,Reading,8,1,Newcastle,11,14,14,2,3,8,13,1,06/12/2006,H,Newcastle_Reading_2006
156,7,0,2,0,4,0,E0,D,A Wiley,Wigan,6,0,West Ham,12,9,13,0,0,9,16,3,06/12/2006,A,West Ham_Wigan_2006
157,7,1,3,0,8,0,E0,A,D Gallagher,Newcastle,7,1,Blackburn,10,16,13,2,1,4,5,2,09/12/2006,A,Blackburn_Newcastle_2006
158,4,0,0,1,1,0,E0,H,H Webb,West Ham,10,2,Bolton,11,3,17,0,4,3,11,2,09/12/2006,H,Bolton_West Ham_2006
159,14,0,0,0,3,0,E0,D,U Rennie,Fulham,19,1,Liverpool,7,5,32,0,4,1,8,1,09/12/2006,H,Liverpool_Fulham_2006
160,7,0,1,2,7,1,E0,H,G Poll,Man City,11,1,Man United,15,15,20,0,3,4,19,3,09/12/2006,H,Man United_Man City_2006
161,7,0,1,0,3,0,E0,A,S Bennett,Wigan,7,2,Middlesbrough,10,8,13,1,1,4,7,1,09/12/2006,D,Middlesbrough_Wigan_2006
162,6,0,0,2,5,0,E0,H,M Clattenburg,Everton,8,2,Portsmouth,20,12,13,0,2,4,11,4,09/12/2006,H,Portsmouth_Everton_2006
163,5,0,1,2,3,0,E0,H,M Dean,Charlton,9,2,Tottenham,7,12,13,1,5,9,11,4,09/12/2006,H,Tottenham_Charlton_2006
164,2,0,0,0,1,0,E0,D,C Foy,Reading,5,0,Watford,14,6,8,0,0,5,12,1,09/12/2006,D,Watford_Reading_2006
165,4,0,1,0,4,0,E0,D,A Wiley,Arsenal,7,2,Chelsea,16,11,20,0,1,5,16,2,10/12/2006,D,Chelsea_Arsenal_2006
166,10,0,2,0,5,0,E0,A,M Halsey,Aston Villa,10,2,Sheffield United,11,7,16,1,2,4,16,1,11/12/2006,D,Sheffield United_Aston Villa_2006
167,7,0,0,0,1,0,E0,D,P Dowd,Newcastle,8,2,Chelsea,16,6,15,0,1,2,13,2,13/12/2006,H,Chelsea_Newcastle_2006
168,4,0,1,0,3,0,E0,D,R Styles,Arsenal,7,1,Wigan,10,9,15,0,0,7,7,0,13/12/2006,A,Wigan_Arsenal_2006
169,7,0,2,0,5,0,E0,A,S Bennett,Portsmouth,8,0,Arsenal,13,7,14,1,2,4,13,2,16/12/2006,D,Arsenal_Portsmouth_2006
170,8,0,1,0,3,0,E0,D,M Clattenburg,Bolton,9,0,Aston Villa,16,7,15,0,0,2,19,4,16/12/2006,A,Aston Villa_Bolton_2006
171,2,0,3,0,10,0,E0,A,H Webb,Liverpool,2,1,Charlton,9,22,7,1,0,8,5,1,16/12/2006,A,Charlton_Liverpool_2006
172,4,0,1,0,8,0,E0,D,M Atkinson,Watford,6,0,Newcastle,7,11,11,0,2,8,18,0,16/12/2006,H,Newcastle_Watford_2006
173,9,0,2,1,7,0,E0,H,G Poll,Blackburn,5,1,Reading,17,10,10,0,1,3,8,2,16/12/2006,A,Reading_Blackburn_2006
174,6,0,1,0,7,0,E0,A,P Walton,Sheffield United,6,0,Wigan,10,11,14,1,0,2,12,2,16/12/2006,A,Wigan_Sheffield United_2006
