,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
14,4,0,0,0,4,0,E0,D,K Friend,Sunderland,5,2,West Brom,16,10,11,0,1,6,12,2,21/08/2010,H,West Brom_Sunderland_2010
15,8,0,3,0,8,0,E0,D,A Marriner,Bolton,10,2,West Ham,11,12,17,0,1,5,18,4,21/08/2010,A,West Ham_Bolton_2010
16,0,0,6,0,8,0,E0,A,M Dean,Chelsea,12,1,Wigan,12,10,17,1,0,0,7,2,21/08/2010,A,Wigan_Chelsea_2010
17,5,0,2,0,7,0,E0,A,P Walton,Man United,8,2,Fulham,7,14,16,1,2,11,6,2,22/08/2010,D,Fulham_Man United_2010
18,10,0,0,3,1,0,E0,H,M Atkinson,Aston Villa,14,3,Newcastle,15,3,20,0,6,2,12,1,22/08/2010,H,Newcastle_Aston Villa_2010
19,5,0,0,1,7,0,E0,H,P Dowd,Liverpool,3,1,Man City,13,13,8,0,3,4,12,1,23/08/2010,H,Man City_Liverpool_2010
20,4,0,2,1,9,0,E0,D,C Foy,Arsenal,7,1,Blackburn,9,14,15,1,1,8,7,0,28/08/2010,A,Blackburn_Arsenal_2010
21,4,0,2,0,7,0,E0,A,M Oliver,Fulham,5,1,Blackpool,13,12,14,1,2,5,16,0,28/08/2010,D,Blackpool_Fulham_2010
22,6,0,0,1,3,0,E0,H,M Atkinson,Stoke,6,0,Chelsea,5,9,15,0,2,1,10,2,28/08/2010,H,Chelsea_Stoke_2010
23,9,0,0,1,2,0,E0,H,M Clattenburg,West Ham,11,1,Man United,6,7,18,0,3,3,11,2,28/08/2010,H,Man United_West Ham_2010
24,16,0,1,0,5,0,E0,D,P Dowd,Wigan,7,3,Tottenham,10,13,12,0,0,7,11,2,28/08/2010,A,Tottenham_Wigan_2010
25,5,0,1,1,6,0,E0,H,S Attwell,Newcastle,2,7,Wolves,20,11,5,0,1,3,17,4,28/08/2010,D,Wolves_Newcastle_2010
26,4,0,0,1,9,0,E0,H,M Jones,Everton,6,4,Aston Villa,19,15,12,0,1,16,10,0,29/08/2010,H,Aston Villa_Everton_2010
27,6,1,2,0,5,0,E0,A,K Friend,Birmingham,8,2,Bolton,19,9,11,1,2,1,17,3,29/08/2010,D,Bolton_Birmingham_2010
28,7,0,0,0,5,1,E0,D,L Probert,West Brom,7,0,Liverpool,9,14,11,0,1,6,8,0,29/08/2010,H,Liverpool_West Brom_2010
29,3,0,0,0,7,0,E0,D,M Dean,Man City,4,0,Sunderland,5,9,12,0,1,7,9,3,29/08/2010,H,Sunderland_Man City_2010
30,9,0,1,1,6,1,E0,D,S Attwell,Bolton,14,2,Arsenal,11,7,23,1,4,6,11,2,11/09/2010,H,Arsenal_Bolton_2010
31,7,0,3,1,8,0,E0,D,M Atkinson,Man United,14,1,Everton,11,13,23,1,3,5,18,1,11/09/2010,D,Everton_Man United_2010
32,6,0,1,0,2,1,E0,A,P Dowd,Wolves,6,3,Fulham,9,4,13,1,2,6,17,6,11/09/2010,H,Fulham_Wolves_2010
33,14,0,1,0,2,0,E0,A,M Clattenburg,Blackburn,14,2,Man City,12,4,20,1,1,2,10,1,11/09/2010,D,Man City_Blackburn_2010
34,3,0,2,0,4,0,E0,A,L Mason,Blackpool,13,2,Newcastle,15,7,16,1,0,2,14,3,11/09/2010,A,Newcastle_Blackpool_2010
35,9,0,1,1,9,0,E0,D,H Webb,Tottenham,8,2,West Brom,12,16,15,1,1,4,9,1,11/09/2010,D,West Brom_Tottenham_2010
36,1,0,3,0,9,0,E0,A,C Foy,Chelsea,7,2,West Ham,13,17,13,2,1,5,10,2,11/09/2010,A,West Ham_Chelsea_2010
37,5,0,1,0,2,1,E0,D,A Marriner,Sunderland,4,4,Wigan,19,4,17,0,1,1,11,2,11/09/2010,D,Wigan_Sunderland_2010
38,4,0,0,0,8,0,E0,D,M Halsey,Liverpool,3,1,Birmingham,8,14,15,0,0,3,9,0,12/09/2010,D,Birmingham_Liverpool_2010
39,8,0,1,0,6,0,E0,A,L Probert,Aston Villa,12,1,Stoke,11,10,20,1,2,7,14,2,13/09/2010,H,Stoke_Aston Villa_2010
40,8,0,1,1,7,0,E0,D,M Dean,Bolton,6,1,Aston Villa,15,13,13,1,1,4,8,2,18/09/2010,D,Aston Villa_Bolton_2010
41,3,0,1,1,4,0,E0,H,A Taylor,Fulham,5,0,Blackburn,15,9,9,0,1,3,10,1,18/09/2010,D,Blackburn_Fulham_2010
42,3,0,1,0,4,0,E0,A,A Marriner,Newcastle,3,2,Everton,15,9,6,1,0,6,21,3,18/09/2010,A,Everton_Newcastle_2010
43,6,0,1,0,6,0,E0,A,L Mason,West Ham,3,3,Stoke,14,13,9,1,1,3,8,2,18/09/2010,D,Stoke_West Ham_2010
44,11,0,1,0,7,1,E0,A,P Dowd,Arsenal,5,2,Sunderland,11,16,16,1,1,3,13,2,18/09/2010,D,Sunderland_Arsenal_2010
45,5,0,1,0,2,0,E0,A,M Jones,Wolves,11,3,Tottenham,7,5,20,1,3,4,11,3,18/09/2010,H,Tottenham_Wolves_2010
46,5,0,1,0,3,0,E0,A,C Foy,Birmingham,10,1,West Brom,11,6,16,1,3,0,8,1,18/09/2010,H,West Brom_Birmingham_2010
47,9,0,0,4,4,0,E0,H,M Clattenburg,Blackpool,15,1,Chelsea,7,11,27,0,4,6,4,2,19/09/2010,H,Chelsea_Blackpool_2010
48,6,0,2,1,1,0,E0,H,H Webb,Liverpool,7,4,Man United,15,7,16,0,3,1,10,1,19/09/2010,H,Man United_Liverpool_2010
49,3,0,2,0,5,0,E0,A,L Probert,Man City,3,1,Wigan,10,11,9,1,0,1,14,2,19/09/2010,A,Wigan_Man City_2010
50,16,0,3,0,5,0,E0,D,M Oliver,West Brom,12,4,Arsenal,15,7,24,0,2,4,14,3,25/09/2010,A,Arsenal_West Brom_2010
51,3,1,0,0,10,0,E0,D,M Clattenburg,Wigan,4,2,Birmingham,12,17,10,0,0,7,18,3,25/09/2010,D,Birmingham_Wigan_2010
52,8,0,2,0,8,0,E0,A,M Dean,Blackburn,8,2,Blackpool,12,13,11,1,1,8,11,1,25/09/2010,A,Blackpool_Blackburn_2010
53,4,0,0,0,7,0,E0,D,H Webb,Everton,2,2,Fulham,15,15,12,0,0,5,13,1,25/09/2010,D,Fulham_Everton_2010
54,3,0,2,1,1,0,E0,D,S Attwell,Sunderland,5,3,Liverpool,15,10,13,1,2,3,7,1,25/09/2010,D,Liverpool_Sunderland_2010
55,3,0,0,0,4,0,E0,D,A Marriner,Chelsea,6,2,Man City,10,15,8,0,1,4,12,3,25/09/2010,H,Man City_Chelsea_2010
56,14,0,0,1,11,0,E0,H,M Atkinson,Tottenham,15,2,West Ham,10,17,22,0,1,7,11,0,25/09/2010,H,West Ham_Tottenham_2010
57,7,0,2,1,6,0,E0,D,P Dowd,Man United,9,1,Bolton,16,12,15,1,2,12,18,2,26/09/2010,D,Bolton_Man United_2010
58,3,0,2,1,2,0,E0,H,M Jones,Stoke,7,0,Newcastle,8,8,11,0,1,4,11,1,26/09/2010,A,Newcastle_Stoke_2010
59,5,0,2,0,8,0,E0,A,M Halsey,Aston Villa,12,1,Wolves,15,10,14,1,1,4,19,2,26/09/2010,A,Wolves_Aston Villa_2010
60,6,0,2,0,6,0,E0,D,P Dowd,Everton,3,0,Birmingham,5,11,6,0,0,5,11,0,02/10/2010,A,Birmingham_Everton_2010
61,8,0,0,0,4,0,E0,D,H Webb,Blackburn,11,2,Stoke,8,7,18,0,1,6,13,3,02/10/2010,H,Stoke_Blackburn_2010
62,10,0,0,0,4,0,E0,D,C Foy,Man United,8,1,Sunderland,10,10,14,0,0,4,6,2,02/10/2010,D,Sunderland_Man United_2010
63,10,0,1,1,4,0,E0,D,M Clattenburg,Aston Villa,10,1,Tottenham,12,13,19,1,2,4,19,3,02/10/2010,H,Tottenham_Aston Villa_2010
64,7,0,1,0,5,0,E0,D,P Walton,Bolton,9,3,West Brom,8,10,17,0,1,4,10,2,02/10/2010,D,West Brom_Bolton_2010
65,2,0,1,0,5,0,E0,A,A Marriner,Fulham,5,3,West Ham,15,17,12,1,1,3,8,1,02/10/2010,D,West Ham_Fulham_2010
66,3,0,0,0,0,1,E0,D,L Mason,Wolves,17,1,Wigan,9,2,24,0,2,3,12,2,02/10/2010,H,Wigan_Wolves_2010
67,10,0,0,1,5,0,E0,H,M Dean,Arsenal,6,1,Chelsea,7,13,11,0,2,10,12,1,03/10/2010,H,Chelsea_Arsenal_2010
68,5,0,2,0,7,0,E0,A,M Jones,Blackpool,10,2,Liverpool,11,11,19,2,1,2,10,1,03/10/2010,A,Liverpool_Blackpool_2010
69,4,0,1,1,4,0,E0,D,M Atkinson,Newcastle,5,3,Man City,11,8,9,1,2,4,13,2,03/10/2010,H,Man City_Newcastle_2010
70,7,1,1,1,4,0,E0,D,M Atkinson,Birmingham,13,2,Arsenal,16,6,18,1,2,3,9,2,16/10/2010,H,Arsenal_Birmingham_2010
71,9,0,0,0,6,0,E0,D,L Mason,Chelsea,5,4,Aston Villa,11,13,11,0,0,5,11,3,16/10/2010,D,Aston Villa_Chelsea_2010
72,5,1,1,1,3,0,E0,H,P Walton,Stoke,6,2,Bolton,10,8,11,0,2,6,8,2,16/10/2010,H,Bolton_Stoke_2010
73,4,0,2,1,6,0,E0,D,M Dean,Tottenham,5,1,Fulham,9,14,11,1,1,11,10,1,16/10/2010,A,Fulham_Tottenham_2010
74,3,0,2,2,2,0,E0,H,M Jones,West Brom,9,1,Man United,10,7,16,0,2,2,7,2,16/10/2010,D,Man United_West Brom_2010
75,6,0,2,0,4,0,E0,A,M Halsey,Wigan,4,2,Newcastle,13,8,9,2,2,3,14,1,16/10/2010,D,Newcastle_Wigan_2010
76,8,0,1,1,7,0,E0,H,M Clattenburg,West Ham,5,0,Wolves,10,9,9,0,1,3,8,1,16/10/2010,D,Wolves_West Ham_2010
77,3,0,3,0,8,0,E0,D,P Dowd,Man City,5,0,Blackpool,9,13,16,0,2,9,9,2,17/10/2010,A,Blackpool_Man City_2010
78,8,0,0,1,9,0,E0,H,H Webb,Liverpool,6,2,Everton,10,15,9,0,2,7,9,2,17/10/2010,H,Everton_Liverpool_2010
79,5,1,0,0,7,0,E0,D,L Probert,Sunderland,3,2,Blackburn,12,16,9,0,0,3,11,1,18/10/2010,D,Blackburn_Sunderland_2010
80,9,0,0,1,6,0,E0,H,A Taylor,Blackpool,8,1,Birmingham,8,14,17,0,2,10,16,1,23/10/2010,H,Birmingham_Blackpool_2010
81,8,0,0,1,9,0,E0,H,L Probert,Wolves,10,1,Chelsea,8,12,17,0,2,8,8,2,23/10/2010,H,Chelsea_Wolves_2010
82,4,0,0,1,7,0,E0,H,M Halsey,Aston Villa,6,1,Sunderland,11,11,13,0,1,11,13,2,23/10/2010,H,Sunderland_Aston Villa_2010
83,4,0,1,1,3,0,E0,D,M Jones,Everton,8,3,Tottenham,15,7,13,1,1,4,14,1,23/10/2010,D,Tottenham_Everton_2010
84,7,0,1,2,3,0,E0,H,K Friend,Fulham,7,0,West Brom,3,9,14,1,2,5,8,0,23/10/2010,H,West Brom_Fulham_2010
85,2,0,2,1,8,0,E0,D,C Foy,Newcastle,1,0,West Ham,12,13,5,1,1,6,6,0,23/10/2010,A,West Ham_Newcastle_2010
86,5,0,1,0,2,0,E0,D,H Webb,Bolton,9,0,Wigan,8,9,15,0,1,0,14,2,23/10/2010,D,Wigan_Bolton_2010
87,15,0,1,0,2,0,E0,D,P Dowd,Blackburn,10,2,Liverpool,17,4,17,0,2,4,12,3,24/10/2010,H,Liverpool_Blackburn_2010
88,6,1,3,0,8,0,E0,A,M Clattenburg,Arsenal,6,2,Man City,11,12,9,1,0,7,10,4,24/10/2010,A,Man City_Arsenal_2010
89,5,0,2,0,5,0,E0,A,A Marriner,Man United,2,2,Stoke,6,12,6,1,1,6,13,2,24/10/2010,A,Stoke_Man United_2010
90,7,0,0,0,3,0,E0,D,M Jones,West Ham,13,2,Arsenal,14,6,20,0,1,4,18,2,30/10/2010,H,Arsenal_West Ham_2010
91,4,0,2,1,9,0,E0,D,P Walton,Chelsea,6,2,Blackburn,12,16,13,1,1,5,14,2,30/10/2010,A,Blackburn_Chelsea_2010
92,6,0,0,0,1,0,E0,D,L Probert,Stoke,10,1,Everton,16,9,18,0,1,2,14,1,30/10/2010,H,Everton_Stoke_2010
93,7,0,0,2,3,0,E0,H,A Marriner,Wigan,9,0,Fulham,7,8,15,0,2,1,12,0,30/10/2010,H,Fulham_Wigan_2010
94,1,0,0,1,5,0,E0,H,M Clattenburg,Tottenham,10,0,Man United,12,11,18,0,2,4,10,3,30/10/2010,H,Man United_Tottenham_2010
95,5,0,1,1,9,0,E0,D,M Dean,Man City,6,1,Wolves,5,17,10,1,2,7,14,2,30/10/2010,H,Wolves_Man City_2010
96,1,0,0,0,6,0,E0,D,H Webb,Birmingham,3,2,Aston Villa,13,10,7,0,0,4,11,3,31/10/2010,D,Aston Villa_Birmingham_2010
97,1,0,1,0,4,0,E0,D,M Atkinson,Liverpool,10,2,Bolton,15,10,14,0,0,4,13,2,31/10/2010,A,Bolton_Liverpool_2010
98,8,0,1,3,5,1,E0,H,P Dowd,Sunderland,12,3,Newcastle,8,11,16,0,5,6,18,6,31/10/2010,H,Newcastle_Sunderland_2010
99,8,0,1,1,5,2,E0,H,M Oliver,West Brom,8,2,Blackpool,16,12,21,0,2,2,13,3,01/11/2010,H,Blackpool_West Brom_2010
100,3,0,2,0,8,0,E0,D,M Oliver,West Ham,5,0,Birmingham,12,16,8,0,2,4,14,1,06/11/2010,D,Birmingham_West Ham_2010
101,3,0,1,0,10,0,E0,D,K Friend,Wigan,3,0,Blackburn,16,16,10,0,2,6,15,2,06/11/2010,H,Blackburn_Wigan_2010
102,3,0,2,1,14,0,E0,D,A Marriner,Everton,8,2,Blackpool,14,20,11,1,2,7,12,1,06/11/2010,D,Blackpool_Everton_2010
103,7,0,2,1,6,0,E0,H,C Foy,Tottenham,8,1,Bolton,13,11,18,0,4,6,9,0,06/11/2010,H,Bolton_Tottenham_2010
104,3,0,1,0,8,0,E0,A,P Walton,Aston Villa,10,1,Fulham,12,15,14,1,1,3,4,0,06/11/2010,D,Fulham_Aston Villa_2010
105,3,0,1,1,6,0,E0,H,P Dowd,Wolves,10,1,Man United,6,8,14,0,2,2,11,0,06/11/2010,H,Man United_Wolves_2010
106,6,0,0,1,5,0,E0,H,M Atkinson,Stoke,7,0,Sunderland,10,11,14,0,2,9,13,5,06/11/2010,H,Sunderland_Stoke_2010
107,12,1,1,0,2,0,E0,A,M Dean,Newcastle,8,3,Arsenal,16,7,11,1,0,2,12,1,07/11/2010,A,Arsenal_Newcastle_2010
108,2,0,0,2,7,0,E0,H,H Webb,Chelsea,7,0,Liverpool,15,11,9,0,2,5,17,2,07/11/2010,H,Liverpool_Chelsea_2010
109,6,1,2,0,5,1,E0,A,L Probert,Man City,7,3,West Brom,15,9,13,2,0,1,16,4,07/11/2010,A,West Brom_Man City_2010
110,10,0,2,1,10,0,E0,H,M Clattenburg,Birmingham,12,0,Stoke,6,14,19,0,3,4,8,0,09/11/2010,H,Stoke_Birmingham_2010
111,17,0,1,0,4,0,E0,D,H Webb,Sunderland,12,2,Tottenham,6,8,20,0,1,3,15,1,09/11/2010,D,Tottenham_Sunderland_2010
112,11,0,2,1,6,0,E0,D,A Taylor,Blackpool,12,2,Aston Villa,7,12,19,1,3,8,10,3,10/11/2010,H,Aston Villa_Blackpool_2010
113,4,1,0,1,3,0,E0,H,M Atkinson,Fulham,10,2,Chelsea,14,5,19,0,1,4,15,0,10/11/2010,H,Chelsea_Fulham_2010
114,15,1,1,0,5,0,E0,D,P Dowd,Bolton,12,0,Everton,8,10,23,0,1,10,12,3,10/11/2010,D,Everton_Bolton_2010
115,8,0,0,0,4,0,E0,D,C Foy,Man United,4,0,Man City,10,7,6,0,0,5,12,2,10/11/2010,D,Man City_Man United_2010
116,4,0,2,0,5,0,E0,A,M Jones,Blackburn,3,3,Newcastle,16,7,9,1,1,1,15,4,10/11/2010,A,Newcastle_Blackburn_2010
117,6,0,2,1,6,0,E0,D,M Dean,West Brom,5,3,West Ham,13,14,8,1,2,7,5,0,10/11/2010,D,West Ham_West Brom_2010
118,5,0,1,0,3,0,E0,A,P Walton,Liverpool,8,0,Wigan,7,8,10,1,1,4,10,2,10/11/2010,D,Wigan_Liverpool_2010
119,5,0,2,0,8,0,E0,A,M Halsey,Arsenal,7,1,Wolves,7,12,14,1,0,2,14,2,10/11/2010,A,Wolves_Arsenal_2010
120,9,0,2,0,10,0,E0,D,M Dean,Man United,6,3,Aston Villa,11,16,12,0,2,7,9,4,13/11/2010,D,Aston Villa_Man United_2010
121,6,0,0,0,3,0,E0,D,M Jones,Birmingham,11,2,Man City,15,5,21,0,0,4,11,0,13/11/2010,D,Man City_Birmingham_2010
122,5,0,0,0,8,0,E0,D,L Probert,Fulham,7,2,Newcastle,11,10,13,0,0,5,19,2,13/11/2010,D,Newcastle_Fulham_2010
123,4,0,0,0,6,1,E0,D,M Halsey,Liverpool,7,2,Stoke,14,10,14,0,2,3,10,3,13/11/2010,H,Stoke_Liverpool_2010
124,12,0,2,2,8,0,E0,H,A Marriner,Blackburn,12,2,Tottenham,11,12,20,0,4,6,11,2,13/11/2010,H,Tottenham_Blackburn_2010
125,8,0,0,0,5,0,E0,D,K Friend,Blackpool,4,0,West Ham,7,16,17,0,0,7,7,1,13/11/2010,D,West Ham_Blackpool_2010
126,5,0,0,0,6,0,E0,D,A Taylor,West Brom,4,1,Wigan,13,12,13,0,1,5,13,1,13/11/2010,H,Wigan_West Brom_2010
127,12,0,3,0,7,0,E0,A,P Walton,Bolton,6,1,Wolves,10,13,10,1,2,3,10,0,13/11/2010,A,Wolves_Bolton_2010
128,6,0,3,0,9,0,E0,A,C Foy,Sunderland,7,1,Chelsea,9,19,14,1,0,3,13,2,14/11/2010,A,Chelsea_Sunderland_2010
129,9,0,2,0,8,0,E0,A,H Webb,Arsenal,7,2,Everton,15,13,14,1,1,2,14,2,14/11/2010,A,Everton_Arsenal_2010
130,2,0,3,2,6,0,E0,H,P Dowd,Tottenham,7,3,Arsenal,17,10,12,0,2,6,16,1,20/11/2010,A,Arsenal_Tottenham_2010
131,4,0,0,1,9,0,E0,H,M Halsey,Chelsea,1,2,Birmingham,9,24,1,0,1,14,2,0,20/11/2010,H,Birmingham_Chelsea_2010
132,4,0,1,2,10,0,E0,H,M Clattenburg,Wolves,9,0,Blackpool,7,19,13,0,2,11,9,2,20/11/2010,H,Blackpool_Wolves_2010
133,2,0,1,2,1,1,E0,H,H Webb,Newcastle,9,0,Bolton,13,6,18,0,5,3,9,2,20/11/2010,H,Bolton_Newcastle_2010
134,10,0,0,3,1,0,E0,H,L Probert,West Ham,11,0,Liverpool,8,6,19,0,3,2,8,1,20/11/2010,H,Liverpool_West Ham_2010
135,11,0,0,1,4,2,E0,H,M Atkinson,Wigan,12,0,Man United,10,10,17,0,2,1,14,2,20/11/2010,H,Man United_Wigan_2010
136,8,0,3,0,4,0,E0,D,C Foy,Stoke,8,0,West Brom,10,6,15,0,0,3,9,0,20/11/2010,A,West Brom_Stoke_2010
137,5,0,0,1,11,0,E0,H,M Oliver,Aston Villa,5,0,Blackburn,15,16,14,0,2,8,10,1,21/11/2010,H,Blackburn_Aston Villa_2010
138,7,0,4,0,8,0,E0,A,L Mason,Man City,3,2,Fulham,13,11,9,3,1,7,16,1,21/11/2010,A,Fulham_Man City_2010
139,4,0,2,1,8,0,E0,D,P Walton,Everton,8,0,Sunderland,5,10,13,1,2,4,7,2,22/11/2010,D,Sunderland_Everton_2010
140,3,0,4,0,10,0,E0,A,M Clattenburg,Arsenal,4,1,Aston Villa,10,17,6,2,2,8,7,1,27/11/2010,A,Aston Villa_Arsenal_2010
141,4,0,2,0,10,0,E0,A,M Dean,Blackpool,14,2,Bolton,8,16,24,1,2,4,14,2,27/11/2010,D,Bolton_Blackpool_2010
142,2,1,4,1,3,1,E0,A,L Mason,West Brom,4,1,Everton,11,7,12,2,1,2,18,3,27/11/2010,A,Everton_West Brom_2010
143,7,0,1,0,3,0,E0,A,H Webb,Birmingham,7,1,Fulham,10,7,11,1,1,4,9,0,27/11/2010,D,Fulham_Birmingham_2010
144,5,0,1,3,2,0,E0,H,L Probert,Blackburn,11,0,Man United,6,3,15,0,7,2,6,2,27/11/2010,H,Man United_Blackburn_2010
145,6,0,1,0,4,0,E0,D,P Walton,Man City,9,2,Stoke,8,9,16,0,1,2,10,2,27/11/2010,D,Stoke_Man City_2010
146,7,0,1,1,10,0,E0,H,M Halsey,Wigan,9,0,West Ham,8,10,15,0,3,2,8,0,27/11/2010,H,West Ham_Wigan_2010
147,11,0,2,0,9,0,E0,D,M Jones,Sunderland,8,2,Wolves,11,15,14,0,3,5,10,3,27/11/2010,H,Wolves_Sunderland_2010
148,6,0,1,1,13,0,E0,D,A Marriner,Chelsea,3,2,Newcastle,9,17,5,1,1,7,11,1,28/11/2010,D,Newcastle_Chelsea_2010
149,5,0,1,0,8,0,E0,A,M Atkinson,Liverpool,13,0,Tottenham,6,12,20,1,2,8,16,5,28/11/2010,H,Tottenham_Liverpool_2010
150,3,0,1,1,7,0,E0,D,C Foy,Fulham,9,0,Arsenal,7,11,15,1,2,7,5,0,04/12/2010,H,Arsenal_Fulham_2010
151,6,0,1,0,5,0,E0,A,K Friend,Tottenham,5,1,Birmingham,14,10,13,1,1,11,7,1,04/12/2010,D,Birmingham_Tottenham_2010
152,8,0,0,2,7,0,E0,H,H Webb,Wolves,7,0,Blackburn,9,10,10,0,3,11,11,2,04/12/2010,H,Blackburn_Wolves_2010
153,7,0,1,1,7,0,E0,H,L Probert,Everton,5,1,Chelsea,7,16,12,0,1,2,11,4,04/12/2010,D,Chelsea_Everton_2010
154,8,1,0,1,2,0,E0,H,A Marriner,Bolton,10,3,Man City,12,7,19,0,1,8,18,2,04/12/2010,H,Man City_Bolton_2010
155,5,0,2,2,7,0,E0,D,M Jones,Stoke,8,1,Wigan,11,11,15,2,2,4,10,4,04/12/2010,D,Wigan_Stoke_2010
156,9,0,0,1,2,0,E0,H,M Atkinson,West Ham,12,1,Sunderland,6,8,17,0,1,3,8,3,05/12/2010,H,Sunderland_West Ham_2010
157,7,0,1,1,7,0,E0,H,M Dean,Newcastle,12,0,West Brom,11,11,20,0,3,3,9,5,05/12/2010,H,West Brom_Newcastle_2010
158,4,0,0,2,2,0,E0,H,P Dowd,Aston Villa,7,0,Liverpool,12,5,12,0,3,3,13,1,06/12/2010,H,Liverpool_Aston Villa_2010
159,6,0,1,1,4,0,E0,H,M Halsey,West Brom,3,0,Aston Villa,8,11,6,0,2,13,14,2,11/12/2010,H,Aston Villa_West Brom_2010
160,9,0,0,0,4,0,E0,D,M Oliver,Wigan,8,2,Everton,13,5,16,0,0,4,18,4,11/12/2010,D,Everton_Wigan_2010
161,4,0,0,0,2,0,E0,D,N Swarbrick,Sunderland,13,0,Fulham,14,11,14,0,0,3,10,1,11/12/2010,D,Fulham_Sunderland_2010
162,2,0,1,1,7,0,E0,H,L Mason,Liverpool,5,2,Newcastle,19,16,8,0,3,5,13,1,11/12/2010,H,Newcastle_Liverpool_2010
163,10,0,1,0,5,0,E0,D,A Taylor,Blackpool,5,0,Stoke,12,10,16,0,0,4,11,2,11/12/2010,A,Stoke_Blackpool_2010
164,2,0,3,0,7,0,E0,A,P Dowd,Man City,3,1,West Ham,10,12,13,1,1,6,13,3,11/12/2010,A,West Ham_Man City_2010
165,3,1,1,0,11,0,E0,D,M Clattenburg,Blackburn,7,4,Bolton,12,16,12,0,2,10,13,3,12/12/2010,H,Bolton_Blackburn_2010
166,1,0,1,1,7,0,E0,H,M Dean,Chelsea,3,2,Tottenham,9,13,10,0,1,7,13,2,12/12/2010,D,Tottenham_Chelsea_2010
167,7,0,0,1,0,0,E0,H,M Atkinson,Birmingham,9,2,Wolves,9,3,14,0,1,2,15,4,12/12/2010,H,Wolves_Birmingham_2010
168,5,0,0,1,6,0,E0,H,H Webb,Arsenal,10,0,Man United,7,11,14,0,1,4,16,4,13/12/2010,H,Man United_Arsenal_2010
169,9,0,1,0,3,0,E0,D,M Dean,West Ham,5,2,Blackburn,12,11,13,0,1,4,10,3,18/12/2010,D,Blackburn_West Ham_2010
170,2,0,0,1,8,0,E0,H,C Foy,Bolton,5,1,Sunderland,6,12,13,0,1,5,13,3,18/12/2010,H,Sunderland_Bolton_2010
171,11,1,2,0,3,1,E0,A,P Walton,Everton,15,3,Man City,8,4,25,2,1,0,13,2,20/12/2010,A,Man City_Everton_2010
172,8,0,2,0,8,1,E0,A,M Atkinson,Tottenham,15,3,Aston Villa,13,13,26,1,1,4,11,3,26/12/2010,A,Aston Villa_Tottenham_2010
173,5,0,2,0,9,0,E0,D,M Jones,Stoke,8,1,Blackburn,12,11,12,0,0,3,20,4,26/12/2010,A,Blackburn_Stoke_2010
174,5,0,0,1,9,0,E0,H,H Webb,West Brom,8,1,Bolton,8,15,12,0,2,7,8,1,26/12/2010,H,Bolton_West Brom_2010
175,8,0,3,1,7,0,E0,A,M Halsey,West Ham,6,1,Fulham,12,10,13,2,1,4,10,1,26/12/2010,A,Fulham_West Ham_2010
