,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
24,7,0,0,1,3,0,E0,H,N Swarbrick,West Ham,8,1,Newcastle,17,8,16,0,3,5,11,3,26/08/2017,H,Newcastle_West Ham_2017
25,3,1,0,0,2,0,E0,D,G Scott,Brighton,0,0,Watford,7,16,8,0,0,11,18,1,26/08/2017,D,Watford_Brighton_2017
26,6,0,0,2,0,0,E0,H,J Moss,Everton,7,2,Chelsea,12,7,18,0,2,3,7,2,27/08/2017,H,Chelsea_Everton_2017
27,4,0,0,2,0,0,E0,H,C Pawson,Arsenal,10,2,Liverpool,6,8,18,0,4,3,9,4,27/08/2017,H,Liverpool_Arsenal_2017
28,10,0,1,0,3,0,E0,D,L Mason,Burnley,5,0,Tottenham,9,13,28,0,1,7,9,0,27/08/2017,D,Tottenham_Burnley_2017
29,10,0,1,0,2,0,E0,D,A Taylor,Stoke,2,2,West Brom,10,16,10,0,1,4,9,2,27/08/2017,D,West Brom_Stoke_2017
30,10,0,0,2,2,0,E0,H,A Taylor,Bournemouth,9,0,Arsenal,14,7,17,0,3,3,10,1,09/09/2017,H,Arsenal_Bournemouth_2017
31,2,0,1,1,3,0,E0,H,C Kavanagh,West Brom,6,2,Brighton,9,12,12,0,3,6,4,0,09/09/2017,H,Brighton_West Brom_2017
32,7,0,3,0,6,0,E0,A,G Scott,Tottenham,1,3,Everton,14,15,12,2,0,3,14,1,09/09/2017,A,Everton_Tottenham_2017
33,2,0,2,0,6,0,E0,A,L Mason,Chelsea,2,1,Leicester,11,16,8,1,1,9,8,0,09/09/2017,A,Leicester_Chelsea_2017
34,8,0,0,2,3,1,E0,H,J Moss,Liverpool,7,2,Man City,10,10,13,0,5,3,9,2,09/09/2017,H,Man City_Liverpool_2017
35,7,0,2,0,3,0,E0,A,L Probert,Watford,1,0,Southampton,8,12,9,1,0,4,11,0,09/09/2017,A,Southampton_Watford_2017
36,5,0,2,1,8,0,E0,D,N Swarbrick,Man United,5,0,Stoke,10,18,10,1,2,11,10,0,09/09/2017,D,Stoke_Man United_2017
37,3,0,0,1,5,0,E0,H,M Oliver,Crystal Palace,2,1,Burnley,7,23,4,0,1,13,14,1,10/09/2017,H,Burnley_Crystal Palace_2017
38,7,0,1,0,8,0,E0,D,M Jones,Newcastle,4,2,Swansea,11,16,10,0,0,5,15,3,10/09/2017,A,Swansea_Newcastle_2017
39,10,0,0,0,2,0,E0,D,K Friend,Huddersfield,3,1,West Ham,11,10,19,0,2,3,14,2,11/09/2017,H,West Ham_Huddersfield_2017
40,6,0,1,0,2,0,E0,D,C Pawson,Brighton,3,0,Bournemouth,5,9,15,0,2,4,12,0,15/09/2017,H,Bournemouth_Brighton_2017
41,5,0,1,0,4,0,E0,A,R Madley,Southampton,3,5,Crystal Palace,14,13,14,1,0,5,13,1,16/09/2017,A,Crystal Palace_Southampton_2017
42,8,0,1,0,1,0,E0,D,J Moss,Leicester,3,1,Huddersfield,6,10,15,0,1,4,6,1,16/09/2017,D,Huddersfield_Leicester_2017
43,12,0,1,1,4,0,E0,D,R East,Burnley,9,1,Liverpool,7,5,35,1,1,2,9,2,16/09/2017,D,Liverpool_Burnley_2017
44,7,0,1,1,4,0,E0,H,S Attwell,Stoke,3,3,Newcastle,13,13,14,0,2,5,11,1,16/09/2017,H,Newcastle_Stoke_2017
45,11,0,0,0,0,0,E0,D,M Dean,Swansea,8,1,Tottenham,11,4,26,0,0,1,9,3,16/09/2017,D,Tottenham_Swansea_2017
46,3,0,6,0,10,0,E0,A,A Taylor,Man City,1,2,Watford,8,28,7,3,0,11,6,0,16/09/2017,A,Watford_Man City_2017
47,2,0,0,0,1,0,E0,D,P Tierney,West Ham,1,2,West Brom,15,9,6,0,0,3,7,2,16/09/2017,D,West Brom_West Ham_2017
48,5,1,0,0,2,0,E0,D,M Oliver,Arsenal,4,1,Chelsea,11,11,13,0,0,1,15,3,17/09/2017,D,Chelsea_Arsenal_2017
49,4,0,0,1,3,0,E0,H,A Marriner,Everton,7,1,Man United,15,7,16,0,4,1,14,1,17/09/2017,H,Man United_Everton_2017
50,3,0,0,0,2,0,E0,D,C Kavanagh,Huddersfield,3,3,Burnley,9,9,5,0,0,4,13,2,23/09/2017,D,Burnley_Huddersfield_2017
51,4,0,1,0,4,0,E0,D,M Atkinson,Bournemouth,4,3,Everton,12,8,12,0,2,6,11,1,23/09/2017,H,Everton_Bournemouth_2017
52,3,0,3,1,6,0,E0,A,A Taylor,Liverpool,7,3,Leicester,13,23,12,2,2,6,14,3,23/09/2017,A,Leicester_Liverpool_2017
53,8,0,0,1,0,0,E0,H,N Swarbrick,Crystal Palace,9,3,Man City,6,5,25,0,5,2,7,1,23/09/2017,H,Man City_Crystal Palace_2017
54,8,0,1,0,4,0,E0,A,C Pawson,Man United,4,1,Southampton,12,9,14,1,0,4,9,4,23/09/2017,A,Southampton_Man United_2017
55,5,0,4,0,4,0,E0,A,M Dean,Chelsea,2,2,Stoke,5,7,13,2,0,0,14,2,23/09/2017,A,Stoke_Chelsea_2017
56,5,0,2,0,4,0,E0,A,L Mason,Watford,3,1,Swansea,9,8,10,1,1,4,16,3,23/09/2017,A,Swansea_Watford_2017
57,4,0,3,0,5,1,E0,A,M Oliver,Tottenham,4,4,West Ham,10,15,10,2,2,3,20,2,23/09/2017,A,West Ham_Tottenham_2017
58,2,0,0,0,5,0,E0,D,A Marriner,Newcastle,3,2,Brighton,6,17,7,0,1,8,8,1,24/09/2017,H,Brighton_Newcastle_2017
59,7,0,0,1,3,0,E0,H,R Madley,West Brom,6,1,Arsenal,8,7,16,0,2,4,17,4,25/09/2017,H,Arsenal_West Brom_2017
60,7,0,0,0,1,0,E0,D,G Scott,Leicester,4,1,Bournemouth,6,8,19,0,0,5,10,0,30/09/2017,D,Bournemouth_Leicester_2017
61,4,0,1,0,6,0,E0,D,M Atkinson,Man City,2,0,Chelsea,8,17,4,0,0,8,13,2,30/09/2017,A,Chelsea_Man City_2017
62,4,0,4,0,7,0,E0,A,N Swarbrick,Tottenham,1,1,Huddersfield,7,14,6,3,0,7,4,1,30/09/2017,A,Huddersfield_Tottenham_2017
63,6,0,0,2,1,0,E0,H,M Dean,Crystal Palace,7,0,Man United,6,6,18,0,4,5,9,0,30/09/2017,H,Man United_Crystal Palace_2017
64,5,0,1,1,3,0,E0,H,M Jones,Southampton,6,1,Stoke,11,21,17,0,2,6,10,2,30/09/2017,H,Stoke_Southampton_2017
65,7,0,2,2,3,0,E0,H,M Oliver,Watford,4,3,West Brom,12,15,9,1,2,6,11,0,30/09/2017,D,West Brom_Watford_2017
66,2,0,0,0,1,0,E0,D,R East,Swansea,4,3,West Ham,15,6,9,0,1,1,13,2,30/09/2017,H,West Ham_Swansea_2017
67,6,0,0,1,1,0,E0,H,K Friend,Brighton,12,0,Arsenal,7,9,25,0,2,5,8,2,01/10/2017,H,Arsenal_Brighton_2017
68,9,0,1,0,2,0,E0,A,J Moss,Burnley,4,2,Everton,14,5,23,1,0,3,7,2,01/10/2017,A,Everton_Burnley_2017
69,1,0,1,1,2,0,E0,D,C Pawson,Liverpool,5,1,Newcastle,11,17,8,1,1,5,6,1,01/10/2017,D,Newcastle_Liverpool_2017
70,7,0,1,0,6,1,E0,A,S Attwell,West Ham,5,2,Burnley,11,8,20,1,1,4,14,2,14/10/2017,D,Burnley_West Ham_2017
71,5,0,1,2,5,0,E0,H,A Marriner,Chelsea,5,2,Crystal Palace,7,15,14,1,2,8,6,1,14/10/2017,H,Crystal Palace_Chelsea_2017
72,7,0,0,0,1,0,E0,D,M Atkinson,Man United,5,0,Liverpool,7,6,19,0,0,3,13,2,14/10/2017,D,Liverpool_Man United_2017
73,5,0,2,3,1,0,E0,H,C Pawson,Stoke,11,0,Man City,5,5,20,1,7,0,8,1,14/10/2017,H,Man City_Stoke_2017
74,5,0,0,1,2,0,E0,H,P Tierney,Huddersfield,3,1,Swansea,12,7,7,0,2,3,16,5,14/10/2017,H,Swansea_Huddersfield_2017
75,9,0,0,0,1,0,E0,D,R Madley,Bournemouth,6,1,Tottenham,9,5,18,0,1,5,7,3,14/10/2017,H,Tottenham_Bournemouth_2017
76,2,0,1,0,6,0,E0,A,N Swarbrick,Arsenal,2,1,Watford,8,9,11,1,2,5,10,0,14/10/2017,H,Watford_Arsenal_2017
77,7,0,1,0,6,0,E0,D,M Oliver,Everton,3,4,Brighton,12,13,12,0,1,1,10,1,15/10/2017,D,Brighton_Everton_2017
78,3,0,2,0,5,0,E0,A,K Friend,Newcastle,2,1,Southampton,11,19,12,1,2,8,12,2,15/10/2017,D,Southampton_Newcastle_2017
79,4,0,1,0,1,0,E0,D,M Dean,West Brom,3,2,Leicester,13,5,11,0,1,1,6,2,16/10/2017,D,Leicester_West Brom_2017
80,10,0,3,0,5,0,E0,A,M Atkinson,Brighton,2,1,West Ham,5,7,16,2,0,3,13,0,20/10/2017,A,West Ham_Brighton_2017
81,6,0,2,1,5,0,E0,D,J Moss,Watford,8,2,Chelsea,13,16,14,1,4,6,16,3,21/10/2017,H,Chelsea_Watford_2017
82,4,0,1,2,3,0,E0,H,L Mason,Man United,3,4,Huddersfield,10,9,5,0,2,7,12,2,21/10/2017,H,Huddersfield_Man United_2017
83,4,0,0,1,0,0,E0,H,R East,Burnley,10,2,Man City,10,6,15,0,3,5,6,3,21/10/2017,H,Man City_Burnley_2017
84,3,0,0,0,0,0,E0,D,S Attwell,Crystal Palace,3,4,Newcastle,12,10,7,0,1,5,14,2,21/10/2017,H,Newcastle_Crystal Palace_2017
85,8,0,0,0,2,0,E0,D,G Scott,West Brom,6,0,Southampton,10,7,20,0,1,3,8,1,21/10/2017,H,Southampton_West Brom_2017
86,8,0,2,0,3,0,E0,A,L Probert,Bournemouth,2,0,Stoke,17,7,10,2,1,3,10,1,21/10/2017,A,Stoke_Bournemouth_2017
87,7,0,2,0,6,0,E0,A,M Oliver,Leicester,4,0,Swansea,6,11,19,1,1,6,9,1,21/10/2017,A,Swansea_Leicester_2017
88,0,1,5,1,14,0,E0,D,C Pawson,Arsenal,3,1,Everton,14,30,8,1,2,7,14,1,22/10/2017,A,Everton_Arsenal_2017
89,3,0,1,3,7,0,E0,H,A Marriner,Liverpool,6,0,Tottenham,2,12,14,1,4,5,8,1,22/10/2017,H,Tottenham_Liverpool_2017
90,5,0,1,0,2,0,E0,A,L Mason,Swansea,5,0,Arsenal,9,4,17,1,2,2,9,0,28/10/2017,H,Arsenal_Swansea_2017
91,5,0,1,0,5,0,E0,D,C Pawson,Chelsea,1,2,Bournemouth,5,18,7,0,0,5,5,0,28/10/2017,A,Bournemouth_Chelsea_2017
92,11,0,2,0,2,0,E0,A,R Madley,West Ham,9,1,Crystal Palace,18,6,19,2,2,2,15,2,28/10/2017,D,Crystal Palace_West Ham_2017
93,9,0,0,0,0,0,E0,D,K Friend,Huddersfield,8,0,Liverpool,10,1,16,0,3,2,8,1,28/10/2017,H,Liverpool_Huddersfield_2017
94,6,0,0,0,4,0,E0,D,J Moss,Tottenham,3,1,Man United,12,13,11,0,1,3,14,0,28/10/2017,H,Man United_Tottenham_2017
95,8,0,1,0,2,0,E0,A,M Oliver,Stoke,0,4,Watford,10,6,13,1,0,1,9,4,28/10/2017,A,Watford_Stoke_2017
96,1,0,3,1,5,0,E0,A,M Jones,Man City,4,2,West Brom,10,15,6,2,2,2,7,3,28/10/2017,A,West Brom_Man City_2017
97,2,0,1,0,1,0,E0,A,N Swarbrick,Southampton,2,3,Brighton,9,6,7,1,1,7,10,1,29/10/2017,D,Brighton_Southampton_2017
98,3,0,0,2,2,0,E0,H,A Marriner,Everton,3,0,Leicester,6,16,9,0,2,10,10,2,29/10/2017,H,Leicester_Everton_2017
99,5,0,0,0,5,0,E0,D,M Dean,Newcastle,5,3,Burnley,9,12,12,0,1,3,10,0,30/10/2017,H,Burnley_Newcastle_2017
100,3,1,0,1,3,0,E0,H,R East,West Brom,3,1,Huddersfield,8,9,7,0,1,5,15,4,04/11/2017,H,Huddersfield_West Brom_2017
101,11,0,1,0,6,0,E0,D,P Tierney,Bournemouth,4,2,Newcastle,11,16,16,0,0,9,12,2,04/11/2017,A,Newcastle_Bournemouth_2017
102,9,0,1,0,1,0,E0,D,L Probert,Burnley,3,0,Southampton,4,5,13,0,0,1,4,0,04/11/2017,A,Southampton_Burnley_2017
103,4,0,2,1,4,0,E0,D,R Madley,Leicester,7,0,Stoke,12,14,11,1,2,10,8,0,04/11/2017,D,Stoke_Leicester_2017
104,8,0,1,0,2,0,E0,A,M Dean,Brighton,2,2,Swansea,13,5,12,1,0,7,12,1,04/11/2017,A,Swansea_Brighton_2017
105,2,0,4,0,7,0,E0,A,N Swarbrick,Liverpool,1,3,West Ham,9,15,6,2,1,3,13,0,04/11/2017,A,West Ham_Liverpool_2017
106,4,0,0,0,2,0,E0,D,A Taylor,Man United,8,1,Chelsea,16,10,18,0,1,7,20,3,05/11/2017,H,Chelsea_Man United_2017
107,2,0,2,0,3,0,E0,D,G Scott,Watford,5,0,Everton,14,11,10,0,3,5,12,2,05/11/2017,H,Everton_Watford_2017
108,5,0,1,1,3,0,E0,H,M Oliver,Arsenal,5,1,Man City,15,6,9,0,3,5,15,6,05/11/2017,H,Man City_Arsenal_2017
109,10,0,0,0,3,0,E0,D,K Friend,Crystal Palace,2,0,Tottenham,6,11,12,0,1,9,7,2,05/11/2017,H,Tottenham_Crystal Palace_2017
110,7,0,0,2,4,0,E0,H,M Dean,Tottenham,5,4,Arsenal,11,14,14,0,2,4,16,1,18/11/2017,H,Arsenal_Tottenham_2017
111,8,1,0,2,3,0,E0,H,L Probert,Huddersfield,5,3,Bournemouth,13,20,11,0,4,11,10,2,18/11/2017,H,Bournemouth_Huddersfield_2017
112,8,0,0,2,1,0,E0,H,M Atkinson,Swansea,7,1,Burnley,12,13,16,0,2,6,12,1,18/11/2017,H,Burnley_Swansea_2017
113,9,0,2,2,5,0,E0,D,A Taylor,Everton,7,2,Crystal Palace,9,8,16,2,2,4,26,3,18/11/2017,D,Crystal Palace_Everton_2017
114,1,0,2,0,4,0,E0,A,G Scott,Man City,0,1,Leicester,8,12,2,1,0,7,10,1,18/11/2017,A,Leicester_Man City_2017
115,10,0,0,2,0,0,E0,H,M Jones,Southampton,8,1,Liverpool,15,5,21,0,3,2,9,1,18/11/2017,H,Liverpool_Southampton_2017
116,11,0,1,2,5,0,E0,H,C Pawson,Newcastle,7,1,Man United,10,12,16,1,4,4,9,1,18/11/2017,H,Man United_Newcastle_2017
117,3,0,4,0,7,0,E0,A,J Moss,Chelsea,2,2,West Brom,13,11,7,3,0,4,12,3,18/11/2017,A,West Brom_Chelsea_2017
118,3,0,0,1,6,0,E0,H,A Marriner,West Ham,7,1,Watford,13,10,17,0,2,1,10,4,19/11/2017,H,Watford_West Ham_2017
119,6,0,2,1,6,0,E0,A,L Mason,Stoke,3,1,Brighton,13,13,9,2,2,7,5,0,20/11/2017,D,Brighton_Stoke_2017
120,5,0,1,1,2,0,E0,D,M Atkinson,Leicester,4,1,West Ham,9,7,8,1,1,5,12,1,24/11/2017,D,West Ham_Leicester_2017
121,5,0,1,0,3,0,E0,D,M Dean,Stoke,5,1,Crystal Palace,9,9,10,0,2,2,5,1,25/11/2017,H,Crystal Palace_Stoke_2017
122,7,0,1,0,3,0,E0,D,M Oliver,Chelsea,4,0,Liverpool,10,11,16,0,1,8,7,0,25/11/2017,D,Liverpool_Chelsea_2017
123,5,0,0,0,2,0,E0,D,N Swarbrick,Brighton,4,0,Man United,9,8,15,0,1,0,9,2,25/11/2017,H,Man United_Brighton_2017
124,6,0,3,0,4,0,E0,A,C Kavanagh,Watford,2,1,Newcastle,8,12,12,2,0,3,13,2,25/11/2017,A,Newcastle_Watford_2017
125,4,0,0,0,5,0,E0,D,S Attwell,Bournemouth,1,4,Swansea,18,9,10,0,0,5,6,2,25/11/2017,D,Swansea_Bournemouth_2017
126,8,0,1,0,2,0,E0,A,M Jones,West Brom,5,1,Tottenham,10,5,24,1,1,0,13,4,25/11/2017,D,Tottenham_West Brom_2017
127,5,0,1,0,2,0,E0,D,L Mason,Arsenal,2,2,Burnley,8,17,8,0,0,5,14,0,26/11/2017,A,Burnley_Arsenal_2017
128,3,1,2,1,5,0,E0,H,C Pawson,Man City,0,2,Huddersfield,10,14,4,0,1,7,10,3,26/11/2017,A,Huddersfield_Man City_2017
129,7,0,1,1,2,0,E0,D,K Friend,Everton,5,0,Southampton,6,5,17,1,4,2,13,0,26/11/2017,H,Southampton_Everton_2017
130,10,0,0,0,4,0,E0,D,A Marriner,Crystal Palace,4,2,Brighton,13,10,10,0,0,5,8,0,28/11/2017,D,Brighton_Crystal Palace_2017
131,4,0,1,2,6,0,E0,H,A Taylor,Tottenham,4,1,Leicester,7,18,7,0,2,9,10,2,28/11/2017,H,Leicester_Tottenham_2017
132,5,0,4,0,7,0,E0,A,J Moss,Man United,3,2,Watford,12,15,12,3,2,5,10,1,28/11/2017,A,Watford_Man United_2017
133,1,0,2,1,4,0,E0,H,L Probert,Newcastle,4,0,West Brom,13,14,8,0,2,6,12,0,28/11/2017,D,West Brom_Newcastle_2017
134,7,0,0,1,2,0,E0,H,G Scott,Huddersfield,7,0,Arsenal,10,7,21,0,5,2,12,1,29/11/2017,H,Arsenal_Huddersfield_2017
135,4,0,2,0,4,0,E0,A,R East,Burnley,2,0,Bournemouth,9,10,10,1,1,6,11,1,29/11/2017,A,Bournemouth_Burnley_2017
136,15,0,0,0,0,0,E0,D,N Swarbrick,Swansea,10,1,Chelsea,10,2,21,0,1,1,7,0,29/11/2017,H,Chelsea_Swansea_2017
137,2,0,0,2,3,0,E0,H,M Oliver,West Ham,5,2,Everton,16,7,8,0,4,6,6,1,29/11/2017,H,Everton_West Ham_2017
138,6,0,1,0,2,0,E0,D,P Tierney,Southampton,12,1,Man City,12,7,26,0,2,5,11,1,29/11/2017,H,Man City_Southampton_2017
139,5,0,3,0,7,0,E0,A,M Atkinson,Liverpool,1,1,Stoke,8,14,10,1,0,9,10,5,29/11/2017,A,Stoke_Liverpool_2017
140,12,0,3,0,4,1,E0,A,A Marriner,Man United,15,3,Arsenal,11,8,33,2,1,1,10,2,02/12/2017,A,Arsenal_Man United_2017
141,2,0,5,0,6,0,E0,A,G Scott,Liverpool,2,1,Brighton,8,12,6,2,1,2,7,0,02/12/2017,A,Brighton_Liverpool_2017
142,11,0,1,2,2,0,E0,H,K Friend,Newcastle,9,0,Chelsea,8,8,23,1,3,4,13,1,02/12/2017,H,Chelsea_Newcastle_2017
143,2,0,0,0,3,0,E0,D,C Kavanagh,Huddersfield,4,2,Everton,12,5,6,0,2,5,9,1,02/12/2017,H,Everton_Huddersfield_2017
144,10,0,0,1,4,0,E0,H,P Tierney,Burnley,3,0,Leicester,3,14,16,0,1,7,11,2,02/12/2017,H,Leicester_Burnley_2017
145,2,0,1,2,3,0,E0,H,C Pawson,Swansea,3,2,Stoke,12,10,10,1,2,6,10,0,02/12/2017,H,Stoke_Swansea_2017
146,7,0,1,1,2,1,E0,D,M Atkinson,Tottenham,2,4,Watford,16,8,6,1,1,2,8,1,02/12/2017,D,Watford_Tottenham_2017
147,3,0,0,0,2,0,E0,D,M Oliver,Crystal Palace,6,3,West Brom,11,10,20,0,0,7,10,1,02/12/2017,D,West Brom_Crystal Palace_2017
148,5,0,1,1,4,0,E0,H,J Moss,Southampton,5,2,Bournemouth,6,15,16,0,1,4,12,1,03/12/2017,D,Bournemouth_Southampton_2017
149,10,0,1,0,4,0,E0,A,M Dean,West Ham,8,2,Man City,5,7,24,1,2,4,7,2,03/12/2017,H,Man City_West Ham_2017
150,3,0,0,1,2,1,E0,H,L Probert,Watford,5,1,Burnley,10,11,8,0,1,5,12,0,09/12/2017,H,Burnley_Watford_2017
151,6,0,2,2,5,0,E0,D,K Friend,Bournemouth,8,5,Crystal Palace,14,11,24,2,2,3,14,2,09/12/2017,D,Crystal Palace_Bournemouth_2017
152,8,0,0,2,2,0,E0,H,S Attwell,Brighton,6,0,Huddersfield,6,7,19,0,2,1,10,0,09/12/2017,H,Huddersfield_Brighton_2017
153,6,0,3,1,5,0,E0,D,N Swarbrick,Leicester,4,2,Newcastle,10,13,10,1,2,5,9,1,09/12/2017,A,Newcastle_Leicester_2017
154,6,0,0,0,1,0,E0,D,M Dean,West Brom,3,2,Swansea,8,7,18,0,1,3,18,5,09/12/2017,H,Swansea_West Brom_2017
155,12,0,1,1,3,0,E0,H,R East,Stoke,11,1,Tottenham,12,4,20,0,5,6,9,0,09/12/2017,H,Tottenham_Stoke_2017
156,4,0,0,1,2,0,E0,H,A Taylor,Chelsea,2,6,West Ham,10,19,5,0,1,3,10,1,09/12/2017,H,West Ham_Chelsea_2017
157,12,0,1,1,2,0,E0,H,C Pawson,Everton,3,1,Liverpool,8,3,23,0,1,1,11,3,10/12/2017,D,Liverpool_Everton_2017
158,2,0,2,1,7,0,E0,D,M Oliver,Man City,5,4,Man United,16,14,8,1,1,8,10,2,10/12/2017,A,Man United_Man City_2017
159,4,0,1,1,6,0,E0,H,R Madley,Arsenal,3,2,Southampton,12,11,6,0,1,5,10,2,10/12/2017,D,Southampton_Arsenal_2017
160,6,0,0,0,7,0,E0,D,M Jones,Stoke,2,0,Burnley,6,14,10,0,1,4,14,0,12/12/2017,H,Burnley_Stoke_2017
161,4,0,1,0,2,1,E0,A,L Mason,Watford,4,2,Crystal Palace,14,7,14,1,2,6,18,1,12/12/2017,H,Crystal Palace_Watford_2017
162,1,0,3,0,5,0,E0,A,A Marriner,Chelsea,2,0,Huddersfield,11,12,7,2,1,3,4,0,12/12/2017,A,Huddersfield_Chelsea_2017
163,5,0,0,0,1,0,E0,D,P Tierney,West Brom,5,1,Liverpool,16,6,14,0,0,7,6,0,13/12/2017,D,Liverpool_West Brom_2017
164,4,0,0,1,7,0,E0,H,G Scott,Bournemouth,2,1,Man United,14,14,9,0,1,9,12,2,13/12/2017,H,Man United_Bournemouth_2017
165,4,1,1,0,4,0,E0,A,M Atkinson,Everton,4,1,Newcastle,10,7,16,1,0,1,11,2,13/12/2017,A,Newcastle_Everton_2017
166,9,0,4,0,11,0,E0,A,C Kavanagh,Leicester,4,1,Southampton,13,16,12,3,1,9,9,0,13/12/2017,A,Southampton_Leicester_2017
167,2,0,4,0,10,0,E0,A,A Taylor,Man City,3,0,Swansea,12,23,7,2,0,5,6,0,13/12/2017,A,Swansea_Man City_2017
168,10,0,0,1,4,0,E0,H,R Madley,Brighton,8,1,Tottenham,5,7,25,0,2,2,10,1,13/12/2017,H,Tottenham_Brighton_2017
169,1,0,0,0,3,0,E0,D,J Moss,Arsenal,0,1,West Ham,9,22,6,0,0,7,9,0,13/12/2017,D,West Ham_Arsenal_2017
170,7,0,0,1,2,0,E0,H,S Attwell,Newcastle,5,2,Arsenal,13,10,23,0,1,5,9,1,16/12/2017,H,Arsenal_Newcastle_2017
171,8,0,0,0,6,0,E0,D,C Kavanagh,Burnley,2,4,Brighton,13,11,12,0,0,2,13,2,16/12/2017,D,Brighton_Burnley_2017
172,8,0,0,1,2,0,E0,H,R East,Southampton,8,1,Chelsea,8,6,24,0,1,4,16,3,16/12/2017,H,Chelsea_Southampton_2017
173,6,1,3,0,6,0,E0,A,M Atkinson,Crystal Palace,2,2,Leicester,12,13,11,2,0,4,13,2,16/12/2017,A,Leicester_Crystal Palace_2017
174,5,0,1,1,2,0,E0,H,C Pawson,Tottenham,11,2,Man City,13,7,20,0,4,1,20,4,16/12/2017,H,Man City_Tottenham_2017
175,7,0,3,0,7,0,E0,A,G Scott,West Ham,0,2,Stoke,12,14,17,1,0,9,13,1,16/12/2017,A,Stoke_West Ham_2017
