,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
25,5,0,1,0,6,0,E0,D,M Atkinson,Man City,2,1,Wolves,13,18,11,0,1,9,8,2,25/08/2018,D,Wolves_Man City_2018
26,6,0,2,3,2,0,E0,H,D Coote,Burnley,12,2,Fulham,11,12,25,2,4,4,8,1,26/08/2018,H,Fulham_Burnley_2018
27,4,0,2,0,3,0,E0,D,P Tierney,Chelsea,2,3,Newcastle,16,15,6,0,1,5,8,1,26/08/2018,A,Newcastle_Chelsea_2018
28,6,0,1,0,3,0,E0,D,A Taylor,Crystal Palace,5,4,Watford,14,9,13,0,2,3,11,2,26/08/2018,H,Watford_Crystal Palace_2018
29,5,0,3,0,5,0,E0,D,C Pawson,Tottenham,5,2,Man United,11,9,23,0,0,2,16,4,27/08/2018,A,Man United_Tottenham_2018
30,7,0,2,0,5,0,E0,A,L Probert,Fulham,5,3,Brighton,12,10,15,1,2,1,14,3,01/09/2018,D,Brighton_Fulham_2018
31,7,0,0,0,1,0,E0,D,L Mason,Bournemouth,6,2,Chelsea,10,8,24,0,2,6,7,2,01/09/2018,H,Chelsea_Bournemouth_2018
32,7,0,2,0,6,0,E0,D,M Atkinson,Southampton,6,1,Crystal Palace,11,19,20,0,0,4,12,1,01/09/2018,A,Crystal Palace_Southampton_2018
33,4,0,1,1,6,0,E0,D,S Attwell,Huddersfield,1,3,Everton,13,9,11,1,1,3,14,3,01/09/2018,D,Everton_Huddersfield_2018
34,4,0,2,0,4,0,E0,A,P Tierney,Liverpool,5,3,Leicester,9,10,12,2,1,4,12,2,01/09/2018,A,Leicester_Liverpool_2018
35,4,0,1,1,2,0,E0,D,K Friend,Newcastle,8,0,Man City,5,3,24,1,2,0,13,0,01/09/2018,H,Man City_Newcastle_2018
36,4,0,1,0,6,0,E0,D,C Kavanagh,Wolves,3,2,West Ham,10,15,13,0,0,4,11,1,01/09/2018,A,West Ham_Wolves_2018
37,2,0,2,0,9,1,E0,A,J Moss,Man United,2,2,Burnley,7,21,9,2,0,5,13,3,02/09/2018,A,Burnley_Man United_2018
38,3,0,3,1,11,0,E0,D,A Taylor,Arsenal,3,3,Cardiff,12,17,14,1,2,9,14,4,02/09/2018,A,Cardiff_Arsenal_2018
39,3,0,1,0,2,0,E0,D,A Marriner,Tottenham,3,2,Watford,9,11,7,0,2,10,8,1,02/09/2018,H,Watford_Tottenham_2018
40,4,0,2,3,8,1,E0,H,C Pawson,Leicester,5,3,Bournemouth,13,14,10,0,4,6,15,2,15/09/2018,H,Bournemouth_Leicester_2018
41,5,0,1,2,2,0,E0,H,J Moss,Cardiff,7,0,Chelsea,8,6,18,1,4,4,10,0,15/09/2018,H,Chelsea_Cardiff_2018
42,5,0,1,0,2,0,E0,A,L Mason,Crystal Palace,2,1,Huddersfield,11,7,15,1,0,3,17,2,15/09/2018,A,Huddersfield_Crystal Palace_2018
43,10,0,0,2,3,0,E0,H,S Attwell,Fulham,9,0,Man City,7,9,28,0,3,4,7,0,15/09/2018,H,Man City_Fulham_2018
44,10,0,2,0,2,0,E0,D,L Probert,Arsenal,2,0,Newcastle,13,12,4,0,1,4,11,0,15/09/2018,A,Newcastle_Arsenal_2018
45,5,0,2,0,10,0,E0,A,M Oliver,Liverpool,3,0,Tottenham,17,17,11,1,1,4,16,0,15/09/2018,A,Tottenham_Liverpool_2018
46,6,0,2,0,6,1,E0,A,M Dean,Man United,5,2,Watford,9,9,14,2,1,8,11,1,15/09/2018,A,Watford_Man United_2018
47,4,0,3,1,4,0,E0,A,M Atkinson,West Ham,4,2,Everton,15,9,16,2,1,2,12,5,16/09/2018,A,Everton_West Ham_2018
48,8,0,0,0,2,0,E0,D,A Marriner,Burnley,7,2,Wolves,10,7,30,0,1,2,9,4,16/09/2018,H,Wolves_Burnley_2018
49,1,0,2,1,4,0,E0,H,A Taylor,Brighton,5,2,Southampton,10,12,14,0,2,4,13,3,17/09/2018,D,Southampton_Brighton_2018
50,5,0,2,0,7,0,E0,A,C Kavanagh,Tottenham,4,2,Brighton,15,16,8,1,1,7,9,1,22/09/2018,A,Brighton_Tottenham_2018
51,3,0,0,2,5,0,E0,H,A Taylor,Bournemouth,5,2,Burnley,17,19,12,0,4,8,6,0,22/09/2018,H,Burnley_Bournemouth_2018
52,1,0,5,0,10,0,E0,A,M Oliver,Man City,2,1,Cardiff,6,21,2,3,0,9,4,1,22/09/2018,A,Cardiff_Man City_2018
53,9,0,0,0,3,0,E0,D,A Marriner,Newcastle,4,1,Crystal Palace,8,6,16,0,0,5,11,1,22/09/2018,D,Crystal Palace_Newcastle_2018
54,8,0,1,0,6,0,E0,A,M Atkinson,Watford,3,2,Fulham,11,11,15,1,1,8,9,1,22/09/2018,D,Fulham_Watford_2018
55,3,0,1,1,2,0,E0,D,D Coote,Huddersfield,8,2,Leicester,10,9,18,1,3,1,16,1,22/09/2018,H,Leicester_Huddersfield_2018
56,5,0,0,3,1,0,E0,H,P Tierney,Southampton,4,0,Liverpool,7,7,12,0,3,4,10,2,22/09/2018,H,Liverpool_Southampton_2018
57,5,0,1,1,8,0,E0,H,K Friend,Wolves,6,1,Man United,5,11,15,0,1,4,17,1,22/09/2018,D,Man United_Wolves_2018
58,5,0,0,0,6,0,E0,D,J Moss,Everton,5,2,Arsenal,17,9,9,0,2,9,12,1,23/09/2018,H,Arsenal_Everton_2018
59,1,0,0,0,6,0,E0,D,M Dean,Chelsea,1,2,West Ham,11,17,6,0,0,8,9,1,23/09/2018,D,West Ham_Chelsea_2018
60,6,0,0,0,4,0,E0,D,A Taylor,Watford,2,2,Arsenal,11,13,9,0,2,6,17,2,29/09/2018,H,Arsenal_Watford_2018
61,4,0,1,1,6,0,E0,H,A Marriner,Liverpool,4,0,Chelsea,7,13,10,0,1,4,9,2,29/09/2018,D,Chelsea_Liverpool_2018
62,12,0,0,0,0,0,E0,D,R East,Fulham,6,0,Everton,13,6,19,0,3,1,13,3,29/09/2018,H,Everton_Fulham_2018
63,3,0,2,0,6,0,E0,A,C Pawson,Tottenham,5,2,Huddersfield,17,10,9,2,0,0,16,2,29/09/2018,A,Huddersfield_Tottenham_2018
64,10,0,0,1,1,0,E0,H,L Mason,Brighton,8,0,Man City,4,4,28,0,2,3,10,3,29/09/2018,H,Man City_Brighton_2018
65,5,0,2,0,5,0,E0,A,S Hooper,Leicester,1,0,Newcastle,11,12,6,1,0,9,5,0,29/09/2018,A,Newcastle_Leicester_2018
66,4,0,1,2,4,0,E0,H,M Oliver,Man United,3,0,West Ham,12,9,8,0,3,9,12,1,29/09/2018,H,West Ham_Man United_2018
67,8,0,0,0,6,0,E0,D,S Attwell,Southampton,6,3,Wolves,11,17,14,0,2,6,7,1,29/09/2018,H,Wolves_Southampton_2018
68,10,0,2,0,2,0,E0,D,M Atkinson,Burnley,5,1,Cardiff,11,3,19,0,1,2,15,3,30/09/2018,A,Cardiff_Burnley_2018
69,3,0,1,1,2,0,E0,H,M Dean,Crystal Palace,5,3,Bournemouth,9,10,11,0,2,3,12,4,01/10/2018,H,Bournemouth_Crystal Palace_2018
70,2,0,0,1,4,0,E0,H,K Friend,West Ham,4,3,Brighton,12,17,9,0,1,9,8,2,05/10/2018,H,Brighton_West Ham_2018
71,1,0,1,1,2,0,E0,H,C Kavanagh,Huddersfield,3,2,Burnley,8,19,6,0,1,10,11,2,06/10/2018,D,Burnley_Huddersfield_2018
72,6,0,1,0,2,0,E0,D,M Oliver,Wolves,4,3,Crystal Palace,11,7,11,0,0,3,13,4,06/10/2018,A,Crystal Palace_Wolves_2018
73,2,1,2,1,8,0,E0,D,A Marriner,Everton,2,2,Leicester,10,17,8,1,1,10,11,1,06/10/2018,A,Leicester_Everton_2018
74,10,0,2,0,8,0,E0,A,A Taylor,Newcastle,10,2,Man United,16,13,18,2,3,6,8,2,06/10/2018,H,Man United_Newcastle_2018
75,6,0,0,1,6,1,E0,H,M Dean,Cardiff,7,2,Tottenham,7,8,19,0,1,2,11,1,06/10/2018,H,Tottenham_Cardiff_2018
76,10,1,4,0,7,0,E0,A,J Moss,Bournemouth,2,3,Watford,11,10,14,3,0,7,9,1,06/10/2018,A,Watford_Bournemouth_2018
77,4,0,5,1,7,0,E0,D,P Tierney,Arsenal,4,2,Fulham,11,9,21,1,1,2,12,0,07/10/2018,A,Fulham_Arsenal_2018
78,2,0,0,0,2,0,E0,D,M Atkinson,Man City,2,1,Liverpool,10,6,7,0,0,6,10,3,07/10/2018,D,Liverpool_Man City_2018
79,4,0,3,0,6,0,E0,A,C Pawson,Chelsea,6,6,Southampton,13,21,15,1,0,12,11,0,07/10/2018,A,Southampton_Chelsea_2018
80,6,0,0,0,4,0,E0,D,L Probert,Southampton,2,1,Bournemouth,10,8,10,0,0,4,14,2,20/10/2018,D,Bournemouth_Southampton_2018
81,4,0,2,2,4,0,E0,D,K Friend,Fulham,5,3,Cardiff,15,9,22,2,4,4,16,3,20/10/2018,H,Cardiff_Fulham_2018
82,5,0,2,1,4,0,E0,H,M Dean,Man United,6,2,Chelsea,9,7,21,0,2,3,17,5,20/10/2018,D,Chelsea_Man United_2018
83,2,0,1,0,2,0,E0,A,M Oliver,Liverpool,1,0,Huddersfield,9,11,13,1,0,4,6,2,20/10/2018,A,Huddersfield_Liverpool_2018
84,10,0,0,1,0,0,E0,H,J Moss,Burnley,10,2,Man City,11,5,24,0,5,1,5,2,20/10/2018,H,Man City_Burnley_2018
85,10,0,1,0,2,0,E0,A,A Marriner,Brighton,6,0,Newcastle,13,8,27,1,0,2,17,2,20/10/2018,A,Newcastle_Brighton_2018
86,10,0,1,0,2,0,E0,A,M Atkinson,Tottenham,4,3,West Ham,8,10,13,1,0,6,10,0,20/10/2018,A,West Ham_Tottenham_2018
87,8,0,2,0,3,0,E0,A,L Mason,Watford,1,3,Wolves,23,9,10,2,0,2,13,1,20/10/2018,A,Wolves_Watford_2018
88,10,0,0,0,3,0,E0,D,A Taylor,Crystal Palace,4,2,Everton,13,7,20,0,2,5,17,1,21/10/2018,H,Everton_Crystal Palace_2018
89,6,0,1,1,2,0,E0,D,C Kavanagh,Leicester,6,2,Arsenal,10,8,19,1,3,4,10,2,22/10/2018,H,Arsenal_Leicester_2018
90,1,0,0,0,7,0,E0,D,A Taylor,Wolves,1,3,Brighton,11,25,2,0,1,10,8,0,27/10/2018,H,Brighton_Wolves_2018
91,5,1,3,0,5,0,E0,A,A Marriner,Bournemouth,1,2,Fulham,16,12,11,1,0,5,3,1,27/10/2018,A,Fulham_Bournemouth_2018
92,8,0,1,0,3,1,E0,A,M Oliver,West Ham,7,1,Leicester,17,11,21,1,1,0,5,1,27/10/2018,D,Leicester_West Ham_2018
93,8,0,1,1,1,0,E0,H,S Attwell,Cardiff,7,0,Liverpool,6,2,19,0,4,0,4,0,27/10/2018,H,Liverpool_Cardiff_2018
94,7,0,0,0,0,0,E0,D,C Kavanagh,Newcastle,4,0,Southampton,9,6,22,0,0,2,12,1,27/10/2018,D,Southampton_Newcastle_2018
95,3,0,0,2,7,0,E0,H,M Dean,Huddersfield,6,1,Watford,9,13,12,0,3,3,13,2,27/10/2018,H,Watford_Huddersfield_2018
96,4,0,4,0,8,0,E0,A,C Pawson,Chelsea,1,4,Burnley,14,24,7,1,0,4,10,2,28/10/2018,A,Burnley_Chelsea_2018
97,6,0,2,1,2,0,E0,H,M Atkinson,Arsenal,3,1,Crystal Palace,10,7,16,0,2,4,16,2,28/10/2018,D,Crystal Palace_Arsenal_2018
98,8,0,1,1,6,0,E0,H,J Moss,Everton,10,2,Man United,15,14,14,0,2,4,12,1,28/10/2018,H,Man United_Everton_2018
99,3,0,1,0,6,0,E0,A,K Friend,Man City,1,2,Tottenham,13,13,4,1,0,6,13,2,29/10/2018,A,Tottenham_Man City_2018
100,5,0,1,0,4,0,E0,D,A Marriner,Liverpool,4,1,Arsenal,7,13,12,0,1,8,7,1,03/11/2018,D,Arsenal_Liverpool_2018
101,9,0,2,1,8,0,E0,D,P Tierney,Man United,7,4,Bournemouth,12,18,18,1,1,5,12,3,03/11/2018,A,Bournemouth_Man United_2018
102,6,0,1,0,5,0,E0,D,L Probert,Leicester,2,2,Cardiff,13,13,11,0,0,12,12,2,03/11/2018,A,Cardiff_Leicester_2018
103,6,0,1,1,3,0,E0,D,D Coote,Brighton,3,0,Everton,9,5,14,1,3,4,17,1,03/11/2018,H,Everton_Brighton_2018
104,8,0,0,0,1,0,E0,D,C Pawson,Watford,2,1,Newcastle,12,16,10,0,1,9,11,5,03/11/2018,H,Newcastle_Watford_2018
105,10,0,2,1,3,0,E0,D,R East,Burnley,10,1,West Ham,7,6,22,1,4,4,9,4,03/11/2018,H,West Ham_Burnley_2018
106,5,0,3,0,8,0,E0,A,M Dean,Tottenham,7,1,Wolves,11,10,16,2,2,1,8,2,03/11/2018,A,Wolves_Tottenham_2018
107,4,0,1,1,2,0,E0,H,M Oliver,Crystal Palace,6,0,Chelsea,6,7,15,0,3,2,13,1,04/11/2018,H,Chelsea_Crystal Palace_2018
108,4,0,1,4,6,0,E0,H,L Mason,Southampton,8,1,Man City,14,12,18,1,6,4,9,1,04/11/2018,H,Man City_Southampton_2018
109,5,0,0,1,1,0,E0,H,A Taylor,Fulham,2,1,Huddersfield,11,7,10,0,1,4,8,2,05/11/2018,H,Huddersfield_Fulham_2018
110,4,0,1,1,3,1,E0,D,M Atkinson,Brighton,6,2,Cardiff,7,7,20,1,2,1,21,1,10/11/2018,H,Cardiff_Brighton_2018
111,10,0,1,0,2,0,E0,D,J Moss,Tottenham,4,1,Crystal Palace,12,11,11,0,0,6,9,1,10/11/2018,A,Crystal Palace_Tottenham_2018
112,5,0,1,1,5,0,E0,H,C Kavanagh,West Ham,7,1,Huddersfield,9,12,15,0,1,6,8,1,10/11/2018,D,Huddersfield_West Ham_2018
113,12,0,0,0,1,0,E0,D,M Dean,Burnley,5,2,Leicester,13,6,22,0,0,1,10,0,10/11/2018,D,Leicester_Burnley_2018
114,7,0,1,2,4,0,E0,H,L Probert,Bournemouth,6,2,Newcastle,9,14,18,1,2,10,11,1,10/11/2018,H,Newcastle_Bournemouth_2018
115,7,0,1,1,6,0,E0,H,S Hooper,Watford,4,3,Southampton,13,12,14,0,1,6,13,2,10/11/2018,D,Southampton_Watford_2018
116,11,0,1,0,5,0,E0,A,S Attwell,Wolves,3,2,Arsenal,9,12,10,1,1,2,16,2,11/11/2018,D,Arsenal_Wolves_2018
117,5,0,0,0,1,0,E0,D,K Friend,Everton,4,4,Chelsea,7,6,15,0,0,5,11,3,11/11/2018,D,Chelsea_Everton_2018
118,6,0,0,1,3,0,E0,H,P Tierney,Fulham,7,1,Liverpool,11,8,20,0,2,3,9,1,11/11/2018,H,Liverpool_Fulham_2018
119,5,0,1,1,1,0,E0,H,A Taylor,Man United,5,1,Man City,12,6,17,0,3,1,12,1,11/11/2018,H,Man City_Man United_2018
120,6,0,1,1,3,1,E0,H,C Kavanagh,Leicester,3,3,Brighton,10,8,14,0,1,1,7,1,24/11/2018,D,Brighton_Leicester_2018
121,7,0,0,0,1,0,E0,D,P Tierney,Cardiff,8,0,Everton,12,7,16,0,1,3,13,3,24/11/2018,H,Everton_Cardiff_2018
122,2,0,2,2,8,0,E0,H,M Oliver,Southampton,5,2,Fulham,10,19,10,1,3,5,6,3,24/11/2018,H,Fulham_Southampton_2018
123,10,0,0,0,2,0,E0,D,L Mason,Crystal Palace,5,1,Man United,13,13,12,0,0,3,12,2,24/11/2018,D,Man United_Crystal Palace_2018
124,4,0,1,2,2,0,E0,H,M Atkinson,Chelsea,9,0,Tottenham,19,13,18,0,3,4,12,3,24/11/2018,H,Tottenham_Chelsea_2018
125,5,0,3,0,7,1,E0,D,J Moss,Liverpool,1,0,Watford,12,10,5,0,0,5,13,0,24/11/2018,A,Watford_Liverpool_2018
126,8,0,4,0,6,0,E0,A,A Marriner,Man City,1,0,West Ham,6,9,9,3,0,1,3,0,24/11/2018,A,West Ham_Man City_2018
127,5,0,2,1,4,0,E0,D,C Pawson,Arsenal,5,2,Bournemouth,6,20,11,1,1,8,9,1,25/11/2018,A,Bournemouth_Arsenal_2018
128,3,0,2,0,6,0,E0,A,K Friend,Huddersfield,3,1,Wolves,9,14,12,1,0,5,8,2,25/11/2018,A,Wolves_Huddersfield_2018
129,5,0,2,1,3,0,E0,A,A Taylor,Newcastle,4,0,Burnley,6,17,14,2,1,5,11,1,26/11/2018,A,Burnley_Newcastle_2018
130,7,0,1,0,4,0,E0,A,A Marriner,Wolves,3,1,Cardiff,3,15,17,1,2,6,12,2,30/11/2018,H,Cardiff_Wolves_2018
131,10,0,0,1,0,0,E0,H,L Probert,Burnley,9,1,Crystal Palace,9,4,29,0,2,2,10,1,01/12/2018,H,Crystal Palace_Burnley_2018
132,2,1,2,1,6,0,E0,D,M Oliver,Brighton,2,0,Huddersfield,10,14,7,1,1,6,12,2,01/12/2018,A,Huddersfield_Brighton_2018
133,4,0,0,2,0,1,E0,H,G Scott,Watford,3,2,Leicester,7,8,7,0,2,8,6,1,01/12/2018,H,Leicester_Watford_2018
134,8,0,1,1,1,0,E0,D,S Attwell,Bournemouth,6,0,Man City,9,4,16,1,3,4,3,0,01/12/2018,H,Man City_Bournemouth_2018
135,7,0,3,0,4,0,E0,A,P Tierney,West Ham,4,3,Newcastle,10,7,16,1,0,3,10,3,01/12/2018,A,Newcastle_West Ham_2018
136,3,0,2,2,5,0,E0,D,K Friend,Man United,6,4,Southampton,12,11,16,2,2,5,13,4,01/12/2018,D,Southampton_Man United_2018
137,8,0,2,1,6,1,E0,A,M Dean,Tottenham,7,3,Arsenal,15,11,22,2,4,5,17,3,02/12/2018,H,Arsenal_Tottenham_2018
138,4,0,0,1,4,0,E0,H,C Pawson,Fulham,9,2,Chelsea,8,9,16,0,2,6,17,1,02/12/2018,H,Chelsea_Fulham_2018
139,8,0,0,0,3,0,E0,D,C Kavanagh,Everton,3,3,Liverpool,12,9,16,0,1,1,7,2,02/12/2018,H,Liverpool_Everton_2018
140,4,0,1,2,6,0,E0,H,R East,Huddersfield,2,4,Bournemouth,14,23,6,1,2,8,11,2,04/12/2018,H,Bournemouth_Huddersfield_2018
141,4,1,1,3,5,0,E0,H,K Friend,Crystal Palace,3,2,Brighton,14,18,9,0,3,5,12,3,04/12/2018,H,Brighton_Crystal Palace_2018
142,3,0,2,0,7,0,E0,A,P Tierney,Man City,7,0,Watford,4,15,11,1,1,11,8,1,04/12/2018,A,Watford_Man City_2018
143,10,0,1,0,5,0,E0,D,G Scott,Cardiff,11,1,West Ham,10,9,17,0,3,4,10,2,04/12/2018,H,West Ham_Cardiff_2018
144,5,0,3,0,12,0,E0,D,S Attwell,Liverpool,6,1,Burnley,10,18,10,0,1,9,3,0,05/12/2018,A,Burnley_Liverpool_2018
145,14,0,1,1,5,0,E0,D,L Mason,Newcastle,3,0,Everton,7,8,19,1,1,2,18,5,05/12/2018,D,Everton_Newcastle_2018
146,10,0,1,1,5,0,E0,H,D Coote,Leicester,7,0,Fulham,12,13,25,0,1,8,7,0,05/12/2018,D,Fulham_Leicester_2018
147,4,0,2,1,4,0,E0,D,A Marriner,Arsenal,7,3,Man United,13,9,10,1,2,4,10,3,05/12/2018,D,Man United_Arsenal_2018
148,8,0,1,1,5,0,E0,H,A Taylor,Southampton,8,0,Tottenham,7,18,13,0,3,6,5,0,05/12/2018,H,Tottenham_Southampton_2018
149,1,0,1,0,3,0,E0,A,J Moss,Chelsea,2,4,Wolves,18,17,6,1,2,5,10,4,05/12/2018,H,Wolves_Chelsea_2018
150,7,0,0,0,0,0,E0,D,P Tierney,Huddersfield,2,5,Arsenal,13,6,14,0,1,1,20,4,08/12/2018,H,Arsenal_Huddersfield_2018
151,6,0,4,0,4,0,E0,A,L Mason,Liverpool,2,2,Bournemouth,9,10,8,1,0,6,11,1,08/12/2018,A,Bournemouth_Liverpool_2018
152,2,0,0,1,1,0,E0,H,M Atkinson,Brighton,4,2,Burnley,11,14,14,0,1,7,11,0,08/12/2018,H,Burnley_Brighton_2018
153,7,0,0,0,1,0,E0,D,J Moss,Southampton,4,2,Cardiff,9,12,13,0,1,7,10,2,08/12/2018,H,Cardiff_Southampton_2018
154,1,0,0,1,4,0,E0,H,M Oliver,Man City,5,2,Chelsea,12,14,8,0,2,13,11,0,08/12/2018,H,Chelsea_Man City_2018
155,6,0,2,0,2,0,E0,A,C Pawson,Tottenham,3,3,Leicester,12,7,11,1,0,5,7,1,08/12/2018,A,Leicester_Tottenham_2018
156,10,0,1,3,4,1,E0,H,L Probert,Fulham,11,1,Man United,11,10,20,0,4,3,15,1,08/12/2018,H,Man United_Fulham_2018
157,5,0,2,0,4,0,E0,A,A Taylor,Crystal Palace,6,1,West Ham,10,8,13,1,3,3,8,2,08/12/2018,H,West Ham_Crystal Palace_2018
158,4,1,2,1,6,0,E0,D,M Dean,Wolves,4,2,Newcastle,10,13,12,1,1,6,17,5,09/12/2018,A,Newcastle_Wolves_2018
159,6,0,2,1,3,0,E0,H,K Friend,Watford,5,1,Everton,13,15,12,0,2,6,13,1,10/12/2018,D,Everton_Watford_2018
160,4,0,0,1,2,0,E0,H,M Oliver,Leicester,1,2,Crystal Palace,10,12,8,0,1,4,8,1,15/12/2018,H,Crystal Palace_Leicester_2018
161,6,0,2,0,3,0,E0,A,M Dean,West Ham,4,2,Fulham,14,6,16,2,0,4,10,1,15/12/2018,A,Fulham_West Ham_2018
162,10,0,1,0,5,0,E0,D,A Taylor,Newcastle,5,1,Huddersfield,5,8,15,0,0,1,13,1,15/12/2018,A,Huddersfield_Newcastle_2018
163,6,0,1,1,2,0,E0,H,C Pawson,Everton,5,1,Man City,7,9,13,0,3,2,9,2,15/12/2018,H,Man City_Everton_2018
164,8,0,0,0,0,0,E0,D,G Scott,Burnley,3,0,Tottenham,7,4,15,0,1,3,8,2,15/12/2018,H,Tottenham_Burnley_2018
165,5,0,2,1,3,0,E0,H,A Madley,Cardiff,8,0,Watford,7,10,17,0,3,0,5,0,15/12/2018,H,Watford_Cardiff_2018
166,5,0,0,1,3,0,E0,H,S Hooper,Bournemouth,3,1,Wolves,15,13,9,0,2,3,7,2,15/12/2018,H,Wolves_Bournemouth_2018
167,4,0,2,0,3,0,E0,A,S Attwell,Chelsea,2,2,Brighton,14,10,6,2,1,1,6,2,16/12/2018,A,Brighton_Chelsea_2018
168,13,0,1,1,2,0,E0,D,M Atkinson,Man United,11,0,Liverpool,6,6,36,1,3,2,14,2,16/12/2018,H,Liverpool_Man United_2018
169,4,0,2,2,4,0,E0,H,C Kavanagh,Arsenal,7,3,Southampton,12,13,12,1,3,5,10,1,16/12/2018,H,Southampton_Arsenal_2018
170,1,0,2,0,6,0,E0,A,C Pawson,Liverpool,5,0,Wolves,7,15,11,1,0,10,3,0,21/12/2018,A,Wolves_Liverpool_2018
171,1,0,1,1,2,0,E0,H,K Friend,Burnley,6,2,Arsenal,10,7,10,0,3,3,14,5,22/12/2018,H,Arsenal_Burnley_2018
172,6,0,0,1,5,1,E0,H,M Dean,Brighton,3,2,Bournemouth,8,10,14,0,2,5,18,0,22/12/2018,H,Bournemouth_Brighton_2018
173,4,0,5,1,9,0,E0,A,M Oliver,Man United,3,2,Cardiff,13,17,9,3,1,7,13,1,22/12/2018,A,Cardiff_Man United_2018
174,9,0,1,0,3,0,E0,D,L Probert,Leicester,5,0,Chelsea,10,8,17,0,0,5,9,2,22/12/2018,A,Chelsea_Leicester_2018
