,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
14,6,1,1,0,12,1,E0,A,S Bennett,Man United,6,2,Portsmouth,13,20,7,1,1,12,5,1,15/08/2007,D,Portsmouth_Man United_2007
15,4,1,2,1,7,0,E0,H,M Dean,Chelsea,11,4,Reading,15,15,15,0,1,11,16,5,15/08/2007,A,Reading_Chelsea_2007
16,5,0,0,0,1,0,E0,D,S Tanner,Middlesbrough,5,1,Wigan,8,5,14,0,1,3,20,3,15/08/2007,H,Wigan_Middlesbrough_2007
17,9,0,1,0,5,0,E0,D,M Halsey,West Ham,3,4,Birmingham,16,13,6,0,0,5,15,2,18/08/2007,A,Birmingham_West Ham_2007
18,8,0,2,1,6,0,E0,H,L Mason,Middlesbrough,6,1,Fulham,9,9,13,0,1,7,12,3,18/08/2007,A,Fulham_Middlesbrough_2007
19,8,0,0,0,5,0,E0,D,H Webb,Aston Villa,2,0,Newcastle,16,11,6,0,0,6,12,2,18/08/2007,D,Newcastle_Aston Villa_2007
20,10,0,1,2,3,0,E0,H,S Tanner,Bolton,6,0,Portsmouth,13,8,11,1,3,6,11,2,18/08/2007,H,Portsmouth_Bolton_2007
21,4,0,0,1,5,0,E0,H,S Bennett,Everton,5,2,Reading,14,13,10,0,1,12,8,2,18/08/2007,H,Reading_Everton_2007
22,9,0,0,3,2,0,E0,H,C Foy,Derby,14,0,Tottenham,8,4,25,0,4,3,14,4,18/08/2007,H,Tottenham_Derby_2007
23,5,0,0,1,6,0,E0,H,M Riley,Sunderland,4,0,Wigan,8,9,9,0,3,9,17,2,18/08/2007,H,Wigan_Sunderland_2007
24,5,1,1,0,3,0,E0,A,A Wiley,Arsenal,4,4,Blackburn,19,10,9,1,1,4,15,4,19/08/2007,D,Blackburn_Arsenal_2007
25,5,0,1,1,2,0,E0,H,R Styles,Chelsea,8,4,Liverpool,11,6,18,0,1,2,16,5,19/08/2007,D,Liverpool_Chelsea_2007
26,0,0,0,1,6,0,E0,H,M Clattenburg,Man United,2,2,Man City,8,15,6,0,1,11,11,2,19/08/2007,H,Man City_Man United_2007
27,8,0,0,0,4,0,E0,D,C Foy,Man City,10,0,Arsenal,8,8,16,0,1,2,9,1,25/08/2007,H,Arsenal_Man City_2007
28,12,0,1,0,5,1,E0,A,S Bennett,Fulham,4,1,Aston Villa,11,10,23,1,2,3,13,2,25/08/2007,H,Aston Villa_Fulham_2007
29,10,0,0,1,2,0,E0,H,M Clattenburg,Reading,12,2,Bolton,10,5,18,0,3,7,7,1,25/08/2007,H,Bolton_Reading_2007
30,4,0,0,1,4,0,E0,H,A Wiley,Portsmouth,7,0,Chelsea,16,18,18,0,1,6,12,2,25/08/2007,H,Chelsea_Portsmouth_2007
31,4,0,2,0,6,0,E0,A,L Probert,Birmingham,8,0,Derby,8,11,16,1,1,4,13,1,25/08/2007,A,Derby_Birmingham_2007
32,5,0,1,0,7,0,E0,A,M Riley,Blackburn,8,0,Everton,20,11,12,1,1,7,18,2,25/08/2007,D,Everton_Blackburn_2007
33,6,0,2,0,12,0,E0,A,M Halsey,Liverpool,2,1,Sunderland,12,17,7,1,0,4,12,1,25/08/2007,A,Sunderland_Liverpool_2007
34,6,0,1,0,3,0,E0,D,A Marriner,Wigan,4,1,West Ham,11,12,13,0,1,1,12,2,25/08/2007,D,West Ham_Wigan_2007
35,4,0,0,0,3,0,E0,D,H Webb,Tottenham,5,2,Man United,15,10,14,0,1,4,7,3,26/08/2007,H,Man United_Tottenham_2007
36,5,0,2,1,3,0,E0,D,M Dean,Newcastle,7,6,Middlesbrough,13,5,11,1,2,2,10,3,26/08/2007,D,Middlesbrough_Newcastle_2007
37,11,0,2,0,11,0,E0,A,P Walton,Everton,7,1,Bolton,8,15,13,1,1,6,10,3,01/09/2007,A,Bolton_Everton_2007
38,6,0,3,1,8,0,E0,A,M Riley,Tottenham,7,1,Fulham,13,13,13,2,3,14,11,0,01/09/2007,D,Fulham_Tottenham_2007
39,4,0,0,2,3,0,E0,H,A Wiley,Derby,10,0,Liverpool,10,8,20,0,6,2,14,1,01/09/2007,H,Liverpool_Derby_2007
40,6,0,0,0,1,0,E0,D,M Atkinson,Sunderland,9,1,Man United,10,4,17,0,1,0,7,2,01/09/2007,H,Man United_Sunderland_2007
41,11,0,0,2,4,0,E0,H,R Styles,Birmingham,7,1,Middlesbrough,8,9,13,0,2,5,12,3,01/09/2007,H,Middlesbrough_Birmingham_2007
42,9,0,0,0,6,1,E0,D,S Bennett,Wigan,8,2,Newcastle,15,7,20,0,1,1,18,4,01/09/2007,H,Newcastle_Wigan_2007
43,14,0,3,0,9,0,E0,A,H Webb,West Ham,3,0,Reading,10,13,9,1,0,4,11,1,01/09/2007,A,Reading_West Ham_2007
44,8,1,1,2,10,0,E0,H,M Halsey,Portsmouth,8,1,Arsenal,6,15,10,0,3,5,12,2,02/09/2007,H,Arsenal_Portsmouth_2007
45,2,0,0,0,8,0,E0,D,M Clattenburg,Chelsea,5,4,Aston Villa,17,20,9,0,2,13,11,1,02/09/2007,H,Aston Villa_Chelsea_2007
46,6,1,0,1,3,1,E0,H,M Dean,Man City,11,5,Blackburn,23,7,16,0,1,3,3,1,02/09/2007,H,Blackburn_Man City_2007
47,6,0,0,1,3,0,E0,H,P Dowd,Bolton,5,1,Birmingham,16,8,10,0,1,5,15,3,15/09/2007,H,Birmingham_Bolton_2007
48,9,0,0,0,1,0,E0,D,H Webb,Blackburn,8,2,Chelsea,21,5,16,0,0,2,13,2,15/09/2007,D,Chelsea_Blackburn_2007
49,3,0,1,0,8,0,E0,D,A Wiley,Man United,2,2,Everton,20,16,8,0,0,6,10,2,15/09/2007,A,Everton_Man United_2007
50,5,0,0,0,6,0,E0,D,M Riley,Liverpool,2,3,Portsmouth,20,12,9,0,0,4,14,2,15/09/2007,D,Portsmouth_Liverpool_2007
51,9,0,1,1,4,0,E0,H,S Tanner,Reading,8,1,Sunderland,14,10,14,0,2,9,18,2,15/09/2007,H,Sunderland_Reading_2007
52,8,0,3,1,10,0,E0,H,M Clattenburg,Arsenal,5,2,Tottenham,28,16,14,0,1,4,22,2,15/09/2007,A,Tottenham_Arsenal_2007
53,5,0,0,0,12,0,E0,D,S Bennett,Middlesbrough,7,2,West Ham,14,16,13,0,3,8,14,1,15/09/2007,H,West Ham_Middlesbrough_2007
54,9,0,1,0,5,0,E0,A,R Styles,Fulham,4,1,Wigan,8,10,14,1,1,4,9,0,15/09/2007,D,Wigan_Fulham_2007
55,8,0,0,0,2,0,E0,D,M Atkinson,Aston Villa,8,1,Man City,11,11,12,0,1,6,14,1,16/09/2007,H,Man City_Aston Villa_2007
56,5,0,0,1,3,0,E0,H,P Walton,Newcastle,3,2,Derby,16,8,10,0,1,5,11,3,17/09/2007,H,Derby_Newcastle_2007
57,5,0,0,2,3,0,E0,H,M Atkinson,Derby,9,1,Arsenal,9,4,15,0,5,4,12,1,22/09/2007,H,Arsenal_Derby_2007
58,6,0,3,1,5,0,E0,D,M Halsey,Man City,8,3,Fulham,10,11,13,1,3,2,7,2,22/09/2007,D,Fulham_Man City_2007
59,11,0,0,0,2,0,E0,D,L Mason,Birmingham,4,0,Liverpool,3,5,18,0,0,2,10,2,22/09/2007,D,Liverpool_Birmingham_2007
60,7,0,2,1,6,0,E0,D,H Webb,Sunderland,5,3,Middlesbrough,18,11,16,1,2,2,11,4,22/09/2007,D,Middlesbrough_Sunderland_2007
61,6,0,1,1,5,0,E0,H,K Stroud,Wigan,7,3,Reading,17,9,15,0,2,7,13,2,22/09/2007,H,Reading_Wigan_2007
62,6,0,0,1,6,0,E0,H,L Probert,Everton,3,1,Aston Villa,17,8,8,0,2,3,12,0,23/09/2007,H,Aston Villa_Everton_2007
63,7,0,1,0,7,0,E0,A,C Foy,Portsmouth,3,0,Blackburn,6,13,9,1,0,4,16,3,23/09/2007,A,Blackburn_Portsmouth_2007
64,4,0,1,1,7,0,E0,D,A Marriner,Tottenham,4,0,Bolton,14,10,5,1,1,11,15,2,23/09/2007,D,Bolton_Tottenham_2007
65,10,0,0,1,1,1,E0,H,M Dean,Chelsea,9,2,Man United,10,4,17,0,2,1,15,2,23/09/2007,H,Man United_Chelsea_2007
66,1,0,1,2,8,0,E0,H,M Riley,West Ham,4,1,Newcastle,16,13,12,1,3,5,15,3,23/09/2007,H,Newcastle_West Ham_2007
67,4,0,1,0,4,0,E0,D,S Bennett,Man United,9,3,Birmingham,14,11,17,0,0,4,11,1,29/09/2007,A,Birmingham_Man United_2007
68,9,1,0,0,1,0,E0,D,M Atkinson,Fulham,4,1,Chelsea,8,6,16,0,0,4,18,1,29/09/2007,D,Chelsea_Fulham_2007
69,7,0,1,1,7,0,E0,D,R Styles,Bolton,6,3,Derby,15,12,10,1,1,8,8,2,29/09/2007,D,Derby_Bolton_2007
70,3,0,1,1,8,0,E0,D,C Foy,Newcastle,12,0,Man City,7,12,16,1,3,9,10,0,29/09/2007,H,Man City_Newcastle_2007
71,8,0,4,2,7,0,E0,H,M Halsey,Reading,17,1,Portsmouth,4,13,25,1,7,4,7,1,29/09/2007,H,Portsmouth_Reading_2007
72,10,0,2,0,8,0,E0,D,P Walton,Blackburn,12,1,Sunderland,11,14,14,0,1,2,4,0,29/09/2007,A,Sunderland_Blackburn_2007
73,3,0,1,0,12,0,E0,A,A Wiley,Arsenal,4,2,West Ham,15,16,9,1,0,14,14,2,29/09/2007,A,West Ham_Arsenal_2007
74,5,0,1,0,10,0,E0,D,M Clattenburg,Liverpool,3,2,Wigan,11,14,9,0,0,6,10,1,29/09/2007,A,Wigan_Liverpool_2007
75,2,0,0,1,5,0,E0,H,M Riley,Middlesbrough,9,0,Everton,17,13,13,0,2,6,21,4,30/09/2007,H,Everton_Middlesbrough_2007
76,13,0,4,1,7,0,E0,A,M Dean,Aston Villa,12,2,Tottenham,10,7,19,3,4,3,13,3,01/10/2007,D,Tottenham_Aston Villa_2007
77,7,0,0,1,3,0,E0,H,S Tanner,West Ham,5,3,Aston Villa,17,8,5,0,1,4,12,2,06/10/2007,H,Aston Villa_West Ham_2007
78,12,0,0,0,2,0,E0,D,M Riley,Wigan,12,1,Man United,12,6,17,0,4,2,6,1,06/10/2007,H,Man United_Wigan_2007
79,8,0,2,2,7,1,E0,H,R Styles,Sunderland,8,0,Arsenal,10,11,18,1,3,2,9,2,07/10/2007,H,Arsenal_Sunderland_2007
80,6,0,1,1,5,0,E0,H,M Clattenburg,Birmingham,5,3,Blackburn,15,6,17,0,2,7,13,1,07/10/2007,H,Blackburn_Birmingham_2007
81,5,0,1,0,8,0,E0,A,A Wiley,Chelsea,7,5,Bolton,17,15,13,1,0,5,8,1,07/10/2007,A,Bolton_Chelsea_2007
82,8,0,2,0,8,0,E0,D,H Webb,Portsmouth,10,1,Fulham,7,14,13,0,0,5,17,0,07/10/2007,A,Fulham_Portsmouth_2007
83,5,0,2,1,6,0,E0,D,M Halsey,Tottenham,9,0,Liverpool,18,11,21,1,2,3,10,1,07/10/2007,D,Liverpool_Tottenham_2007
84,8,0,1,2,11,0,E0,H,S Bennett,Middlesbrough,13,2,Man City,11,17,18,0,3,8,13,3,07/10/2007,H,Man City_Middlesbrough_2007
85,8,0,2,1,6,0,E0,H,M Atkinson,Everton,10,2,Newcastle,13,11,15,0,3,2,19,1,07/10/2007,H,Newcastle_Everton_2007
86,3,0,0,0,0,0,E0,D,L Mason,Derby,3,1,Reading,9,7,11,0,1,3,18,1,07/10/2007,H,Reading_Derby_2007
87,5,0,0,0,0,0,E0,D,M Riley,Bolton,9,1,Arsenal,14,1,19,0,2,3,20,5,20/10/2007,H,Arsenal_Bolton_2007
88,3,2,4,1,13,0,E0,A,R Styles,Man United,5,2,Aston Villa,8,21,11,3,1,9,8,2,20/10/2007,A,Aston Villa_Man United_2007
89,4,0,2,3,7,0,E0,H,A Marriner,Reading,6,0,Blackburn,8,13,11,0,4,9,7,0,20/10/2007,H,Blackburn_Reading_2007
90,9,2,2,1,7,0,E0,H,M Clattenburg,Liverpool,1,1,Everton,8,17,6,0,1,6,14,2,20/10/2007,A,Everton_Liverpool_2007
91,6,1,0,0,9,0,E0,D,P Dowd,Derby,9,0,Fulham,10,13,13,0,0,8,10,2,20/10/2007,D,Fulham_Derby_2007
92,6,0,0,1,8,0,E0,H,M Dean,Birmingham,4,3,Man City,17,13,12,0,1,7,12,2,20/10/2007,H,Man City_Birmingham_2007
93,6,0,2,0,6,0,E0,A,M Halsey,Chelsea,4,1,Middlesbrough,9,9,7,1,0,6,9,1,20/10/2007,A,Middlesbrough_Chelsea_2007
94,3,0,2,0,8,0,E0,D,P Walton,Portsmouth,0,2,Wigan,9,15,7,0,0,2,9,3,20/10/2007,A,Wigan_Portsmouth_2007
95,6,0,1,1,10,0,E0,H,C Foy,Sunderland,7,3,West Ham,8,16,12,0,3,7,17,2,21/10/2007,H,West Ham_Sunderland_2007
96,5,0,1,1,4,0,E0,H,S Bennett,Tottenham,7,2,Newcastle,12,11,15,0,3,5,7,2,22/10/2007,H,Newcastle_Tottenham_2007
97,6,0,2,1,5,0,E0,D,S Tanner,Wigan,10,0,Birmingham,11,8,16,1,3,5,12,1,27/10/2007,H,Birmingham_Wigan_2007
98,9,0,0,2,4,0,E0,H,M Riley,Man City,9,2,Chelsea,13,7,16,0,6,3,12,2,27/10/2007,H,Chelsea_Man City_2007
99,2,0,1,2,4,0,E0,H,A Wiley,Middlesbrough,14,0,Man United,10,7,18,1,4,4,15,2,27/10/2007,H,Man United_Middlesbrough_2007
100,11,0,0,0,3,0,E0,D,M Dean,West Ham,3,2,Portsmouth,18,10,10,0,0,5,9,4,27/10/2007,D,Portsmouth_West Ham_2007
101,5,0,1,0,2,0,E0,D,P Dowd,Newcastle,5,0,Reading,14,6,12,0,2,8,10,1,27/10/2007,H,Reading_Newcastle_2007
102,9,1,1,0,3,0,E0,A,A Marriner,Fulham,6,1,Sunderland,13,8,8,1,1,1,16,4,27/10/2007,D,Sunderland_Fulham_2007
103,7,0,1,1,3,0,E0,H,M Atkinson,Aston Villa,6,2,Bolton,15,8,13,0,1,3,13,1,28/10/2007,D,Bolton_Aston Villa_2007
104,0,0,2,0,3,0,E0,A,S Bennett,Everton,2,1,Derby,11,7,5,1,0,2,12,1,28/10/2007,A,Derby_Everton_2007
105,4,0,1,1,4,0,E0,H,H Webb,Arsenal,8,3,Liverpool,16,11,11,0,1,1,10,3,28/10/2007,D,Liverpool_Arsenal_2007
106,10,0,2,0,4,0,E0,D,R Styles,Blackburn,6,4,Tottenham,11,9,9,0,1,2,14,3,28/10/2007,A,Tottenham_Blackburn_2007
107,3,0,2,0,4,0,E0,A,H Webb,Man United,6,1,Arsenal,15,10,16,1,2,4,15,2,03/11/2007,D,Arsenal_Man United_2007
108,7,0,0,0,2,0,E0,D,M Halsey,Derby,7,0,Aston Villa,7,8,15,0,2,4,20,3,03/11/2007,H,Aston Villa_Derby_2007
109,6,0,0,0,7,0,E0,D,M Atkinson,Liverpool,7,0,Blackburn,7,11,15,0,0,3,11,1,03/11/2007,D,Blackburn_Liverpool_2007
110,6,0,1,1,6,0,E0,H,M Riley,Birmingham,9,0,Everton,14,7,16,0,3,5,22,1,03/11/2007,H,Everton_Birmingham_2007
111,8,1,1,1,6,0,E0,H,M Clattenburg,Reading,7,3,Fulham,11,13,9,0,3,9,6,0,03/11/2007,H,Fulham_Reading_2007
112,6,0,1,0,4,0,E0,A,M Dean,Tottenham,3,1,Middlesbrough,13,9,5,1,1,7,8,0,03/11/2007,D,Middlesbrough_Tottenham_2007
113,4,0,4,1,7,0,E0,A,C Foy,Portsmouth,7,2,Newcastle,15,10,14,3,1,5,15,2,03/11/2007,A,Newcastle_Portsmouth_2007
114,4,0,2,0,7,0,E0,A,S Bennett,Chelsea,3,2,Wigan,16,13,10,2,0,3,9,1,03/11/2007,A,Wigan_Chelsea_2007
115,8,0,1,1,6,0,E0,H,P Walton,Bolton,7,2,West Ham,13,11,9,0,1,3,13,1,04/11/2007,D,West Ham_Bolton_2007
116,2,0,0,0,2,0,E0,D,A Wiley,Sunderland,3,0,Man City,11,8,7,0,1,3,14,1,05/11/2007,H,Man City_Sunderland_2007
117,4,0,5,0,11,0,E0,A,M Clattenburg,West Ham,2,2,Derby,12,16,9,1,0,5,9,2,10/11/2007,A,Derby_West Ham_2007
118,8,0,0,0,3,0,E0,D,S Tanner,Fulham,12,0,Liverpool,9,5,20,0,2,2,12,2,10/11/2007,H,Liverpool_Fulham_2007
119,7,0,1,0,5,0,E0,D,M Atkinson,Newcastle,8,1,Sunderland,10,9,19,0,1,4,15,2,10/11/2007,D,Sunderland_Newcastle_2007
120,8,0,2,0,6,0,E0,A,S Bennett,Aston Villa,8,3,Birmingham,17,13,13,1,1,5,8,2,11/11/2007,A,Birmingham_Aston Villa_2007
121,6,0,0,0,7,0,E0,D,L Probert,Middlesbrough,7,1,Bolton,16,8,15,0,0,7,22,2,11/11/2007,D,Bolton_Middlesbrough_2007
122,9,0,1,0,2,0,E0,D,A Wiley,Everton,10,2,Chelsea,13,6,15,0,1,1,16,2,11/11/2007,D,Chelsea_Everton_2007
123,9,0,0,2,7,1,E0,H,C Foy,Blackburn,15,1,Man United,7,12,22,0,2,4,19,4,11/11/2007,H,Man United_Blackburn_2007
124,9,0,0,0,5,0,E0,D,M Halsey,Man City,12,1,Portsmouth,11,10,20,0,0,1,7,1,11/11/2007,D,Portsmouth_Man City_2007
125,5,0,0,3,2,0,E0,H,H Webb,Wigan,8,0,Tottenham,8,6,19,0,4,2,16,2,11/11/2007,H,Tottenham_Wigan_2007
126,5,0,3,0,7,0,E0,A,R Styles,Arsenal,5,1,Reading,9,16,8,1,1,1,5,1,12/11/2007,A,Reading_Arsenal_2007
127,7,0,0,0,2,0,E0,D,P Walton,Wigan,6,1,Arsenal,9,7,13,0,2,3,17,4,24/11/2007,H,Arsenal_Wigan_2007
128,4,0,2,0,8,0,E0,A,M Atkinson,Portsmouth,3,3,Birmingham,17,15,4,1,0,3,21,2,24/11/2007,A,Birmingham_Portsmouth_2007
129,4,0,0,1,3,0,E0,H,M Clattenburg,Man United,5,3,Bolton,16,13,6,0,1,6,13,0,24/11/2007,H,Bolton_Man United_2007
130,3,0,2,0,5,1,E0,A,A Marriner,Chelsea,4,0,Derby,8,9,9,1,0,2,6,1,24/11/2007,A,Derby_Chelsea_2007
131,2,0,1,3,7,0,E0,H,P Dowd,Sunderland,18,0,Everton,9,13,24,1,7,6,13,1,24/11/2007,H,Everton_Sunderland_2007
132,2,0,1,1,3,0,E0,D,S Tanner,Reading,9,0,Man City,12,5,13,1,2,7,15,2,24/11/2007,H,Man City_Reading_2007
133,11,0,3,0,8,0,E0,A,K Stroud,Aston Villa,8,2,Middlesbrough,16,11,15,1,0,6,17,1,24/11/2007,A,Middlesbrough_Aston Villa_2007
134,0,0,3,0,11,0,E0,A,A Wiley,Liverpool,2,3,Newcastle,13,17,6,1,0,8,11,1,24/11/2007,A,Newcastle_Liverpool_2007
135,3,0,2,0,10,0,E0,D,M Dean,Blackburn,2,2,Fulham,19,12,5,0,2,6,10,1,25/11/2007,D,Fulham_Blackburn_2007
136,7,0,1,1,5,0,E0,H,M Riley,Tottenham,9,3,West Ham,33,9,14,0,1,8,5,4,25/11/2007,D,West Ham_Tottenham_2007
137,11,1,4,0,7,0,E0,A,P Dowd,Aston Villa,10,0,Blackburn,11,7,16,1,0,2,16,1,28/11/2007,A,Blackburn_Aston Villa_2007
138,4,0,2,1,9,0,E0,A,C Foy,Arsenal,5,3,Aston Villa,16,14,11,2,1,7,10,2,01/12/2007,A,Aston Villa_Arsenal_2007
139,1,0,1,0,8,0,E0,D,M Atkinson,Newcastle,6,2,Blackburn,21,20,13,0,3,1,17,3,01/12/2007,H,Blackburn_Newcastle_2007
140,7,0,0,0,1,0,E0,D,H Webb,West Ham,5,5,Chelsea,15,4,14,0,1,0,26,3,01/12/2007,H,Chelsea_West Ham_2007
141,9,0,0,0,2,0,E0,D,P Walton,Everton,6,1,Portsmouth,14,4,20,0,0,0,13,2,01/12/2007,D,Portsmouth_Everton_2007
142,5,0,1,0,11,0,E0,D,A Wiley,Middlesbrough,7,2,Reading,11,16,12,0,1,4,16,1,01/12/2007,D,Reading_Middlesbrough_2007
143,5,0,0,0,9,0,E0,D,M Halsey,Derby,9,1,Sunderland,12,12,20,0,1,3,15,1,01/12/2007,H,Sunderland_Derby_2007
144,2,1,1,1,1,0,E0,D,M Riley,Man City,4,2,Wigan,13,4,5,1,1,4,10,2,01/12/2007,D,Wigan_Man City_2007
145,5,0,0,2,3,0,E0,H,S Bennett,Bolton,14,0,Liverpool,11,6,23,0,4,5,14,3,02/12/2007,H,Liverpool_Bolton_2007
146,12,1,3,0,3,0,E0,A,P Dowd,Birmingham,9,0,Tottenham,10,7,17,1,2,3,13,1,02/12/2007,A,Tottenham_Birmingham_2007
147,7,0,0,1,3,0,E0,H,R Styles,Fulham,11,2,Man United,3,12,15,0,2,3,13,1,03/12/2007,H,Man United_Fulham_2007
148,6,0,1,0,2,0,E0,A,M Dean,Arsenal,8,3,Newcastle,9,6,12,1,1,6,10,2,05/12/2007,D,Newcastle_Arsenal_2007
149,7,0,3,0,8,0,E0,A,M Riley,Portsmouth,6,2,Aston Villa,18,12,14,2,1,5,23,5,08/12/2007,A,Aston Villa_Portsmouth_2007
150,10,0,0,1,2,1,E0,H,P Walton,Sunderland,4,0,Chelsea,6,9,11,0,2,2,12,1,08/12/2007,H,Chelsea_Sunderland_2007
151,12,0,0,0,4,0,E0,D,S Bennett,Fulham,11,0,Everton,9,6,15,0,3,7,9,2,08/12/2007,H,Everton_Fulham_2007
152,9,0,1,2,6,0,E0,H,C Foy,Derby,12,0,Man United,12,10,23,0,4,3,12,2,08/12/2007,H,Man United_Derby_2007
153,6,0,1,1,4,0,E0,D,R Styles,Birmingham,9,1,Newcastle,10,7,17,1,2,5,8,2,08/12/2007,H,Newcastle_Birmingham_2007
154,7,0,1,1,5,0,E0,D,A Marriner,Liverpool,4,0,Reading,10,15,7,1,3,7,10,1,08/12/2007,H,Reading_Liverpool_2007
155,9,0,1,0,5,0,E0,D,A Wiley,West Ham,7,1,Blackburn,15,11,15,0,0,5,17,1,09/12/2007,A,Blackburn_West Ham_2007
156,5,0,1,2,7,0,E0,H,M Atkinson,Wigan,6,2,Bolton,13,11,8,1,4,11,11,1,09/12/2007,H,Bolton_Wigan_2007
157,5,0,1,1,4,0,E0,H,H Webb,Arsenal,7,2,Middlesbrough,15,7,13,0,2,4,13,2,09/12/2007,H,Middlesbrough_Arsenal_2007
158,2,0,1,1,3,1,E0,H,M Halsey,Man City,8,2,Tottenham,7,7,12,0,2,6,13,3,09/12/2007,H,Tottenham_Man City_2007
159,6,0,1,1,6,0,E0,H,L Probert,Reading,9,2,Birmingham,12,10,15,0,1,6,19,1,15/12/2007,D,Birmingham_Reading_2007
160,5,0,1,0,5,0,E0,A,R Styles,Middlesbrough,9,0,Derby,6,7,13,1,0,3,7,0,15/12/2007,A,Derby_Middlesbrough_2007
161,7,0,1,0,4,0,E0,D,H Webb,Newcastle,5,0,Fulham,17,6,10,0,0,6,10,1,15/12/2007,A,Fulham_Newcastle_2007
162,6,0,2,1,3,0,E0,A,P Walton,Bolton,11,1,Man City,12,9,15,2,4,4,12,1,15/12/2007,H,Man City_Bolton_2007
163,4,0,1,0,5,0,E0,D,M Atkinson,Tottenham,5,3,Portsmouth,22,12,9,0,0,4,13,2,15/12/2007,A,Portsmouth_Tottenham_2007
164,5,0,1,1,11,0,E0,H,S Bennett,Aston Villa,7,2,Sunderland,17,14,9,0,1,13,14,2,15/12/2007,D,Sunderland_Aston Villa_2007
165,9,0,2,0,8,0,E0,A,S Tanner,Everton,3,1,West Ham,16,12,11,1,0,2,14,2,15/12/2007,A,West Ham_Everton_2007
166,6,0,3,3,5,1,E0,H,M Clattenburg,Blackburn,7,4,Wigan,17,9,9,1,5,4,24,4,15/12/2007,H,Wigan_Blackburn_2007
167,3,0,0,1,7,0,E0,H,A Wiley,Chelsea,5,5,Arsenal,19,10,11,0,1,5,12,5,16/12/2007,H,Arsenal_Chelsea_2007
168,3,0,1,0,3,0,E0,A,M Halsey,Man United,6,2,Liverpool,14,5,19,1,0,3,13,3,16/12/2007,A,Liverpool_Man United_2007
169,5,0,1,0,5,0,E0,D,R Styles,Tottenham,5,1,Arsenal,10,10,9,0,2,1,10,3,22/12/2007,H,Arsenal_Tottenham_2007
170,7,0,1,1,2,0,E0,D,L Mason,Man City,6,2,Aston Villa,15,6,9,1,1,4,15,4,22/12/2007,D,Aston Villa_Man City_2007
171,7,0,0,0,1,0,E0,D,C Foy,Birmingham,6,3,Bolton,14,4,10,0,3,2,18,2,22/12/2007,H,Bolton_Birmingham_2007
172,8,0,1,0,4,0,E0,D,A Wiley,Wigan,3,0,Fulham,15,10,9,0,1,4,16,0,22/12/2007,D,Fulham_Wigan_2007
173,3,0,1,2,3,0,E0,H,M Riley,Portsmouth,7,1,Liverpool,13,9,14,0,4,1,11,2,22/12/2007,H,Liverpool_Portsmouth_2007
174,7,0,2,1,4,0,E0,D,M Atkinson,West Ham,2,2,Middlesbrough,15,8,7,1,1,4,12,3,22/12/2007,A,Middlesbrough_West Ham_2007
