,HC,HR,FTAG,HTHG,AST,AR,Div,HTR,Referee,AwayTeam,HST,HY,HomeTeam,HF,AS,HS,HTAG,FTHG,AC,AF,AY,Date,FTR,idGame
0,7,0,1,0,9,0,E0,D,J Moss,Swansea,3,3,Burnley,10,17,10,0,0,4,14,2,13/08/2016,A,Burnley_Swansea_2016
1,3,0,1,0,3,0,E0,D,C Pawson,West Brom,4,2,Crystal Palace,12,13,14,0,0,6,15,2,13/08/2016,A,Crystal Palace_West Brom_2016
2,5,0,1,1,4,0,E0,H,M Atkinson,Tottenham,6,0,Everton,10,13,12,0,1,6,14,0,13/08/2016,D,Everton_Tottenham_2016
3,5,0,1,1,5,0,E0,H,M Dean,Leicester,5,2,Hull,8,18,14,0,2,3,17,2,13/08/2016,H,Hull_Leicester_2016
4,9,0,1,1,3,0,E0,H,R Madley,Sunderland,4,1,Man City,11,7,16,0,2,6,14,2,13/08/2016,H,Man City_Sunderland_2016
5,9,0,1,1,1,0,E0,H,K Friend,Stoke,2,3,Middlesbrough,18,12,12,0,1,6,14,5,13/08/2016,D,Middlesbrough_Stoke_2016
6,6,0,1,0,1,1,E0,A,R East,Watford,6,1,Southampton,8,5,24,1,1,2,12,2,13/08/2016,D,Southampton_Watford_2016
7,5,0,4,1,7,0,E0,D,M Oliver,Liverpool,5,3,Arsenal,13,16,9,1,3,4,17,3,14/08/2016,A,Arsenal_Liverpool_2016
8,4,0,3,0,7,0,E0,A,A Marriner,Man United,3,0,Bournemouth,7,11,9,1,1,2,10,1,14/08/2016,A,Bournemouth_Man United_2016
9,7,0,1,0,3,0,E0,D,A Taylor,West Ham,6,5,Chelsea,16,7,16,0,2,1,16,2,15/08/2016,H,Chelsea_West Ham_2016
10,4,0,0,1,1,0,E0,H,A Taylor,Southampton,5,0,Man United,11,13,12,0,2,0,8,0,19/08/2016,H,Man United_Southampton_2016
11,1,0,0,2,5,0,E0,H,L Mason,Liverpool,2,0,Burnley,14,26,3,0,2,12,5,1,20/08/2016,H,Burnley_Liverpool_2016
12,2,0,0,0,4,0,E0,D,M Clattenburg,Arsenal,1,1,Leicester,11,13,8,0,0,7,7,2,20/08/2016,D,Leicester_Arsenal_2016
13,7,0,4,0,6,0,E0,A,M Dean,Man City,3,3,Stoke,12,12,8,2,1,7,13,4,20/08/2016,A,Stoke_Man City_2016
14,8,0,2,0,4,0,E0,D,S Attwell,Hull,3,0,Swansea,7,12,13,0,0,3,10,0,20/08/2016,A,Swansea_Hull_2016
15,10,0,0,0,2,0,E0,D,M Oliver,Crystal Palace,5,3,Tottenham,19,10,20,0,1,4,9,3,20/08/2016,H,Tottenham_Crystal Palace_2016
16,0,0,2,0,4,0,E0,D,J Moss,Chelsea,2,4,Watford,20,13,6,0,1,5,10,3,20/08/2016,A,Watford_Chelsea_2016
17,7,0,2,1,7,0,E0,D,N Swarbrick,Everton,4,3,West Brom,16,13,11,1,1,4,10,1,20/08/2016,A,West Brom_Everton_2016
18,8,0,2,0,3,0,E0,A,M Atkinson,Middlesbrough,5,1,Sunderland,11,8,18,2,1,1,14,1,21/08/2016,A,Sunderland_Middlesbrough_2016
19,1,0,0,0,5,1,E0,D,C Pawson,Bournemouth,2,3,West Ham,15,8,15,0,1,6,15,1,21/08/2016,H,West Ham_Bournemouth_2016
20,9,0,0,2,0,0,E0,H,M Clattenburg,Burnley,10,2,Chelsea,6,6,22,0,3,5,9,2,27/08/2016,H,Chelsea_Burnley_2016
21,10,0,1,0,3,0,E0,A,M Dean,Bournemouth,5,2,Crystal Palace,15,10,24,1,1,4,10,1,27/08/2016,D,Crystal Palace_Bournemouth_2016
22,9,0,0,0,1,0,E0,D,M Oliver,Stoke,9,2,Everton,14,8,21,0,1,2,11,1,27/08/2016,H,Everton_Stoke_2016
23,1,0,1,0,9,0,E0,D,J Moss,Man United,2,2,Hull,9,29,8,0,0,6,6,3,27/08/2016,A,Hull_Man United_2016
24,4,0,1,1,3,0,E0,H,R East,Swansea,6,2,Leicester,14,9,13,0,2,6,10,2,27/08/2016,H,Leicester_Swansea_2016
25,5,0,1,0,2,0,E0,D,L Mason,Sunderland,7,2,Southampton,15,5,16,0,1,5,8,2,27/08/2016,D,Southampton_Sunderland_2016
26,5,0,1,0,3,0,E0,A,R Madley,Liverpool,4,3,Tottenham,11,13,11,1,1,5,17,5,27/08/2016,D,Tottenham_Liverpool_2016
27,3,0,3,0,7,0,E0,A,K Friend,Arsenal,6,6,Watford,18,10,14,3,1,2,15,1,27/08/2016,A,Watford_Arsenal_2016
28,5,0,1,2,2,0,E0,H,A Marriner,West Ham,5,1,Man City,5,9,22,0,3,4,10,3,28/08/2016,H,Man City_West Ham_2016
29,5,0,0,0,2,0,E0,D,A Taylor,Middlesbrough,2,1,West Brom,12,7,13,0,0,4,11,3,28/08/2016,D,West Brom_Middlesbrough_2016
30,6,0,1,1,5,0,E0,D,R Madley,Southampton,2,2,Arsenal,10,11,17,1,2,1,8,5,10/09/2016,H,Arsenal_Southampton_2016
31,10,0,0,0,2,0,E0,D,K Friend,West Brom,5,1,Bournemouth,9,12,12,0,1,5,11,3,10/09/2016,H,Bournemouth_West Brom_2016
32,5,0,1,0,3,0,E0,D,P Tierney,Hull,2,2,Burnley,13,11,13,0,1,9,3,0,10/09/2016,D,Burnley_Hull_2016
