year,team,home_away_total,type_rating,points,game_id,date,round_as_home,round_as_away,round_as_total,round_by_week_total,rating_initial,sum_points,rating_dynamic
2007,Arsenal,total,ft_total_g>15,0,Arsenal_Everton_2007,2008-05-04,19,18,37,39,741.5,31,835
2007,Arsenal,total,ft_total_g>15,0,Sunderland_Arsenal_2007,2008-05-11,19,19,38,40,741.5,31,815
2007,Arsenal,total,ft_total_g>25,1,Arsenal_Fulham_2007,2007-08-12,1,1,1,1,512.7,1,525
2007,Arsenal,total,ft_total_g>25,0,Blackburn_Arsenal_2007,2007-08-19,1,1,2,2,512.7,1,512
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Man City_2007,2007-08-25,2,1,3,3,512.7,1,498
2007,Arsenal,total,ft_total_g>25,1,Arsenal_Portsmouth_2007,2007-09-02,3,1,4,4,512.7,2,511
2007,Arsenal,total,ft_total_g>25,1,Tottenham_Arsenal_2007,2007-09-15,3,2,5,6,512.7,3,524
2007,Arsenal,total,ft_total_g>25,1,Arsenal_Derby_2007,2007-09-22,4,2,6,7,512.7,4,537
2007,Arsenal,total,ft_total_g>25,0,West Ham_Arsenal_2007,2007-09-29,4,3,7,8,512.7,4,523
2007,Arsenal,total,ft_total_g>25,1,Arsenal_Sunderland_2007,2007-10-07,5,3,8,9,512.7,5,536
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Bolton_2007,2007-10-20,6,3,9,11,512.7,5,522
2007,Arsenal,total,ft_total_g>25,0,Liverpool_Arsenal_2007,2007-10-28,6,4,10,12,512.7,5,509
2007,Arsenal,total,ft_total_g>25,1,Arsenal_Man United_2007,2007-11-03,7,4,11,13,512.7,6,522
2007,Arsenal,total,ft_total_g>25,1,Reading_Arsenal_2007,2007-11-12,7,5,12,14,512.7,7,535
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Wigan_2007,2007-11-24,8,5,13,16,512.7,7,521
2007,Arsenal,total,ft_total_g>25,1,Aston Villa_Arsenal_2007,2007-12-01,8,6,14,17,512.7,8,534
2007,Arsenal,total,ft_total_g>25,0,Newcastle_Arsenal_2007,2007-12-05,8,7,15,18,512.7,8,520
2007,Arsenal,total,ft_total_g>25,1,Middlesbrough_Arsenal_2007,2007-12-09,8,8,16,18,512.7,9,533
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Chelsea_2007,2007-12-16,9,8,17,19,512.7,9,520
2007,Arsenal,total,ft_total_g>25,1,Arsenal_Tottenham_2007,2007-12-22,10,8,18,20,512.7,10,533
2007,Arsenal,total,ft_total_g>25,0,Portsmouth_Arsenal_2007,2007-12-26,10,9,19,21,512.7,10,519
2007,Arsenal,total,ft_total_g>25,1,Everton_Arsenal_2007,2007-12-29,10,10,20,21,512.7,11,532
2007,Arsenal,total,ft_total_g>25,0,Arsenal_West Ham_2007,2008-01-01,11,10,21,22,512.7,11,518
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Birmingham_2007,2008-01-12,12,10,22,23,512.7,11,505
2007,Arsenal,total,ft_total_g>25,1,Fulham_Arsenal_2007,2008-01-19,12,11,23,24,512.7,12,518
2007,Arsenal,total,ft_total_g>25,1,Arsenal_Newcastle_2007,2008-01-29,13,11,24,26,512.7,13,530
2007,Arsenal,total,ft_total_g>25,1,Man City_Arsenal_2007,2008-02-02,13,12,25,26,512.7,14,543
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Blackburn_2007,2008-02-11,14,12,26,27,512.7,14,530
2007,Arsenal,total,ft_total_g>25,1,Birmingham_Arsenal_2007,2008-02-23,14,13,27,29,512.7,15,543
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Aston Villa_2007,2008-03-01,15,13,28,30,512.7,15,529
2007,Arsenal,total,ft_total_g>25,0,Wigan_Arsenal_2007,2008-03-09,15,14,29,31,512.7,15,516
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Middlesbrough_2007,2008-03-15,16,14,30,32,512.7,15,502
2007,Arsenal,total,ft_total_g>25,1,Chelsea_Arsenal_2007,2008-03-23,16,15,31,33,512.7,16,515
2007,Arsenal,total,ft_total_g>25,1,Bolton_Arsenal_2007,2008-03-29,16,16,32,34,512.7,17,528
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Liverpool_2007,2008-04-05,17,16,33,35,512.7,17,514
2007,Arsenal,total,ft_total_g>25,1,Man United_Arsenal_2007,2008-04-13,17,17,34,36,512.7,18,527
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Reading_2007,2008-04-19,18,17,35,37,512.7,18,514
2007,Arsenal,total,ft_total_g>25,1,Derby_Arsenal_2007,2008-04-28,18,18,36,38,512.7,19,526
2007,Arsenal,total,ft_total_g>25,0,Arsenal_Everton_2007,2008-05-04,19,18,37,39,512.7,19,513
2007,Arsenal,total,ft_total_g>25,0,Sunderland_Arsenal_2007,2008-05-11,19,19,38,40,512.7,19,500
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Fulham_2007,2007-08-12,1,1,1,1,286.3,0,278
2007,Arsenal,total,ft_total_g>35,0,Blackburn_Arsenal_2007,2007-08-19,1,1,2,2,286.3,0,271
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Man City_2007,2007-08-25,2,1,3,3,286.3,0,263
2007,Arsenal,total,ft_total_g>35,1,Arsenal_Portsmouth_2007,2007-09-02,3,1,4,4,286.3,1,282
2007,Arsenal,total,ft_total_g>35,1,Tottenham_Arsenal_2007,2007-09-15,3,2,5,6,286.3,2,301
2007,Arsenal,total,ft_total_g>35,1,Arsenal_Derby_2007,2007-09-22,4,2,6,7,286.3,3,320
2007,Arsenal,total,ft_total_g>35,0,West Ham_Arsenal_2007,2007-09-29,4,3,7,8,286.3,3,312
2007,Arsenal,total,ft_total_g>35,1,Arsenal_Sunderland_2007,2007-10-07,5,3,8,9,286.3,4,331
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Bolton_2007,2007-10-20,6,3,9,11,286.3,4,323
2007,Arsenal,total,ft_total_g>35,0,Liverpool_Arsenal_2007,2007-10-28,6,4,10,12,286.3,4,316
2007,Arsenal,total,ft_total_g>35,1,Arsenal_Man United_2007,2007-11-03,7,4,11,13,286.3,5,335
2007,Arsenal,total,ft_total_g>35,1,Reading_Arsenal_2007,2007-11-12,7,5,12,14,286.3,6,353
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Wigan_2007,2007-11-24,8,5,13,16,286.3,6,346
2007,Arsenal,total,ft_total_g>35,0,Aston Villa_Arsenal_2007,2007-12-01,8,6,14,17,286.3,6,338
2007,Arsenal,total,ft_total_g>35,0,Newcastle_Arsenal_2007,2007-12-05,8,7,15,18,286.3,6,331
2007,Arsenal,total,ft_total_g>35,0,Middlesbrough_Arsenal_2007,2007-12-09,8,8,16,18,286.3,6,323
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Chelsea_2007,2007-12-16,9,8,17,19,286.3,6,316
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Tottenham_2007,2007-12-22,10,8,18,20,286.3,6,308
2007,Arsenal,total,ft_total_g>35,0,Portsmouth_Arsenal_2007,2007-12-26,10,9,19,21,286.3,6,301
2007,Arsenal,total,ft_total_g>35,1,Everton_Arsenal_2007,2007-12-29,10,10,20,21,286.3,7,319
2007,Arsenal,total,ft_total_g>35,0,Arsenal_West Ham_2007,2008-01-01,11,10,21,22,286.3,7,312
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Birmingham_2007,2008-01-12,12,10,22,23,286.3,7,304
2007,Arsenal,total,ft_total_g>35,0,Fulham_Arsenal_2007,2008-01-19,12,11,23,24,286.3,7,297
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Newcastle_2007,2008-01-29,13,11,24,26,286.3,7,289
2007,Arsenal,total,ft_total_g>35,1,Man City_Arsenal_2007,2008-02-02,13,12,25,26,286.3,8,308
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Blackburn_2007,2008-02-11,14,12,26,27,286.3,8,300
2007,Arsenal,total,ft_total_g>35,1,Birmingham_Arsenal_2007,2008-02-23,14,13,27,29,286.3,9,319
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Aston Villa_2007,2008-03-01,15,13,28,30,286.3,9,312
2007,Arsenal,total,ft_total_g>35,0,Wigan_Arsenal_2007,2008-03-09,15,14,29,31,286.3,9,304
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Middlesbrough_2007,2008-03-15,16,14,30,32,286.3,9,297
2007,Arsenal,total,ft_total_g>35,0,Chelsea_Arsenal_2007,2008-03-23,16,15,31,33,286.3,9,289
2007,Arsenal,total,ft_total_g>35,1,Bolton_Arsenal_2007,2008-03-29,16,16,32,34,286.3,10,308
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Liverpool_2007,2008-04-05,17,16,33,35,286.3,10,300
2007,Arsenal,total,ft_total_g>35,0,Man United_Arsenal_2007,2008-04-13,17,17,34,36,286.3,10,293
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Reading_2007,2008-04-19,18,17,35,37,286.3,10,285
2007,Arsenal,total,ft_total_g>35,1,Derby_Arsenal_2007,2008-04-28,18,18,36,38,286.3,11,304
2007,Arsenal,total,ft_total_g>35,0,Arsenal_Everton_2007,2008-05-04,19,18,37,39,286.3,11,297
2007,Arsenal,total,ft_total_g>35,0,Sunderland_Arsenal_2007,2008-05-11,19,19,38,40,286.3,11,289
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Fulham_2007,2007-08-12,1,1,1,1,894.4,1,899
2007,Arsenal,home,ft_home_g>15,0,Arsenal_Man City_2007,2007-08-25,2,1,3,3,894.4,1,852
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Portsmouth_2007,2007-09-02,3,1,4,4,894.4,2,858
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Derby_2007,2007-09-22,4,2,6,7,894.4,3,864
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Sunderland_2007,2007-10-07,5,3,8,9,894.4,4,869
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Bolton_2007,2007-10-20,6,3,9,11,894.4,5,875
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Man United_2007,2007-11-03,7,4,11,13,894.4,6,880
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Wigan_2007,2007-11-24,8,5,13,16,894.4,7,886
2007,Arsenal,home,ft_home_g>15,0,Arsenal_Chelsea_2007,2007-12-16,9,8,17,19,894.4,7,839
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Tottenham_2007,2007-12-22,10,8,18,20,894.4,8,844
2007,Arsenal,home,ft_home_g>15,1,Arsenal_West Ham_2007,2008-01-01,11,10,21,22,894.4,9,850
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Birmingham_2007,2008-01-12,12,10,22,23,894.4,10,855
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Newcastle_2007,2008-01-29,13,11,24,26,894.4,11,861
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Blackburn_2007,2008-02-11,14,12,26,27,894.4,12,866
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Aston Villa_2007,2008-03-01,15,13,28,30,894.4,13,872
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Middlesbrough_2007,2008-03-15,16,14,30,32,894.4,14,878
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Liverpool_2007,2008-04-05,17,16,33,35,894.4,15,883
2007,Arsenal,home,ft_home_g>15,1,Arsenal_Reading_2007,2008-04-19,18,17,35,37,894.4,16,889
2007,Arsenal,home,ft_home_g>15,0,Arsenal_Everton_2007,2008-05-04,19,18,37,39,894.4,16,842
2007,Arsenal,home,ft_home_g>25,1,Arsenal_Fulham_2007,2007-08-12,1,1,1,1,657.3,1,675
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Man City_2007,2007-08-25,2,1,3,3,657.3,1,640
2007,Arsenal,home,ft_home_g>25,1,Arsenal_Portsmouth_2007,2007-09-02,3,1,4,4,657.3,2,658
2007,Arsenal,home,ft_home_g>25,1,Arsenal_Derby_2007,2007-09-22,4,2,6,7,657.3,3,676
2007,Arsenal,home,ft_home_g>25,1,Arsenal_Sunderland_2007,2007-10-07,5,3,8,9,657.3,4,694
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Bolton_2007,2007-10-20,6,3,9,11,657.3,4,660
2007,Arsenal,home,ft_home_g>25,1,Arsenal_Man United_2007,2007-11-03,7,4,11,13,657.3,5,678
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Wigan_2007,2007-11-24,8,5,13,16,657.3,5,643
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Chelsea_2007,2007-12-16,9,8,17,19,657.3,5,609
2007,Arsenal,home,ft_home_g>25,1,Arsenal_Tottenham_2007,2007-12-22,10,8,18,20,657.3,6,627
2007,Arsenal,home,ft_home_g>25,0,Arsenal_West Ham_2007,2008-01-01,11,10,21,22,657.3,6,592
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Birmingham_2007,2008-01-12,12,10,22,23,657.3,6,557
2007,Arsenal,home,ft_home_g>25,1,Arsenal_Newcastle_2007,2008-01-29,13,11,24,26,657.3,7,575
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Blackburn_2007,2008-02-11,14,12,26,27,657.3,7,541
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Aston Villa_2007,2008-03-01,15,13,28,30,657.3,7,506
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Middlesbrough_2007,2008-03-15,16,14,30,32,657.3,7,472
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Liverpool_2007,2008-04-05,17,16,33,35,657.3,7,437
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Reading_2007,2008-04-19,18,17,35,37,657.3,7,403
2007,Arsenal,home,ft_home_g>25,0,Arsenal_Everton_2007,2008-05-04,19,18,37,39,657.3,7,368
2007,Arsenal,home,ft_home_g>35,0,Arsenal_Fulham_2007,2007-08-12,1,1,1,1,368.1,0,348
2007,Arsenal,home,ft_home_g>35,0,Arsenal_Man City_2007,2007-08-25,2,1,3,3,368.1,0,329
2007,Arsenal,home,ft_home_g>35,1,Arsenal_Portsmouth_2007,2007-09-02,3,1,4,4,368.1,1,362
2007,Arsenal,home,ft_home_g>35,1,Arsenal_Derby_2007,2007-09-22,4,2,6,7,368.1,2,395
2007,Arsenal,home,ft_home_g>35,1,Arsenal_Sunderland_2007,2007-10-07,5,3,8,9,368.1,3,429
2007,Arsenal,home,ft_home_g>35,0,Arsenal_Bolton_2007,2007-10-20,6,3,9,11,368.1,3,409
2007,Arsenal,home,ft_home_g>35,1,Arsenal_Man United_2007,2007-11-03,7,4,11,13,368.1,4,443
2007,Arsenal,home,ft_home_g>35,0,Arsenal_Wigan_2007,2007-11-24,8,5,13,16,368.1,4,423
2007,Arsenal,home,ft_home_g>35,0,Arsenal_Chelsea_2007,2007-12-16,9,8,17,19,368.1,4,404
