,WHD,IWH,LBA,B365AH,SBH,SBA,SOA,LBAH,WHA,B365A,LBH,GBA,B365D,B365H,B365<2.5,LBAHA,WHH,SOH,SOD,LBAHH,B365>2.5,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
123,3.6,1.4,6.5,-1.0,1.4,7.5,7.5,-1.0,7.5,7.5,1.44,7.5,3.75,1.4,1.95,2.05,1.4,1.4,3.75,1.8,1.85,6.0,1.75,1.44,3.75,1.8,2.1,1.71,-1.25,1.95,3.9,3.6,3.75,2.05,Valencia,Zaragoza,Valencia_Zaragoza_2003
124,3.1,2.0,3.5,-0.25,2.1,3.0,3.0,-0.25,3.3,2.8,1.91,3.2,3.25,2.2,1.75,2.0,2.0,2.1,3.25,1.85,2.05,3.2,2.0,2.1,3.25,1.925,1.975,1.9,-0.25,1.75,3.1,3.2,3.2,1.8,Albacete,Espanol,Albacete_Espanol_2003
125,3.1,1.75,4.33,-0.5,1.83,3.8,3.75,-0.5,4.0,4.0,1.73,3.8,3.25,1.8,1.85,1.95,1.8,1.83,3.25,1.9,1.95,4.0,1.9,1.9,3.25,1.9,2.0,1.71,-0.5,1.95,3.2,3.2,3.25,1.9,Ath Bilbao,Santander,Ath Bilbao_Santander_2003
126,3.6,1.45,6.5,-1.0,1.44,7.0,7.0,-1.0,6.5,6.0,1.44,6.2,3.5,1.5,2.0,2.0,1.44,1.44,3.5,1.85,1.8,5.8,2.0,1.5,3.6,1.95,1.95,1.6,-1.0,2.1,3.6,3.6,3.65,1.8,Barcelona,Valladolid,Barcelona_Valladolid_2003
127,3.75,1.4,6.5,-1.0,1.4,7.5,7.5,-1.0,7.0,6.5,1.44,6.0,3.75,1.44,2.0,1.95,1.4,1.4,3.75,1.9,1.8,6.0,1.9,1.48,3.75,1.9,2.0,1.83,-1.0,1.83,3.9,3.6,3.85,1.9,La Coruna,Villarreal,La Coruna_Villarreal_2003
128,3.2,2.1,3.2,-0.25,2.1,3.1,3.1,-0.25,3.0,3.25,2.0,3.3,3.25,2.0,1.85,1.95,2.1,2.1,3.2,1.9,1.95,3.1,1.85,2.1,3.2,1.875,2.025,1.71,-0.25,1.95,3.0,3.2,3.2,1.95,Mallorca,Betis,Mallorca_Betis_2003
129,3.0,2.2,3.2,-0.25,2.1,3.25,3.25,-0.25,3.2,3.25,2.0,3.35,3.0,2.1,1.75,2.0,2.1,2.1,3.0,1.85,2.05,3.1,2.0,2.1,3.0,1.9,2.0,1.9,-0.25,1.75,2.8,3.2,3.1,1.8,Sevilla,Celta,Sevilla_Celta_2003
130,3.1,2.7,2.5,0.0,2.62,2.38,2.38,0.0,2.3,2.4,2.5,2.5,3.25,2.5,,1.8,2.75,2.62,3.2,2.05,,2.5,1.9,2.7,3.2,2.05,1.85,1.85,0.0,1.85,2.8,3.2,3.1,1.9,Sociedad,Valencia,Sociedad_Valencia_2003
131,3.5,1.6,5.0,-0.75,1.67,4.5,4.5,-1.0,5.0,4.5,1.57,5.2,3.5,1.61,,1.75,1.57,1.67,3.4,2.1,,4.8,1.7,1.65,3.4,1.85,2.05,1.79,-1.0,1.9,3.3,3.5,3.4,2.1,Betis,Murcia,Betis_Murcia_2003
132,3.3,1.7,5.0,-0.75,1.62,5.0,5.0,-0.75,5.5,4.5,1.62,5.2,3.5,1.61,,2.05,1.57,1.62,3.4,1.8,,4.2,1.95,1.65,3.4,1.825,2.075,1.85,-0.75,1.85,3.2,3.25,3.4,1.85,Celta,Albacete,Celta_Albacete_2003
133,3.1,2.5,2.5,0.0,2.5,2.5,2.5,0.0,2.6,2.62,2.62,2.55,3.1,2.37,,1.85,2.4,2.5,3.2,2.0,,2.5,1.9,2.65,3.2,1.9,2.0,1.95,0.0,1.75,3.0,2.88,3.1,1.9,Espanol,Osasuna,Espanol_Osasuna_2003
134,3.1,2.7,2.38,0.0,2.7,2.3,2.3,0.0,2.25,2.5,2.6,2.38,3.1,2.5,,1.8,2.8,2.7,3.2,2.05,,2.3,1.8,2.8,3.2,2.025,1.875,1.9,0.0,1.79,3.0,3.2,3.2,2.0,Malaga,Barcelona,Malaga_Barcelona_2003
135,3.6,1.55,7.0,-1.0,1.44,6.5,6.5,-1.25,6.5,6.0,1.4,6.5,3.75,1.44,,1.8,1.44,1.44,3.75,2.05,,4.8,1.95,1.5,3.75,1.85,2.05,1.55,-1.0,2.25,3.5,3.75,3.7,1.85,Real Madrid,Ath Madrid,Real Madrid_Ath Madrid_2003
136,3.1,2.5,2.38,0.0,2.62,2.38,2.38,0.0,2.37,2.5,2.6,2.45,3.1,2.5,,1.85,2.62,2.62,3.2,2.0,,2.5,1.85,2.7,3.2,2.0,1.9,1.9,0.0,1.79,3.0,3.2,3.2,1.95,Valladolid,La Coruna,Valladolid_La Coruna_2003
137,3.2,1.85,3.5,-0.5,1.91,3.6,3.6,-0.5,3.75,3.75,1.91,3.75,3.2,1.83,,1.9,1.83,1.91,3.2,1.95,,3.6,1.85,1.95,3.2,2.05,1.85,1.85,-0.5,1.85,3.1,3.2,3.2,1.95,Villarreal,Mallorca,Villarreal_Mallorca_2003
138,3.2,2.0,3.2,-0.5,2.0,3.4,3.4,-0.5,3.5,3.4,2.0,3.5,3.25,1.9,1.8,1.8,1.9,2.0,3.1,2.05,2.0,3.3,1.8,2.05,3.1,2.05,1.85,1.9,-0.5,1.79,3.0,3.2,3.15,2.0,Santander,Sevilla,Santander_Sevilla_2003
139,3.1,2.3,3.0,-0.25,2.2,2.88,2.88,-0.25,2.75,2.75,2.1,3.1,3.2,2.25,1.75,1.9,2.3,2.2,3.2,1.95,2.05,2.8,1.8,2.25,3.2,2.05,1.85,1.95,-0.25,1.75,2.9,3.2,3.1,2.0,Zaragoza,Ath Bilbao,Zaragoza_Ath Bilbao_2003
140,3.1,2.7,2.375,0.25,2.8,2.25,2.25,0.25,2.25,2.25,2.6,2.3,3.25,2.75,1.9,1.95,2.8,2.8,3.2,1.9,1.9,2.4,2.0,2.8,3.2,1.9,2.0,1.7,0.25,1.9,2.9,3.2,3.25,1.8,Barcelona,Real Madrid,Barcelona_Real Madrid_2003
141,3.5,1.45,6.5,-1.0,1.44,6.5,6.5,-1.0,7.0,6.0,1.444,7.75,3.5,1.5,2.0,1.75,1.44,1.44,3.75,2.05,1.8,5.8,1.95,1.43,3.75,1.925,1.975,1.83,-1.0,1.83,3.6,3.6,3.65,1.85,La Coruna,Malaga,La Coruna_Malaga_2003
142,3.1,2.0,3.0,-0.25,2.0,3.3,3.3,-0.25,3.3,3.5,2.1,3.2,3.25,1.9,1.8,1.95,2.0,2.0,3.2,1.9,2.0,3.2,2.0,2.06,3.2,1.85,2.05,1.95,-0.25,1.66,3.1,3.2,3.3,1.8,Osasuna,Celta,Osasuna_Celta_2003
143,3.0,1.9,4.0,-0.5,1.85,3.75,3.75,,4.0,3.5,1.8,4.0,3.25,1.9,1.85,,1.83,1.85,3.2,,1.95,3.5,1.97,1.82,3.2,2.025,1.875,1.85,-0.5,1.74,3.1,3.2,3.3,1.82,Sociedad,Betis,Sociedad_Betis_2003
144,3.1,2.5,2.375,0.0,2.4,2.6,2.6,0.0,2.5,2.6,2.6,2.48,3.2,2.4,1.8,2.0,2.5,2.4,3.2,1.85,2.0,2.5,1.95,2.55,3.2,1.85,2.05,1.83,0.0,1.83,3.0,3.2,3.25,1.85,Albacete,Santander,Albacete_Santander_2003
145,3.75,1.45,5.5,-1.0,1.5,6.0,6.0,-0.75,7.0,6.5,1.533,6.65,3.75,1.44,1.95,2.0,1.4,1.5,3.5,1.85,1.85,5.8,1.95,1.5,3.5,1.825,2.075,1.75,-1.0,1.9,3.6,3.5,3.5,1.85,Ath Madrid,Espanol,Ath Madrid_Espanol_2003
146,3.1,1.9,3.2,-0.5,1.9,3.6,3.6,-0.5,3.6,3.75,2.1,3.7,3.25,1.83,1.85,1.75,1.9,1.91,3.2,2.1,1.95,3.5,1.88,1.92,3.2,2.05,1.85,1.85,-0.5,1.74,3.1,3.0,3.2,1.92,Mallorca,Valladolid,Mallorca_Valladolid_2003
147,3.1,2.6,2.25,0.0,2.6,2.4,2.4,,2.4,2.5,2.75,2.4,3.2,2.5,1.75,,2.6,2.6,3.2,,2.05,2.6,1.85,2.6,3.2,1.925,1.975,1.85,0.0,1.74,2.8,3.2,3.25,1.95,Murcia,Villarreal,Murcia_Villarreal_2003
148,3.2,1.85,3.2,-0.5,2.0,3.3,3.3,-0.5,3.75,3.4,2.0,3.62,3.25,1.9,1.85,2.0,1.83,2.0,3.2,1.85,1.95,4.0,1.89,1.91,3.2,2.075,1.825,1.85,-0.5,1.74,2.9,3.2,3.3,1.91,Sevilla,Zaragoza,Sevilla_Zaragoza_2003
149,3.4,1.5,5.5,-1.0,1.53,5.5,5.5,-1.0,5.5,6.0,1.571,5.95,3.4,1.5,1.9,1.8,1.53,1.53,3.6,2.05,1.9,5.4,1.8,1.56,3.6,2.05,1.85,1.83,-1.0,1.83,3.5,3.25,3.4,2.0,Valencia,Ath Bilbao,Valencia_Ath Bilbao_2003
150,3.1,2.3,2.8,-0.25,2.3,2.8,2.8,-0.25,2.75,2.75,2.2,2.7,3.25,2.25,1.85,1.85,2.3,2.3,3.1,2.0,1.95,2.7,1.8,2.4,3.1,2.1,1.8,1.95,-0.25,1.75,3.0,3.2,3.2,2.0,Celta,Ath Madrid,Celta_Ath Madrid_2003
151,3.2,3.5,2.1,0.5,3.5,1.9,1.91,0.5,2.0,2.1,3.0,2.0,3.25,3.0,1.85,1.95,3.2,3.5,3.25,1.9,1.95,1.9,2.0,3.5,3.25,1.8,2.1,1.85,0.5,1.85,3.1,3.2,3.2,1.8,Espanol,Barcelona,Espanol_Barcelona_2003
152,3.1,2.0,3.2,-0.25,2.05,3.2,3.2,-0.25,3.6,3.5,2.0,3.5,3.25,1.909,1.8,2.0,1.9,2.05,3.2,1.85,2.0,3.3,2.0,2.0,3.2,1.875,2.025,1.95,-0.25,1.75,3.0,3.2,3.2,1.8,Villarreal,Sociedad,Villarreal_Sociedad_2003
153,3.1,2.0,3.5,-0.25,1.9,3.6,3.6,-0.25,3.6,3.5,1.909,3.5,3.25,1.909,1.85,2.0,1.9,1.91,3.2,1.85,1.95,3.4,2.0,2.0,3.2,1.85,2.05,1.9,-0.25,1.79,2.9,3.2,3.2,1.8,Ath Bilbao,Sevilla,Ath Bilbao_Sevilla_2003
154,3.1,2.5,2.375,0.0,2.7,2.37,2.38,0.0,2.3,2.3,2.6,2.45,3.2,2.7,1.8,1.8,2.75,2.7,3.1,2.05,2.0,2.5,1.8,2.65,3.1,2.1,1.8,2.0,0.0,1.71,3.0,3.2,3.2,2.0,Betis,Valencia,Betis_Valencia_2003
155,3.1,2.2,2.8,-0.25,2.2,2.87,2.88,-0.25,2.87,2.8,2.2,3.0,3.25,2.2,1.75,1.9,2.2,2.2,3.2,1.95,2.05,2.9,1.8,2.25,3.2,2.1,1.8,2.0,-0.25,1.71,3.0,3.2,3.15,2.0,Malaga,Mallorca,Malaga_Mallorca_2003
156,3.5,1.55,5.0,-1.0,1.57,5.5,5.5,-1.0,5.0,5.5,1.571,5.25,3.4,1.571,2.1,1.85,1.57,1.57,3.4,2.0,1.7,4.8,2.05,1.63,3.4,2.1,1.8,1.71,-0.75,2.0,3.5,3.5,3.4,1.77,Real Madrid,La Coruna,Real Madrid_La Coruna_2003
157,3.1,2.3,2.75,-0.25,2.25,2.8,2.8,0.0,2.8,2.7,2.25,2.85,3.2,2.3,1.75,2.05,2.25,2.25,3.2,1.8,2.05,2.7,1.77,2.35,3.2,2.125,1.775,2.05,-0.25,1.65,3.0,3.2,3.1,2.05,Santander,Osasuna,Santander_Osasuna_2003
158,3.3,1.65,5.0,-0.75,1.61,5.0,5.0,-0.75,5.0,5.0,1.615,4.75,3.4,1.615,1.85,1.9,1.61,1.62,3.4,1.95,1.95,4.6,1.8,1.7,3.4,2.05,1.85,2.0,-0.75,1.71,3.2,3.25,3.35,2.0,Valladolid,Murcia,Valladolid_Murcia_2003
159,3.1,1.85,4.333,-0.5,1.75,4.33,4.33,-0.5,4.0,3.75,1.727,4.0,3.25,1.833,1.75,1.9,1.8,1.75,3.2,1.95,2.05,3.8,1.95,1.85,3.2,2.0,1.9,2.0,-0.5,1.71,3.0,3.2,3.25,1.85,Zaragoza,Albacete,Zaragoza_Albacete_2003
160,3.5,1.7,4.5,-0.75,1.61,5.0,5.0,-0.75,5.0,4.5,1.667,5.0,3.4,1.667,1.9,1.9,1.57,1.62,3.4,1.95,1.9,4.2,1.9,1.66,3.4,2.0,1.9,1.85,-0.75,1.85,3.2,3.25,3.4,1.95,Ath Madrid,Santander,Ath Madrid_Santander_2003
161,3.0,1.8,3.75,-0.5,1.9,3.6,3.6,-0.5,3.75,3.5,1.833,3.7,3.25,1.909,1.8,1.9,1.9,1.91,3.2,1.95,2.0,3.8,1.85,1.95,3.2,2.025,1.875,1.9,-0.5,1.79,3.1,3.2,3.2,2.0,Sociedad,Valladolid,Sociedad_Valladolid_2003
162,3.75,1.45,6.0,-1.0,1.44,6.5,6.5,-1.0,7.0,6.5,1.5,6.5,3.75,1.444,1.85,1.95,1.4,1.44,3.75,1.9,1.95,5.8,1.85,1.5,3.75,2.05,1.85,1.75,-1.0,1.95,3.6,3.4,3.6,2.0,Valencia,Sevilla,Valencia_Sevilla_2003
163,3.1,2.3,2.75,-0.25,2.25,2.8,2.8,-0.25,2.8,2.7,2.25,2.8,3.2,2.3,1.85,1.8,2.25,2.25,3.2,2.05,1.95,2.7,1.8,2.35,3.2,2.1,1.8,1.85,-0.25,1.85,3.0,3.2,3.2,2.05,Albacete,Ath Bilbao,Albacete_Ath Bilbao_2003
164,3.3,1.65,5.0,-0.75,1.61,5.0,5.0,-0.75,4.5,4.5,1.571,5.0,3.4,1.667,1.95,1.95,1.66,1.62,3.4,1.9,1.85,4.4,1.9,1.66,3.4,1.9,2.0,1.79,-0.75,1.9,3.3,3.5,3.4,1.95,Barcelona,Celta,Barcelona_Celta_2003
165,3.0,2.0,2.8,-0.25,2.2,3.0,3.0,-0.25,2.87,2.8,2.2,3.0,3.25,2.2,1.75,1.9,2.25,2.2,3.1,1.95,2.05,3.4,1.9,2.2,3.1,1.975,1.925,1.9,-0.25,1.79,2.9,3.2,3.2,1.95,Betis,Villarreal,Betis_Villarreal_2003
166,5.0,1.25,9.0,-1.5,1.25,9.0,9.0,-1.75,11.0,9.0,1.286,9.0,4.5,1.286,2.0,1.9,1.2,1.25,5.0,1.95,1.8,9.5,1.9,1.28,5.0,1.875,2.025,1.71,-1.75,2.0,4.3,4.333,4.85,1.95,La Coruna,Espanol,La Coruna_Espanol_2003
167,3.25,3.8,1.8,0.5,4.0,1.8,1.8,0.75,1.9,1.8,4.0,1.8,3.25,4.0,1.95,2.0,3.4,4.0,3.25,1.85,1.85,1.85,2.0,4.1,3.25,2.05,1.85,1.65,0.75,2.05,3.0,3.2,3.3,1.85,Mallorca,Real Madrid,Mallorca_Real Madrid_2003
168,3.0,2.3,2.75,-0.25,2.5,2.62,2.62,-0.25,2.7,2.75,2.25,2.9,3.0,2.375,1.75,1.85,2.37,2.5,3.0,2.0,2.05,3.0,1.75,2.38,3.0,2.1,1.8,1.9,-0.25,1.79,2.7,3.2,3.0,2.1,Murcia,Malaga,Murcia_Malaga_2003
169,3.3,1.7,4.5,-0.75,1.7,4.33,4.33,-0.75,5.0,4.5,1.667,4.75,3.4,1.667,1.9,1.8,1.61,1.7,3.4,2.05,1.9,4.4,1.85,1.7,3.4,2.0,1.9,1.9,-0.75,1.79,3.1,3.25,3.35,2.0,Osasuna,Zaragoza,Osasuna_Zaragoza_2003
170,3.1,2.5,2.375,0.0,2.62,2.37,2.38,0.0,2.37,2.4,2.75,2.5,3.2,2.6,1.8,1.85,2.62,2.62,3.2,2.0,2.0,2.5,1.9,2.65,3.2,1.975,1.925,1.9,0.0,1.79,3.0,3.0,3.1,1.95,Celta,La Coruna,Celta_La Coruna_2003
171,6.0,1.15,12.0,-2.0,1.14,13.0,13.0,-1.75,12.0,13.0,1.167,13.0,5.5,1.167,2.5,2.15,1.14,1.14,6.0,1.7,1.5,12.0,2.05,1.17,6.0,2.05,1.85,1.45,-1.75,2.5,6.0,5.5,6.0,1.8,Real Madrid,Murcia,Real Madrid_Murcia_2003
172,3.1,2.4,2.75,-0.25,2.3,2.8,2.8,-0.25,2.6,2.625,2.25,2.75,3.2,2.375,1.85,1.8,2.4,2.3,3.1,2.05,1.95,2.7,2.1,2.4,3.1,2.025,1.825,1.85,0.0,1.85,2.9,3.2,3.1,1.75,Zaragoza,Ath Madrid,Zaragoza_Ath Madrid_2003
173,3.1,2.2,3.5,-0.5,2.0,3.4,3.4,-0.25,3.3,3.25,1.909,3.5,3.25,2.0,1.66,2.0,2.0,2.0,3.1,1.85,2.15,3.0,2.0,2.0,3.1,2.05,1.85,2.0,-0.25,1.71,2.9,3.2,3.2,1.85,Ath Bilbao,Osasuna,Ath Bilbao_Osasuna_2003
174,3.1,2.5,2.375,0.0,2.62,2.37,2.38,0.0,2.5,2.4,2.6,2.5,3.2,2.6,1.8,1.95,2.5,2.62,3.2,1.9,2.0,2.5,1.95,2.65,3.2,1.925,1.975,1.79,0.0,1.9,3.0,3.2,3.1,1.9,Espanol,Mallorca,Espanol_Mallorca_2003
175,3.2,2.0,3.75,-0.5,1.9,3.6,3.6,-0.25,3.5,3.6,1.833,3.5,3.2,1.909,1.85,2.05,1.9,1.91,3.2,1.8,1.95,3.2,2.05,2.0,3.2,2.05,1.85,1.85,-0.25,1.85,3.1,3.2,3.2,1.8,Malaga,Sociedad,Malaga_Sociedad_2003
176,3.2,2.9,2.25,0.25,2.8,2.3,2.3,0.25,2.3,2.375,2.75,2.3,3.2,2.625,1.95,2.0,2.62,2.8,3.1,1.85,1.85,2.2,2.05,2.9,3.1,1.8,2.1,1.75,0.25,1.95,3.0,3.2,3.1,1.8,Santander,Barcelona,Santander_Barcelona_2003
177,3.1,1.8,4.333,-0.5,1.8,4.0,4.0,-0.75,4.5,4.333,1.727,4.25,3.25,1.727,1.85,1.9,1.72,1.8,3.2,1.95,1.95,4.0,1.85,1.75,3.2,1.85,2.05,1.9,-0.75,1.79,3.0,3.2,3.4,2.0,Sevilla,Albacete,Sevilla_Albacete_2003
178,3.25,1.6,5.5,-0.75,1.53,6.0,6.0,-1.0,6.0,6.0,1.571,5.5,3.4,1.533,1.85,1.8,1.53,1.53,3.4,2.05,1.95,4.8,1.8,1.6,3.4,1.8,2.1,1.9,-1.0,1.79,3.3,3.25,3.45,2.05,Valencia,Villarreal,Valencia_Villarreal_2003
179,3.1,2.0,3.0,-0.25,2.1,3.2,3.4,-0.25,3.3,3.4,2.1,3.35,3.1,2.0,1.85,1.85,2.0,2.0,3.1,2.0,1.95,3.3,1.85,2.1,3.1,2.15,1.75,1.9,-0.25,1.79,3.0,3.2,3.1,2.0,Valladolid,Betis,Valladolid_Betis_2003
180,3.2,3.6,1.91,0.5,3.6,1.91,1.91,0.5,1.83,1.83,3.5,1.85,3.25,3.75,1.8,1.9,3.75,3.6,3.2,1.95,2.0,1.85,1.85,4.0,3.2,1.975,1.925,1.85,0.5,1.85,3.1,3.2,3.25,2.0,Albacete,Valencia,Albacete_Valencia_2003
181,3.2,2.1,3.2,-0.25,2.0,3.3,3.3,-0.25,3.5,3.25,2.0,3.2,3.25,2.0,1.8,1.9,1.9,2.0,3.25,1.95,2.0,3.1,1.9,2.1,3.1,1.9,2.0,1.95,-0.25,1.75,3.0,3.2,3.2,1.95,Mallorca,Celta,Mallorca_Celta_2003
182,3.2,3.5,1.8,0.5,4.0,1.8,1.73,0.5,1.72,1.8,4.0,1.85,3.4,4.33,1.95,1.85,4.33,4.33,3.25,2.0,1.85,1.9,1.85,4.0,3.25,2.075,1.825,1.71,0.5,2.0,3.1,3.2,3.25,2.0,Sociedad,Real Madrid,Sociedad_Real Madrid_2003
183,3.1,1.8,4.0,-0.5,1.85,3.75,3.75,-0.5,4.0,4.0,1.8,4.0,3.25,1.9,1.9,1.8,1.8,1.83,3.2,2.05,1.9,3.8,1.9,1.9,3.2,2.05,1.85,1.85,-0.5,1.85,3.1,3.2,3.15,1.95,Ath Madrid,Ath Bilbao,Ath Madrid_Ath Bilbao_2003
184,3.5,1.45,5.0,-1.0,1.57,5.0,5.0,-1.0,5.0,5.0,1.62,5.4,3.4,1.61,1.9,1.75,1.57,1.57,3.6,2.1,1.9,5.4,1.8,1.61,3.6,2.125,1.775,1.75,-1.0,1.95,3.8,3.25,3.4,2.05,Barcelona,Zaragoza,Barcelona_Zaragoza_2003
185,3.1,1.85,3.0,-0.25,2.2,3.0,3.0,-0.25,3.3,3.0,2.1,3.25,3.25,2.1,1.75,2.1,2.0,2.2,3.1,1.75,2.05,3.8,2.1,2.15,3.1,1.8,2.1,1.95,-0.25,1.75,3.0,3.2,3.1,1.75,Betis,Malaga,Betis_Malaga_2003
186,3.6,1.45,6.5,-1.0,1.44,6.5,6.5,-1.0,6.5,7.5,1.44,7.0,3.75,1.4,2.0,1.9,1.44,1.44,3.75,1.95,1.8,5.4,1.9,1.45,3.75,1.95,1.95,1.71,-1.0,2.0,3.8,3.6,3.75,1.95,La Coruna,Santander,La Coruna_Santander_2003
187,3.0,2.2,3.5,-0.25,2.2,3.0,3.0,-0.25,3.2,3.0,1.91,3.1,3.25,2.1,1.8,1.95,2.1,2.2,3.1,1.9,2.0,2.9,1.9,2.2,3.1,1.925,1.975,1.9,-0.25,1.79,3.0,3.2,3.1,1.95,Murcia,Espanol,Murcia_Espanol_2003
188,3.1,1.85,3.5,-0.5,1.85,3.75,3.75,-0.5,3.6,3.6,1.91,3.75,3.2,1.9,1.7,1.8,1.9,1.83,3.2,2.05,2.1,3.6,1.8,1.95,3.2,2.1,1.8,2.1,-0.5,1.65,3.1,3.2,3.1,2.05,Osasuna,Sevilla,Osasuna_Sevilla_2003
189,3.0,1.85,4.0,-0.5,1.85,4.0,4.0,-0.5,4.0,4.0,1.8,4.25,3.25,1.8,1.75,1.9,1.83,1.83,3.1,1.95,2.05,3.8,1.95,1.85,3.1,1.95,1.95,2.1,-0.5,1.65,3.0,3.2,3.1,1.9,Villarreal,Valladolid,Villarreal_Valladolid_2003
190,3.3,1.6,5.0,-0.75,1.62,5.0,5.0,-0.75,5.0,5.5,1.62,5.2,3.4,1.66,1.9,2.05,1.61,1.62,3.4,1.8,1.9,4.6,2.0,1.61,3.4,1.825,2.075,1.71,-0.75,2.0,3.4,3.25,3.5,1.83,Barcelona,Ath Bilbao,Barcelona_Ath Bilbao_2003
191,3.1,2.8,2.38,0.0,2.6,2.5,2.5,0.0,2.3,2.5,2.6,2.55,3.2,2.5,1.85,1.85,2.75,2.6,3.0,2.0,1.95,2.4,1.8,2.55,3.0,2.0,1.9,1.9,0.0,1.79,2.8,3.2,3.15,2.05,Murcia,Celta,Murcia_Celta_2003
192,3.3,1.65,5.0,0.5,1.67,4.5,4.5,0.5,5.0,4.5,1.62,4.6,3.4,1.66,1.75,2.05,1.61,1.67,3.4,1.8,2.05,4.6,2.05,1.7,3.4,1.85,2.05,1.95,0.5,1.75,3.2,3.25,3.4,1.7,Valladolid,Valencia,Valladolid_Valencia_2003
193,3.3,1.75,4.33,-0.5,1.75,4.33,4.2,-0.5,4.5,4.0,1.73,4.2,3.2,1.8,1.85,2.0,1.66,1.75,3.25,1.85,1.95,4.2,1.96,1.8,3.25,2.0,1.9,1.9,-0.5,1.79,3.1,3.2,3.25,1.87,Ath Madrid,Sevilla,Ath Madrid_Sevilla_2003
194,3.2,3.2,1.8,0.5,4.33,1.75,1.73,0.5,1.72,1.83,4.0,1.85,3.25,4.5,1.95,1.9,4.33,4.5,3.25,1.95,1.85,2.0,1.85,4.0,3.25,2.0,1.9,1.75,0.5,1.95,3.1,3.2,3.25,2.0,Betis,Real Madrid,Betis_Real Madrid_2003
195,4.0,1.33,7.0,-1.0,1.36,8.5,8.5,-1.0,8.0,9.5,1.4,7.5,3.6,1.36,1.95,2.05,1.33,1.36,3.75,1.8,1.85,7.5,2.05,1.41,3.75,1.8,2.1,1.79,-1.0,1.9,4.0,3.75,3.9,1.7,La Coruna,Zaragoza,La Coruna_Zaragoza_2003
196,3.1,2.2,2.75,-0.25,2.1,3.1,3.1,-0.25,2.8,2.87,2.25,3.0,3.2,2.2,1.9,1.9,2.25,2.1,3.2,1.95,1.9,2.9,1.85,2.2,3.2,2.05,1.85,1.79,-0.25,1.9,3.0,3.2,3.2,2.0,Mallorca,Santander,Mallorca_Santander_2003
197,3.1,1.75,5.5,-0.75,1.62,5.0,5.0,-0.75,5.5,4.5,1.57,4.9,3.4,1.66,1.8,2.0,1.61,1.62,3.4,1.85,2.0,4.2,1.95,1.65,3.4,1.925,1.975,2.05,-0.75,1.71,3.1,3.25,3.45,1.9,Osasuna,Albacete,Osasuna_Albacete_2003
198,3.1,3.0,2.0,-0.75,3.3,2.0,2.0,-0.75,1.9,2.0,3.2,2.05,3.1,3.4,1.8,2.05,3.6,3.3,3.2,1.8,2.0,2.2,1.95,3.3,3.2,1.85,2.05,1.85,-0.75,1.85,2.9,3.2,3.2,1.9,Sociedad,Espanol,Sociedad_Espanol_2003
199,3.2,1.8,4.33,-0.5,1.85,3.75,3.75,-0.5,4.33,4.0,1.73,4.0,3.2,1.8,1.8,1.95,1.72,1.85,3.25,1.9,2.0,3.8,2.0,1.85,3.25,1.9,2.0,1.9,-0.5,1.79,3.1,3.2,3.25,1.85,Villarreal,Malaga,Villarreal_Malaga_2003
200,3.0,2.5,2.25,0.0,2.6,2.4,2.4,0.0,2.37,2.4,2.75,2.55,3.2,2.6,1.8,1.8,2.7,2.6,3.2,2.05,2.0,2.5,1.8,2.65,3.2,2.0,1.9,1.95,0.0,1.75,3.0,3.2,3.1,2.05,Albacete,Ath Madrid,Albacete_Ath Madrid_2003
201,4.2,1.4,7.0,-1.25,1.3,8.5,8.5,-1.25,8.5,7.5,1.4,7.6,4.0,1.36,2.1,1.8,1.3,1.3,4.33,2.05,1.7,6.0,1.8,1.38,4.33,2.1,1.8,1.65,-1.25,2.05,3.9,3.75,4.2,2.05,Real Madrid,Villarreal,Real Madrid_Villarreal_2003
202,3.1,2.5,2.5,0.0,2.62,2.38,2.38,0.0,2.5,2.5,2.62,2.55,3.25,2.7,1.8,1.8,2.5,2.62,3.2,2.05,2.0,2.5,1.85,2.65,3.2,1.95,1.95,1.85,0.0,1.85,3.0,2.88,3.1,2.0,Ath Bilbao,La Coruna,Ath Bilbao_La Coruna_2003
203,3.1,2.1,2.6,-0.25,2.25,2.88,2.88,-0.25,2.87,2.8,2.38,2.95,3.25,2.2,1.85,1.85,2.2,2.25,3.1,2.0,1.95,3.1,1.8,2.3,3.1,2.075,1.825,1.85,-0.25,1.85,3.0,3.2,3.1,2.05,Celta,Sociedad,Celta_Sociedad_2003
204,3.2,2.5,2.4,0.0,2.4,2.6,2.5,-0.25,2.3,2.4,2.5,2.7,3.2,2.6,1.75,1.75,2.62,2.5,3.2,2.1,2.05,2.5,2.1,2.45,3.2,1.8,2.1,1.9,0.0,1.79,3.0,3.25,3.1,1.77,Espanol,Betis,Espanol_Betis_2003
205,3.0,2.0,3.2,-0.25,1.91,3.6,3.6,-0.25,3.2,3.6,2.0,3.5,3.2,1.9,1.85,2.0,2.1,1.91,3.2,1.85,1.95,3.3,2.0,2.05,3.2,1.825,2.075,1.95,-0.25,1.75,3.0,3.2,3.1,1.85,Malaga,Valladolid,Malaga_Valladolid_2003
