,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Betis,12,0,0,1,0,0,0,2,16,A,18,2011-08-27,Granada,SP1,3,2,8,11,D,5,Granada_Betis_2011
1,2,Sociedad,14,1,1,2,0,1,1,1,11,A,6,2011-08-27,Sp Gijon,SP1,2,4,9,17,A,2,Sp Gijon_Sociedad_2011
2,3,Santander,14,4,0,3,1,0,2,3,11,H,4,2011-08-27,Valencia,SP1,3,11,10,26,A,3,Valencia_Santander_2011
3,1,Vallecano,17,1,0,1,0,0,0,3,19,D,13,2011-08-28,Ath Bilbao,SP1,6,4,9,10,D,4,Ath Bilbao_Vallecano_2011
4,1,Osasuna,9,0,0,0,0,0,0,0,8,D,16,2011-08-28,Ath Madrid,SP1,2,8,12,28,D,5,Ath Madrid_Osasuna_2011
5,5,Levante,15,1,0,1,0,0,0,3,6,D,9,2011-08-28,Getafe,SP1,1,2,1,8,D,4,Getafe_Levante_2011
6,2,Espanol,21,1,0,0,0,0,0,3,15,H,9,2011-08-28,Mallorca,SP1,3,4,5,11,D,4,Mallorca_Espanol_2011
7,3,Malaga,15,2,0,1,2,0,0,1,7,H,6,2011-08-28,Sevilla,SP1,1,9,2,15,H,8,Sevilla_Malaga_2011
8,2,Real Madrid,16,0,0,6,0,0,2,1,16,A,39,2011-08-28,Zaragoza,SP1,16,1,7,8,A,9,Zaragoza_Real Madrid_2011
9,3,Villarreal,15,5,0,0,2,0,0,3,14,H,5,2011-08-29,Barcelona,SP1,1,9,12,18,H,0,Barcelona_Villarreal_2011
10,3,Getafe,9,4,0,2,1,0,1,3,13,H,10,2011-09-10,Real Madrid,SP1,6,10,4,26,D,6,Real Madrid_Getafe_2011
11,2,Barcelona,10,2,0,2,0,0,2,1,17,D,13,2011-09-10,Sociedad,SP1,6,4,5,10,A,4,Sociedad_Barcelona_2011
12,1,Ath Madrid,15,1,0,0,0,0,0,2,18,H,12,2011-09-10,Valencia,SP1,2,6,3,12,D,7,Valencia_Ath Madrid_2011
13,2,Sevilla,15,2,0,2,1,1,1,4,14,D,10,2011-09-10,Villarreal,SP1,5,5,2,11,D,1,Villarreal_Sevilla_2011
14,2,Mallorca,9,1,0,0,0,0,0,4,17,H,9,2011-09-11,Betis,SP1,2,7,7,24,D,5,Betis_Mallorca_2011
15,2,Ath Bilbao,17,2,0,1,1,0,0,1,21,H,17,2011-09-11,Espanol,SP1,7,6,2,10,H,3,Espanol_Ath Bilbao_2011
16,2,Sp Gijon,22,2,0,1,2,0,0,3,16,H,10,2011-09-11,Osasuna,SP1,2,7,6,21,H,8,Osasuna_Sp Gijon_2011
17,2,Levante,14,0,0,0,0,1,0,2,20,D,11,2011-09-11,Santander,SP1,2,1,3,8,D,4,Santander_Levante_2011
18,4,Zaragoza,19,0,0,0,0,0,0,4,14,D,7,2011-09-11,Vallecano,SP1,1,5,3,20,D,1,Vallecano_Zaragoza_2011
19,1,Granada,12,4,0,0,2,0,0,2,11,H,12,2011-09-12,Malaga,SP1,4,9,4,20,H,3,Malaga_Granada_2011
20,1,Osasuna,8,8,0,0,5,0,0,5,15,H,7,2011-09-17,Barcelona,SP1,1,14,8,18,H,3,Barcelona_Osasuna_2011
21,7,Villarreal,17,1,0,0,0,0,0,2,11,H,14,2011-09-17,Granada,SP1,4,2,0,8,D,7,Granada_Villarreal_2011
22,2,Malaga,21,0,0,1,0,0,1,1,12,A,8,2011-09-17,Mallorca,SP1,4,1,4,6,A,8,Mallorca_Malaga_2011
23,3,Sociedad,20,1,0,0,0,0,0,2,9,H,11,2011-09-17,Sevilla,SP1,1,5,8,15,D,1,Sevilla_Sociedad_2011
24,1,Valencia,13,0,0,1,0,0,1,5,19,A,11,2011-09-17,Sp Gijon,SP1,5,4,6,15,A,6,Sp Gijon_Valencia_2011
25,3,Betis,14,2,1,3,1,1,3,4,19,A,18,2011-09-18,Ath Bilbao,SP1,6,9,10,18,A,1,Ath Bilbao_Betis_2011
26,3,Santander,17,4,0,0,2,0,0,2,17,H,4,2011-09-18,Ath Madrid,SP1,0,7,5,17,H,4,Ath Madrid_Santander_2011
27,3,Vallecano,20,0,0,1,0,0,1,5,14,A,9,2011-09-18,Getafe,SP1,4,2,5,7,A,8,Getafe_Vallecano_2011
28,7,Real Madrid,20,1,1,0,0,0,0,3,16,H,14,2011-09-18,Levante,SP1,3,4,3,11,D,6,Levante_Real Madrid_2011
29,2,Espanol,23,2,1,1,1,0,0,4,12,H,14,2011-09-18,Zaragoza,SP1,4,5,3,12,H,4,Zaragoza_Espanol_2011
30,3,Sevilla,18,0,0,0,0,0,0,2,15,D,11,2011-09-20,Osasuna,SP1,5,8,5,15,D,3,Osasuna_Sevilla_2011
31,5,Granada,16,1,0,0,0,0,0,2,16,H,15,2011-09-20,Sociedad,SP1,4,4,5,14,D,4,Sociedad_Granada_2011
32,0,Mallorca,9,2,0,0,1,0,0,3,14,H,9,2011-09-20,Villarreal,SP1,3,9,3,13,H,2,Villarreal_Mallorca_2011
33,2,Sp Gijon,18,4,0,0,1,0,0,4,18,H,3,2011-09-21,Ath Madrid,SP1,1,11,11,19,H,2,Ath Madrid_Sp Gijon_2011
34,1,Ath Bilbao,16,1,0,0,0,0,0,2,20,H,8,2011-09-21,Malaga,SP1,3,4,6,13,D,6,Malaga_Ath Bilbao_2011
35,6,Real Madrid,20,0,0,0,0,0,0,3,19,D,16,2011-09-21,Santander,SP1,2,2,2,5,D,10,Santander_Real Madrid_2011
36,4,Barcelona,14,2,0,2,2,1,1,1,5,D,10,2011-09-21,Valencia,SP1,7,1,4,9,H,3,Valencia_Barcelona_2011
37,2,Levante,15,1,0,2,0,1,2,1,12,A,9,2011-09-21,Vallecano,SP1,5,7,7,14,A,5,Vallecano_Levante_2011
38,0,Zaragoza,8,4,0,3,2,1,1,2,16,H,21,2011-09-22,Betis,SP1,8,6,2,9,H,10,Betis_Zaragoza_2011
39,5,Getafe,25,1,0,0,0,0,0,1,16,H,9,2011-09-22,Espanol,SP1,0,6,10,16,D,0,Espanol_Getafe_2011
40,3,Villarreal,22,1,0,1,1,1,0,1,17,D,15,2011-09-24,Ath Bilbao,SP1,3,6,8,10,H,4,Ath Bilbao_Villarreal_2011
41,1,Ath Madrid,17,5,0,0,3,0,0,1,18,H,6,2011-09-24,Barcelona,SP1,2,8,8,18,H,1,Barcelona_Ath Madrid_2011
42,0,Vallecano,7,6,0,2,2,1,1,4,18,H,16,2011-09-24,Real Madrid,SP1,6,11,7,18,H,6,Real Madrid_Vallecano_2011
43,2,Valencia,15,1,1,0,1,2,0,3,13,H,14,2011-09-24,Sevilla,SP1,6,6,4,12,H,8,Sevilla_Valencia_2011
44,3,Osasuna,20,1,0,1,0,0,1,3,12,D,20,2011-09-25,Granada,SP1,6,2,4,10,A,6,Granada_Osasuna_2011
45,1,Espanol,11,3,2,1,1,0,0,4,14,H,18,2011-09-25,Levante,SP1,6,5,7,12,H,8,Levante_Espanol_2011
46,2,Sociedad,14,2,0,1,1,0,1,0,8,H,16,2011-09-25,Mallorca,SP1,5,4,6,16,D,1,Mallorca_Sociedad_2011
47,2,Santander,15,0,0,0,0,0,0,4,15,D,8,2011-09-25,Sp Gijon,SP1,3,1,3,16,D,5,Sp Gijon_Santander_2011
48,1,Malaga,19,0,0,0,0,0,0,1,10,D,9,2011-09-25,Zaragoza,SP1,4,4,3,8,D,7,Zaragoza_Malaga_2011
49,5,Betis,13,1,0,0,1,0,0,3,22,H,9,2011-09-26,Getafe,SP1,3,5,2,12,H,4,Getafe_Betis_2011
50,2,Getafe,11,3,1,2,0,0,0,6,22,H,6,2011-10-01,Malaga,SP1,2,8,5,19,D,1,Malaga_Getafe_2011
