,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,20:00:00,1,Barcelona,14,0,1,0,0,0,0,1,9,H,11,2019-08-16,Ath Bilbao,SP1,2,5,3,11,D,8,Ath Bilbao_Barcelona_2019
1,16:00:00,5,Real Madrid,17,1,1,3,0,0,1,2,12,A,17,2019-08-17,Celta,SP1,11,4,6,7,A,4,Celta_Real Madrid_2019
2,18:00:00,4,Sociedad,13,0,1,1,0,1,0,4,14,D,12,2019-08-17,Valencia,SP1,3,6,3,14,D,3,Valencia_Sociedad_2019
3,19:00:00,2,Eibar,13,0,2,1,1,0,0,3,14,H,11,2019-08-17,Mallorca,SP1,5,4,9,16,H,3,Mallorca_Eibar_2019
4,20:00:00,1,Osasuna,17,0,0,1,0,1,0,4,11,A,4,2019-08-17,Leganes,SP1,2,2,8,13,D,0,Leganes_Osasuna_2019
5,20:00:00,3,Granada,10,0,4,4,1,0,1,1,16,D,14,2019-08-17,Villarreal,SP1,7,7,2,12,D,7,Villarreal_Granada_2019
6,16:00:00,2,Levante,18,0,1,0,0,0,0,1,15,H,16,2019-08-18,Alaves,SP1,4,2,2,9,D,9,Alaves_Levante_2019
7,18:00:00,2,Sevilla,11,0,0,2,0,0,1,2,17,A,12,2019-08-18,Espanol,SP1,4,2,8,7,A,4,Espanol_Sevilla_2019
8,20:00:00,2,Valladolid,11,0,1,2,0,1,0,6,19,A,14,2019-08-18,Betis,SP1,3,4,6,13,D,1,Betis_Valladolid_2019
9,21:00:00,3,Getafe,19,1,1,0,1,1,0,4,22,H,6,2019-08-18,Ath Madrid,SP1,0,5,3,5,H,4,Ath Madrid_Getafe_2019
10,19:00:00,1,Sevilla,13,0,0,1,0,0,0,1,14,A,11,2019-08-23,Granada,SP1,6,0,6,12,D,6,Granada_Sevilla_2019
11,21:00:00,1,Villarreal,5,0,2,1,0,0,1,2,9,H,23,2019-08-23,Levante,SP1,6,4,7,16,A,3,Levante_Villarreal_2019
12,16:00:00,4,Eibar,15,0,0,0,0,0,0,4,12,D,12,2019-08-24,Osasuna,SP1,0,2,6,6,D,6,Osasuna_Eibar_2019
13,18:00:00,2,Valladolid,12,0,1,1,0,0,0,2,11,D,9,2019-08-24,Real Madrid,SP1,2,4,4,22,D,3,Real Madrid_Valladolid_2019
14,20:00:00,1,Valencia,8,0,1,0,1,0,0,2,12,H,9,2019-08-24,Celta,SP1,1,6,6,11,H,4,Celta_Valencia_2019
15,20:00:00,2,Ath Bilbao,15,0,1,1,1,0,1,1,11,D,4,2019-08-24,Getafe,SP1,2,2,4,6,D,6,Getafe_Ath Bilbao_2019
16,16:00:00,3,Espanol,13,0,0,0,0,0,0,1,10,D,5,2019-08-25,Alaves,SP1,1,2,3,10,D,5,Alaves_Espanol_2019
17,16:00:00,1,Sociedad,16,0,0,1,0,0,0,2,12,A,12,2019-08-25,Mallorca,SP1,4,4,5,12,D,5,Mallorca_Sociedad_2019
18,18:00:00,4,Ath Madrid,12,0,0,1,0,0,0,5,13,A,6,2019-08-25,Leganes,SP1,4,4,9,10,D,4,Leganes_Ath Madrid_2019
19,20:00:00,1,Betis,14,0,5,2,1,0,1,1,12,H,4,2019-08-25,Barcelona,SP1,3,7,11,20,D,0,Barcelona_Betis_2019
20,19:00:00,4,Celta,16,0,1,1,0,0,0,2,9,D,2,2019-08-30,Sevilla,SP1,1,5,9,19,D,1,Sevilla_Celta_2019
21,21:00:00,2,Sociedad,17,0,2,0,2,0,0,3,17,H,2,2019-08-30,Ath Bilbao,SP1,2,5,3,15,H,0,Ath Bilbao_Sociedad_2019
22,16:00:00,3,Barcelona,16,0,2,2,1,0,0,4,9,D,8,2019-08-31,Osasuna,SP1,4,5,3,15,H,2,Osasuna_Barcelona_2019
23,18:00:00,3,Alaves,11,0,1,1,1,0,1,1,17,D,5,2019-08-31,Getafe,SP1,1,1,4,15,D,2,Getafe_Alaves_2019
24,18:00:00,2,Valladolid,9,0,2,0,0,0,0,2,10,H,15,2019-08-31,Levante,SP1,4,3,6,16,D,6,Levante_Valladolid_2019
25,20:00:00,4,Leganes,14,0,2,1,0,0,0,2,15,H,19,2019-08-31,Betis,SP1,7,5,11,17,D,8,Betis_Leganes_2019
26,16:00:00,0,Mallorca,6,0,2,0,1,0,0,1,19,H,12,2019-09-01,Valencia,SP1,1,4,7,9,H,4,Valencia_Mallorca_2019
27,18:00:00,0,Eibar,9,0,3,2,1,0,2,3,15,H,6,2019-09-01,Ath Madrid,SP1,2,3,1,7,A,1,Ath Madrid_Eibar_2019
28,18:00:00,2,Granada,6,0,0,3,0,0,1,3,13,A,14,2019-09-01,Espanol,SP1,6,3,8,15,A,6,Espanol_Granada_2019
29,20:00:00,1,Real Madrid,8,1,2,2,1,0,1,4,14,D,17,2019-09-01,Villarreal,SP1,5,5,1,10,D,8,Villarreal_Real Madrid_2019
30,20:00:00,4,Ath Bilbao,15,0,0,0,0,0,0,3,18,D,11,2019-09-13,Mallorca,SP1,5,1,4,10,D,6,Mallorca_Ath Bilbao_2019
31,12:00:00,2,Levante,13,0,3,2,3,0,0,2,10,H,8,2019-09-14,Real Madrid,SP1,3,11,9,25,H,6,Real Madrid_Levante_2019
32,15:00:00,2,Villarreal,14,0,0,3,0,0,2,0,11,A,8,2019-09-14,Leganes,SP1,4,4,8,10,A,6,Leganes_Villarreal_2019
33,17:30:00,1,Ath Madrid,13,0,2,0,0,0,0,3,10,H,12,2019-09-14,Sociedad,SP1,2,5,5,14,D,5,Sociedad_Ath Madrid_2019
34,20:00:00,1,Valencia,11,0,5,2,2,0,1,4,11,H,9,2019-09-14,Barcelona,SP1,3,10,2,17,H,5,Barcelona_Valencia_2019
35,11:00:00,2,Espanol,14,1,1,2,0,0,0,4,16,A,7,2019-09-15,Eibar,SP1,2,1,7,11,D,2,Eibar_Espanol_2019
36,13:00:00,5,Sevilla,13,0,0,1,0,0,1,5,7,A,19,2019-09-15,Alaves,SP1,7,0,2,7,A,6,Alaves_Sevilla_2019
37,15:00:00,4,Granada,11,0,0,2,0,2,1,2,13,A,13,2019-09-15,Celta,SP1,3,0,3,4,A,5,Celta_Granada_2019
38,17:30:00,0,Osasuna,9,0,1,1,0,0,0,1,10,D,17,2019-09-15,Valladolid,SP1,5,1,10,11,D,6,Valladolid_Osasuna_2019
39,20:00:00,3,Getafe,11,0,1,1,0,2,1,6,28,D,12,2019-09-15,Betis,SP1,4,2,5,7,A,6,Betis_Getafe_2019
40,20:00:00,1,Betis,15,0,0,0,0,0,0,2,9,D,7,2019-09-20,Osasuna,SP1,2,6,9,12,D,4,Osasuna_Betis_2019
41,12:00:00,2,Valladolid,12,0,2,0,0,0,0,1,8,H,7,2019-09-21,Villarreal,SP1,3,6,4,18,D,8,Villarreal_Valladolid_2019
42,15:00:00,0,Eibar,9,0,0,0,0,0,0,2,11,D,18,2019-09-21,Levante,SP1,4,4,6,13,D,7,Levante_Eibar_2019
43,17:30:00,3,Celta,14,0,0,0,0,0,0,5,12,D,6,2019-09-21,Ath Madrid,SP1,3,5,13,20,D,3,Ath Madrid_Celta_2019
44,20:00:00,3,Barcelona,22,0,2,0,1,0,0,2,12,H,8,2019-09-21,Granada,SP1,1,4,4,9,H,5,Granada_Barcelona_2019
45,11:00:00,4,Mallorca,15,0,4,2,2,0,0,5,17,H,7,2019-09-22,Getafe,SP1,3,5,7,14,H,2,Getafe_Mallorca_2019
46,13:00:00,1,Sociedad,7,0,1,3,0,0,2,0,12,A,10,2019-09-22,Espanol,SP1,5,3,5,17,A,7,Espanol_Sociedad_2019
47,15:00:00,3,Leganes,14,0,1,1,1,0,1,4,23,D,13,2019-09-22,Valencia,SP1,4,4,6,13,D,6,Valencia_Leganes_2019
