,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Espanol,8,1,1,1,0,0,0,2,9,D,12,2014-08-23,Almeria,SP1,2,6,11,19,D,7,Almeria_Espanol_2014
1,1,La Coruna,13,2,0,1,0,0,1,2,26,H,7,2014-08-23,Granada,SP1,1,3,5,10,A,3,Granada_La Coruna_2014
2,3,Ath Bilbao,13,1,0,0,1,2,0,3,9,H,12,2014-08-23,Malaga,SP1,5,3,5,12,H,4,Malaga_Ath Bilbao_2014
3,4,Valencia,23,1,1,1,1,0,0,2,8,D,11,2014-08-23,Sevilla,SP1,1,3,3,10,H,3,Sevilla_Valencia_2014
4,0,Elche,11,3,0,0,1,1,0,1,13,H,3,2014-08-24,Barcelona,SP1,0,6,3,12,H,1,Barcelona_Elche_2014
5,4,Getafe,19,3,0,1,1,0,0,1,15,H,12,2014-08-24,Celta,SP1,3,8,4,20,H,4,Celta_Getafe_2014
6,4,Sociedad,13,1,0,0,1,0,0,1,14,H,19,2014-08-24,Eibar,SP1,4,5,5,12,H,6,Eibar_Sociedad_2014
7,1,Villarreal,11,0,0,2,0,0,0,3,14,A,12,2014-08-24,Levante,SP1,6,2,3,9,D,4,Levante_Villarreal_2014
8,1,Cordoba,9,2,0,0,1,0,0,2,13,H,8,2014-08-25,Real Madrid,SP1,2,8,8,14,H,5,Real Madrid_Cordoba_2014
9,2,Ath Madrid,13,0,0,0,0,0,0,2,17,D,9,2014-08-25,Vallecano,SP1,2,2,2,8,D,4,Vallecano_Ath Madrid_2014
10,3,Almeria,17,1,0,0,1,0,0,2,11,H,11,2014-08-29,Getafe,SP1,4,3,2,12,H,3,Getafe_Almeria_2014
11,1,Malaga,18,3,1,0,2,0,0,2,11,H,17,2014-08-29,Valencia,SP1,4,4,4,14,H,6,Valencia_Malaga_2014
12,1,Levante,13,3,0,0,1,0,0,4,17,H,10,2014-08-30,Ath Bilbao,SP1,2,5,2,10,H,11,Ath Bilbao_Levante_2014
13,3,Eibar,12,2,0,1,2,0,1,0,18,H,8,2014-08-30,Ath Madrid,SP1,2,6,5,15,H,5,Ath Madrid_Eibar_2014
14,1,Celta,14,1,0,1,0,0,0,4,17,D,9,2014-08-30,Cordoba,SP1,4,1,1,6,D,6,Cordoba_Celta_2014
15,4,Sevilla,20,1,0,2,0,0,1,2,24,A,13,2014-08-30,Espanol,SP1,6,2,3,4,A,7,Espanol_Sevilla_2014
