,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Betis,18,2,0,1,1,0,0,3,26,H,8,2006-08-26,Valencia,SP1,5,4,5,14,H,6,Valencia_Betis_2006
1,2,Sociedad,19,1,0,1,1,0,0,4,23,D,10,2006-08-27,Ath Bilbao,SP1,4,2,4,7,H,2,Ath Bilbao_Sociedad_2006
2,2,Gimnastic,25,0,0,1,0,0,0,3,27,A,18,2006-08-27,Espanol,SP1,7,6,6,20,D,7,Espanol_Gimnastic_2006
3,4,Zaragoza,22,3,1,2,2,0,1,4,19,H,13,2006-08-27,La Coruna,SP1,6,6,1,14,H,6,La Coruna_Zaragoza_2006
4,5,Getafe,26,0,0,2,0,0,0,4,22,A,7,2006-08-27,Osasuna,SP1,2,7,6,15,D,1,Osasuna_Getafe_2006
5,2,Villarreal,22,0,0,0,0,0,0,3,18,D,13,2006-08-27,Real Madrid,SP1,4,3,4,14,D,5,Real Madrid_Villarreal_2006
6,3,Mallorca,19,1,0,1,0,0,0,2,15,D,17,2006-08-27,Recreativo,SP1,6,2,3,7,D,2,Recreativo_Mallorca_2006
7,3,Ath Madrid,25,0,1,1,0,0,1,4,25,A,11,2006-08-27,Santander,SP1,4,8,11,16,A,2,Santander_Ath Madrid_2006
8,0,Barcelona,21,2,0,3,1,1,0,2,16,A,12,2006-08-28,Celta,SP1,6,3,4,12,H,7,Celta_Barcelona_2006
9,1,Levante,1,4,0,0,2,0,0,3,3,H,6,2006-08-29,Sevilla,SP1,3,10,6,18,H,1,Sevilla_Levante_2006
10,1,Valencia,24,0,1,1,0,1,1,3,23,A,8,2006-09-09,Ath Madrid,SP1,5,2,7,22,A,1,Ath Madrid_Valencia_2006
11,0,Osasuna,8,3,0,0,3,0,0,1,15,H,9,2006-09-09,Barcelona,SP1,2,6,5,16,H,2,Barcelona_Osasuna_2006
12,1,Ath Bilbao,15,3,0,0,2,0,0,3,17,H,12,2006-09-10,Betis,SP1,4,8,3,12,H,5,Betis_Ath Bilbao_2006
13,0,Santander,18,1,0,0,0,0,0,4,15,H,10,2006-09-10,Getafe,SP1,2,3,7,14,D,3,Getafe_Santander_2006
14,0,Celta,19,1,0,2,0,0,0,4,20,A,8,2006-09-10,Gimnastic,SP1,2,2,6,7,D,3,Gimnastic_Celta_2006
15,3,Real Madrid,21,1,0,4,1,2,2,1,13,A,15,2006-09-10,Levante,SP1,6,2,1,10,A,0,Levante_Real Madrid_2006
16,0,La Coruna,19,0,0,0,0,0,0,2,24,D,10,2006-09-10,Mallorca,SP1,2,2,2,14,D,6,Mallorca_La Coruna_2006
17,3,Sevilla,3,1,0,3,0,0,1,4,4,A,3,2006-09-10,Sociedad,SP1,3,2,0,2,A,0,Sociedad_Sevilla_2006
18,1,Recreativo,17,0,0,1,0,0,0,1,14,A,8,2006-09-10,Villarreal,SP1,3,7,12,13,D,2,Villarreal_Recreativo_2006
19,3,Espanol,16,3,1,0,1,1,0,2,20,H,9,2006-09-10,Zaragoza,SP1,1,4,4,5,H,9,Zaragoza_Espanol_2006
20,1,Villarreal,23,2,0,0,1,0,0,4,24,H,16,2006-09-16,La Coruna,SP1,5,7,7,19,H,7,La Coruna_Villarreal_2006
21,0,Ath Madrid,12,1,0,4,0,0,2,1,11,A,11,2006-09-17,Ath Bilbao,SP1,4,0,3,6,A,3,Ath Bilbao_Ath Madrid_2006
22,3,Celta,21,2,0,1,0,0,0,1,14,H,15,2006-09-17,Espanol,SP1,5,3,1,9,D,8,Espanol_Celta_2006
23,1,Gimnastic,13,2,0,0,1,0,0,1,26,H,8,2006-09-17,Osasuna,SP1,1,2,5,10,H,6,Osasuna_Gimnastic_2006
24,1,Sociedad,18,2,1,0,0,0,0,3,22,H,5,2006-09-17,Real Madrid,SP1,2,6,10,16,D,5,Real Madrid_Sociedad_2006
25,0,Levante,16,0,0,1,0,0,0,4,26,A,8,2006-09-17,Recreativo,SP1,2,4,6,18,D,5,Recreativo_Levante_2006
26,5,Barcelona,31,0,0,3,0,1,1,3,14,A,20,2006-09-17,Santander,SP1,7,3,2,8,A,4,Santander_Barcelona_2006
27,1,Betis,2,3,0,2,1,0,1,2,2,H,6,2006-09-17,Sevilla,SP1,4,4,4,6,D,1,Sevilla_Betis_2006
28,3,Getafe,17,2,0,0,1,0,0,4,17,H,13,2006-09-17,Valencia,SP1,6,7,3,14,H,4,Valencia_Getafe_2006
29,4,Mallorca,22,2,1,0,0,0,0,1,20,H,14,2006-09-17,Zaragoza,SP1,5,11,4,20,D,4,Zaragoza_Mallorca_2006
30,2,Real Madrid,17,0,0,1,0,1,1,7,24,A,15,2006-09-23,Betis,SP1,3,1,3,6,A,4,Betis_Real Madrid_2006
31,7,Sevilla,8,2,2,1,0,0,1,3,6,H,5,2006-09-24,Ath Madrid,SP1,3,8,1,11,A,2,Ath Madrid_Sevilla_2006
32,1,Valencia,12,1,0,1,0,0,1,3,12,D,6,2006-09-24,Barcelona,SP1,2,6,6,21,A,3,Barcelona_Valencia_2006
33,3,Osasuna,15,0,0,2,0,1,1,4,17,A,9,2006-09-24,Celta,SP1,3,4,3,9,A,4,Celta_Osasuna_2006
34,0,Ath Bilbao,20,0,2,0,0,1,0,4,14,D,11,2006-09-24,Getafe,SP1,2,2,7,14,D,6,Getafe_Ath Bilbao_2006
35,2,Santander,20,2,0,2,1,0,0,4,15,D,14,2006-09-24,Gimnastic,SP1,7,5,5,11,H,5,Gimnastic_Santander_2006
36,1,La Coruna,21,2,1,0,1,1,0,3,25,H,13,2006-09-24,Levante,SP1,2,5,1,9,H,4,Levante_La Coruna_2006
37,1,Espanol,21,1,1,0,0,0,0,4,24,H,9,2006-09-24,Mallorca,SP1,2,7,5,17,D,3,Mallorca_Espanol_2006
38,1,Recreativo,20,2,0,3,0,0,1,1,15,A,10,2006-09-24,Sociedad,SP1,6,3,5,11,A,5,Sociedad_Recreativo_2006
39,2,Zaragoza,20,3,1,2,0,0,1,4,23,H,17,2006-09-24,Villarreal,SP1,4,8,10,20,A,2,Villarreal_Zaragoza_2006
40,0,Barcelona,6,1,0,3,1,1,1,1,10,A,16,2006-09-30,Ath Bilbao,SP1,4,2,5,5,D,3,Ath Bilbao_Barcelona_2006
41,2,Osasuna,19,0,0,0,0,0,0,2,24,D,9,2006-10-01,Espanol,SP1,1,3,5,10,D,7,Espanol_Osasuna_2006
42,2,Sociedad,18,2,0,0,0,0,0,2,29,H,9,2006-10-01,La Coruna,SP1,2,5,4,11,D,1,La Coruna_Sociedad_2006
43,1,Villarreal,16,1,0,2,0,0,2,4,15,A,6,2006-10-01,Mallorca,SP1,3,5,13,14,A,3,Mallorca_Villarreal_2006
44,2,Ath Madrid,23,1,0,1,1,1,1,5,29,D,18,2006-10-01,Real Madrid,SP1,6,2,3,10,D,4,Real Madrid_Ath Madrid_2006
45,0,Betis,15,2,0,0,0,0,0,0,15,H,6,2006-10-01,Recreativo,SP1,1,7,6,10,D,8,Recreativo_Betis_2006
46,7,Celta,33,1,0,1,1,1,0,2,20,D,16,2006-10-01,Santander,SP1,6,4,2,8,H,4,Santander_Celta_2006
